"GHO","DATASOURCE","PUBLISHSTATE","YEAR","REGION","COUNTRY","Display Value","Numeric","Low","High","Comments"
"SA_0000001464_ARCHIVED","SA_0000001464_EST","PUBLISHED","1996","EUR","EST","","","","","missing data"
"SA_0000001464_ARCHIVED","SA_0000001464_FIN","PUBLISHED","1999","EUR","FRA","","","","","missing data"
"SA_0000001464_ARCHIVED","SA_0000001464_LKA","PUBLISHED","1991","SEAR","LKA","","","","","missing data"
"SA_0000001464_ARCHIVED","SA_0000001464_LKA","PUBLISHED","1992","SEAR","LKA","","","","","missing data"
"SA_0000001464_ARCHIVED","SA_0000001464_EST","PUBLISHED","2000","EUR","EST","28.4","28.40000","","",""
"SA_0000001464_ARCHIVED","SA_0000001464_EST","PUBLISHED","1999","EUR","EST","38.6","38.60000","","",""
"SA_0000001464_ARCHIVED","SA_0000001464_EST","PUBLISHED","1998","EUR","EST","47.9","47.90000","","",""
"SA_0000001464_ARCHIVED","SA_0000001464_FIN","PUBLISHED","1998","EUR","FRA","226.6","226.60000","","",""
"SA_0000001464_ARCHIVED","","PUBLISHED","2012","EMR","IRN","1.1","1.10000","","",""
"SA_0000001464_ARCHIVED","SA_0000001464_CHL","PUBLISHED","2010","AMR","CHL","14.9","14.90000","","",""
"SA_0000001464_ARCHIVED","SA_0000001464_CHL","PUBLISHED","2008","AMR","CHL","21.6","21.60000","","",""
"SA_0000001464_ARCHIVED","SA_0000001464_CAN","PUBLISHED","2008","AMR","CAN","305.8","305.80000","","",""
"SA_0000001464_ARCHIVED","SA_0000001464_CAN","PUBLISHED","2007","AMR","CAN","290.9","290.90000","","",""
"SA_0000001464_ARCHIVED","SA_0000001464_CAN","PUBLISHED","2006","AMR","CAN","282.9","282.90000","","",""
"SA_0000001464_ARCHIVED","SA_0000001464_CAN","PUBLISHED","2003","AMR","CAN","300.3","300.30000","","",""
"SA_0000001464_ARCHIVED","SA_0000001464_CAN","PUBLISHED","2001","AMR","CAN","328.6","328.60000","","",""
"SA_0000001464_ARCHIVED","SA_0000001464_CAN","PUBLISHED","1998","AMR","CAN","362.3","362.30000","","",""
"SA_0000001464_ARCHIVED","SA_0000001464_CAN","PUBLISHED","1997","AMR","CAN","377","377.00000","","",""
"SA_0000001464_ARCHIVED","SA_0000001464_CAN","PUBLISHED","1995","AMR","CAN","438.5","438.50000","","",""
"SA_0000001464_ARCHIVED","SA_0000001464_CAN","PUBLISHED","1992","AMR","CAN","588.3","588.30000","","",""
"SA_0000001464_ARCHIVED","SA_0000001464_BEL","PUBLISHED","2011","EUR","BEL","472.6","472.60000","","",""
"SA_0000001464_ARCHIVED","SA_0000001464_BEL","PUBLISHED","2008","EUR","BEL","489.5","489.50000","","",""
"SA_0000001464_ARCHIVED","SA_0000001464_BEL","PUBLISHED","2007","EUR","BEL","438","438.00000","","",""
"SA_0000001464_ARCHIVED","SA_0000001464_BHR","PUBLISHED","2013","EMR","BHR","99.6","99.60000","","",""
"SA_0000001464_ARCHIVED","SA_0000001464_BHR","PUBLISHED","2012","EMR","BHR","105.2","105.20000","","",""
"SA_0000001464_ARCHIVED","SA_0000001464_BHR","PUBLISHED","2009","EMR","BHR","128.8","128.80000","","",""
"SA_0000001464_ARCHIVED","SA_0000001464_BHR","PUBLISHED","2007","EMR","BHR","12.8","12.80000","","",""
"SA_0000001464_ARCHIVED","SA_0000001464_BHR","PUBLISHED","2006","EMR","BHR","17.3","17.30000","","",""
"SA_0000001464_ARCHIVED","SA_0000001464_AUT","PUBLISHED","2010","EUR","AUT","447.1","447.10000","","",""
"SA_0000001464_ARCHIVED","SA_0000001464_CHL","PUBLISHED","2009","AMR","CHL","16.1","16.10000","","",""
"SA_0000001464_ARCHIVED","SA_0000001464_CAN","PUBLISHED","2013","AMR","CAN","265.9","265.90000","","",""
"SA_0000001464_ARCHIVED","SA_0000001464_CAN","PUBLISHED","2002","AMR","CAN","313.4","313.40000","","",""
"SA_0000001464_ARCHIVED","SA_0000001464_CAN","PUBLISHED","1999","AMR","CAN","351.1","351.10000","","",""
"SA_0000001464_ARCHIVED","SA_0000001464_BEL","PUBLISHED","2009","EUR","BEL","499.3","499.30000","","",""
"SA_0000001464_ARCHIVED","SA_0000001464_BTN","PUBLISHED","2009","SEAR","BTN","15.8","15.80000","","",""
"SA_0000001464_ARCHIVED","SA_0000001464_BHR","PUBLISHED","2011","EMR","BHR","121","121.00000","","",""
"SA_0000001464_ARCHIVED","SA_0000001464_BHR","PUBLISHED","2008","EMR","BHR","78.9","78.90000","","",""
"SA_0000001464_ARCHIVED","SA_0000001464_DNK","PUBLISHED","2001","EUR","DNK","289.5","289.50000","","",""
"SA_0000001464_ARCHIVED","SA_0000001464_DNK","PUBLISHED","1998","EUR","DNK","259.7","259.70000","","",""
"SA_0000001464_ARCHIVED","SA_0000001464_DNK","PUBLISHED","1995","EUR","DNK","246.9","246.90000","","",""
"SA_0000001464_ARCHIVED","SA_0000001464_CYP","PUBLISHED","2006","EUR","CYP","329.1","329.10000","","",""
"SA_0000001464_ARCHIVED","SA_0000001464_CYP","PUBLISHED","2003","EUR","CYP","104.2","104.20000","","",""
"SA_0000001464_ARCHIVED","SA_0000001464_CYP","PUBLISHED","1997","EUR","CYP","","","","","missing data"
"SA_0000001464_ARCHIVED","SA_0000001464_CYP","PUBLISHED","1994","EUR","CYP","","","","","missing data"
"SA_0000001464_ARCHIVED","SA_0000001464_HRV","PUBLISHED","2011","EUR","HRV","122.4","122.40000","","",""
"SA_0000001464_ARCHIVED","SA_0000001464_HRV","PUBLISHED","2005","EUR","HRV","144.6","144.60000","","",""
"SA_0000001464_ARCHIVED","SA_0000001464_CHL","PUBLISHED","2014","AMR","CHL","23.8","23.80000","","",""
"SA_0000001464_ARCHIVED","SA_0000001464_CYP","PUBLISHED","1992","EUR","CYP","","","","","missing data"
"SA_0000001464_ARCHIVED","SA_0000001464_CYP","PUBLISHED","1991","EUR","CYP","","","","","missing data"
"SA_0000001464_ARCHIVED","SA_0000001464_HRV","PUBLISHED","2013","EUR","HRV","97.2","97.20000","","",""
"SA_0000001464_ARCHIVED","SA_0000001464_HRV","PUBLISHED","2012","EUR","HRV","112.4","112.40000","","",""
"SA_0000001464_ARCHIVED","SA_0000001464_DNK","PUBLISHED","2006","EUR","DNK","281.7","281.70000","","",""
"SA_0000001464_ARCHIVED","SA_0000001464_DNK","PUBLISHED","2005","EUR","DNK","276.2","276.20000","","",""
"SA_0000001464_ARCHIVED","SA_0000001464_DNK","PUBLISHED","2003","EUR","DNK","293.6","293.60000","","",""
"SA_0000001464_ARCHIVED","SA_0000001464_DNK","PUBLISHED","1994","EUR","DNK","266.4","266.40000","","",""
"SA_0000001464_ARCHIVED","SA_0000001464_DNK","PUBLISHED","1993","EUR","DNK","298.3","298.30000","","",""
"SA_0000001464_ARCHIVED","SA_0000001464_DNK","PUBLISHED","1990","EUR","DNK","378.7","378.70000","","",""
