"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","ALCOHOLTYPE","Display Value","Numeric","Low","High","Comments"
"SA_0000001525","PUBLISHED","2016","AFR","AGO","SA_WINE","No","","","",""
"SA_0000001525","PUBLISHED","2016","AFR","BDI","SA_BEER","No","","","",""
"SA_0000001525","PUBLISHED","2016","AFR","CMR","SA_WINE","No","","","",""
"SA_0000001525","PUBLISHED","2016","AFR","TCD","SA_SPIRITS","No","","","",""
"SA_0000001525","PUBLISHED","2016","AMR","CRI","SA_WINE","Yes","","","",""
"SA_0000001525","PUBLISHED","2016","AMR","GRD","SA_WINE","Yes","","","",""
"SA_0000001525","PUBLISHED","2016","AMR","GUY","SA_SPIRITS","No","","","",""
"SA_0000001525","PUBLISHED","2016","AMR","JAM","SA_BEER","No","","","",""
"SA_0000001525","PUBLISHED","2016","AMR","DMA","SA_SPIRITS","No","","","",""
"SA_0000001525","PUBLISHED","2016","AMR","ECU","SA_BEER","Yes","","","",""
"SA_0000001525","PUBLISHED","2016","AFR","COD","SA_WINE","No","","","",""
"SA_0000001525","PUBLISHED","2016","AFR","ERI","SA_SPIRITS","No","","","",""
"SA_0000001525","PUBLISHED","2016","AFR","GMB","SA_BEER","No","","","",""
"SA_0000001525","PUBLISHED","2016","AFR","GNB","SA_SPIRITS","No","","","",""
"SA_0000001525","PUBLISHED","2016","AFR","MOZ","SA_BEER","No","","","",""
"SA_0000001525","PUBLISHED","2016","AFR","NER","SA_WINE","No","","","",""
"SA_0000001525","PUBLISHED","2016","AFR","RWA","SA_SPIRITS","No","","","",""
"SA_0000001525","PUBLISHED","2016","AFR","SLE","SA_WINE","Yes","","","",""
"SA_0000001525","PUBLISHED","2016","AFR","SSD","SA_SPIRITS","No","","","",""
"SA_0000001525","PUBLISHED","2016","AFR","UGA","SA_BEER","No","","","",""
"SA_0000001525","PUBLISHED","2016","AFR","ZWE","SA_SPIRITS","No","","","",""
"SA_0000001525","PUBLISHED","2016","AMR","BHS","SA_BEER","Yes","","","",""
"SA_0000001525","PUBLISHED","2016","AMR","BLZ","SA_WINE","Yes","","","",""
"SA_0000001525","PUBLISHED","2016","AMR","CHL","SA_BEER","No","","","",""
"SA_0000001525","PUBLISHED","2016","AFR","LBR","SA_BEER","No","","","",""
"SA_0000001525","PUBLISHED","2016","AFR","MWI","SA_WINE","Yes","","","",""
"SA_0000001525","PUBLISHED","2016","AMR","MEX","SA_WINE","No","","","",""
"SA_0000001525","PUBLISHED","2016","AMR","PAN","SA_SPIRITS","No","","","",""
"SA_0000001525","PUBLISHED","2016","AMR","KNA","SA_BEER","No","","","",""
"SA_0000001525","PUBLISHED","2016","AMR","SUR","SA_SPIRITS","No","","","",""
"SA_0000001525","PUBLISHED","2016","AMR","URY","SA_BEER","No","","","",""
"SA_0000001525","PUBLISHED","2016","EUR","PRT","SA_WINE","No","","","",""
"SA_0000001525","PUBLISHED","2016","EUR","TKM","SA_SPIRITS","No","","","",""
"SA_0000001525","PUBLISHED","2016","EUR","UZB","SA_BEER","No","","","",""
"SA_0000001525","PUBLISHED","2016","SEAR","BTN","SA_WINE","Yes","","","",""
"SA_0000001525","PUBLISHED","2016","EUR","ARM","SA_BEER","No","","","",""
"SA_0000001525","PUBLISHED","2016","EUR","AZE","SA_WINE","No","","","",""
"SA_0000001525","PUBLISHED","2016","EUR","BGR","SA_BEER","Yes","","","",""
"SA_0000001525","PUBLISHED","2016","EUR","CYP","SA_WINE","Yes","","","",""
"SA_0000001525","PUBLISHED","2016","EUR","DNK","SA_SPIRITS","No","","","",""
"SA_0000001525","PUBLISHED","2016","EUR","GEO","SA_WINE","No","","","",""
"SA_0000001525","PUBLISHED","2016","EUR","GRC","SA_SPIRITS","No","","","",""
"SA_0000001525","PUBLISHED","2016","EUR","IRL","SA_BEER","Yes","","","",""
"SA_0000001525","PUBLISHED","2016","EUR","KAZ","SA_SPIRITS","No","","","",""
"SA_0000001525","PUBLISHED","2016","EUR","LTU","SA_BEER","No","","","",""
"SA_0000001525","PUBLISHED","2016","EMR","JOR","SA_WINE","Yes","","","",""
"SA_0000001525","PUBLISHED","2016","EMR","LBN","SA_SPIRITS","No","","","",""
"SA_0000001525","PUBLISHED","2016","EMR","PAK","SA_WINE","Yes","","","",""
"SA_0000001525","PUBLISHED","2016","EMR","SYR","SA_BEER","Yes","","","",""
"SA_0000001525","PUBLISHED","2016","EUR","MLT","SA_WINE","No","","","",""
"SA_0000001525","PUBLISHED","2016","EUR","NOR","SA_BEER","Yes","","","",""
"SA_0000001525","PUBLISHED","2016","EUR","ROU","SA_SPIRITS","No","","","",""
"SA_0000001525","PUBLISHED","2016","EUR","SVK","SA_WINE","No","","","",""
"SA_0000001525","PUBLISHED","2016","EUR","ESP","SA_SPIRITS","No","","","",""
"SA_0000001525","PUBLISHED","2016","SEAR","THA","SA_SPIRITS","Yes","","","",""
"SA_0000001525","PUBLISHED","2016","EUR","TJK","SA_BEER","No","","","",""
"SA_0000001525","PUBLISHED","2016","WPR","KHM","SA_WINE","No","","","",""
"SA_0000001525","PUBLISHED","2016","WPR","KIR","SA_BEER","No","","","",""
"SA_0000001525","PUBLISHED","2016","WPR","MHL","SA_SPIRITS","Yes","","","",""
"SA_0000001525","PUBLISHED","2016","WPR","KOR","SA_BEER","No","","","",""
"SA_0000001525","PUBLISHED","2016","WPR","SGP","SA_WINE","Yes","","","",""
"SA_0000001525","PUBLISHED","2016","AFR","CMR","SA_BEER","No","","","",""
"SA_0000001525","PUBLISHED","2016","AFR","CMR","SA_SPIRITS","No","","","",""
"SA_0000001525","PUBLISHED","2016","AFR","COM","SA_BEER","Yes","","","",""
"SA_0000001525","PUBLISHED","2016","AMR","GUY","SA_WINE","No","","","",""
"SA_0000001525","PUBLISHED","2016","AMR","CAN","SA_SPIRITS","Yes","","","",""
"SA_0000001525","PUBLISHED","2016","AMR","CHL","SA_WINE","No","","","",""
"SA_0000001525","PUBLISHED","2016","AMR","VCT","SA_SPIRITS","No","","","",""
"SA_0000001525","PUBLISHED","2016","AMR","SUR","SA_WINE","No","","","",""
"SA_0000001525","PUBLISHED","2016","AMR","GRD","SA_BEER","Yes","","","",""
"SA_0000001525","PUBLISHED","2016","AMR","GRD","SA_SPIRITS","Yes","","","",""
"SA_0000001525","PUBLISHED","2016","AFR","COM","SA_SPIRITS","Yes","","","",""
"SA_0000001525","PUBLISHED","2016","AFR","GMB","SA_WINE","No","","","",""
"SA_0000001525","PUBLISHED","2016","AFR","GHA","SA_BEER","No","","","",""
"SA_0000001525","PUBLISHED","2016","AFR","GIN","SA_SPIRITS","No","","","",""
"SA_0000001525","PUBLISHED","2016","AFR","GNB","SA_WINE","No","","","",""
"SA_0000001525","PUBLISHED","2016","AFR","KEN","SA_BEER","No","","","",""
"SA_0000001525","PUBLISHED","2016","AFR","MUS","SA_SPIRITS","Yes","","","",""
"SA_0000001525","PUBLISHED","2016","AFR","MOZ","SA_WINE","No","","","",""
"SA_0000001525","PUBLISHED","2016","AFR","NER","SA_BEER","No","","","",""
"SA_0000001525","PUBLISHED","2016","AFR","NER","SA_SPIRITS","No","","","",""
"SA_0000001525","PUBLISHED","2016","AFR","SSD","SA_WINE","No","","","",""
"SA_0000001525","PUBLISHED","2016","AFR","SWZ","SA_BEER","No","","","",""
"SA_0000001525","PUBLISHED","2016","AFR","UGA","SA_WINE","No","","","",""
"SA_0000001525","PUBLISHED","2016","AFR","TZA","SA_BEER","No","","","",""
"SA_0000001525","PUBLISHED","2016","AMR","BLZ","SA_SPIRITS","Yes","","","",""
"SA_0000001525","PUBLISHED","2016","AMR","PER","SA_SPIRITS","No","","","",""
"SA_0000001525","PUBLISHED","2016","AMR","KNA","SA_WINE","No","","","",""
"SA_0000001525","PUBLISHED","2016","EUR","RUS","SA_SPIRITS","No","","","",""
"SA_0000001525","PUBLISHED","2016","EUR","SVK","SA_BEER","No","","","",""
"SA_0000001525","PUBLISHED","2016","EUR","TUR","SA_SPIRITS","No","","","",""
"SA_0000001525","PUBLISHED","2016","EUR","TKM","SA_WINE","No","","","",""
"SA_0000001525","PUBLISHED","2016","EUR","UZB","SA_WINE","No","","","",""
"SA_0000001525","PUBLISHED","2016","SEAR","TLS","SA_BEER","No","","","",""
"SA_0000001525","PUBLISHED","2016","SEAR","TLS","SA_SPIRITS","No","","","",""
"SA_0000001525","PUBLISHED","2016","EUR","SRB","SA_WINE","No","","","",""
"SA_0000001525","PUBLISHED","2016","EMR","EGY","SA_BEER","Yes","","","",""
