"GHO","DATASOURCE","PUBLISHSTATE","YEAR","REGION","WORLDBANKINCOMEGROUP","COUNTRY","Display Value","Numeric","Low","High","Comments"
"WHS7_139","NHA_AFG","PUBLISHED","2002","EMR","WB_LI","AFG","99.53","99.53330","","",""
"WHS7_139","NHA_AFG","PUBLISHED","2003","EMR","WB_LI","AFG","99.55","99.55381","","",""
"WHS7_139","NHA_AFG","PUBLISHED","2004","EMR","WB_LI","AFG","99.54","99.54272","","",""
"WHS7_139","NHA_AFG","PUBLISHED","2005","EMR","WB_LI","AFG","99.52","99.51839","","",""
"WHS7_139","NHA_AFG","PUBLISHED","2006","EMR","WB_LI","AFG","99.45","99.44692","","",""
"WHS7_139","NHA_AFG","PUBLISHED","2007","EMR","WB_LI","AFG","99.49","99.48917","","",""
"WHS7_139","NHA_AFG","PUBLISHED","2008","EMR","WB_LI","AFG","99.71","99.71498","","",""
"WHS7_139","NHA_AFG","PUBLISHED","2009","EMR","WB_LI","AFG","99.68","99.68212","","",""
"WHS7_139","NHA_AFG","PUBLISHED","2010","EMR","WB_LI","AFG","99.63","99.62762","","",""
"WHS7_139","NHA_AFG","PUBLISHED","2011","EMR","WB_LI","AFG","99.56","99.56382","","",""
"WHS7_139","NHA_AFG","PUBLISHED","2012","EMR","WB_LI","AFG","99.56","99.56382","","",""
"WHS7_139","NHA_AFG","PUBLISHED","2013","EMR","WB_LI","AFG","99.56","99.56382","","",""
"WHS7_139","NHA_AFG","PUBLISHED","2014","EMR","WB_LI","AFG","99.56","99.56382","","",""
"WHS7_139","","PUBLISHED","1995","AFR","WB_UMI","AGO","72.69","72.69391","","",""
"WHS7_139","","PUBLISHED","1996","AFR","WB_UMI","AGO","55.17","55.17276","","",""
"WHS7_139","","PUBLISHED","1997","AFR","WB_UMI","AGO","66.72","66.71994","","",""
"WHS7_139","","PUBLISHED","1998","AFR","WB_UMI","AGO","74.33","74.33262","","",""
"WHS7_139","","PUBLISHED","1999","AFR","WB_UMI","AGO","61.15","61.14668","","",""
"WHS7_139","","PUBLISHED","2000","AFR","WB_UMI","AGO","56.55","56.54909","","",""
"WHS7_139","","PUBLISHED","2001","AFR","WB_UMI","AGO","80.50","80.49705","","",""
"WHS7_139","","PUBLISHED","2002","AFR","WB_UMI","AGO","74.68","74.68002","","",""
"WHS7_139","","PUBLISHED","2003","AFR","WB_UMI","AGO","78.87","78.87024","","",""
