"GHO","DATASOURCE","PUBLISHSTATE","YEAR","REGION","COUNTRY","ALCOHOLTYPE","Display Value","Numeric","Low","High","Comments"
"SA_0000001547","","PUBLISHED","2012","EUR","DNK","SA_BEER","40.95","40.95000","","",""
"SA_0000001547","","PUBLISHED","2010","EUR","FIN","SA_BEER","124.8","124.80000","","",""
"SA_0000001547","","PUBLISHED","2008","EUR","FRA","SA_BEER","13","13.00000","","",""
"SA_0000001547","","PUBLISHED","2008","EUR","FRA","SA_SPIRITS","1471.8","1471.80000","","",""
"SA_0000001547","","PUBLISHED","2011","EUR","DEU","SA_WINE","0","0.00000","","",""
"SA_0000001547","","PUBLISHED","2012","EUR","DEU","SA_BEER","9.4","9.40000","","",""
"SA_0000001547","","PUBLISHED","2008","EUR","GRC","SA_SPIRITS","1306","1306.00000","","",""
"SA_0000001547","","PUBLISHED","2009","EUR","GRC","SA_WINE","0","0.00000","","",""
"SA_0000001547","","PUBLISHED","2012","EUR","HUN","SA_BEER","24.75","24.75000","","",""
"SA_0000001547","","PUBLISHED","2012","EUR","HUN","SA_SPIRITS","984","984.00000","","",""
"SA_0000001547","","PUBLISHED","2009","EUR","IRL","SA_BEER","95.4","95.40000","","",""
"SA_0000001547","","PUBLISHED","2009","EUR","IRL","SA_SPIRITS","3113","3113.00000","","",""
"SA_0000001547","","PUBLISHED","2012","EUR","ITA","SA_WINE","0","0.00000","","",""
"SA_0000001547","","PUBLISHED","2008","EUR","LVA","SA_BEER","9.2","9.20000","","",""
"SA_0000001547","","PUBLISHED","2010","EUR","LVA","SA_WINE","63.45","63.45000","","",""
"SA_0000001547","","PUBLISHED","2011","EUR","LVA","SA_BEER","14.77","14.77000","","",""
"SA_0000001547","","PUBLISHED","2008","EUR","LUX","SA_SPIRITS","1041.15","1041.15000","","",""
"SA_0000001547","","PUBLISHED","2009","EUR","LUX","SA_WINE","0","0.00000","","",""
"SA_0000001547","","PUBLISHED","2011","EUR","LUX","SA_SPIRITS","1041.15","1041.15000","","",""
"SA_0000001547","","PUBLISHED","2008","EUR","NLD","SA_WINE","68.5","68.50000","","",""
"SA_0000001547","","PUBLISHED","2009","EUR","NLD","SA_BEER","32.6","32.60000","","",""
"SA_0000001547","","PUBLISHED","2009","EUR","NLD","SA_SPIRITS","1504","1504.00000","","",""
"SA_0000001547","","PUBLISHED","2011","EUR","NLD","SA_WINE","70.56","70.56000","","",""
"SA_0000001547","","PUBLISHED","2012","EUR","NLD","SA_BEER","32.64","32.64000","","",""
"SA_0000001547","","PUBLISHED","2010","EUR","POL","SA_WINE","36.06","36.06000","","",""
"SA_0000001547","","PUBLISHED","2012","EUR","POL","SA_SPIRITS","1132","1132.00000","","",""
"SA_0000001547","","PUBLISHED","2008","EUR","PRT","SA_WINE","0","0.00000","","",""
"SA_0000001547","","PUBLISHED","2011","EUR","ROU","SA_SPIRITS","750","750.00000","","",""
"SA_0000001547","","PUBLISHED","2008","EUR","SVK","SA_BEER","18.4","18.40000","","",""
"SA_0000001547","","PUBLISHED","2008","EUR","SVK","SA_SPIRITS","939.4","939.40000","","",""
"SA_0000001547","","PUBLISHED","2011","EUR","SVN","SA_WINE","0","0.00000","","",""
"SA_0000001547","","PUBLISHED","2012","EUR","SVN","SA_BEER","52.8","52.80000","","",""
"SA_0000001547","","PUBLISHED","2009","EUR","ESP","SA_WINE","0","0.00000","","",""
"SA_0000001547","","PUBLISHED","2012","EUR","SWE","SA_BEER","94.04","94.04000","","",""
"SA_0000001547","","PUBLISHED","2010","EUR","GBR","SA_BEER","91.2","91.20000","","",""
"SA_0000001547","","PUBLISHED","2012","EUR","GBR","SA_WINE","334.11","334.11000","","",""
"SA_0000001547","","PUBLISHED","2012","EUR","BEL","SA_SPIRITS","1752.2","1752.20000","","",""
"SA_0000001547","","PUBLISHED","2013","EUR","FRA","SA_BEER","13.2","13.20000","","",""
"SA_0000001547","","PUBLISHED","2013","EUR","FRA","SA_SPIRITS","1689.05","1689.05000","","",""
"SA_0000001547","","PUBLISHED","2013","EUR","GRC","SA_WINE","0","0.00000","","",""
"SA_0000001547","","PUBLISHED","2008","EUR","HUN","SA_SPIRITS","976.6","976.60000","","",""
"SA_0000001547","","PUBLISHED","2012","EUR","LUX","SA_BEER","9.52","9.52000","","",""
"SA_0000001547","","PUBLISHED","2013","EUR","NLD","SA_BEER","32.64","32.64000","","",""
"SA_0000001547","","PUBLISHED","2013","EUR","NLD","SA_SPIRITS","1594","1594.00000","","",""
"SA_0000001547","","PUBLISHED","2013","EUR","ESP","SA_BEER","9.96","9.96000","","",""
"SA_0000001547","","PUBLISHED","2013","EUR","ESP","SA_SPIRITS","830.25","830.25000","","",""
"SA_0000001547","","PUBLISHED","2008","EUR","GBR","SA_WINE","265","265.00000","","",""
"SA_0000001547","","PUBLISHED","2009","EUR","GBR","SA_BEER","99.8","99.80000","","",""
"SA_0000001547","","PUBLISHED","2014","EUR","BEL","SA_SPIRITS","2124.68","2124.68000","","",""
"SA_0000001547","","PUBLISHED","2014","EUR","BGR","SA_SPIRITS","562.43","562.43000","","",""
"SA_0000001547","","PUBLISHED","2009","EUR","HRV","SA_WINE","0","0.00000","","",""
"SA_0000001547","","PUBLISHED","2014","EUR","EST","SA_SPIRITS","1889","1889.00000","","",""
"SA_0000001547","","PUBLISHED","2014","EUR","FIN","SA_BEER","32.05","32.05000","","",""
"SA_0000001547","","PUBLISHED","2014","EUR","FRA","SA_SPIRITS","1730.64","1730.64000","","",""
"SA_0000001547","","PUBLISHED","2014","EUR","DEU","SA_WINE","0","0.00000","","",""
"SA_0000001547","","PUBLISHED","2013","EUR","KAZ","SA_SPIRITS","2.5","2.50000","","",""
"SA_0000001547","","PUBLISHED","2015","EUR","LVA","SA_BEER","3.8","3.80000","","",""
"SA_0000001547","","PUBLISHED","2015","EUR","LVA","SA_SPIRITS","1360","1360.00000","","",""
"SA_0000001547","","PUBLISHED","2014","EUR","PRT","SA_WINE","0","0.00000","","",""
"SA_0000001547","","PUBLISHED","2014","EUR","SVN","SA_WINE","0","0.00000","","",""
"SA_0000001547","","PUBLISHED","2014","EUR","ESP","SA_BEER","7.98","7.98000","","",""
"SA_0000001547","","PUBLISHED","2009","EUR","AUT","SA_WINE","0","0.00000","","",""
"SA_0000001547","","PUBLISHED","2012","EUR","BEL","SA_BEER","20.53","20.53000","","",""
"SA_0000001547","","PUBLISHED","2010","EUR","BGR","SA_BEER","9.2","9.20000","","",""
"SA_0000001547","","PUBLISHED","2011","EUR","BGR","SA_BEER","9.2","9.20000","","",""
"SA_0000001547","","PUBLISHED","2012","EUR","CYP","SA_WINE","0","0.00000","","",""
"SA_0000001547","","PUBLISHED","2008","EUR","CZE","SA_BEER","10.9","10.90000","","",""
"SA_0000001547","","PUBLISHED","2009","EUR","CZE","SA_SPIRITS","1121","1121.00000","","",""
"SA_0000001547","","PUBLISHED","2010","EUR","CZE","SA_WINE","0","0.00000","","",""
"SA_0000001547","","PUBLISHED","2011","EUR","CZE","SA_BEER","12.86","12.86000","","",""
"SA_0000001547","","PUBLISHED","2009","EUR","EST","SA_BEER","23.6","23.60000","","",""
"SA_0000001547","","PUBLISHED","2010","EUR","EST","SA_WINE","76.8","76.80000","","",""
"SA_0000001547","","PUBLISHED","2012","EUR","EST","SA_BEER","13.68","13.68000","","",""
"SA_0000001547","","PUBLISHED","2012","EUR","EST","SA_SPIRITS","1491","1491.00000","","",""
"SA_0000001547","","PUBLISHED","2010","EUR","FRA","SA_WINE","3.6","3.60000","","",""
"SA_0000001547","","PUBLISHED","2011","EUR","FRA","SA_BEER","13.3","13.30000","","",""
"SA_0000001547","","PUBLISHED","2008","EUR","DEU","SA_WINE","0","0.00000","","",""
"SA_0000001547","","PUBLISHED","2009","EUR","DEU","SA_BEER","9.4","9.40000","","",""
"SA_0000001547","","PUBLISHED","2011","EUR","GRC","SA_SPIRITS","1837.5","1837.50000","","",""
"SA_0000001547","","PUBLISHED","2012","EUR","GRC","SA_WINE","0","0.00000","","",""
"SA_0000001547","","PUBLISHED","2010","EUR","HUN","SA_WINE","0","0.00000","","",""
"SA_0000001547","","PUBLISHED","2012","EUR","IRL","SA_BEER","75.41","75.41000","","",""
"SA_0000001547","","PUBLISHED","2012","EUR","IRL","SA_SPIRITS","3113","3113.00000","","",""
"SA_0000001547","","PUBLISHED","2009","EUR","ITA","SA_WINE","0","0.00000","","",""
"SA_0000001547","","PUBLISHED","2010","EUR","ITA","SA_BEER","28.2","28.20000","","",""
"SA_0000001547","","PUBLISHED","2012","EUR","LVA","SA_SPIRITS","1325","1325.00000","","",""
"SA_0000001547","","PUBLISHED","2008","EUR","LTU","SA_WINE","7.34","7.34000","","",""
"SA_0000001547","","PUBLISHED","2011","EUR","LTU","SA_WINE","57.34","57.34000","","",""
"SA_0000001547","","PUBLISHED","2009","EUR","MLT","SA_BEER","9","9.00000","","",""
"SA_0000001547","","PUBLISHED","2009","EUR","MLT","SA_SPIRITS","1400","1400.00000","","",""
"SA_0000001547","","PUBLISHED","2012","EUR","MLT","SA_BEER","18","18.00000","","",""
"SA_0000001547","","PUBLISHED","2012","EUR","MLT","SA_SPIRITS","1250","1250.00000","","",""
"SA_0000001547","","PUBLISHED","2009","EUR","NOR","SA_WINE","517.2","517.20000","","",""
"SA_0000001547","","PUBLISHED","2010","EUR","NOR","SA_BEER","229","229.00000","","",""
"SA_0000001547","","PUBLISHED","2008","EUR","POL","SA_BEER","22.7","22.70000","","",""
"SA_0000001547","","PUBLISHED","2010","EUR","PRT","SA_BEER","17.4","17.40000","","",""
"SA_0000001547","","PUBLISHED","2011","EUR","PRT","SA_WINE","0","0.00000","","",""
"SA_0000001547","","PUBLISHED","2008","EUR","ROU","SA_BEER","9.8","9.80000","","",""
"SA_0000001547","","PUBLISHED","2008","EUR","ROU","SA_SPIRITS","750","750.00000","","",""
"SA_0000001547","","PUBLISHED","2010","EUR","SVK","SA_WINE","0","0.00000","","",""
"SA_0000001547","","PUBLISHED","2011","EUR","SVK","SA_BEER","17.94","17.94000","","",""
"SA_0000001547","","PUBLISHED","2008","EUR","SVN","SA_WINE","0","0.00000","","",""
"SA_0000001547","","PUBLISHED","2009","EUR","SVN","SA_BEER","68.6","68.60000","","",""
"SA_0000001547","","PUBLISHED","2011","EUR","ESP","SA_SPIRITS","30.25","30.25000","","",""
"SA_0000001547","","PUBLISHED","2012","EUR","ESP","SA_WINE","0","0.00000","","",""
"SA_0000001547","","PUBLISHED","2009","EUR","SWE","SA_SPIRITS","4921.1","4921.10000","","",""
"SA_0000001547","","PUBLISHED","2010","EUR","SWE","SA_WINE","235.61","235.61000","","",""
"SA_0000001547","","PUBLISHED","2012","EUR","MKD","SA_SPIRITS","488","488.00000","","",""
"SA_0000001547","","PUBLISHED","2013","EUR","CYP","SA_SPIRITS","956.82","956.82000","","",""
"SA_0000001547","","PUBLISHED","2013","EUR","EST","SA_SPIRITS","1565","1565.00000","","",""
"SA_0000001547","","PUBLISHED","2013","EUR","IRL","SA_SPIRITS","3685","3685.00000","","",""
"SA_0000001547","","PUBLISHED","2013","EUR","ITA","SA_WINE","0","0.00000","","",""
"SA_0000001547","","PUBLISHED","2010","EUR","LTU","SA_SPIRITS","1278.96","1278.96000","","",""
"SA_0000001547","","PUBLISHED","2011","EUR","LTU","SA_SPIRITS","1278.96","1278.96000","","",""
"SA_0000001547","","PUBLISHED","2008","EUR","PRT","SA_SPIRITS","1001.4","1001.40000","","",""
"SA_0000001547","","PUBLISHED","2013","EUR","PRT","SA_SPIRITS","1192.11","1192.11000","","",""
"SA_0000001547","","PUBLISHED","2013","EUR","ROU","SA_SPIRITS","750","750.00000","","",""
"SA_0000001547","","PUBLISHED","2013","EUR","SVK","SA_WINE","0","0.00000","","",""
"SA_0000001547","","PUBLISHED","2013","EUR","GBR","SA_WINE","334.11","334.11000","","",""
"SA_0000001547","","PUBLISHED","2008","EUR","AUT","SA_SPIRITS","1000","1000.00000","","",""
"SA_0000001547","","PUBLISHED","2011","EUR","AUT","SA_SPIRITS","1000","1000.00000","","",""
"SA_0000001547","","PUBLISHED","2014","EUR","HRV","SA_BEER","5.23","5.23000","","",""
"SA_0000001547","","PUBLISHED","2014","EUR","HRV","SA_SPIRITS","693.49","693.49000","","",""
"SA_0000001547","","PUBLISHED","2010","EUR","DNK","SA_SPIRITS","2011.69","2011.69000","","",""
"SA_0000001547","","PUBLISHED","2012","EUR","DNK","SA_SPIRITS","2016","2016.00000","","",""
"SA_0000001547","","PUBLISHED","2014","EUR","HUN","SA_SPIRITS","1074.4","1074.40000","","",""
"SA_0000001547","","PUBLISHED","2009","EUR","ISL","SA_WINE","3468","3468.00000","","",""
"SA_0000001547","","PUBLISHED","2011","EUR","ISL","SA_SPIRITS","6825","6825.00000","","",""
"SA_0000001547","","PUBLISHED","2014","EUR","IRL","SA_WINE","520.65","520.65000","","",""
"SA_0000001547","","PUBLISHED","2014","EUR","LUX","SA_SPIRITS","1041.15","1041.15000","","",""
"SA_0000001547","","PUBLISHED","2014","EUR","NLD","SA_WINE","88.36","88.36000","","",""
"SA_0000001547","","PUBLISHED","2009","EUR","NOR","SA_SPIRITS","7349","7349.00000","","",""
"SA_0000001547","","PUBLISHED","2014","EUR","SWE","SA_SPIRITS","5624.86","5624.86000","","",""
"SA_0000001547","","PUBLISHED","2009","EUR","CHE","SA_BEER","320","320.00000","","",""
"SA_0000001547","","PUBLISHED","2009","EUR","TUR","SA_SPIRITS","3348","3348.00000","","",""
"SA_0000001547","","PUBLISHED","2011","EUR","TUR","SA_BEER","2112","2112.00000","","",""
"SA_0000001547","","PUBLISHED","2008","EUR","AUT","SA_BEER","25","25.00000","","",""
"SA_0000001547","","PUBLISHED","2008","EUR","BGR","SA_WINE","0","0.00000","","",""
"SA_0000001547","","PUBLISHED","2008","EUR","BGR","SA_SPIRITS","562.43","562.43000","","",""
"SA_0000001547","","PUBLISHED","2008","EUR","CYP","SA_WINE","0","0.00000","","",""
"SA_0000001547","","PUBLISHED","2008","EUR","CYP","SA_SPIRITS","598.01","598.01000","","",""
"SA_0000001547","","PUBLISHED","2008","EUR","CZE","SA_WINE","0","0.00000","","",""
"SA_0000001547","","PUBLISHED","2009","EUR","CZE","SA_WINE","0","0.00000","","",""
"SA_0000001547","","PUBLISHED","2009","EUR","DNK","SA_BEER","32.8","32.80000","","",""
"SA_0000001547","","PUBLISHED","2009","EUR","DNK","SA_WINE","82.5","82.50000","","",""
"SA_0000001547","","PUBLISHED","2011","EUR","EST","SA_BEER","27","27.00000","","",""
"SA_0000001547","","PUBLISHED","2011","EUR","EST","SA_WINE","76.8","76.80000","","",""
"SA_0000001547","","PUBLISHED","2011","EUR","FIN","SA_BEER","299","299.00000","","",""
"SA_0000001547","","PUBLISHED","2012","EUR","FIN","SA_BEER","143.52","143.52000","","",""
"SA_0000001547","","PUBLISHED","2012","EUR","FIN","SA_WINE","312","312.00000","","",""
"SA_0000001547","","PUBLISHED","2012","EUR","FRA","SA_BEER","13.2","13.20000","","",""
"SA_0000001547","","PUBLISHED","2012","EUR","DEU","SA_SPIRITS","1303","1303.00000","","",""
"SA_0000001547","","PUBLISHED","2008","EUR","GRC","SA_BEER","13.6","13.60000","","",""
"SA_0000001547","","PUBLISHED","2009","EUR","HUN","SA_BEER","26.8","26.80000","","",""
"SA_0000001547","","PUBLISHED","2012","EUR","ISL","SA_SPIRITS","6825","6825.00000","","",""
"SA_0000001547","","PUBLISHED","2008","EUR","ITA","SA_WINE","0","0.00000","","",""
"SA_0000001547","","PUBLISHED","2008","EUR","ITA","SA_SPIRITS","800.01","800.01000","","",""
"SA_0000001547","","PUBLISHED","2009","EUR","LVA","SA_WINE","63.5","63.50000","","",""
"SA_0000001547","","PUBLISHED","2009","EUR","LVA","SA_SPIRITS","1256.5","1256.50000","","",""
"SA_0000001547","","PUBLISHED","2009","EUR","LTU","SA_BEER","11.8","11.80000","","",""
"SA_0000001547","","PUBLISHED","2009","EUR","LTU","SA_WINE","57.34","57.34000","","",""
"SA_0000001547","","PUBLISHED","2010","EUR","LTU","SA_WINE","57.34","57.34000","","",""
"SA_0000001547","","PUBLISHED","2010","EUR","LUX","SA_BEER","9.5","9.50000","","",""
"SA_0000001547","","PUBLISHED","2010","EUR","LUX","SA_WINE","0","0.00000","","",""
"SA_0000001547","","PUBLISHED","2011","EUR","MLT","SA_BEER","9","9.00000","","",""
"SA_0000001547","","PUBLISHED","2011","EUR","MLT","SA_WINE","0","0.00000","","",""
"SA_0000001547","","PUBLISHED","2010","EUR","NLD","SA_BEER","32.6","32.60000","","",""
"SA_0000001547","","PUBLISHED","2011","EUR","NLD","SA_BEER","32.6","32.60000","","",""
"SA_0000001547","","PUBLISHED","2011","EUR","POL","SA_SPIRITS","1132.03","1132.03000","","",""
"SA_0000001547","","PUBLISHED","2012","EUR","POL","SA_BEER","22.52","22.52000","","",""
"SA_0000001547","","PUBLISHED","2011","EUR","PRT","SA_SPIRITS","1108.94","1108.94000","","",""
"SA_0000001547","","PUBLISHED","2012","EUR","PRT","SA_SPIRITS","1109","1109.00000","","",""
"SA_0000001547","","PUBLISHED","2012","EUR","ROU","SA_WINE","0","0.00000","","",""
"SA_0000001547","","PUBLISHED","2012","EUR","ROU","SA_SPIRITS","750","750.00000","","",""
"SA_0000001547","","PUBLISHED","2012","EUR","SVK","SA_WINE","0","0.00000","","",""
"SA_0000001547","","PUBLISHED","2012","EUR","SVK","SA_SPIRITS","1080","1080.00000","","",""
"SA_0000001547","","PUBLISHED","2012","EUR","SVN","SA_WINE","0","0.00000","","",""
"SA_0000001547","","PUBLISHED","2008","EUR","ESP","SA_WINE","0","0.00000","","",""
"SA_0000001547","","PUBLISHED","2008","EUR","SWE","SA_BEER","90.3","90.30000","","",""
"SA_0000001547","","PUBLISHED","2008","EUR","SWE","SA_WINE","222","222.00000","","",""
"SA_0000001547","","PUBLISHED","2009","EUR","CHE","SA_WINE","0","0.00000","","",""
"SA_0000001547","","PUBLISHED","2012","EUR","TUR","SA_BEER","128.74","128.74000","","",""
"SA_0000001547","","PUBLISHED","2009","EUR","BEL","SA_SPIRITS","1752.2","1752.20000","","",""
"SA_0000001547","","PUBLISHED","2010","EUR","BEL","SA_SPIRITS","1752.2","1752.20000","","",""
"SA_0000001547","","PUBLISHED","2013","EUR","DNK","SA_WINE","172.7","172.70000","","",""
"SA_0000001547","","PUBLISHED","2013","EUR","DEU","SA_BEER","9.4","9.40000","","",""
"SA_0000001547","","PUBLISHED","2013","EUR","DEU","SA_WINE","0","0.00000","","",""
"SA_0000001547","","PUBLISHED","2013","EUR","GRC","SA_BEER","31.2","31.20000","","",""
"SA_0000001547","","PUBLISHED","2013","EUR","LVA","SA_WINE","64.64","64.64000","","",""
"SA_0000001547","","PUBLISHED","2013","EUR","MLT","SA_BEER","9","9.00000","","",""
"SA_0000001547","","PUBLISHED","2013","EUR","MLT","SA_WINE","0","0.00000","","",""
"SA_0000001547","","PUBLISHED","2010","EUR","ROU","SA_SPIRITS","750","750.00000","","",""
"SA_0000001547","","PUBLISHED","2013","EUR","ROU","SA_WINE","0","0.00000","","",""
"SA_0000001547","","PUBLISHED","2012","EUR","SWE","SA_SPIRITS","5474.39","5474.39000","","",""
"SA_0000001547","","PUBLISHED","2011","EUR","BGR","SA_SPIRITS","562.43","562.43000","","",""
"SA_0000001547","","PUBLISHED","2012","EUR","BGR","SA_SPIRITS","562.43","562.43000","","",""
"SA_0000001547","","PUBLISHED","2014","EUR","CZE","SA_WINE","0","0.00000","","",""
"SA_0000001547","","PUBLISHED","2014","EUR","FIN","SA_WINE","339","339.00000","","",""
"SA_0000001547","","PUBLISHED","2014","EUR","FRA","SA_WINE","3.75","3.75000","","",""
"SA_0000001547","","PUBLISHED","2014","EUR","LVA","SA_WINE","64.64","64.64000","","",""
"SA_0000001547","","PUBLISHED","2014","EUR","NLD","SA_BEER","30.38","30.38000","","",""
"SA_0000001547","","PUBLISHED","2014","EUR","ROU","SA_SPIRITS","1074.55","1074.55000","","",""
"SA_0000001547","","PUBLISHED","2014","EUR","SVK","SA_BEER","3.59","3.59000","","",""
"SA_0000001547","","PUBLISHED","2011","EUR","CHE","SA_SPIRITS","2383","2383.00000","","",""
"SA_0000001547","","PUBLISHED","2009","EUR","TUR","SA_BEER","1541","1541.00000","","",""
"SA_0000001547","","PUBLISHED","2010","EUR","AUT","SA_WINE","0","0.00000","","",""
"SA_0000001547","","PUBLISHED","2011","EUR","AUT","SA_BEER","24","24.00000","","",""
"SA_0000001547","","PUBLISHED","2010","EUR","BEL","SA_WINE","47.1","47.10000","","",""
"SA_0000001547","","PUBLISHED","2011","EUR","BEL","SA_BEER","20.52","20.52000","","",""
"SA_0000001547","","PUBLISHED","2011","EUR","BGR","SA_WINE","0","0.00000","","",""
"SA_0000001547","","PUBLISHED","2012","EUR","BGR","SA_WINE","0","0.00000","","",""
"SA_0000001547","","PUBLISHED","2011","EUR","CYP","SA_WINE","0","0.00000","","",""
"SA_0000001547","","PUBLISHED","2011","EUR","CZE","SA_WINE","0","0.00000","","",""
"SA_0000001547","","PUBLISHED","2012","EUR","CZE","SA_BEER","15.44","15.44000","","",""
"SA_0000001547","","PUBLISHED","2008","EUR","EST","SA_BEER","24.6","24.60000","","",""
"SA_0000001547","","PUBLISHED","2008","EUR","EST","SA_SPIRITS","1291.1","1291.10000","","",""
"SA_0000001547","","PUBLISHED","2008","EUR","FIN","SA_SPIRITS","3580","3580.00000","","",""
"SA_0000001547","","PUBLISHED","2009","EUR","FIN","SA_WINE","283","283.00000","","",""
"SA_0000001547","","PUBLISHED","2009","EUR","FRA","SA_WINE","0.6","0.60000","","",""
"SA_0000001547","","PUBLISHED","2010","EUR","FRA","SA_BEER","13","13.00000","","",""
"SA_0000001547","","PUBLISHED","2009","EUR","DEU","SA_WINE","0","0.00000","","",""
"SA_0000001547","","PUBLISHED","2010","EUR","DEU","SA_BEER","9.4","9.40000","","",""
"SA_0000001547","","PUBLISHED","2010","EUR","DEU","SA_SPIRITS","1303","1303.00000","","",""
"SA_0000001547","","PUBLISHED","2010","EUR","GRC","SA_BEER","31.2","31.20000","","",""
"SA_0000001547","","PUBLISHED","2011","EUR","HUN","SA_WINE","0","0.00000","","",""
"SA_0000001547","","PUBLISHED","2010","EUR","IRL","SA_WINE","321.38","321.38000","","",""
"SA_0000001547","","PUBLISHED","2011","EUR","IRL","SA_BEER","157.1","157.10000","","",""
"SA_0000001547","","PUBLISHED","2011","EUR","ITA","SA_BEER","29.4","29.40000","","",""
"SA_0000001547","","PUBLISHED","2011","EUR","ITA","SA_SPIRITS","800.01","800.01000","","",""
"SA_0000001547","","PUBLISHED","2011","EUR","LVA","SA_SPIRITS","1325.44","1325.44000","","",""
"SA_0000001547","","PUBLISHED","2012","EUR","LVA","SA_WINE","64.64","64.64000","","",""
"SA_0000001547","","PUBLISHED","2012","EUR","LTU","SA_WINE","57.34","57.34000","","",""
"SA_0000001547","","PUBLISHED","2008","EUR","LUX","SA_BEER","9.9","9.90000","","",""
"SA_0000001547","","PUBLISHED","2012","EUR","LUX","SA_WINE","0","0.00000","","",""
"SA_0000001547","","PUBLISHED","2008","EUR","MLT","SA_BEER","9.3","9.30000","","",""
"SA_0000001547","","PUBLISHED","2012","EUR","MNE","SA_SPIRITS","650","650.00000","","",""
"SA_0000001547","","PUBLISHED","2012","EUR","NLD","SA_SPIRITS","1504","1504.00000","","",""
"SA_0000001547","","PUBLISHED","2008","EUR","NOR","SA_WINE","517.7","517.70000","","",""
"SA_0000001547","","PUBLISHED","2008","EUR","POL","SA_WINE","46.7","46.70000","","",""
"SA_0000001547","","PUBLISHED","2009","EUR","POL","SA_BEER","24.3","24.30000","","",""
"SA_0000001547","","PUBLISHED","2009","EUR","PRT","SA_BEER","16.9","16.90000","","",""
"SA_0000001547","","PUBLISHED","2009","EUR","ROU","SA_SPIRITS","750","750.00000","","",""
"SA_0000001547","","PUBLISHED","2010","EUR","ROU","SA_WINE","0","0.00000","","",""
"SA_0000001547","","PUBLISHED","2009","EUR","SVK","SA_WINE","0","0.00000","","",""
"SA_0000001547","","PUBLISHED","2010","EUR","SVK","SA_BEER","19.8","19.80000","","",""
"SA_0000001547","","PUBLISHED","2009","EUR","SVN","SA_WINE","0","0.00000","","",""
"SA_0000001547","","PUBLISHED","2010","EUR","SVN","SA_BEER","19.8","19.80000","","",""
"SA_0000001547","","PUBLISHED","2010","EUR","ESP","SA_BEER","9.96","9.96000","","",""
"SA_0000001547","","PUBLISHED","2011","EUR","SWE","SA_WINE","235.61","235.61000","","",""
"SA_0000001547","","PUBLISHED","2011","EUR","CHE","SA_WINE","0","0.00000","","",""
"SA_0000001547","","PUBLISHED","2012","EUR","CHE","SA_BEER","14.34","14.34000","","",""
"SA_0000001547","","PUBLISHED","2013","EUR","BGR","SA_BEER","9.2","9.20000","","",""
"SA_0000001547","","PUBLISHED","2013","EUR","HRV","SA_SPIRITS","713.76","713.76000","","",""
"SA_0000001547","","PUBLISHED","2013","EUR","FIN","SA_SPIRITS","4340","4340.00000","","",""
"SA_0000001547","","PUBLISHED","2013","EUR","HUN","SA_SPIRITS","1167.48","1167.48000","","",""
"SA_0000001547","","PUBLISHED","2013","EUR","LTU","SA_WINE","57.34","57.34000","","",""
"SA_0000001547","","PUBLISHED","2010","EUR","LUX","SA_SPIRITS","1041.15","1041.15000","","",""
"SA_0000001547","","PUBLISHED","2013","EUR","POL","SA_SPIRITS","1208.08","1208.08000","","",""
"SA_0000001547","","PUBLISHED","2013","EUR","SVN","SA_WINE","0","0.00000","","",""
"SA_0000001547","","PUBLISHED","2008","EUR","ESP","SA_SPIRITS","598","598.00000","","",""
"SA_0000001547","","PUBLISHED","2009","EUR","GBR","SA_SPIRITS","2485.6","2485.60000","","",""
"SA_0000001547","","PUBLISHED","2013","EUR","GBR","SA_BEER","23.95","23.95000","","",""
"SA_0000001547","","PUBLISHED","2013","EUR","BEL","SA_WINE","52.75","52.75000","","",""
"SA_0000001547","","PUBLISHED","2014","EUR","AUT","SA_SPIRITS","1200","1200.00000","","",""
"SA_0000001547","","PUBLISHED","2011","EUR","HRV","SA_SPIRITS","707","707.00000","","",""
"SA_0000001547","","PUBLISHED","2013","EUR","DNK","SA_SPIRITS","2011.69","2011.69000","","",""
"SA_0000001547","","PUBLISHED","2014","EUR","DNK","SA_WINE","182.33","182.33000","","",""
"SA_0000001547","","PUBLISHED","2014","EUR","EST","SA_BEER","7.22","7.22000","","",""
"SA_0000001547","","PUBLISHED","2014","EUR","GRC","SA_SPIRITS","2450","2450.00000","","",""
"SA_0000001547","","PUBLISHED","2014","EUR","IRL","SA_SPIRITS","4257","4257.00000","","",""
"SA_0000001547","","PUBLISHED","2014","EUR","ITA","SA_WINE","0","0.00000","","",""
"SA_0000001547","","PUBLISHED","2014","EUR","LTU","SA_WINE","57.34","57.34000","","",""
"SA_0000001547","","PUBLISHED","2015","EUR","LTU","SA_BEER","3.11","3.11000","","",""
"SA_0000001547","","PUBLISHED","2014","EUR","POL","SA_SPIRITS","1364.1","1364.10000","","",""
"SA_0000001547","","PUBLISHED","2014","EUR","ESP","SA_SPIRITS","913.28","913.28000","","",""
"SA_0000001547","","PUBLISHED","2014","EUR","SWE","SA_WINE","276.8","276.80000","","",""
"SA_0000001547","","PUBLISHED","2012","EUR","TKM","SA_SPIRITS","79.43","79.43000","","",""
"SA_0000001547","","PUBLISHED","2014","EUR","GBR","SA_WINE","351.21","351.21000","","",""
"SA_0000001547","SA_0000001547_AUT","PUBLISHED","2018","EUR","AUT","SA_TOTAL","1200","1200.00000","","",""
"SA_0000001547","SA_0000001547_CYP","PUBLISHED","2018","EUR","CYP","SA_TOTAL","957","956.82000","","",""
