"GHO","DATASOURCE","PUBLISHSTATE","YEAR","REGION","COUNTRY","RESIDENCEAREATYPE","Display Value","Numeric","Low","High","Comments"
"FINPROTECTION_IMP_PG_190_STD","FPAFG2007","PUBLISHED","2007","EMR","AFG","TOTL","0.13","0.13000","","",""
"FINPROTECTION_IMP_PG_190_STD","FPAFG2007","PUBLISHED","2007","EMR","AFG","RUR","0.16","0.16000","","",""
"FINPROTECTION_IMP_PG_190_STD","FPAFG2007","PUBLISHED","2007","EMR","AFG","URB","0.01","0.01000","","",""
"FINPROTECTION_IMP_PG_190_STD","FPAFG2013","PUBLISHED","2013","EMR","AFG","TOTL","1.94","1.94000","","",""
"FINPROTECTION_IMP_PG_190_STD","FPAFG2013","PUBLISHED","2013","EMR","AFG","RUR","2.26","2.26000","","",""
"FINPROTECTION_IMP_PG_190_STD","FPAFG2013","PUBLISHED","2013","EMR","AFG","URB","0.71","0.71000","","",""
"FINPROTECTION_IMP_PG_190_STD","FPAGO2008","PUBLISHED","2008","AFR","AGO","TOTL","0.77","0.77000","","",""
"FINPROTECTION_IMP_PG_190_STD","FPAGO2008","PUBLISHED","2008","AFR","AGO","RUR","0.77","0.77000","","",""
"FINPROTECTION_IMP_PG_190_STD","FPAGO2008","PUBLISHED","2008","AFR","AGO","URB","0.77","0.77000","","",""
"FINPROTECTION_IMP_PG_190_STD","FPALB1996","PUBLISHED","1996","EUR","ALB","TOTL","0.41","0.41000","","",""
"FINPROTECTION_IMP_PG_190_STD","FPALB1996","PUBLISHED","1996","EUR","ALB","RUR","0.46","0.46000","","",""
"FINPROTECTION_IMP_PG_190_STD","FPALB1996","PUBLISHED","1996","EUR","ALB","URB","0.31","0.31000","","",""
"FINPROTECTION_IMP_PG_190_STD","FPALB2002","PUBLISHED","2002","EUR","ALB","TOTL","0.18","0.18000","","",""
"FINPROTECTION_IMP_PG_190_STD","FPALB2002","PUBLISHED","2002","EUR","ALB","RUR","0.22","0.22000","","",""
"FINPROTECTION_IMP_PG_190_STD","FPALB2002","PUBLISHED","2002","EUR","ALB","URB","0.13","0.13000","","",""
"FINPROTECTION_IMP_PG_190_STD","FPALB2005","PUBLISHED","2005","EUR","ALB","TOTL","0.09","0.09000","","",""
"FINPROTECTION_IMP_PG_190_STD","FPALB2005","PUBLISHED","2005","EUR","ALB","RUR","0.01","0.01000","","",""
"FINPROTECTION_IMP_PG_190_STD","FPALB2005","PUBLISHED","2005","EUR","ALB","URB","0.15","0.15000","","",""
"FINPROTECTION_IMP_PG_190_STD","FPALB2008","PUBLISHED","2008","EUR","ALB","TOTL","0.01","0.01000","","",""
"FINPROTECTION_IMP_PG_190_STD","FPALB2008","PUBLISHED","2008","EUR","ALB","RUR","0.02","0.02000","","",""
"FINPROTECTION_IMP_PG_190_STD","FPALB2008","PUBLISHED","2008","EUR","ALB","URB","0.01","0.01000","","",""
"FINPROTECTION_IMP_PG_190_STD","FPALB2012","PUBLISHED","2012","EUR","ALB","TOTL","0.06","0.06000","","",""
"FINPROTECTION_IMP_PG_190_STD","FPALB2012","PUBLISHED","2012","EUR","ALB","RUR","0.04","0.04000","","",""
"FINPROTECTION_IMP_PG_190_STD","FPALB2012","PUBLISHED","2012","EUR","ALB","URB","0.08","0.08000","","",""
"FINPROTECTION_IMP_PG_190_STD","FPARG1996","PUBLISHED","1996","AMR","ARG","TOTL","0.10","0.10000","","",""
"FINPROTECTION_IMP_PG_190_STD","FPARG2004","PUBLISHED","2004","AMR","ARG","TOTL","0.06","0.06000","","",""
"FINPROTECTION_IMP_PG_190_STD","FPARG2004","PUBLISHED","2004","AMR","ARG","RUR","0.06","0.06000","","",""
"FINPROTECTION_IMP_PG_190_STD","FPARG2004","PUBLISHED","2004","AMR","ARG","URB","0.06","0.06000","","",""
"FINPROTECTION_IMP_PG_190_STD","FPARM1999","PUBLISHED","1999","EUR","ARM","TOTL","0.75","0.75000","","",""
"FINPROTECTION_IMP_PG_190_STD","FPARM1999","PUBLISHED","1999","EUR","ARM","RUR","0.57","0.57000","","",""
"FINPROTECTION_IMP_PG_190_STD","FPARM1999","PUBLISHED","1999","EUR","ARM","URB","0.89","0.89000","","",""
"FINPROTECTION_IMP_PG_190_STD","FPARM2001","PUBLISHED","2001","EUR","ARM","TOTL","0.68","0.68000","","",""
"FINPROTECTION_IMP_PG_190_STD","FPARM2001","PUBLISHED","2001","EUR","ARM","RUR","0.31","0.31000","","",""
"FINPROTECTION_IMP_PG_190_STD","FPARM2001","PUBLISHED","2001","EUR","ARM","URB","0.94","0.94000","","",""
"FINPROTECTION_IMP_PG_190_STD","FPARM2002","PUBLISHED","2002","EUR","ARM","TOTL","0.46","0.46000","","",""
"FINPROTECTION_IMP_PG_190_STD","FPARM2002","PUBLISHED","2002","EUR","ARM","RUR","0.33","0.33000","","",""
"FINPROTECTION_IMP_PG_190_STD","FPARM2002","PUBLISHED","2002","EUR","ARM","URB","0.55","0.55000","","",""
"FINPROTECTION_IMP_PG_190_STD","FPARM2003","PUBLISHED","2003","EUR","ARM","TOTL","0.28","0.28000","","",""
"FINPROTECTION_IMP_PG_190_STD","FPARM2003","PUBLISHED","2003","EUR","ARM","RUR","0.42","0.42000","","",""
"FINPROTECTION_IMP_PG_190_STD","FPARM2003","PUBLISHED","2003","EUR","ARM","URB","0.18","0.18000","","",""
"FINPROTECTION_IMP_PG_190_STD","FPARM2004","PUBLISHED","2004","EUR","ARM","TOTL","0.18","0.18000","","",""
"FINPROTECTION_IMP_PG_190_STD","FPARM2004","PUBLISHED","2004","EUR","ARM","RUR","0.15","0.15000","","",""
"FINPROTECTION_IMP_PG_190_STD","FPARM2004","PUBLISHED","2004","EUR","ARM","URB","0.19","0.19000","","",""
"FINPROTECTION_IMP_PG_190_STD","FPARM2005","PUBLISHED","2005","EUR","ARM","TOTL","0.07","0.07000","","",""
"FINPROTECTION_IMP_PG_190_STD","FPARM2005","PUBLISHED","2005","EUR","ARM","RUR","0.02","0.02000","","",""
"FINPROTECTION_IMP_PG_190_STD","FPARM2005","PUBLISHED","2005","EUR","ARM","URB","0.10","0.10000","","",""
"FINPROTECTION_IMP_PG_190_STD","FPARM2006","PUBLISHED","2006","EUR","ARM","TOTL","0.16","0.16000","","",""
"FINPROTECTION_IMP_PG_190_STD","FPARM2006","PUBLISHED","2006","EUR","ARM","RUR","0.10","0.10000","","",""
"FINPROTECTION_IMP_PG_190_STD","FPARM2006","PUBLISHED","2006","EUR","ARM","URB","0.19","0.19000","","",""
"FINPROTECTION_IMP_PG_190_STD","FPARM2007","PUBLISHED","2007","EUR","ARM","TOTL","0.05","0.05000","","",""
"FINPROTECTION_IMP_PG_190_STD","FPARM2007","PUBLISHED","2007","EUR","ARM","RUR","0.06","0.06000","","",""
"FINPROTECTION_IMP_PG_190_STD","FPARM2007","PUBLISHED","2007","EUR","ARM","URB","0.05","0.05000","","",""
"FINPROTECTION_IMP_PG_190_STD","FPARM2008","PUBLISHED","2008","EUR","ARM","TOTL","0.01","0.01000","","",""
"FINPROTECTION_IMP_PG_190_STD","FPARM2008","PUBLISHED","2008","EUR","ARM","RUR","0.02","0.02000","","",""
"FINPROTECTION_IMP_PG_190_STD","FPARM2008","PUBLISHED","2008","EUR","ARM","URB","0.01","0.01000","","",""
"FINPROTECTION_IMP_PG_190_STD","FPARM2009","PUBLISHED","2009","EUR","ARM","TOTL","0.01","0.01000","","",""
"FINPROTECTION_IMP_PG_190_STD","FPARM2009","PUBLISHED","2009","EUR","ARM","RUR","0.00","0.00000","","",""
"FINPROTECTION_IMP_PG_190_STD","FPARM2009","PUBLISHED","2009","EUR","ARM","URB","0.01","0.01000","","",""
"FINPROTECTION_IMP_PG_190_STD","FPARM2010","PUBLISHED","2010","EUR","ARM","TOTL","0.08","0.08000","","",""
"FINPROTECTION_IMP_PG_190_STD","FPARM2010","PUBLISHED","2010","EUR","ARM","RUR","0.03","0.03000","","",""
"FINPROTECTION_IMP_PG_190_STD","FPARM2010","PUBLISHED","2010","EUR","ARM","URB","0.12","0.12000","","",""
"FINPROTECTION_IMP_PG_190_STD","FPARM2011","PUBLISHED","2011","EUR","ARM","TOTL","0.11","0.11000","","",""
"FINPROTECTION_IMP_PG_190_STD","FPARM2011","PUBLISHED","2011","EUR","ARM","RUR","0.11","0.11000","","",""
"FINPROTECTION_IMP_PG_190_STD","FPARM2011","PUBLISHED","2011","EUR","ARM","URB","0.10","0.10000","","",""
