"GHO","DATASOURCE","PUBLISHSTATE","YEAR","REGION","COUNTRY","RESIDENCEAREATYPE","Display Value","Numeric","Low","High","Comments"
"FINPROTECTION_IMP_PG_RELPL_STD","FPAFG2007","PUBLISHED","2007","EMR","AFG","TOTL","0.43","0.43000","","",""
"FINPROTECTION_IMP_PG_RELPL_STD","FPAFG2013","PUBLISHED","2013","EMR","AFG","TOTL","0.80","0.80000","","",""
"FINPROTECTION_IMP_PG_RELPL_STD","FPAGO2008","PUBLISHED","2008","AFR","AGO","TOTL","0.64","0.64000","","",""
"FINPROTECTION_IMP_PG_RELPL_STD","FPALB1996","PUBLISHED","1996","EUR","ALB","TOTL","0.76","0.76000","","",""
"FINPROTECTION_IMP_PG_RELPL_STD","FPALB2002","PUBLISHED","2002","EUR","ALB","TOTL","1.04","1.04000","","",""
"FINPROTECTION_IMP_PG_RELPL_STD","FPALB2005","PUBLISHED","2005","EUR","ALB","TOTL","1.07","1.07000","","",""
"FINPROTECTION_IMP_PG_RELPL_STD","FPALB2008","PUBLISHED","2008","EUR","ALB","TOTL","0.67","0.67000","","",""
"FINPROTECTION_IMP_PG_RELPL_STD","FPALB2012","PUBLISHED","2012","EUR","ALB","TOTL","0.62","0.62000","","",""
"FINPROTECTION_IMP_PG_RELPL_STD","FPARG1996","PUBLISHED","1996","AMR","ARG","TOTL","0.35","0.35000","","",""
"FINPROTECTION_IMP_PG_RELPL_STD","FPARG2004","PUBLISHED","2004","AMR","ARG","TOTL","0.65","0.65000","","",""
"FINPROTECTION_IMP_PG_RELPL_STD","FPARM1999","PUBLISHED","1999","EUR","ARM","TOTL","0.67","0.67000","","",""
"FINPROTECTION_IMP_PG_RELPL_STD","FPARM2001","PUBLISHED","2001","EUR","ARM","TOTL","0.54","0.54000","","",""
"FINPROTECTION_IMP_PG_RELPL_STD","FPARM2002","PUBLISHED","2002","EUR","ARM","TOTL","0.44","0.44000","","",""
"FINPROTECTION_IMP_PG_RELPL_STD","FPARM2003","PUBLISHED","2003","EUR","ARM","TOTL","0.31","0.31000","","",""
"FINPROTECTION_IMP_PG_RELPL_STD","FPARM2004","PUBLISHED","2004","EUR","ARM","TOTL","0.35","0.35000","","",""
"FINPROTECTION_IMP_PG_RELPL_STD","FPARM2005","PUBLISHED","2005","EUR","ARM","TOTL","0.20","0.20000","","",""
"FINPROTECTION_IMP_PG_RELPL_STD","FPARM2006","PUBLISHED","2006","EUR","ARM","TOTL","0.35","0.35000","","",""
"FINPROTECTION_IMP_PG_RELPL_STD","FPARM2007","PUBLISHED","2007","EUR","ARM","TOTL","0.12","0.12000","","",""
"FINPROTECTION_IMP_PG_RELPL_STD","FPARM2008","PUBLISHED","2008","EUR","ARM","TOTL","0.10","0.10000","","",""
"FINPROTECTION_IMP_PG_RELPL_STD","FPARM2009","PUBLISHED","2009","EUR","ARM","TOTL","0.13","0.13000","","",""
"FINPROTECTION_IMP_PG_RELPL_STD","FPARM2010","PUBLISHED","2010","EUR","ARM","TOTL","0.25","0.25000","","",""
"FINPROTECTION_IMP_PG_RELPL_STD","FPARM2011","PUBLISHED","2011","EUR","ARM","TOTL","0.46","0.46000","","",""
"FINPROTECTION_IMP_PG_RELPL_STD","FPARM2012","PUBLISHED","2012","EUR","ARM","TOTL","0.48","0.48000","","",""
"FINPROTECTION_IMP_PG_RELPL_STD","FPARM2013","PUBLISHED","2013","EUR","ARM","TOTL","0.53","0.53000","","",""
"FINPROTECTION_IMP_PG_RELPL_STD","FPAUS2010","PUBLISHED","2010","WPR","AUS","TOTL","0.28","0.28000","","",""
