"GHO","DATASOURCE","PUBLISHSTATE","YEAR","REGION","COUNTRY","Display Value","Numeric","Low","High","Comments"
"SA_0000001475","SA_0000001475_NOR","PUBLISHED","1992","EUR","NOR","980.55","980.55000","","",""
"SA_0000001475","SA_0000001475_NOR","PUBLISHED","2007","EUR","NOR","2606.48","2606.48000","","",""
"SA_0000001475","SA_0000001475_PRT","PUBLISHED","2005","EUR","PRT","251.11","251.11000","","",""
"SA_0000001475","SA_0000001475_PRT","PUBLISHED","2007","EUR","PRT","274.57","274.57000","","",""
"SA_0000001475","SA_0000001475_RWA","PUBLISHED","2008","AFR","RWA","3.54","3.54000","","",""
"SA_0000001475","SA_0000001475_SGP","PUBLISHED","2003","WPR","SGP","202.2","202.20000","","",""
"SA_0000001475","SA_0000001475_NOR","PUBLISHED","1990","EUR","NOR","869.02","869.02000","","",""
"SA_0000001475","SA_0000001475_DEU","PUBLISHED","2006","EUR","DEU","4325.62","4325.62000","","",""
"SA_0000001475","SA_0000001475_SWE","PUBLISHED","2005","EUR","SWE","1303.37","1303.37000","","",""
"SA_0000001475","SA_0000001475_THA","PUBLISHED","1993","SEAR","THA","657.94","657.94000","","",""
"SA_0000001475","SA_0000001475_THA","PUBLISHED","1995","SEAR","THA","800.52","800.52000","","",""
"SA_0000001475","SA_0000001475_TUR","PUBLISHED","2003","EUR","TUR","1060.78","1060.78000","","",""
"SA_0000001475","SA_0000001475_TUR","PUBLISHED","2005","EUR","TUR","1464.27","1464.27000","","",""
"SA_0000001475","SA_0000001475_UGA","PUBLISHED","2000","AFR","UGA","39.34","39.34000","","",""
"SA_0000001475","SA_0000001475_UGA","PUBLISHED","2002","AFR","UGA","32.14","32.14000","","",""
"SA_0000001475","SA_0000001475_GBR","PUBLISHED","1994","EUR","GBR","7713.08","7713.08000","","",""
"SA_0000001475","SA_0000001475_BRB","PUBLISHED","2007","AMR","BRB","2.63","2.63000","","",""
"SA_0000001475","SA_0000001475_DNK","PUBLISHED","2002","EUR","DNK","579.69","579.69000","","",""
"SA_0000001475","SA_0000001475_FIN","PUBLISHED","2001","EUR","FIN","1300.43","1300.43000","","",""
"SA_0000001475","SA_0000001475_DEU","PUBLISHED","2002","EUR","DEU","3408.47","3408.47000","","",""
"SA_0000001475","SA_0000001475_IRL","PUBLISHED","2000","EUR","IRL","880.15","880.15000","","",""
"SA_0000001475","SA_0000001475_IRL","PUBLISHED","2002","EUR","IRL","958.12","958.12000","","",""
"SA_0000001475","SA_0000001475_CAN","PUBLISHED","2005","AMR","CAN","5543.41","5543.41000","","",""
"SA_0000001475","SA_0000001475_BGR","PUBLISHED","2009","EUR","BGR","123.38","123.38000","","",""
"SA_0000001475","SA_0000001475_BGR","PUBLISHED","2007","EUR","BGR","122.35","122.35000","","",""
"SA_0000001475","SA_0000001475_SVN","PUBLISHED","2006","EUR","SVN","85.87","85.87000","","",""
"SA_0000001475","SA_0000001475_SWZ","PUBLISHED","2007","AFR","SWZ","40.67","40.67000","","",""
"SA_0000001475","SA_0000001475_NZL","PUBLISHED","2009","WPR","NZL","402.03","402.03000","","",""
"SA_0000001475","SA_0000001475_NZL","PUBLISHED","2011","WPR","NZL","553.59","553.59000","","",""
"SA_0000001475","SA_0000001475_NPL","PUBLISHED","1997","SEAR","NPL","19.64","19.64000","","",""
"SA_0000001475","SA_0000001475_MUS","PUBLISHED","2008","AFR","MUS","77.92","77.92000","","",""
"SA_0000001475","SA_0000001475_MLT","PUBLISHED","2005","EUR","MLT","11.96","11.96000","","",""
"SA_0000001475","SA_0000001475_LTU","PUBLISHED","2010","EUR","LTU","277.44","277.44000","","",""
"SA_0000001475","SA_0000001475_SWE","PUBLISHED","2000","EUR","SWE","1217.76","1217.76000","","",""
