"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","IHRSPARCAPACITYLEVEL","Display Value","Numeric","Low","High","Comments"
"IHRSPAR_CAPACITY13","PUBLISHED","2018","EMR","AFG","IHRSPARCAPLEVEL13_C_13_1","20","20.00000","","",""
"IHRSPAR_CAPACITY13","PUBLISHED","2018","AFR","AGO","IHRSPARCAPLEVEL13_C_13_1","60","60.00000","","",""
"IHRSPAR_CAPACITY13","PUBLISHED","2018","EUR","ALB","IHRSPARCAPLEVEL13_C_13_1","Other","","","",""
"IHRSPAR_CAPACITY13","PUBLISHED","2018","EUR","AND","IHRSPARCAPLEVEL13_C_13_1","0","0.00000","","",""
"IHRSPAR_CAPACITY13","PUBLISHED","2018","EMR","ARE","IHRSPARCAPLEVEL13_C_13_1","100","100.00000","","",""
"IHRSPAR_CAPACITY13","PUBLISHED","2018","AMR","ARG","IHRSPARCAPLEVEL13_C_13_1","60","60.00000","","",""
"IHRSPAR_CAPACITY13","PUBLISHED","2018","EUR","ARM","IHRSPARCAPLEVEL13_C_13_1","100","100.00000","","",""
"IHRSPAR_CAPACITY13","PUBLISHED","2018","AMR","ATG","IHRSPARCAPLEVEL13_C_13_1","40","40.00000","","",""
"IHRSPAR_CAPACITY13","PUBLISHED","2018","WPR","AUS","IHRSPARCAPLEVEL13_C_13_1","100","100.00000","","",""
"IHRSPAR_CAPACITY13","PUBLISHED","2018","EUR","AUT","IHRSPARCAPLEVEL13_C_13_1","100","100.00000","","",""
"IHRSPAR_CAPACITY13","PUBLISHED","2018","EUR","AZE","IHRSPARCAPLEVEL13_C_13_1","80","80.00000","","",""
"IHRSPAR_CAPACITY13","PUBLISHED","2018","AFR","BDI","IHRSPARCAPLEVEL13_C_13_1","0","0.00000","","",""
"IHRSPAR_CAPACITY13","PUBLISHED","2018","EUR","BEL","IHRSPARCAPLEVEL13_C_13_1","100","100.00000","","",""
"IHRSPAR_CAPACITY13","PUBLISHED","2018","AFR","BEN","IHRSPARCAPLEVEL13_C_13_1","20","20.00000","","",""
