"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","AGEGROUP","SEX","INADEQUACY","Display Value","Numeric","Low","High","Comments"
"WSH_10_SAN","PUBLISHED","2016","AFR","AGO","YEARSALL","FMLE","INADEQUATE_SANITATION","3086","3086.38529","","",""
"WSH_10_SAN","PUBLISHED","2016","EUR","ALB","YEARSALL","MLE","INADEQUATE_SANITATION","0","0.12607","","",""
"WSH_10_SAN","PUBLISHED","2016","EUR","ALB","YEARSALL","BTSX","INADEQUATE_SANITATION","0","0.19909","","",""
"WSH_10_SAN","PUBLISHED","2016","AFR","BEN","YEARSALL","MLE","INADEQUATE_SANITATION","1948","1947.68350","","",""
"WSH_10_SAN","PUBLISHED","2016","AFR","BEN","YEARSALL","BTSX","INADEQUATE_SANITATION","3545","3544.60331","","",""
"WSH_10_SAN","PUBLISHED","2016","EUR","BLR","YEARSALL","BTSX","INADEQUATE_SANITATION","0","0.39329","","",""
"WSH_10_SAN","PUBLISHED","2016","AMR","BLZ","YEARSALL","FMLE","INADEQUATE_SANITATION","0","0.21929","","",""
"WSH_10_SAN","PUBLISHED","2016","AFR","CAF","YEARSALL","FMLE","INADEQUATE_SANITATION","903","902.64193","","",""
"WSH_10_SAN","PUBLISHED","2016","WPR","CHN","YEARSALL","MLE","INADEQUATE_SANITATION","723","722.68166","","",""
"WSH_10_SAN","PUBLISHED","2016","AMR","COL","YEARSALL","MLE","INADEQUATE_SANITATION","33","33.43094","","",""
"WSH_10_SAN","PUBLISHED","2016","AMR","COL","YEARSALL","BTSX","INADEQUATE_SANITATION","72","71.81666","","",""
"WSH_10_SAN","PUBLISHED","2016","EMR","DJI","YEARSALL","BTSX","INADEQUATE_SANITATION","125","124.64795","","",""
"WSH_10_SAN","PUBLISHED","2016","AMR","DOM","YEARSALL","FMLE","INADEQUATE_SANITATION","28","28.01230","","",""
"WSH_10_SAN","PUBLISHED","2016","AFR","ETH","YEARSALL","FMLE","INADEQUATE_SANITATION","12052","12052.12862","","",""
"WSH_10_SAN","PUBLISHED","2016","WPR","FJI","YEARSALL","MLE","INADEQUATE_SANITATION","2","1.82990","","",""
"WSH_10_SAN","PUBLISHED","2016","AFR","GHA","YEARSALL","FMLE","INADEQUATE_SANITATION","1489","1488.77921","","",""
"WSH_10_SAN","PUBLISHED","2016","AFR","GIN","YEARSALL","MLE","INADEQUATE_SANITATION","1590","1589.74813","","",""
"WSH_10_SAN","PUBLISHED","2016","AFR","GIN","YEARSALL","BTSX","INADEQUATE_SANITATION","2902","2902.06564","","",""
"WSH_10_SAN","PUBLISHED","2016","AMR","GTM","YEARSALL","MLE","INADEQUATE_SANITATION","191","190.75037","","",""
"WSH_10_SAN","PUBLISHED","2016","AMR","GTM","YEARSALL","BTSX","INADEQUATE_SANITATION","370","369.88300","","",""
"WSH_10_SAN","PUBLISHED","2016","SEAR","IND","YEARSALL","BTSX","INADEQUATE_SANITATION","126992","126992.16030","","",""
"WSH_10_SAN","PUBLISHED","2016","EMR","IRN","YEARSALL","FMLE","INADEQUATE_SANITATION","75","74.81804","","",""
"WSH_10_SAN","PUBLISHED","2016","AFR","KEN","YEARSALL","FMLE","INADEQUATE_SANITATION","6657","6656.51501","","",""
"WSH_10_SAN","PUBLISHED","2016","EUR","KGZ","YEARSALL","MLE","INADEQUATE_SANITATION","1","1.18835","","",""
"WSH_10_SAN","PUBLISHED","2016","AFR","LBR","YEARSALL","MLE","INADEQUATE_SANITATION","559","558.97844","","",""
"WSH_10_SAN","PUBLISHED","2016","AFR","LBR","YEARSALL","BTSX","INADEQUATE_SANITATION","1053","1052.81444","","",""
"WSH_10_SAN","PUBLISHED","2016","EMR","MAR","YEARSALL","BTSX","INADEQUATE_SANITATION","144","143.50799","","",""
"WSH_10_SAN","PUBLISHED","2016","EUR","MDA","YEARSALL","FMLE","INADEQUATE_SANITATION","1","0.70017","","",""
"WSH_10_SAN","PUBLISHED","2016","AFR","MLI","YEARSALL","FMLE","INADEQUATE_SANITATION","3282","3281.59044","","",""
"WSH_10_SAN","PUBLISHED","2016","SEAR","MMR","YEARSALL","MLE","INADEQUATE_SANITATION","1394","1394.02421","","",""
"WSH_10_SAN","PUBLISHED","2016","AFR","MRT","YEARSALL","FMLE","INADEQUATE_SANITATION","359","358.77841","","",""
