"GHO","DATASOURCE","PUBLISHSTATE","YEAR","REGION","COUNTRY","EDUCATIONLEVEL","SEX","RESIDENCEAREATYPE","WEALTHQUINTILE","DHSMICSGEOREGION","WEALTHDECILE","Display Value","Numeric","Low","High","Comments"
"u5mr","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201507","","55.9 [44.1-70.6]","56.00000","44.00000","71.00000",""
"u5mr","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201508","","No data","","","","Not reported - Estimate is based on fewer than 250 unweighted person-years of exposure to the risk of death."
"u5mr","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201509","","74.3 [59.0-93.2]","74.00000","59.00000","93.00000",""
"u5mr","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201510","","76.1 [50.8-112.5]","76.00000","51.00000","113.00000",""
"u5mr","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201523","","104.4 [87.2-124.6]","104.00000","87.00000","125.00000",""
"u5mr","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201524","","41.5 [31.0-55.2]","41.00000","31.00000","55.00000",""
"u5mr","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201525","","99.3 [86.8-113.4]","99.00000","87.00000","113.00000",""
"u5mr","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201526","","No data","","","","Not reported - Estimate is based on fewer than 250 unweighted person-years of exposure to the risk of death."
"u5mr","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201527","","84.1 [48.9-141.1]","84.00000","49.00000","141.00000",""
"u5mr","EQ_RHS","PUBLISHED","2002","EUR","ALB","","","","","ALBRHS200201","","No data","","","","Not available."
"u5mr","EQ_RHS","PUBLISHED","2002","EUR","ALB","","","","","ALBRHS200202","","No data","","","","Not available."
"u5mr","EQ_RHS","PUBLISHED","2002","EUR","ALB","","","","","ALBRHS200203","","No data","","","","Not available."
"u5mr","EQ_DHS","PUBLISHED","2008","EUR","ALB","","","","","ALBDHS200801","","16.1 [9.6-26.8]","16.00000","10.00000","27.00000",""
"u5mr","EQ_MICS","PUBLISHED","2012","AFR","DZA","","","","","DZAMICS201205","","24.6 [20.4-29.8]","25.00000","20.00000","30.00000",""
"u5mr","EQ_MICS","PUBLISHED","2012","AFR","DZA","","","","","DZAMICS201206","","24.4 [20.3-29.5]","24.00000","20.00000","29.00000",""
"u5mr","EQ_MICS","PUBLISHED","2012","AFR","DZA","","","","","DZAMICS201207","","35.2 [29.5-41.9]","35.00000","29.00000","42.00000",""
"u5mr","EQ_MICS","PUBLISHED","1996","AFR","AGO","","","","","AGOMICS199602","","No data","","","","Not available."
"u5mr","EQ_MICS","PUBLISHED","1996","AFR","AGO","","","","","AGOMICS199603","","No data","","","","Not available."
"u5mr","EQ_MICS","PUBLISHED","1996","AFR","AGO","","","","","AGOMICS199617","","No data","","","","Not available."
"u5mr","EQ_MICS","PUBLISHED","1996","AFR","AGO","","","","","AGOMICS199618","","No data","","","","Not available."
"u5mr","EQ_DHS","PUBLISHED","2015","AFR","AGO","","","","","AGODHS201506","","127.1 [104.8-153.3]","127.00000","105.00000","153.00000",""
"u5mr","EQ_DHS","PUBLISHED","2015","AFR","AGO","","","","","AGODHS201507","","58.5 [44.3-76.9]","58.00000","44.00000","77.00000",""
"u5mr","EQ_DHS","PUBLISHED","2015","AFR","AGO","","","","","AGODHS201508","","64.0 [43.0-94.4]","64.00000","43.00000","94.00000",""
"u5mr","EQ_DHS","PUBLISHED","2015","AFR","AGO","","","","","AGODHS201509","","136.1 [114.9-160.5]","136.00000","115.00000","161.00000",""
"u5mr","EQ_MICS","PUBLISHED","2011","AMR","ARG","","","","","ARGMICS201103","","No data","","","","Not available."
"u5mr","EQ_MICS","PUBLISHED","2011","AMR","ARG","","","","","ARGMICS201104","","No data","","","","Not available."
"u5mr","EQ_MICS","PUBLISHED","2011","AMR","ARG","","","","","ARGMICS201105","","No data","","","","Not available."
"u5mr","EQ_MICS","PUBLISHED","2011","AMR","ARG","","","","","ARGMICS201106","","No data","","","","Not available."
"u5mr","EQ_DHS","PUBLISHED","2000","EUR","ARM","","","","","ARMDHS200001","","No data","","","","Not reported - Estimate is based on fewer than 250 unweighted person-years of exposure to the risk of death."
"u5mr","EQ_DHS","PUBLISHED","2005","EUR","ARM","","","","","ARMDHS200501","","No data","","","","Not reported - Estimate is based on fewer than 250 unweighted person-years of exposure to the risk of death."
"u5mr","EQ_DHS","PUBLISHED","2010","EUR","ARM","","","","","ARMDHS201001","","No data","","","","Not reported - Estimate is based on fewer than 250 unweighted person-years of exposure to the risk of death."
"u5mr","EQ_DHS","PUBLISHED","2015","EUR","ARM","","","","","ARMDHS201501","","1.9 [0.3-13.0]","2.00000","0.00000","13.00000",""
"u5mr","EQ_DHS","PUBLISHED","2015","EUR","ARM","","","","","ARMDHS201502","","No data","","","","Not reported - Estimate is based on fewer than 250 unweighted person-years of exposure to the risk of death."
"u5mr","EQ_DHS","PUBLISHED","1993","SEAR","BGD","","","","","BGDDHS199305","","134.7 [118.2-153.0]","135.00000","118.00000","153.00000",""
"u5mr","EQ_DHS","PUBLISHED","1996","SEAR","BGD","","","","","BGDDHS199602","","131.3 [113.9-150.8]","131.00000","114.00000","151.00000",""
"u5mr","EQ_DHS","PUBLISHED","1996","SEAR","BGD","","","","","BGDDHS199603","","130.7 [118.2-144.3]","131.00000","118.00000","144.00000",""
"u5mr","EQ_DHS","PUBLISHED","1996","SEAR","BGD","","","","","BGDDHS199604","","86.8 [74.2-101.3]","87.00000","74.00000","101.00000",""
"u5mr","EQ_DHS","PUBLISHED","1996","SEAR","BGD","","","","","BGDDHS199605","","126.2 [112.2-141.7]","126.00000","112.00000","142.00000",""
"u5mr","EQ_DHS","PUBLISHED","1996","SEAR","BGD","","","","","BGDDHS199606","","179.1 [154.6-206.6]","179.00000","155.00000","207.00000",""
"u5mr","EQ_MICS","PUBLISHED","2006","SEAR","BGD","","","","","BGDMICS200601","","No data","","","","Not available."
"u5mr","EQ_MICS","PUBLISHED","2006","SEAR","BGD","","","","","BGDMICS200602","","No data","","","","Not available."
"u5mr","EQ_MICS","PUBLISHED","2006","SEAR","BGD","","","","","BGDMICS200603","","No data","","","","Not available."
"u5mr","EQ_DHS","PUBLISHED","2007","SEAR","BGD","","","","","BGDDHS200704","","58.1 [45.8-73.3]","58.00000","46.00000","73.00000",""
"u5mr","EQ_DHS","PUBLISHED","2007","SEAR","BGD","","","","","BGDDHS200705","","71.0 [56.4-89.1]","71.00000","56.00000","89.00000",""
"u5mr","EQ_DHS","PUBLISHED","2007","SEAR","BGD","","","","","BGDDHS200706","","107.4 [86.9-132.0]","107.00000","87.00000","132.00000",""
"u5mr","EQ_DHS","PUBLISHED","2014","SEAR","BGD","","","","","BGDDHS201405","","50.1 [41.1-61.0]","50.00000","41.00000","61.00000",""
"u5mr","EQ_DHS","PUBLISHED","2014","SEAR","BGD","","","","","BGDDHS201406","","45.1 [34.0-59.5]","45.00000","34.00000","60.00000",""
"u5mr","EQ_DHS","PUBLISHED","2014","SEAR","BGD","","","","","BGDDHS201407","","76.8 [67.1-87.7]","77.00000","67.00000","88.00000",""
"u5mr","EQ_MICS","PUBLISHED","2012","AMR","BRB","","","","","BRBMICS201201","","No data","","","","Not available."
"u5mr","EQ_MICS","PUBLISHED","2005","EUR","BLR","","","","","BLRMICS200505","","No data","","","","Not available."
"u5mr","EQ_MICS","PUBLISHED","2005","EUR","BLR","","","","","BLRMICS200506","","No data","","","","Not available."
"u5mr","EQ_MICS","PUBLISHED","2005","EUR","BLR","","","","","BLRMICS200507","","No data","","","","Not available."
"u5mr","EQ_MICS","PUBLISHED","2012","EUR","BLR","","","","","BLRMICS201202","","No data","","","","Not available."
"u5mr","EQ_MICS","PUBLISHED","2012","EUR","BLR","","","","","BLRMICS201203","","No data","","","","Not available."
"u5mr","EQ_MICS","PUBLISHED","2012","EUR","BLR","","","","","BLRMICS201204","","No data","","","","Not available."
"u5mr","EQ_MICS","PUBLISHED","2012","EUR","BLR","","","","","BLRMICS201205","","No data","","","","Not available."
"u5mr","EQ_MICS","PUBLISHED","2006","AMR","BLZ","","","","","BLZMICS200601","","No data","","","","Not available."
"u5mr","EQ_MICS","PUBLISHED","2011","AMR","BLZ","","","","","BLZMICS201104","","No data","","","","Not available."
"u5mr","EQ_MICS","PUBLISHED","2011","AMR","BLZ","","","","","BLZMICS201105","","No data","","","","Not available."
"u5mr","EQ_MICS","PUBLISHED","2011","AMR","BLZ","","","","","BLZMICS201106","","No data","","","","Not available."
"u5mr","EQ_MICS","PUBLISHED","2011","AMR","BLZ","","","","","BLZMICS201107","","No data","","","","Not available."
"u5mr","EQ_MICS","PUBLISHED","2015","AMR","BLZ","","","","","BLZMICS201501","","20.7 [11.1-38.2]","21.00000","11.00000","38.00000",""
"u5mr","EQ_MICS","PUBLISHED","2015","AMR","BLZ","","","","","BLZMICS201502","","15.6 [7.1-34.1]","16.00000","7.00000","34.00000",""
"u5mr","EQ_MICS","PUBLISHED","2015","AMR","BLZ","","","","","BLZMICS201503","","5.7 [2.5-13.1]","6.00000","2.00000","13.00000",""
"u5mr","EQ_MICS","PUBLISHED","2015","AMR","BLZ","","","","","BLZMICS201504","","28.8 [14.2-57.6]","29.00000","14.00000","58.00000","Attention - Estimate is based on 250-499 unweighted person-years of exposure to the risk of death."
"u5mr","EQ_DHS","PUBLISHED","2001","AFR","BEN","","","","","BENDHS200101","","172.2 [156.2-189.5]","172.00000","156.00000","190.00000",""
"u5mr","EQ_DHS","PUBLISHED","2001","AFR","BEN","","","","","BENDHS200102","","121.8 [106.4-139.1]","122.00000","106.00000","139.00000",""
"u5mr","EQ_DHS","PUBLISHED","2001","AFR","BEN","","","","","BENDHS200103","","177.5 [155.2-202.2]","177.00000","155.00000","202.00000",""
"u5mr","EQ_DHS","PUBLISHED","2001","AFR","BEN","","","","","BENDHS200104","","153.1 [128.4-181.5]","153.00000","128.00000","181.00000",""
"u5mr","EQ_DHS","PUBLISHED","2001","AFR","BEN","","","","","BENDHS200105","","153.6 [127.8-183.5]","154.00000","128.00000","184.00000",""
"u5mr","EQ_DHS","PUBLISHED","2006","AFR","BEN","","","","","BENDHS200601","","164.2 [132.8-201.2]","164.00000","133.00000","201.00000",""
"u5mr","EQ_DHS","PUBLISHED","2011","AFR","BEN","","","","","BENDHS201107","","79.8 [61.2-103.3]","80.00000","61.00000","103.00000",""
"u5mr","EQ_DHS","PUBLISHED","2011","AFR","BEN","","","","","BENDHS201108","","58.7 [45.8-74.9]","59.00000","46.00000","75.00000",""
