"GHO","PUBLISHSTATE","REGION","COUNTRY","Display Value","Numeric","Low","High","Comments"
"M_svy_age_youth","PUBLISHED","AFR","DZA","13-15","","","",""
"M_svy_age_youth","PUBLISHED","AFR","AGO","13-15","","","",""
"M_svy_age_youth","PUBLISHED","AFR","BEN","13-15","","","",""
"M_svy_age_youth","PUBLISHED","AFR","BWA","13-15","","","",""
"M_svy_age_youth","PUBLISHED","AFR","BFA","13-15","","","",""
"M_svy_age_youth","PUBLISHED","AFR","BDI","13-15","","","",""
"M_svy_age_youth","PUBLISHED","AFR","CPV","13-15","","","",""
"M_svy_age_youth","PUBLISHED","AFR","CMR","13-15","","","",""
"M_svy_age_youth","PUBLISHED","AFR","CAF","13-15","","","",""
"M_svy_age_youth","PUBLISHED","AFR","TCD","13-15","","","",""
"M_svy_age_youth","PUBLISHED","AFR","COM","13-15","","","",""
"M_svy_age_youth","PUBLISHED","AFR","COG","13-15","","","",""
"M_svy_age_youth","PUBLISHED","AFR","CIV","13-15","","","",""
"M_svy_age_youth","PUBLISHED","AFR","COD","13-15","","","",""
"M_svy_age_youth","PUBLISHED","AFR","GNQ","13-15","","","",""
"M_svy_age_youth","PUBLISHED","AFR","ERI","13-15","","","",""
"M_svy_age_youth","PUBLISHED","AFR","ETH","13-15","","","",""
"M_svy_age_youth","PUBLISHED","AFR","GMB","13-15","","","",""
"M_svy_age_youth","PUBLISHED","AFR","GHA","13-15","","","",""
"M_svy_age_youth","PUBLISHED","AFR","GIN","13-15","","","",""
"M_svy_age_youth","PUBLISHED","AFR","GNB","13-15","","","",""
"M_svy_age_youth","PUBLISHED","AFR","KEN","13-15","","","",""
"M_svy_age_youth","PUBLISHED","AFR","LSO","13-15","","","",""
"M_svy_age_youth","PUBLISHED","AFR","LBR","13-15","","","",""
"M_svy_age_youth","PUBLISHED","AFR","MDG","13-15","","","",""
"M_svy_age_youth","PUBLISHED","AFR","MWI","13-15","","","",""
"M_svy_age_youth","PUBLISHED","AFR","MLI","13-15","","","",""
