"GHO","DATASOURCE","PUBLISHSTATE","YEAR","REGION","COUNTRY","EDUCATIONLEVEL","RESIDENCEAREATYPE","WEALTHQUINTILE","Display Value","Numeric","Low","High","Comments"
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2001","AFR","BEN","EDLVL06TO11YR","","","60.0","60.00000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2001","AFR","BEN","","","WQ1","29.0","29.00000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2006","AFR","BEN","","RUR","","50.1","50.10000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2006","AFR","BEN","EDLVL06TO11YR","","","76.2","76.20000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2006","AFR","BEN","","","WQ4","78.3","78.30000","","",""
"EQ_HOUSENETS","EQ_MICS","PUBLISHED","2006","AFR","BFA","","","WQ5","90.7","90.70000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2010","AFR","BFA","","URB","","67.8","67.80000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2010","AFR","BFA","","","WQ3","59.4","59.40000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2010","AFR","BFA","","","WQ5","81.2","81.20000","","",""
"EQ_HOUSENETS","EQ_MICS","PUBLISHED","2005","AFR","BDI","EDLVL06TO11YR","","","64.3","64.30000","","",""
"EQ_HOUSENETS","EQ_MICS","PUBLISHED","2006","AFR","BFA","","URB","","64.8","64.80000","","",""
"EQ_HOUSENETS","EQ_MICS","PUBLISHED","2006","AFR","CAF","EDLVL06TO11YR","","","62.4","62.40000","","",""
"EQ_HOUSENETS","EQ_MICS","PUBLISHED","2010","AFR","CAF","","","","73.7","73.70000","","",""
"EQ_HOUSENETS","EQ_MICS","PUBLISHED","2010","AFR","CAF","","RUR","","69.5","69.50000","","",""
"EQ_HOUSENETS","EQ_MICS","PUBLISHED","2010","AFR","CAF","","","WQ4","83.3","83.30000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2004","AFR","TCD","","","","64.6","64.60000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2004","AFR","TCD","EDLVL12PLUSYR","","","87.8","87.80000","","",""
"EQ_HOUSENETS","EQ_MICS","PUBLISHED","2006","AFR","BFA","EDLVL00TO05YR","","","57.0","57.00000","","",""
"EQ_HOUSENETS","EQ_MICS","PUBLISHED","2006","AFR","CMR","","","WQ3","38.3","38.30000","","",""
"EQ_HOUSENETS","EQ_MICS","PUBLISHED","2006","AFR","CMR","","","WQ5","32.9","32.90000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2011","AFR","CMR","","","WQ1","47.5","47.50000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2011","AFR","CMR","","","WQ3","53.8","53.80000","","",""
"EQ_HOUSENETS","EQ_MICS","PUBLISHED","2006","AFR","CAF","","RUR","","26.4","26.40000","","",""
"EQ_HOUSENETS","EQ_MICS","PUBLISHED","2005","AFR","BDI","","","WQ1","16.4","16.40000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2010","AFR","BDI","","RUR","","50.8","50.80000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2005","AFR","COG","","URB","","82.0","82.00000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2005","AFR","COG","","","WQ1","75.2","75.20000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2005","AFR","COG","","","WQ3","82.4","82.40000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2011","AFR","COG","EDLVL06TO11YR","","","84.8","84.80000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2011","AFR","COG","","","WQ1","81.4","81.40000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2007","AFR","COD","","","","28.0","28.00000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2010","AFR","BDI","EDLVL06TO11YR","","","70.6","70.60000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2000","WPR","KHM","","","","82.1","82.10000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2000","WPR","KHM","","RUR","","80.4","80.40000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2000","WPR","KHM","","","WQ2","89.0","89.00000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2000","WPR","KHM","","","WQ4","97.9","97.90000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2011","AFR","BEN","","","","85.5","85.50000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2011","AFR","BEN","","","WQ2","83.1","83.10000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2013","AFR","COD","","","WQ2","77.3","77.30000","","",""
"EQ_HOUSENETS","EQ_MICS","PUBLISHED","2006","AFR","CIV","","URB","","22.5","22.50000","","",""
"EQ_HOUSENETS","EQ_MICS","PUBLISHED","2006","AFR","CIV","EDLVL00TO05YR","","","20.8","20.80000","","",""
"EQ_HOUSENETS","EQ_MICS","PUBLISHED","2006","AFR","CIV","","","WQ5","23.8","23.80000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2011","AFR","CIV","","URB","","62.6","62.60000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2011","AFR","BEN","","","WQ4","90.0","90.00000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2003","AFR","BFA","EDLVL12PLUSYR","","","65.0","65.00000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2005","WPR","KHM","EDLVL12PLUSYR","","","91.7","91.70000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2005","WPR","KHM","","","WQ2","98.9","98.90000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2004","AFR","CMR","EDLVL00TO05YR","","","25.4","25.40000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2004","AFR","CMR","EDLVL12PLUSYR","","","21.8","21.80000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2004","AFR","CMR","","","WQ5","22.8","22.80000","","",""
"EQ_HOUSENETS","EQ_MICS","PUBLISHED","2006","AFR","CMR","","URB","","33.4","33.40000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2003","AFR","BFA","","","WQ2","34.5","34.50000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2004","AFR","TCD","","","WQ2","75.8","75.80000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2012","AFR","GAB","","","WQ5","29.2","29.20000","","",""
"EQ_HOUSENETS","EQ_MICS","PUBLISHED","2005","AFR","GMB","","URB","","49.3","49.30000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2004","AFR","TCD","","","WQ4","86.9","86.90000","","",""
"EQ_HOUSENETS","EQ_MICS","PUBLISHED","2010","AFR","TCD","EDLVL00TO05YR","","","70.9","70.90000","","",""
"EQ_HOUSENETS","EQ_MICS","PUBLISHED","2010","AFR","TCD","EDLVL12PLUSYR","","","85.0","85.00000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2012","AFR","COM","","URB","","76.0","76.00000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2012","AFR","COM","EDLVL00TO05YR","","","74.4","74.40000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2012","AFR","COM","","","WQ3","73.4","73.40000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2012","AFR","COM","","","WQ5","81.3","81.30000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2005","AFR","ETH","","","WQ2","11.6","11.60000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2012","AFR","GAB","","URB","","45.1","45.10000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2012","AFR","GAB","EDLVL00TO05YR","","","50.3","50.30000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2007","AFR","COD","","RUR","","21.6","21.60000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2007","AFR","COD","EDLVL06TO11YR","","","34.9","34.90000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2007","AFR","COD","","","WQ4","46.8","46.80000","","",""
"EQ_HOUSENETS","EQ_MICS","PUBLISHED","2010","AFR","COD","","","","52.2","52.20000","","",""
"EQ_HOUSENETS","EQ_MICS","PUBLISHED","2010","AFR","COD","","","WQ2","46.4","46.40000","","",""
"EQ_HOUSENETS","EQ_MICS","PUBLISHED","2010","AFR","COD","","","WQ4","66.1","66.10000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2013","AFR","COD","EDLVL12PLUSYR","","","77.5","77.50000","","",""
"EQ_HOUSENETS","EQ_MICS","PUBLISHED","2005","AFR","GMB","","","WQ3","53.9","53.90000","","",""
"EQ_HOUSENETS","EQ_MICS","PUBLISHED","2005","AFR","GMB","","","WQ5","29.3","29.30000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2003","AFR","GHA","EDLVL06TO11YR","","","7.4","7.40000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2003","AFR","GHA","","","WQ1","10.3","10.30000","","",""
"EQ_HOUSENETS","EQ_MICS","PUBLISHED","2006","AFR","GHA","","RUR","","37.4","37.40000","","",""
"EQ_HOUSENETS","EQ_MICS","PUBLISHED","2006","AFR","GHA","EDLVL06TO11YR","","","21.1","21.10000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2008","AFR","GHA","","","","45.4","45.40000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2008","AFR","GHA","","RUR","","53.0","53.00000","","",""
"EQ_HOUSENETS","EQ_MICS","PUBLISHED","2011","AFR","GHA","","","WQ2","48.5","48.50000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2011","AFR","CIV","","","WQ3","67.9","67.90000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2011","AFR","CIV","","","WQ5","58.4","58.40000","","",""
"EQ_HOUSENETS","EQ_MICS","PUBLISHED","2006","EMR","DJI","EDLVL06TO11YR","","","15.8","15.80000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2000","AFR","ETH","","","","1.1","1.10000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2000","AFR","ETH","","","WQ2","0.6","0.60000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2000","AFR","ETH","","","WQ4","5.0","5.00000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2005","AFR","ETH","EDLVL12PLUSYR","","","18.9","18.90000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2008","AFR","GHA","","","WQ2","31.6","31.60000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2008","AFR","GHA","","","WQ4","38.3","38.30000","","",""
"EQ_HOUSENETS","EQ_MICS","PUBLISHED","2011","AFR","GHA","EDLVL12PLUSYR","","","43.7","43.70000","","",""
"EQ_HOUSENETS","EQ_MICS","PUBLISHED","2006","AFR","GNB","","","WQ1","81.0","81.00000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2003","AFR","KEN","","","WQ1","26.2","26.20000","","",""
"EQ_HOUSENETS","EQ_MICS","PUBLISHED","2006","AFR","GNB","","","WQ3","90.2","90.20000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2009","AMR","GUY","","","","88.6","88.60000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2009","AMR","GUY","","RUR","","90.2","90.20000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2009","AMR","GUY","","","WQ4","87.3","87.30000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2005","AMR","HTI","","","","6.4","6.40000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2005","AFR","GIN","EDLVL00TO05YR","","","27.8","27.80000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2005","AFR","GIN","EDLVL12PLUSYR","","","32.7","32.70000","","",""
"EQ_HOUSENETS","EQ_MICS","PUBLISHED","2011","WPR","LAO","","","WQ3","97.8","97.80000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2007","AFR","LBR","EDLVL06TO11YR","","","31.4","31.40000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2007","AFR","LBR","","","WQ1","20.7","20.70000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2013","AFR","LBR","","","","57.7","57.70000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2013","AFR","LBR","","RUR","","63.8","63.80000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2005","AFR","GIN","","","WQ5","29.0","29.00000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2012","AFR","GIN","","URB","","47.7","47.70000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2012","AFR","GIN","","","WQ3","42.8","42.80000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2012","AFR","GIN","","","WQ5","45.4","45.40000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2007","SEAR","IDN","","URB","","18.2","18.20000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2007","SEAR","IDN","","","WQ1","29.4","29.40000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2007","SEAR","IDN","","","WQ3","17.1","17.10000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2000","AFR","MWI","EDLVL00TO05YR","","","12.5","12.50000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2000","AFR","MWI","","","WQ5","54.0","54.00000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2004","AFR","MWI","","URB","","55.8","55.80000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2004","AFR","MWI","","","WQ1","26.2","26.20000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2004","AFR","MWI","","","WQ3","54.5","54.50000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2007","SEAR","IDN","","","WQ5","9.1","9.10000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2003","AFR","KEN","EDLVL06TO11YR","","","32.5","32.50000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2005","AMR","HTI","","","WQ2","8.5","8.50000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2005","AMR","HTI","","","WQ4","10.1","10.10000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2012","AMR","HTI","EDLVL00TO05YR","","","25.8","25.80000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2012","AMR","HTI","EDLVL12PLUSYR","","","40.1","40.10000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2012","AMR","HTI","","","WQ2","28.4","28.40000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2005","SEAR","IND","","URB","","32.2","32.20000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2005","SEAR","IND","EDLVL00TO05YR","","","25.3","25.30000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2005","SEAR","IND","","","WQ5","38.1","38.10000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2008","AFR","KEN","","RUR","","59.5","59.50000","","",""
"EQ_HOUSENETS","EQ_DHS","PUBLISHED","2008","AFR","KEN","EDLVL06TO11YR","","","61.2","61.20000","","",""
"EQ_HOUSENETS","EQ_MICS","PUBLISHED","2006","WPR","LAO","","","","94.4","94.40000","","",""
"EQ_HOUSENETS","EQ_MICS","PUBLISHED","2006","WPR","LAO","","RUR","","95.0","95.00000","","",""
