"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","ALCOHOLTYPE","Display Value","Numeric","Low","High","Comments"
"SA_0000001543_ARCHIVED","PUBLISHED","2012","EUR","ALB","SA_SPIRITS","No","","","",""
"SA_0000001543_ARCHIVED","PUBLISHED","2012","EUR","AZE","SA_SPIRITS","No","","","",""
"SA_0000001543_ARCHIVED","PUBLISHED","2012","EUR","BGR","SA_BEER","No","","","",""
"SA_0000001543_ARCHIVED","PUBLISHED","2012","WPR","CHN","SA_BEER","No","","","",""
"SA_0000001543_ARCHIVED","PUBLISHED","2012","AMR","CUB","SA_WINE","Yes","","","",""
"SA_0000001543_ARCHIVED","PUBLISHED","2012","EUR","CYP","SA_BEER","No","","","",""
"SA_0000001543_ARCHIVED","PUBLISHED","2012","EUR","CYP","SA_SPIRITS","No","","","",""
"SA_0000001543_ARCHIVED","PUBLISHED","2012","AMR","SLV","SA_SPIRITS","No","","","",""
"SA_0000001543_ARCHIVED","PUBLISHED","2012","AFR","GNQ","SA_WINE","Yes","","","",""
"SA_0000001543_ARCHIVED","PUBLISHED","2012","EUR","EST","SA_SPIRITS","No","","","",""
"SA_0000001543_ARCHIVED","PUBLISHED","2012","AFR","ETH","SA_WINE","No","","","",""
"SA_0000001543_ARCHIVED","PUBLISHED","2012","AFR","GHA","SA_BEER","No","","","",""
"SA_0000001543_ARCHIVED","PUBLISHED","2012","AFR","GHA","SA_SPIRITS","No","","","",""
"SA_0000001543_ARCHIVED","PUBLISHED","2012","AMR","GTM","SA_BEER","No","","","",""
"SA_0000001543_ARCHIVED","PUBLISHED","2012","AMR","GTM","SA_SPIRITS","No","","","",""
"SA_0000001543_ARCHIVED","PUBLISHED","2012","SEAR","IDN","SA_BEER","No","","","",""
"SA_0000001543_ARCHIVED","PUBLISHED","2012","AFR","KEN","SA_BEER","No","","","",""
"SA_0000001543_ARCHIVED","PUBLISHED","2012","AFR","KEN","SA_SPIRITS","Yes","","","",""
"SA_0000001543_ARCHIVED","PUBLISHED","2012","EUR","KGZ","SA_BEER","No","","","",""
"SA_0000001543_ARCHIVED","PUBLISHED","2012","EUR","KGZ","SA_SPIRITS","No","","","",""
