"GHO","DATASOURCE","PUBLISHSTATE","YEAR","REGION","COUNTRY","SEX","Display Value","Numeric","Low","High","Comments"
"SA_0000001786_ARCHIVED","SA_0000001786_IDN","PUBLISHED","2007","SEAR","IDN","MLE","4.3","4.30000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_MNG","PUBLISHED","2013","WPR","MNG","BTSX","4.5","4.50000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_MNG","PUBLISHED","2010","WPR","MNG","BTSX","5.6","5.60000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_VUT","PUBLISHED","2011","WPR","VUT","FMLE","5.8","5.80000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_UGA","PUBLISHED","2003","AFR","UGA","MLE","14.1","14.10000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_SWZ","PUBLISHED","2003","AFR","SWZ","FMLE","14.3","14.30000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_THA","PUBLISHED","2008","SEAR","THA","BTSX","15.6","15.60000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_PHL","PUBLISHED","2007","WPR","PHL","BTSX","15.8","15.80000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_MUS","PUBLISHED","2007","AFR","MUS","MLE","19.3","19.30000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_SWZ","PUBLISHED","2003","AFR","SWZ","MLE","19.6","19.60000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_VNM","PUBLISHED","2013","WPR","VNM","MLE","21.7","21.70000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_THA","PUBLISHED","2008","SEAR","THA","MLE","22.0","22.00000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_COK","PUBLISHED","2011","WPR","COK","FMLE","28.7","28.70000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_GHA","PUBLISHED","2007","AFR","GHA","FMLE","29.3","29.30000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_COK","PUBLISHED","2011","WPR","COK","MLE","29.4","29.40000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_SUR","PUBLISHED","2009","AMR","SUR","BTSX","32.6","32.60000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_WSM","PUBLISHED","2011","WPR","WSM","BTSX","34.2","34.20000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_ATG","PUBLISHED","2009","AMR","ATG","MLE","43.8","43.80000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_ATG","PUBLISHED","2009","AMR","ATG","BTSX","45.1","45.10000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_BRB","PUBLISHED","2011","AMR","BRB","BTSX","46.9","46.90000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_JAM","PUBLISHED","2010","AMR","JAM","FMLE","47.1","47.10000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_URY","PUBLISHED","2006","AMR","URY","BTSX","59.6","59.60000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_SYC","PUBLISHED","2007","AFR","SYC","BTSX","61.6","61.60000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_MDV","PUBLISHED","2009","SEAR","MDV","FMLE","2.6","2.60000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_SYR","PUBLISHED","2010","EMR","SYR","FMLE","3.1","3.10000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_MDV","PUBLISHED","2009","SEAR","MDV","BTSX","4.9","4.90000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_MNG","PUBLISHED","2013","WPR","MNG","MLE","4.9","4.90000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_FJI","PUBLISHED","2010","WPR","FJI","FMLE","11.1","11.10000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_SYR","PUBLISHED","2010","EMR","SYR","MLE","11.5","11.50000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_GHA","PUBLISHED","2012","AFR","GHA","BTSX","15.4","15.40000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_PHL","PUBLISHED","2011","WPR","PHL","FMLE","15.4","15.40000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_MUS","PUBLISHED","2007","AFR","MUS","FMLE","16.8","16.80000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_NRU","PUBLISHED","2011","WPR","NRU","FMLE","17.6","17.60000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_SLB","PUBLISHED","2011","WPR","SLB","BTSX","18.0","18.00000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_BWA","PUBLISHED","2005","AFR","BWA","BTSX","20.6","20.60000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_SLB","PUBLISHED","2011","WPR","SLB","MLE","21.2","21.20000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_GHA","PUBLISHED","2007","AFR","GHA","MLE","26.4","26.40000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_BLZ","PUBLISHED","2011","AMR","BLZ","FMLE","26.6","26.60000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_SUR","PUBLISHED","2009","AMR","SUR","FMLE","30.0","30.00000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_NAM","PUBLISHED","2004","AFR","NAM","FMLE","30.9","30.90000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_ZMB","PUBLISHED","2004","AFR","ZMB","MLE","38.7","38.70000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_GUY","PUBLISHED","2010","AMR","GUY","BTSX","39.2","39.20000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_ATG","PUBLISHED","2009","AMR","ATG","FMLE","45.7","45.70000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_LCA","PUBLISHED","2007","AMR","LCA","FMLE","52.2","52.20000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_VCT","PUBLISHED","2007","AMR","VCT","BTSX","53.2","53.20000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_SYC","PUBLISHED","2007","AFR","SYC","MLE","62.1","62.10000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_NIU","PUBLISHED","2010","WPR","NIU","FMLE","","","","","missing data"
"SA_0000001786_ARCHIVED","SA_0000001786_MMR","PUBLISHED","2007","SEAR","MMR","MLE","1.1","1.10000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_MAR","PUBLISHED","2006","EMR","MAR","FMLE","1.6","1.60000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_SEN","PUBLISHED","2005","AFR","SEN","BTSX","3.2","3.20000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_MAR","PUBLISHED","2006","EMR","MAR","BTSX","3.7","3.70000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_MYS","PUBLISHED","2012","WPR","MYS","MLE","9.3","9.30000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_VNM","PUBLISHED","2013","WPR","VNM","FMLE","10.2","10.20000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_LBN","PUBLISHED","2005","EMR","LBN","FMLE","12.2","12.20000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_BEN","PUBLISHED","2009","AFR","BEN","FMLE","12.5","12.50000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_SLV","PUBLISHED","2013","AMR","SLV","FMLE","16.4","16.40000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_TON","PUBLISHED","2010","WPR","TON","BTSX","16.4","16.40000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_SLV","PUBLISHED","2013","AMR","SLV","BTSX","18.1","18.10000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_BEN","PUBLISHED","2009","AFR","BEN","MLE","18.2","18.20000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_CRI","PUBLISHED","2009","AMR","CRI","BTSX","23.6","23.60000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_MUS","PUBLISHED","2011","AFR","MUS","BTSX","25.2","25.20000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_PER","PUBLISHED","2010","AMR","PER","BTSX","27.1","27.10000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_BLZ","PUBLISHED","2011","AMR","BLZ","BTSX","27.9","27.90000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_MKD","PUBLISHED","2007","EUR","MKD","BTSX","35.7","35.70000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_LBN","PUBLISHED","2011","EMR","LBN","MLE","36.5","36.50000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_MKD","PUBLISHED","2007","EUR","MKD","MLE","40.8","40.80000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_TTO","PUBLISHED","2007","AMR","TTO","FMLE","42.0","42.00000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_GRD","PUBLISHED","2008","AMR","GRD","FMLE","43.0","43.00000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_GRD","PUBLISHED","2008","AMR","GRD","MLE","49.1","49.10000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_ARG","PUBLISHED","2012","AMR","ARG","BTSX","50.0","50.00000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_ARG","PUBLISHED","2007","AMR","ARG","BTSX","51.8","51.80000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_VCT","PUBLISHED","2007","AMR","VCT","FMLE","53.5","53.50000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_DMA","PUBLISHED","2009","AMR","DMA","BTSX","54.5","54.50000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_MMR","PUBLISHED","2007","SEAR","MMR","FMLE","0.5","0.50000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_MMR","PUBLISHED","2007","SEAR","MMR","BTSX","0.8","0.80000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_MWI","PUBLISHED","2009","AFR","MWI","BTSX","3.9","3.90000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_SEN","PUBLISHED","2005","AFR","SEN","MLE","4.0","4.00000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_SYR","PUBLISHED","2010","EMR","SYR","BTSX","7.4","7.40000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_KHM","PUBLISHED","2013","WPR","KHM","MLE","7.7","7.70000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_GHA","PUBLISHED","2012","AFR","GHA","FMLE","12.7","12.70000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_PHL","PUBLISHED","2007","WPR","PHL","FMLE","12.9","12.90000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_SWZ","PUBLISHED","2003","AFR","SWZ","BTSX","16.0","16.00000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_BOL","PUBLISHED","2012","AMR","BOL","MLE","16.3","16.30000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_HND","PUBLISHED","2012","AMR","HND","FMLE","18.5","18.50000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_PHL","PUBLISHED","2011","WPR","PHL","BTSX","18.7","18.70000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_PHL","PUBLISHED","2011","WPR","PHL","MLE","22.5","22.50000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_NIU","PUBLISHED","2010","WPR","NIU","BTSX","23.0","23.00000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_GHA","PUBLISHED","2007","AFR","GHA","BTSX","28.1","28.10000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_LBN","PUBLISHED","2011","EMR","LBN","BTSX","28.5","28.50000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_NAM","PUBLISHED","2004","AFR","NAM","MLE","35.0","35.00000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_GUY","PUBLISHED","2004","AMR","GUY","BTSX","35.5","35.50000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_WSM","PUBLISHED","2011","WPR","WSM","MLE","43.4","43.40000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_KIR","PUBLISHED","2011","WPR","KIR","MLE","43.7","43.70000","","",""
"SA_0000001786_ARCHIVED","SA_0000001786_URY","PUBLISHED","2012","AMR","URY","MLE","47.2","47.20000","","",""
