"GHO","PUBLISHSTATE","YEAR","REGION","UNREGION","WORLDBANKINCOMEGROUP","WORLDBANKREGION","UNSDGREGION","Display Value","Numeric","Low","High","Comments"
"FINPROTECTION_IMP_NP_REL_LEVEL_SH","PUBLISHED","2015","AFR","","","","","1.61","1.60904","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_SH","PUBLISHED","2015","AMR","","","","","1.49","1.49240","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_SH","PUBLISHED","2015","EMR","","","","","2.15","2.15279","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_SH","PUBLISHED","2015","EUR","","","","","1.56","1.56379","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_SH","PUBLISHED","2015","GLOBAL","UN_World","WB_WORLD_INCOME","GLOBAL","UNSDG_WORLD","2.51","2.50539","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_SH","PUBLISHED","2015","SEAR","","","","","3.10","3.10467","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_SH","PUBLISHED","2015","WPR","","","","","3.50","3.49544","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_SH","PUBLISHED","2015","","","","","UNSDG_CENTRALASIASOUTHERNASIA","3.30","3.29734","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_SH","PUBLISHED","2015","","","","","UNSDG_EASTERNASIASOUTHEASTERNASIA","3.09","3.08618","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_SH","PUBLISHED","2015","","","","","UNSDG_EUROPE","1.65","1.64906","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_SH","PUBLISHED","2015","","","","","UNSDG_LAC","1.85","1.84892","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_SH","PUBLISHED","2015","","","","","UNSDG_NORTHERNAMR","0.87","0.86926","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_SH","PUBLISHED","2015","","","","","UNSDG_OCEANIA","1.29","1.29288","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_SH","PUBLISHED","2015","","","","","UNSDG_SUBSAHARANAFRICA","1.62","1.61812","","",""
"FINPROTECTION_IMP_NP_REL_LEVEL_SH","PUBLISHED","2015","","","","","UNSDG_WESTERNASIANORTHERNAFR","1.95","1.94814","","",""
