"GHO","DATASOURCE","PUBLISHSTATE","YEAR","REGION","COUNTRY","AGEGROUP","EDUCATIONLEVEL","RESIDENCEAREATYPE","WEALTHQUINTILE","DHSMICSGEOREGION","Display Value","Numeric","Low","High","Comments"
"fpsmo","EQ_DHS","PUBLISHED","2012","AFR","COM","","","","WQ2","","25.4 [20.1-31.6]","25.43071","20.11988","31.58901",""
"fpsmo","EQ_DHS","PUBLISHED","2012","AFR","COM","","","","WQ3","","26.9 [22.0-32.5]","26.91680","22.00804","32.46469",""
"fpsmo","EQ_DHS","PUBLISHED","2012","AFR","COM","","","","WQ4","","34.2 [27.3-41.7]","34.16539","27.31554","41.74640",""
"fpsmo","EQ_MICS","PUBLISHED","2011","AMR","CRI","","","","WQ1","","No data","","","","Not available."
"fpsmo","EQ_MICS","PUBLISHED","2011","AMR","CRI","","","","WQ2","","No data","","","","Not available."
"fpsmo","EQ_MICS","PUBLISHED","2011","AMR","CRI","","","","WQ3","","No data","","","","Not available."
"fpsmo","EQ_MICS","PUBLISHED","2010","AMR","CUB","","","","WQ4","","No data","","","","Not available."
"fpsmo","EQ_MICS","PUBLISHED","2010","AMR","CUB","","","","WQ5","","No data","","","","Not available."
"fpsmo","EQ_MICS","PUBLISHED","2014","AMR","CUB","","","","WQ1","","No data","","","","Not available."
"fpsmo","EQ_DHS","PUBLISHED","1996","AMR","DOM","","","","WQ2","","77.1 [73.7-80.2]","77.12376","73.68900","80.23042",""
"fpsmo","EQ_DHS","PUBLISHED","1996","AMR","DOM","","","","WQ3","","75.1 [71.1-78.6]","75.07239","71.13464","78.63431",""
"fpsmo","EQ_DHS","PUBLISHED","1996","AMR","DOM","","","","WQ4","","81.0 [77.5-84.1]","81.00037","77.46228","84.09705",""
"fpsmo","EQ_DHS","PUBLISHED","1996","AMR","DOM","","","","WQ5","","80.5 [76.3-84.1]","80.47263","76.25243","84.09925",""
"fpsmo","EQ_DHS","PUBLISHED","2007","AMR","DOM","","","","WQ1","","80.3 [78.0-82.4]","80.29705","77.97936","82.42578",""
"fpsmo","EQ_DHS","PUBLISHED","2007","AMR","DOM","","","","WQ2","","83.8 [81.3-86.0]","83.78319","81.34957","85.95409",""
"fpsmo","EQ_DHS","PUBLISHED","2007","AMR","DOM","","","","WQ3","","83.6 [81.2-85.7]","83.58150","81.22582","85.69367",""
"fpsmo","EQ_MICS","PUBLISHED","2014","AMR","DOM","","","","WQ5","","No data","","","","Not available."
"fpsmo","EQ_MICS","PUBLISHED","2012","AFR","DZA","","","","WQ1","","No data","","","","Not available."
"fpsmo","EQ_MICS","PUBLISHED","2012","AFR","DZA","","","","WQ2","","No data","","","","Not available."
"fpsmo","EQ_RHS","PUBLISHED","1999","AMR","ECU","","","","WQ3","","No data","","","","Not available."
"fpsmo","EQ_RHS","PUBLISHED","1999","AMR","ECU","","","","WQ4","","No data","","","","Not available."
"fpsmo","EQ_RHS","PUBLISHED","1999","AMR","ECU","","","","WQ5","","No data","","","","Not available."
"fpsmo","EQ_DHS","PUBLISHED","2000","EMR","EGY","","","","WQ1","","68.5 [65.8-71.0]","68.48151","65.83453","71.01371",""
"fpsmo","EQ_DHS","PUBLISHED","2000","EMR","EGY","","","","WQ2","","76.3 [73.9-78.6]","76.31245","73.87534","78.58812",""
"fpsmo","EQ_DHS","PUBLISHED","2000","EMR","EGY","","","","WQ3","","79.9 [77.6-82.1]","79.94512","77.61841","82.08578",""
"fpsmo","EQ_DHS","PUBLISHED","2000","EMR","EGY","","","","WQ4","","83.5 [81.6-85.2]","83.45324","81.57545","85.17444",""
"fpsmo","EQ_DHS","PUBLISHED","2014","EMR","EGY","","","","WQ1","","77.8 [75.2-80.1]","77.76527","75.21448","80.12291",""
"fpsmo","EQ_DHS","PUBLISHED","2014","EMR","EGY","","","","WQ2","","78.4 [76.3-80.4]","78.43365","76.28380","80.43860",""
"fpsmo","EQ_DHS","PUBLISHED","2014","EMR","EGY","","","","WQ3","","83.4 [81.6-85.0]","83.38883","81.64135","85.00053",""
"fpsmo","EQ_DHS","PUBLISHED","2005","AFR","ETH","","","","WQ4","","29.2 [24.8-34.0]","29.16587","24.77507","33.98331",""
"fpsmo","EQ_DHS","PUBLISHED","2005","AFR","ETH","","","","WQ5","","54.9 [50.6-59.2]","54.92599","50.56167","59.21582",""
"fpsmo","EQ_DHS","PUBLISHED","2011","AFR","ETH","","","","WQ1","","29.6 [24.5-35.2]","29.58252","24.54613","35.17059",""
"fpsmo","EQ_DHS","PUBLISHED","2012","AFR","GAB","","","","WQ2","","31.3 [24.6-38.8]","31.26818","24.57154","38.84990",""
"fpsmo","EQ_DHS","PUBLISHED","2012","AFR","GAB","","","","WQ3","","34.0 [26.5-42.4]","34.00992","26.48165","42.44281",""
"fpsmo","EQ_DHS","PUBLISHED","2012","AFR","GAB","","","","WQ4","","38.6 [31.4-46.2]","38.56061","31.44833","46.19741",""
"fpsmo","EQ_DHS","PUBLISHED","2012","AFR","GAB","","","","WQ5","","38.5 [32.0-45.5]","38.53545","32.02929","45.47894",""
"fpsmo","EQ_DHS","PUBLISHED","1998","AFR","GHA","","","","WQ1","","15.8 [12.4-20.0]","15.81958","12.38001","19.99668",""
"fpsmo","EQ_DHS","PUBLISHED","1998","AFR","GHA","","","","WQ2","","20.9 [16.4-26.2]","20.89378","16.39545","26.23895",""
"fpsmo","EQ_DHS","PUBLISHED","1998","AFR","GHA","","","","WQ3","","22.0 [17.3-27.5]","21.96212","17.27117","27.50359",""
"fpsmo","EQ_MICS","PUBLISHED","2006","AFR","GHA","","","","WQ5","","No data","","","","Not available."
"fpsmo","EQ_DHS","PUBLISHED","2008","AFR","GHA","","","","WQ1","","22.9 [17.9-29.0]","22.94543","17.87001","28.95418",""
"fpsmo","EQ_DHS","PUBLISHED","2008","AFR","GHA","","","","WQ2","","22.8 [18.1-28.1]","22.76284","18.14830","28.14724",""
"fpsmo","EQ_DHS","PUBLISHED","2014","AFR","GHA","","","","WQ3","","40.4 [35.3-45.7]","40.42562","35.32585","45.74092",""
"fpsmo","EQ_DHS","PUBLISHED","2014","AFR","GHA","","","","WQ4","","37.0 [32.4-41.8]","36.99038","32.38525","41.84509",""
"fpsmo","EQ_DHS","PUBLISHED","2014","AFR","GHA","","","","WQ5","","36.2 [30.7-42.0]","36.15170","30.65292","42.03893",""
"fpsmo","EQ_DHS","PUBLISHED","2012","AFR","GIN","","","","WQ1","","11.7 [7.2-18.5]","11.71202","7.17668","18.54101",""
"fpsmo","EQ_DHS","PUBLISHED","2012","AFR","GIN","","","","WQ2","","13.1 [8.2-20.2]","13.10434","8.22498","20.23993",""
"fpsmo","EQ_DHS","PUBLISHED","2012","AFR","GIN","","","","WQ3","","16.3 [11.7-22.2]","16.25216","11.67130","22.17950",""
"fpsmo","EQ_DHS","PUBLISHED","2012","AFR","GIN","","","","WQ4","","15.3 [12.2-19.0]","15.30838","12.19194","19.04862",""
"fpsmo","EQ_DHS","PUBLISHED","2013","AFR","GMB","","","","WQ5","","37.6 [31.7-43.9]","37.59635","31.66276","43.92712",""
"fpsmo","EQ_MICS","PUBLISHED","2006","AFR","GNB","","","","WQ1","","4.5 [2.6-7.6]","4.45877","2.56966","7.62794",""
"fpsmo","EQ_MICS","PUBLISHED","2006","AFR","GNB","","","","WQ2","","6.9 [4.3-10.8]","6.88357","4.30180","10.83933",""
"fpsmo","EQ_DHS","PUBLISHED","1995","AMR","GTM","","","","WQ4","","57.7 [53.3-62.0]","57.70245","53.31898","61.96791",""
"fpsmo","EQ_DHS","PUBLISHED","1995","AMR","GTM","","","","WQ5","","76.6 [72.8-80.1]","76.62737","72.78902","80.07253",""
"fpsmo","EQ_DHS","PUBLISHED","1998","AMR","GTM","","","","WQ1","","13.1 [9.3-18.1]","13.10353","9.34336","18.07525",""
"fpsmo","EQ_RHS","PUBLISHED","2008","AMR","GTM","","","","WQ2","","No data","","","","Not available."
"fpsmo","EQ_RHS","PUBLISHED","2008","AMR","GTM","","","","WQ3","","No data","","","","Not available."
"fpsmo","EQ_RHS","PUBLISHED","2008","AMR","GTM","","","","WQ4","","No data","","","","Not available."
"fpsmo","EQ_RHS","PUBLISHED","2008","AMR","GTM","","","","WQ5","","No data","","","","Not available."
"fpsmo","EQ_DHS","PUBLISHED","2009","AMR","GUY","","","","WQ1","","43.8 [36.2-51.8]","43.84581","36.19839","51.79721",""
"fpsmo","EQ_DHS","PUBLISHED","2009","AMR","GUY","","","","WQ2","","56.2 [50.0-62.2]","56.17411","50.00476","62.15829",""
"fpsmo","EQ_DHS","PUBLISHED","2009","AMR","GUY","","","","WQ3","","61.1 [55.0-66.9]","61.11530","54.98323","66.91468",""
"fpsmo","EQ_RHS","PUBLISHED","1991","AMR","HND","","","","WQ4","","No data","","","","Not available."
"fpsmo","EQ_RHS","PUBLISHED","1991","AMR","HND","","","","WQ5","","No data","","","","Not available."
"fpsmo","EQ_RHS","PUBLISHED","1996","AMR","HND","","","","WQ1","","No data","","","","Not available."
"fpsmo","EQ_DHS","PUBLISHED","2005","AMR","HND","","","","WQ3","","71.8 [69.3-74.2]","71.79114","69.28667","74.16752",""
"fpsmo","EQ_DHS","PUBLISHED","2005","AMR","HND","","","","WQ4","","74.0 [71.9-76.1]","74.03855","71.86259","76.10220",""
"fpsmo","EQ_DHS","PUBLISHED","2005","AMR","HND","","","","WQ5","","75.5 [73.0-77.8]","75.52130","73.03956","77.84389",""
"fpsmo","EQ_DHS","PUBLISHED","2000","AMR","HTI","","","","WQ1","","26.5 [22.8-30.5]","26.49504","22.82987","30.51596",""
"fpsmo","EQ_DHS","PUBLISHED","2000","AMR","HTI","","","","WQ2","","33.2 [28.8-37.9]","33.19008","28.75558","37.94422",""
"fpsmo","EQ_DHS","PUBLISHED","2000","AMR","HTI","","","","WQ3","","38.7 [30.5-47.6]","38.69883","30.52725","47.56034",""
"fpsmo","EQ_DHS","PUBLISHED","2000","AMR","HTI","","","","WQ4","","34.2 [29.8-38.8]","34.17936","29.80842","38.83660",""
"fpsmo","EQ_DHS","PUBLISHED","2012","AMR","HTI","","","","WQ5","","43.0 [38.9-47.1]","42.96822","38.90465","47.12881",""
"fpsmo","EQ_DHS","PUBLISHED","1994","SEAR","IDN","","","","WQ1","","No data","","","","Not available."
"fpsmo","EQ_DHS","PUBLISHED","1994","SEAR","IDN","","","","WQ2","","No data","","","","Not available."
"fpsmo","EQ_DHS","PUBLISHED","2002","SEAR","IDN","","","","WQ4","","83.5 [81.5-85.4]","83.53146","81.52271","85.36106",""
"fpsmo","EQ_DHS","PUBLISHED","2002","SEAR","IDN","","","","WQ5","","81.7 [79.8-83.5]","81.71690","79.81931","83.47300",""
"fpsmo","EQ_DHS","PUBLISHED","2007","SEAR","IDN","","","","WQ1","","75.5 [73.3-77.7]","75.53568","73.26878","77.66894",""
"fpsmo","EQ_DHS","PUBLISHED","1998","SEAR","IND","","","","WQ2","","61.2 [59.7-62.8]","61.23801","59.68348","62.76999",""
"fpsmo","EQ_DHS","PUBLISHED","1998","SEAR","IND","","","","WQ3","","69.7 [68.5-71.0]","69.74297","68.46231","70.99365",""
"fpsmo","EQ_DHS","PUBLISHED","1998","SEAR","IND","","","","WQ4","","71.7 [70.7-72.7]","71.71252","70.74995","72.65565",""
"fpsmo","EQ_DHS","PUBLISHED","1998","SEAR","IND","","","","WQ5","","72.6 [71.5-73.7]","72.61865","71.54308","73.66854",""
"fpsmo","EQ_MICS","PUBLISHED","2011","EMR","IRQ","","","","WQ1","","No data","","","","Not available."
"fpsmo","EQ_MICS","PUBLISHED","2011","EMR","IRQ","","","","WQ2","","No data","","","","Not available."
"fpsmo","EQ_MICS","PUBLISHED","2011","EMR","IRQ","","","","WQ3","","No data","","","","Not available."
"fpsmo","EQ_MICS","PUBLISHED","2011","AMR","JAM","","","","WQ4","","No data","","","","Not available."
"fpsmo","EQ_MICS","PUBLISHED","2011","AMR","JAM","","","","WQ5","","No data","","","","Not available."
"fpsmo","EQ_DHS","PUBLISHED","1997","EMR","JOR","","","","WQ1","","40.9 [36.9-45.1]","40.92191","36.85098","45.12122",""
"fpsmo","EQ_DHS","PUBLISHED","2007","EMR","JOR","","","","WQ3","","54.9 [51.3-58.5]","54.93114","51.29956","58.51094",""
"fpsmo","EQ_DHS","PUBLISHED","2007","EMR","JOR","","","","WQ4","","66.3 [62.3-70.1]","66.34858","62.34350","70.13177",""
"fpsmo","EQ_DHS","PUBLISHED","2007","EMR","JOR","","","","WQ5","","63.9 [59.0-68.5]","63.90606","59.02121","68.51920",""
"fpsmo","EQ_DHS","PUBLISHED","1999","EUR","KAZ","","","","WQ1","","64.5 [57.7-70.8]","64.52438","57.66349","70.83575",""
"fpsmo","EQ_DHS","PUBLISHED","1999","EUR","KAZ","","","","WQ2","","68.2 [60.7-74.9]","68.20094","60.71411","74.85197",""
"fpsmo","EQ_DHS","PUBLISHED","1999","EUR","KAZ","","","","WQ3","","72.8 [67.2-77.8]","72.79528","67.15296","77.78895",""
"fpsmo","EQ_DHS","PUBLISHED","1999","EUR","KAZ","","","","WQ4","","70.0 [65.4-74.3]","70.04792","65.44109","74.28198",""
"fpsmo","EQ_MICS","PUBLISHED","2010","EUR","KAZ","","","","WQ5","","No data","","","","Not available."
"fpsmo","EQ_MICS","PUBLISHED","2015","EUR","KAZ","","","","WQ1","","No data","","","","Not available."
"fpsmo","EQ_MICS","PUBLISHED","2015","EUR","KAZ","","","","WQ2","","No data","","","","Not available."
"fpsmo","EQ_DHS","PUBLISHED","1998","AFR","KEN","","","","WQ3","","50.2 [45.4-55.1]","50.24800","45.40940","55.08195",""
"fpsmo","EQ_DHS","PUBLISHED","1998","AFR","KEN","","","","WQ4","","57.7 [52.8-62.4]","57.67630","52.79760","62.40977",""
"fpsmo","EQ_DHS","PUBLISHED","1998","AFR","KEN","","","","WQ5","","68.8 [64.2-73.0]","68.77216","64.21271","72.99503",""
"fpsmo","EQ_DHS","PUBLISHED","2014","AFR","KEN","","","","WQ2","","66.9 [63.4-70.2]","66.89612","63.38509","70.22860",""
"fpsmo","EQ_DHS","PUBLISHED","2014","AFR","KEN","","","","WQ3","","73.2 [70.1-76.1]","73.20697","70.11606","76.08723",""
"fpsmo","EQ_DHS","PUBLISHED","2014","AFR","KEN","","","","WQ4","","78.5 [75.5-81.2]","78.47546","75.45228","81.21899",""
"fpsmo","EQ_DHS","PUBLISHED","2014","AFR","KEN","","","","WQ5","","79.0 [75.8-81.9]","79.00079","75.83461","81.85141",""
"fpsmo","EQ_DHS","PUBLISHED","2012","EUR","KGZ","","","","WQ1","","66.4 [61.4-71.0]","66.35497","61.36680","71.00340",""
"fpsmo","EQ_DHS","PUBLISHED","2012","EUR","KGZ","","","","WQ2","","64.5 [59.7-68.9]","64.47132","59.74519","68.93112",""
"fpsmo","EQ_DHS","PUBLISHED","2012","EUR","KGZ","","","","WQ3","","59.7 [54.1-65.1]","59.73141","54.11082","65.10749",""
"fpsmo","EQ_DHS","PUBLISHED","2000","WPR","KHM","","","","WQ4","","37.8 [34.2-41.6]","37.84421","34.20712","41.62336",""
"fpsmo","EQ_DHS","PUBLISHED","2000","WPR","KHM","","","","WQ5","","44.2 [40.2-48.3]","44.19853","40.17389","48.30085",""
"fpsmo","EQ_DHS","PUBLISHED","2005","WPR","KHM","","","","WQ1","","35.6 [31.9-39.4]","35.56106","31.87074","39.43137",""
"fpsmo","EQ_DHS","PUBLISHED","2014","WPR","KHM","","","","WQ2","","73.6 [70.3-76.6]","73.57462","70.34243","76.57188",""
"fpsmo","EQ_DHS","PUBLISHED","2014","WPR","KHM","","","","WQ3","","68.8 [64.8-72.5]","68.76987","64.81805","72.46634",""
"fpsmo","EQ_DHS","PUBLISHED","2014","WPR","KHM","","","","WQ4","","65.8 [62.3-69.1]","65.76807","62.32249","69.05502",""
"fpsmo","EQ_DHS","PUBLISHED","2014","WPR","KHM","","","","WQ5","","54.3 [51.5-57.1]","54.28365","51.48023","57.06020",""
"fpsmo","EQ_DHS","PUBLISHED","2007","AFR","LBR","","","","WQ1","","9.5 [5.9-15.2]","9.53416","5.85429","15.15478",""
"fpsmo","EQ_DHS","PUBLISHED","2007","AFR","LBR","","","","WQ2","","12.9 [9.1-17.9]","12.86124","9.08108","17.90507",""
"fpsmo","EQ_DHS","PUBLISHED","2007","AFR","LBR","","","","WQ3","","24.6 [18.5-31.9]","24.56672","18.48954","31.86059",""
"fpsmo","EQ_DHS","PUBLISHED","2007","AFR","LBR","","","","WQ4","","26.3 [22.6-30.4]","26.34081","22.63186","30.41861",""
"fpsmo","EQ_MICS","PUBLISHED","2012","AMR","LCA","","","","WQ5","","No data","","","","Not available."
"fpsmo","EQ_DHS","PUBLISHED","2004","AFR","LSO","","","","WQ1","","25.2 [20.5-30.6]","25.22049","20.50285","30.60573",""
"fpsmo","EQ_DHS","PUBLISHED","2004","AFR","LSO","","","","WQ2","","36.0 [31.4-40.9]","36.00853","31.38862","40.90304",""
"fpsmo","EQ_DHS","PUBLISHED","2014","AFR","LSO","","","","WQ3","","77.7 [73.6-81.4]","77.74194","73.62653","81.37758",""
"fpsmo","EQ_DHS","PUBLISHED","2014","AFR","LSO","","","","WQ4","","77.5 [72.8-81.6]","77.50413","72.84706","81.56459",""
"fpsmo","EQ_DHS","PUBLISHED","2014","AFR","LSO","","","","WQ5","","82.6 [78.0-86.3]","82.57211","78.01575","86.34937",""
"fpsmo","EQ_DHS","PUBLISHED","2005","EUR","MDA","","","","WQ2","","51.5 [47.1-56.0]","51.54956","47.05018","56.02398",""
"fpsmo","EQ_DHS","PUBLISHED","2005","EUR","MDA","","","","WQ3","","56.1 [51.7-60.3]","56.06814","51.72737","60.31802",""
"fpsmo","EQ_DHS","PUBLISHED","2005","EUR","MDA","","","","WQ4","","62.6 [59.3-65.7]","62.56231","59.29389","65.72001",""
"fpsmo","EQ_DHS","PUBLISHED","2005","EUR","MDA","","","","WQ5","","67.1 [63.9-70.1]","67.08836","63.89556","70.13080",""
"fpsmo","EQ_DHS","PUBLISHED","2003","AFR","MDG","","","","WQ1","","20.3 [14.1-28.2]","20.26528","14.11553","28.21414",""
"fpsmo","EQ_DHS","PUBLISHED","2003","AFR","MDG","","","","WQ2","","27.0 [20.4-34.7]","26.96515","20.44893","34.65330",""
"fpsmo","EQ_DHS","PUBLISHED","2003","AFR","MDG","","","","WQ3","","36.8 [29.5-44.8]","36.81303","29.52995","44.75166",""
"fpsmo","EQ_DHS","PUBLISHED","2009","SEAR","MDV","","","","WQ4","","40.7 [36.9-44.7]","40.73900","36.89305","44.70189",""
"fpsmo","EQ_DHS","PUBLISHED","2009","SEAR","MDV","","","","WQ5","","43.1 [37.7-48.6]","43.10123","37.74688","48.62188",""
"fpsmo","EQ_MICS","PUBLISHED","2015","AMR","MEX","","","","WQ1","","No data","","","","Not available."
"fpsmo","EQ_MICS","PUBLISHED","2011","EUR","MKD","","","","WQ2","","No data","","","","Not available."
"fpsmo","EQ_MICS","PUBLISHED","2011","EUR","MKD","","","","WQ3","","No data","","","","Not available."
"fpsmo","EQ_MICS","PUBLISHED","2011","EUR","MKD","","","","WQ4","","No data","","","","Not available."
"fpsmo","EQ_MICS","PUBLISHED","2011","EUR","MKD","","","","WQ5","","No data","","","","Not available."
"fpsmo","EQ_DHS","PUBLISHED","2006","AFR","MLI","","","","WQ1","","7.8 [5.9-10.3]","7.79882","5.88545","10.26638",""
"fpsmo","EQ_DHS","PUBLISHED","2006","AFR","MLI","","","","WQ2","","11.6 [9.6-14.0]","11.59258","9.55980","13.99075",""
"fpsmo","EQ_DHS","PUBLISHED","2006","AFR","MLI","","","","WQ3","","10.6 [8.3-13.4]","10.61419","8.34873","13.40448",""
"fpsmo","EQ_DHS","PUBLISHED","2006","AFR","MLI","","","","WQ4","","17.7 [14.6-21.3]","17.71687","14.61708","21.30996",""
"fpsmo","EQ_DHS","PUBLISHED","2012","AFR","MLI","","","","WQ5","","54.1 [49.4-58.7]","54.07510","49.39087","58.68840",""
"fpsmo","EQ_DHS","PUBLISHED","2015","SEAR","MMR","","","","WQ1","","69.1 [65.1-72.9]","69.13865","65.08797","72.91492",""
"fpsmo","EQ_DHS","PUBLISHED","2005","AFR","ZWE","","NHLM","","","","51.8 [38.7-64.5]","51.75671","38.74799","64.53159",""
"fpsmo","EQ_MICS","PUBLISHED","2009","AFR","ZWE","","NHLM","","","","No data","","","","Not available."
"fpsmo","EQ_MICS","PUBLISHED","2009","AFR","ZWE","","SHLM","","","","No data","","","","Not available."
"fpsmo","EQ_MICS","PUBLISHED","2014","AFR","ZWE","","PRLM","","","","No data","","","","Not available."
"fpsmo","EQ_DHS","PUBLISHED","2015","AFR","ZWE","","PRLM","","","","80.7 [77.6-83.6]","80.74892","77.57090","83.57199",""
"fpsmo","EQ_DHS","PUBLISHED","2008","EUR","ALB","YEARS15-19","","","","","18.1 [9.3-32.2]","18.10801","9.31651","32.24565",""
"fpsmo","EQ_MICS","PUBLISHED","2011","AMR","ARG","YEARS20-49","","","","","No data","","","","Not available."
"fpsmo","EQ_DHS","PUBLISHED","2000","EUR","ARM","YEARS15-19","","","","","36.7 [22.8-53.3]","36.73019","22.82542","53.25978",""
"fpsmo","EQ_DHS","PUBLISHED","2005","EUR","ARM","YEARS20-49","","","","","29.4 [27.1-31.8]","29.37077","27.07769","31.77343",""
"fpsmo","EQ_DHS","PUBLISHED","1998","EUR","TUR","","SHLM","","","","61.2 [57.2-65.0]","61.17905","57.17639","65.03637",""
"fpsmo","EQ_MICS","PUBLISHED","2006","AMR","TTO","","PRLM","","","","54.1 [48.7-59.5]","54.12298","48.69151","59.45821",""
"fpsmo","EQ_MICS","PUBLISHED","2010","AFR","TCD","","SHLM","","","","No data","","","","Not available."
"fpsmo","EQ_MICS","PUBLISHED","2014","AFR","STP","","PRLM","","","","No data","","","","Not available."
"fpsmo","EQ_DHS","PUBLISHED","2008","AFR","SLE","","SHLM","","","","37.1 [31.5-43.0]","37.06630","31.45797","43.04655",""
"fpsmo","EQ_MICS","PUBLISHED","2010","SEAR","NPL","","SHLM","","","","No data","","","","Not available."
"fpsmo","EQ_DHS","PUBLISHED","2006","SEAR","NPL","","NHLM","","","","65.6 [60.8-70.0]","65.56564","60.81119","70.02758",""
"fpsmo","EQ_DHS","PUBLISHED","2010","EUR","ARM","YEARS15-19","","","","","6.8 [0.9-36.3]","6.78849","0.92316","36.27537","Attention - Estimate is based on 25-49 cases."
"fpsmo","EQ_DHS","PUBLISHED","2006","EUR","AZE","YEARS20-49","","","","","19.4 [17.9-21.0]","19.38045","17.87941","20.97532",""
"fpsmo","EQ_MICS","PUBLISHED","2005","AFR","BDI","YEARS15-19","","","","","No data","","","","Not available."
"fpsmo","EQ_DHS","PUBLISHED","2010","AFR","BDI","YEARS20-49","","","","","33.1 [30.8-35.4]","33.05398","30.80215","35.38625",""
"fpsmo","EQ_DHS","PUBLISHED","1996","AFR","BEN","YEARS15-19","","","","","6.7 [3.0-14.4]","6.67904","2.95126","14.41601",""
"fpsmo","EQ_DHS","PUBLISHED","2001","AFR","BEN","YEARS20-49","","","","","16.0 [14.3-17.9]","15.99107","14.27426","17.87131",""
"fpsmo","EQ_DHS","PUBLISHED","2011","AFR","BEN","YEARS20-49","","","","","18.2 [17.0-19.4]","18.16457","16.97329","19.41991",""
"fpsmo","EQ_MICS","PUBLISHED","2012","SEAR","BGD","YEARS15-19","","","","","No data","","","","Not available."
"fpsmo","EQ_MICS","PUBLISHED","2006","EUR","BIH","YEARS15-19","","","","","No data","","","","Not reported - Estimate is based on fewer than 25 cases."
"fpsmo","EQ_MICS","PUBLISHED","2011","EUR","BIH","YEARS20-49","","","","","No data","","","","Not available."
"fpsmo","EQ_MICS","PUBLISHED","2005","EUR","BLR","YEARS15-19","","","","","No data","","","","Not available."
"fpsmo","EQ_MICS","PUBLISHED","2012","EUR","BLR","YEARS20-49","","","","","No data","","","","Not available."
"fpsmo","EQ_RHS","PUBLISHED","1991","AMR","BLZ","YEARS15-19","","","","","No data","","","","Not available."
"fpsmo","EQ_MICS","PUBLISHED","2006","AMR","BLZ","YEARS20-49","","","","","55.3 [51.3-59.1]","55.27034","51.32601","59.14944",""
"fpsmo","EQ_MICS","PUBLISHED","2011","AMR","BLZ","YEARS15-19","","","","","No data","","","","Not available."
"fpsmo","EQ_DHS","PUBLISHED","1994","AMR","BOL","YEARS20-49","","","","","24.4 [22.5-26.4]","24.42490","22.54835","26.40439",""
"fpsmo","EQ_DHS","PUBLISHED","1998","AMR","BOL","YEARS15-19","","","","","15.1 [10.0-22.2]","15.14747","10.03823","22.21505",""
"fpsmo","EQ_DHS","PUBLISHED","2003","AMR","BOL","YEARS20-49","","","","","43.5 [41.8-45.2]","43.48175","41.75994","45.21943",""
"fpsmo","EQ_DHS","PUBLISHED","1996","AMR","BRA","YEARS20-49","","","","","82.8 [81.6-84.0]","82.84725","81.61478","84.01330",""
"fpsmo","EQ_DHS","PUBLISHED","1998","AFR","CMR","YEARS15-19","","","","","6.8 [3.8-11.9]","6.75623","3.75352","11.86492",""
"fpsmo","EQ_MICS","PUBLISHED","2006","AFR","CMR","YEARS15-19","","","","","No data","","","","Not available."
"fpsmo","EQ_DHS","PUBLISHED","2011","AFR","CMR","YEARS20-49","","","","","30.9 [29.2-32.6]","30.86973","29.20257","32.58826",""
"fpsmo","EQ_MICS","PUBLISHED","2014","AFR","CMR","YEARS15-19","","","","","No data","","","","Not available."
"fpsmo","EQ_DHS","PUBLISHED","2007","AFR","COD","YEARS20-49","","","","","13.0 [10.7-15.7]","13.00263","10.68912","15.72867",""
"fpsmo","EQ_MICS","PUBLISHED","2010","AFR","COD","YEARS15-19","","","","","No data","","","","Not available."
"fpsmo","EQ_DHS","PUBLISHED","2013","AFR","COD","YEARS20-49","","","","","16.8 [14.9-18.9]","16.82655","14.91518","18.92838",""
"fpsmo","EQ_DHS","PUBLISHED","2005","AFR","COG","YEARS15-19","","","","","16.3 [10.9-23.8]","16.34122","10.91245","23.75069",""
"fpsmo","EQ_DHS","PUBLISHED","2011","AFR","COG","YEARS20-49","","","","","31.3 [29.0-33.8]","31.33338","29.01169","33.75253",""
"fpsmo","EQ_DHS","PUBLISHED","1995","AMR","COL","YEARS15-19","","","","","49.5 [42.8-56.2]","49.48284","42.78390","56.20039",""
"fpsmo","EQ_DHS","PUBLISHED","2000","AMR","COL","YEARS20-49","","","","","75.3 [73.9-76.7]","75.31572","73.90498","76.67427",""
"fpsmo","EQ_DHS","PUBLISHED","2010","AMR","COL","YEARS20-49","","","","","84.6 [84.0-85.2]","84.60110","83.98641","85.19636",""
"fpsmo","EQ_MICS","PUBLISHED","2006","EMR","DJI","YEARS15-19","","","","","No data","","","","Not reported - Estimate is based on fewer than 25 cases."
"fpsmo","EQ_DHS","PUBLISHED","1999","AMR","DOM","YEARS15-19","","","","","41.2 [23.5-61.4]","41.15207","23.49091","61.43018","Attention - Estimate is based on 25-49 cases."
"fpsmo","EQ_DHS","PUBLISHED","2002","AMR","DOM","YEARS20-49","","","","","82.2 [81.2-83.3]","82.23634","81.17467","83.25050",""
"fpsmo","EQ_DHS","PUBLISHED","2007","AMR","DOM","YEARS15-19","","","","","59.3 [54.1-64.4]","59.34284","54.13103","64.35245",""
"fpsmo","EQ_DHS","PUBLISHED","2013","AMR","DOM","YEARS20-49","","","","","84.5 [82.5-86.3]","84.49706","82.52714","86.28179",""
"fpsmo","EQ_MICS","PUBLISHED","2014","AMR","DOM","YEARS15-19","","","","","No data","","","","Not available."
"fpsmo","EQ_MICS","PUBLISHED","2012","AFR","DZA","YEARS20-49","","","","","No data","","","","Not available."
"fpsmo","EQ_RHS","PUBLISHED","1994","AMR","ECU","YEARS15-19","","","","","No data","","","","Not available."
