"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","SEX","ENVCAUSE","Display Value","Numeric","Low","High","Comments"
"AIR_39","PUBLISHED","2016","EMR","AFG","MLE","ENVCAUSE068","125 [87–161]","125.03773","86.51472","160.56960",""
"AIR_39","PUBLISHED","2016","EMR","AFG","MLE","ENVCAUSE118","381 [99–633]","381.03662","98.52666","632.53357",""
"AIR_39","PUBLISHED","2016","AFR","AGO","BTSX","ENVCAUSE114","331 [260–419]","331.40308","259.86273","418.79492",""
"AIR_39","PUBLISHED","2016","AFR","AGO","BTSX","ENVCAUSE113","423 [339–520]","423.47592","339.41702","519.61646",""
"AIR_39","PUBLISHED","2016","EUR","ALB","FMLE","ENVCAUSE118","38 [10–74]","37.52950","10.17477","73.71744",""
"AIR_39","PUBLISHED","2016","EUR","ALB","FMLE","ENVCAUSE039","87 [29–169]","87.29553","28.71651","168.94655",""
"AIR_39","PUBLISHED","2016","EUR","ALB","MLE","ENVCAUSE000","888 [249–1774]","888.06506","248.99329","1774.42603",""
"AIR_39","PUBLISHED","2016","EMR","ARE","BTSX","ENVCAUSE104","0 [0–2]","0.23112","0.00000","1.68235",""
"AIR_39","PUBLISHED","2016","AMR","ARG","BTSX","ENVCAUSE039","19 [1–63]","19.43629","0.60779","62.79177",""
"AIR_39","PUBLISHED","2016","AMR","ARG","BTSX","ENVCAUSE114","6 [0–19]","5.72967","0.19494","18.93181",""
"AIR_39","PUBLISHED","2016","AMR","ARG","FMLE","ENVCAUSE068","6 [0–22]","6.37128","0.20449","21.91599",""
"AIR_39","PUBLISHED","2016","AMR","ARG","MLE","ENVCAUSE068","11 [0–37]","11.00162","0.36612","36.87556",""
"AIR_39","PUBLISHED","2016","EUR","ARM","MLE","ENVCAUSE118","17 [0–76]","16.71125","0.37642","75.98994",""
"AIR_39","PUBLISHED","2016","EUR","ARM","MLE","ENVCAUSE113","75 [3–302]","75.00476","2.63772","301.99313",""
"AIR_39","PUBLISHED","2016","AMR","ATG","BTSX","ENVCAUSE000","35 [2–114]","35.43362","2.40562","114.15950",""
