"GHO","PUBLISHSTATE","YEAR","COUNTRY","Display Value","Numeric","Low","High","Comments"
"ITU_IDI_RANK","PUBLISHED","2012","ALB","80","80.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2012","AGO","139","139.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2012","BHR","39","39.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2012","BRB","29","29.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2012","BWA","108","108.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2012","BRN","58","58.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2012","CAN","20","20.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2012","CAF","156","156.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2012","COD","147","147.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2012","CIV","137","137.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2012","DOM","94","94.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2012","EGY","86","86.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2012","FJI","82","82.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2012","FRA","18","18.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2012","GIN","152","152.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2012","GUY","105","105.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2012","IRN","90","90.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2012","ISR","26","26.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2012","KAZ","48","48.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2012","PRK","1","1.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2012","LVA","35","35.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2012","LUX","9","9.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2012","MDG","149","149.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2012","MUS","72","72.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2012","MDA","65","65.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2012","NAM","109","109.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2012","NZL","16","16.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2012","NER","157","157.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2012","PAN","70","70.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2012","PER","92","92.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2012","RWA","141","141.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2012","SEN","124","124.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2012","SVN","28","28.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2012","ZAF","84","84.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2012","LKA","107","107.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2012","SWZ","117","117.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2012","CHE","13","13.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2012","TUN","91","91.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2012","UGA","130","130.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2012","VEN","79","79.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2012","YEM","127","127.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2011","ARG","53","53.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2011","AUS","15","15.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2011","BEL","23","23.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2011","BTN","117","117.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2011","BRN","56","56.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2011","BFA","154","154.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2011","CMR","136","136.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2011","CHL","52","52.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2011","COL","78","78.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2011","CUB","110","110.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2011","CZE","31","31.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2011","EGY","87","87.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2011","ERI","153","153.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2011","ETH","150","150.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2011","GMB","127","127.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2011","DEU","17","17.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2011","ISL","4","4.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2011","JAM","93","93.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2011","JOR","77","77.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2011","LVA","37","37.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2011","LSO","126","126.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2011","MYS","57","57.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2011","MLI","144","144.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2011","MAR","89","89.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2011","MMR","132","132.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2011","NER","157","157.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2011","NOR","6","6.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2011","POL","32","32.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2011","QAT","30","30.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2011","SYC","70","70.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2011","SVK","40","40.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2011","LKA","107","107.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2011","VCT","59","59.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2011","TZA","141","141.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2011","THA","94","94.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2011","ARE","45","45.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2011","USA","16","16.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2011","YEM","129","129.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2011","ZWE","119","119.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2012","BEL","25","25.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2012","BEN","143","143.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2012","BTN","118","118.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2012","BOL","99","99.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2012","CHL","51","51.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2012","CHN","78","78.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2012","COL","77","77.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2012","COM","138","138.00000","","",""
"ITU_IDI_RANK","PUBLISHED","2012","COG","140","140.00000","","",""
