"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","IHRSPARCAPACITYLEVEL","Display Value","Numeric","Low","High","Comments"
"IHRSPAR_CAPACITY03","PUBLISHED","2018","EMR","AFG","IHRSPARCAPLEVEL03_C_3_1","80","80.00000","","",""
"IHRSPAR_CAPACITY03","PUBLISHED","2018","AFR","AGO","IHRSPARCAPLEVEL03_C_3_1","80","80.00000","","",""
"IHRSPAR_CAPACITY03","PUBLISHED","2018","EUR","ALB","IHRSPARCAPLEVEL03_C_3_1","Other","","","",""
"IHRSPAR_CAPACITY03","PUBLISHED","2018","EUR","AND","IHRSPARCAPLEVEL03_C_3_1","60","60.00000","","",""
"IHRSPAR_CAPACITY03","PUBLISHED","2018","EMR","ARE","IHRSPARCAPLEVEL03_C_3_1","100","100.00000","","",""
"IHRSPAR_CAPACITY03","PUBLISHED","2018","AMR","ARG","IHRSPARCAPLEVEL03_C_3_1","60","60.00000","","",""
"IHRSPAR_CAPACITY03","PUBLISHED","2018","EUR","ARM","IHRSPARCAPLEVEL03_C_3_1","100","100.00000","","",""
"IHRSPAR_CAPACITY03","PUBLISHED","2018","AMR","ATG","IHRSPARCAPLEVEL03_C_3_1","20","20.00000","","",""
"IHRSPAR_CAPACITY03","PUBLISHED","2018","WPR","AUS","IHRSPARCAPLEVEL03_C_3_1","20","20.00000","","",""
"IHRSPAR_CAPACITY03","PUBLISHED","2018","EUR","AUT","IHRSPARCAPLEVEL03_C_3_1","100","100.00000","","",""
"IHRSPAR_CAPACITY03","PUBLISHED","2018","EUR","AZE","IHRSPARCAPLEVEL03_C_3_1","80","80.00000","","",""
"IHRSPAR_CAPACITY03","PUBLISHED","2018","AFR","BDI","IHRSPARCAPLEVEL03_C_3_1","20","20.00000","","",""
"IHRSPAR_CAPACITY03","PUBLISHED","2018","EUR","BEL","IHRSPARCAPLEVEL03_C_3_1","100","100.00000","","",""
"IHRSPAR_CAPACITY03","PUBLISHED","2018","AFR","BEN","IHRSPARCAPLEVEL03_C_3_1","20","20.00000","","",""
"IHRSPAR_CAPACITY03","PUBLISHED","2018","AFR","BFA","IHRSPARCAPLEVEL03_C_3_1","40","40.00000","","",""
"IHRSPAR_CAPACITY03","PUBLISHED","2018","SEAR","BGD","IHRSPARCAPLEVEL03_C_3_1","80","80.00000","","",""
"IHRSPAR_CAPACITY03","PUBLISHED","2018","EUR","BGR","IHRSPARCAPLEVEL03_C_3_1","80","80.00000","","",""
"IHRSPAR_CAPACITY03","PUBLISHED","2018","EMR","BHR","IHRSPARCAPLEVEL03_C_3_1","100","100.00000","","",""
"IHRSPAR_CAPACITY03","PUBLISHED","2018","AMR","BHS","IHRSPARCAPLEVEL03_C_3_1","0","0.00000","","",""
"IHRSPAR_CAPACITY03","PUBLISHED","2018","EUR","BIH","IHRSPARCAPLEVEL03_C_3_1","20","20.00000","","",""
"IHRSPAR_CAPACITY03","PUBLISHED","2018","EUR","BLR","IHRSPARCAPLEVEL03_C_3_1","No data","","","",""
"IHRSPAR_CAPACITY03","PUBLISHED","2018","AMR","BLZ","IHRSPARCAPLEVEL03_C_3_1","20","20.00000","","",""
"IHRSPAR_CAPACITY03","PUBLISHED","2018","AMR","BOL","IHRSPARCAPLEVEL03_C_3_1","Other","","","",""
"IHRSPAR_CAPACITY03","PUBLISHED","2018","AMR","BRA","IHRSPARCAPLEVEL03_C_3_1","80","80.00000","","",""
"IHRSPAR_CAPACITY03","PUBLISHED","2018","AMR","BRB","IHRSPARCAPLEVEL03_C_3_1","No data","","","",""
"IHRSPAR_CAPACITY03","PUBLISHED","2018","WPR","BRN","IHRSPARCAPLEVEL03_C_3_1","No data","","","",""
"IHRSPAR_CAPACITY03","PUBLISHED","2018","SEAR","BTN","IHRSPARCAPLEVEL03_C_3_1","80","80.00000","","",""
"IHRSPAR_CAPACITY03","PUBLISHED","2018","AFR","BWA","IHRSPARCAPLEVEL03_C_3_1","20","20.00000","","",""
"IHRSPAR_CAPACITY03","PUBLISHED","2018","AFR","CAF","IHRSPARCAPLEVEL03_C_3_1","20","20.00000","","",""
"IHRSPAR_CAPACITY03","PUBLISHED","2018","AMR","CAN","IHRSPARCAPLEVEL03_C_3_1","100","100.00000","","",""
"IHRSPAR_CAPACITY03","PUBLISHED","2018","EUR","CHE","IHRSPARCAPLEVEL03_C_3_1","Other","","","",""
"IHRSPAR_CAPACITY03","PUBLISHED","2018","AMR","CHL","IHRSPARCAPLEVEL03_C_3_1","100","100.00000","","",""
"IHRSPAR_CAPACITY03","PUBLISHED","2018","WPR","CHN","IHRSPARCAPLEVEL03_C_3_1","100","100.00000","","",""
"IHRSPAR_CAPACITY03","PUBLISHED","2018","AFR","CIV","IHRSPARCAPLEVEL03_C_3_1","60","60.00000","","",""
"IHRSPAR_CAPACITY03","PUBLISHED","2018","AFR","CMR","IHRSPARCAPLEVEL03_C_3_1","60","60.00000","","",""
"IHRSPAR_CAPACITY03","PUBLISHED","2018","AFR","COD","IHRSPARCAPLEVEL03_C_3_1","60","60.00000","","",""
"IHRSPAR_CAPACITY03","PUBLISHED","2018","AFR","COG","IHRSPARCAPLEVEL03_C_3_1","40","40.00000","","",""
"IHRSPAR_CAPACITY03","PUBLISHED","2018","WPR","COK","IHRSPARCAPLEVEL03_C_3_1","20","20.00000","","",""
"IHRSPAR_CAPACITY03","PUBLISHED","2018","AMR","COL","IHRSPARCAPLEVEL03_C_3_1","80","80.00000","","",""
"IHRSPAR_CAPACITY03","PUBLISHED","2018","AFR","COM","IHRSPARCAPLEVEL03_C_3_1","40","40.00000","","",""
"IHRSPAR_CAPACITY03","PUBLISHED","2018","AFR","CPV","IHRSPARCAPLEVEL03_C_3_1","60","60.00000","","",""
"IHRSPAR_CAPACITY03","PUBLISHED","2018","AMR","CRI","IHRSPARCAPLEVEL03_C_3_1","60","60.00000","","",""
"IHRSPAR_CAPACITY03","PUBLISHED","2018","AMR","CUB","IHRSPARCAPLEVEL03_C_3_1","100","100.00000","","",""
"IHRSPAR_CAPACITY03","PUBLISHED","2018","EUR","CYP","IHRSPARCAPLEVEL03_C_3_1","80","80.00000","","",""
"IHRSPAR_CAPACITY03","PUBLISHED","2018","EUR","CZE","IHRSPARCAPLEVEL03_C_3_1","80","80.00000","","",""
"IHRSPAR_CAPACITY03","PUBLISHED","2018","EUR","DEU","IHRSPARCAPLEVEL03_C_3_1","100","100.00000","","",""
"IHRSPAR_CAPACITY03","PUBLISHED","2018","EMR","DJI","IHRSPARCAPLEVEL03_C_3_1","40","40.00000","","",""
"IHRSPAR_CAPACITY03","PUBLISHED","2018","AMR","DMA","IHRSPARCAPLEVEL03_C_3_1","80","80.00000","","",""
