"GHO","DATASOURCE","PUBLISHSTATE","YEAR","REGION","COUNTRY","EDUCATIONLEVEL","SEX","RESIDENCEAREATYPE","WEALTHQUINTILE","DHSMICSGEOREGION","Display Value","Numeric","Low","High","Comments"
"uweight3","EQ_MICS","PUBLISHED","2012","EUR","BLR","","","URB","","","No data","","","","Not available."
"uweight3","EQ_MICS","PUBLISHED","2006","AMR","BLZ","","","RUR","","","No data","","","","Not available."
"uweight3","EQ_MICS","PUBLISHED","2006","AMR","BLZ","","","URB","","","No data","","","","Not available."
"uweight3","EQ_DHS","PUBLISHED","1994","AMR","BOL","","","RUR","","","16.0 [13.9-18.3]","15.98025","13.86831","18.34530",""
"uweight3","EQ_DHS","PUBLISHED","1994","AMR","BOL","","","URB","","","7.8 [6.6-9.2]","7.82711","6.62272","9.22889",""
"uweight3","EQ_DHS","PUBLISHED","2003","AMR","BOL","","","RUR","","","9.4 [8.0-10.9]","9.36331","8.03981","10.87891",""
"uweight3","EQ_DHS","PUBLISHED","1994","AFR","CAF","","","URB","","","17.9 [15.6-20.5]","17.90905","15.60933","20.46542",""
"uweight3","EQ_MICS","PUBLISHED","2010","AFR","CAF","","","RUR","","","No data","","","","Not available."
"uweight3","EQ_MICS","PUBLISHED","2010","AFR","CAF","","","URB","","","No data","","","","Not available."
"uweight3","EQ_DHS","PUBLISHED","1998","AFR","CIV","","","RUR","","","21.0 [17.5-24.9]","20.97561","17.49150","24.94391",""
"uweight3","EQ_DHS","PUBLISHED","1998","AFR","CIV","","","URB","","","10.1 [7.4-13.7]","10.08514","7.37073","13.65187",""
"uweight3","EQ_MICS","PUBLISHED","2014","AFR","CMR","","","URB","","","No data","","","","Not available."
"uweight3","EQ_MICS","PUBLISHED","2010","AFR","COD","","","RUR","","","No data","","","","Not available."
"uweight3","EQ_MICS","PUBLISHED","2010","AFR","COD","","","URB","","","No data","","","","Not available."
"uweight3","EQ_DHS","PUBLISHED","2005","AFR","COG","","","RUR","","","12.8 [10.7-15.2]","12.78683","10.70789","15.20069",""
"uweight3","EQ_DHS","PUBLISHED","2005","AFR","COG","","","URB","","","7.9 [6.7-9.4]","7.92458","6.66126","9.40335",""
"uweight3","EQ_DHS","PUBLISHED","1996","AFR","COM","","","RUR","","","22.3 [18.8-26.3]","22.34795","18.82477","26.31675",""
"uweight3","EQ_DHS","PUBLISHED","1996","AFR","COM","","","URB","","","18.1 [12.7-25.1]","18.06167","12.67966","25.07220",""
"uweight3","EQ_RHS","PUBLISHED","1998","AFR","CPV","","","RUR","","","No data","","","","Not available."
"uweight3","EQ_RHS","PUBLISHED","1998","AFR","CPV","","","URB","","","No data","","","","Not available."
"uweight3","EQ_MICS","PUBLISHED","2011","AMR","CRI","","","RUR","","","No data","","","","Not available."
"uweight3","EQ_DHS","PUBLISHED","1996","AMR","DOM","","","URB","","","3.0 [2.1-4.4]","3.03247","2.07262","4.41680",""
"uweight3","EQ_DHS","PUBLISHED","2002","AMR","DOM","","","RUR","","","5.9 [4.5-7.7]","5.88286","4.50148","7.65418",""
"uweight3","EQ_DHS","PUBLISHED","2002","AMR","DOM","","","URB","","","3.1 [2.5-3.8]","3.05666","2.45886","3.79414",""
"uweight3","EQ_DHS","PUBLISHED","2013","AMR","DOM","","","RUR","","","3.3 [1.8-5.8]","3.29450","1.83567","5.84368",""
"uweight3","EQ_DHS","PUBLISHED","2013","AMR","DOM","","","URB","","","3.3 [2.2-4.8]","3.25048","2.19023","4.79880",""
"uweight3","EQ_MICS","PUBLISHED","2012","AFR","DZA","","","RUR","","","No data","","","","Not available."
"uweight3","EQ_DHS","PUBLISHED","2000","EMR","EGY","","","URB","","","No data","","","","Not available."
"uweight3","EQ_DHS","PUBLISHED","2008","EMR","EGY","","","RUR","","","5.7 [4.9-6.7]","5.73868","4.94040","6.65692",""
"uweight3","EQ_DHS","PUBLISHED","2008","EMR","EGY","","","URB","","","6.6 [5.4-8.1]","6.59734","5.38732","8.05600",""
"uweight3","EQ_DHS","PUBLISHED","2000","AFR","ETH","","","RUR","","","40.3 [38.1-42.6]","40.32904","38.13873","42.55861",""
"uweight3","EQ_DHS","PUBLISHED","2000","AFR","ETH","","","URB","","","24.7 [21.2-28.6]","24.72803","21.24626","28.57335",""
"uweight3","EQ_DHS","PUBLISHED","1998","AFR","GHA","","","URB","","","14.0 [10.4-18.4]","13.95375","10.44764","18.39478",""
"uweight3","EQ_MICS","PUBLISHED","2006","AFR","GHA","","","RUR","","","No data","","","","Not available."
"uweight3","EQ_MICS","PUBLISHED","2006","AFR","GHA","","","URB","","","No data","","","","Not available."
"uweight3","EQ_MICS","PUBLISHED","2011","AFR","GHA","","","RUR","","","No data","","","","Not available."
"uweight3","EQ_MICS","PUBLISHED","2011","AFR","GHA","","","URB","","","No data","","","","Not available."
"uweight3","EQ_MICS","PUBLISHED","2006","AFR","GNB","","","RUR","","","No data","","","","Not available."
"uweight3","EQ_MICS","PUBLISHED","2006","AFR","GNB","","","URB","","","No data","","","","Not available."
"uweight3","EQ_DHS","PUBLISHED","1995","AMR","GTM","","","RUR","","","24.3 [22.7-25.9]","24.27251","22.72919","25.88551",""
"uweight3","EQ_DHS","PUBLISHED","1995","AMR","GTM","","","URB","","","13.3 [10.9-16.2]","13.31108","10.85774","16.21790",""
"uweight3","EQ_RHS","PUBLISHED","2002","AMR","GTM","","","RUR","","","20.5 [18.7-22.5]","20.50963","18.65238","22.50065",""
"uweight3","EQ_MICS","PUBLISHED","2014","AMR","GUY","","","URB","","","No data","","","","Not available."
"uweight3","EQ_RHS","PUBLISHED","1996","AMR","HND","","","RUR","","","No data","","","","Not available."
"uweight3","EQ_RHS","PUBLISHED","1996","AMR","HND","","","URB","","","No data","","","","Not available."
"uweight3","EQ_DHS","PUBLISHED","2005","AMR","HND","","","RUR","","","10.3 [9.1-11.5]","10.25083","9.12876","11.49339",""
"uweight3","EQ_DHS","PUBLISHED","2005","AMR","HND","","","URB","","","3.6 [2.8-4.6]","3.57122","2.77597","4.58356",""
"uweight3","EQ_DHS","PUBLISHED","1994","AMR","HTI","","","RUR","","","22.0 [19.4-24.9]","22.01426","19.40784","24.86273",""
"uweight3","EQ_DHS","PUBLISHED","1997","SEAR","IDN","","","URB","","","No data","","","","Not available."
"uweight3","EQ_DHS","PUBLISHED","2007","SEAR","IDN","","","RUR","","","No data","","","","Not available."
"uweight3","EQ_DHS","PUBLISHED","2007","SEAR","IDN","","","URB","","","No data","","","","Not available."
"uweight3","EQ_DHS","PUBLISHED","1998","SEAR","IND","","","RUR","","","45.3 [44.2-46.3]","45.27012","44.24978","46.29445",""
"uweight3","EQ_DHS","PUBLISHED","1998","SEAR","IND","","","URB","","","34.0 [32.4-35.7]","34.03860","32.39225","35.72441",""
"uweight3","EQ_MICS","PUBLISHED","2006","EMR","IRQ","","","RUR","","","No data","","","","Not available."
"uweight3","EQ_DHS","PUBLISHED","2002","EMR","JOR","","","URB","","","2.7 [2.0-3.8]","2.74824","2.00436","3.75761",""
"uweight3","EQ_DHS","PUBLISHED","2012","EMR","JOR","","","RUR","","","1.7 [1.0-2.8]","1.70972","1.04608","2.78253",""
"uweight3","EQ_DHS","PUBLISHED","2012","EMR","JOR","","","URB","","","3.7 [2.6-5.2]","3.70540","2.64281","5.17253",""
"uweight3","EQ_DHS","PUBLISHED","1999","EUR","KAZ","","","RUR","","","2.9 [1.1-7.4]","2.85366","1.06494","7.42139",""
"uweight3","EQ_DHS","PUBLISHED","1999","EUR","KAZ","","","URB","","","6.3 [2.1-17.9]","6.33267","2.05141","17.91468",""
"uweight3","EQ_DHS","PUBLISHED","2008","AFR","KEN","","","RUR","","","16.2 [13.9-18.8]","16.20141","13.87330","18.83476",""
"uweight3","EQ_DHS","PUBLISHED","2008","AFR","KEN","","","URB","","","10.1 [6.7-14.9]","10.09773","6.72067","14.90065",""
"uweight3","EQ_DHS","PUBLISHED","1997","EUR","KGZ","","","RUR","","","8.8 [6.5-11.8]","8.81517","6.50785","11.83696",""
"uweight3","EQ_DHS","PUBLISHED","1997","EUR","KGZ","","","URB","","","4.8 [2.6-8.5]","4.77338","2.63130","8.50693",""
"uweight3","EQ_DHS","PUBLISHED","2012","EUR","KGZ","","","RUR","","","3.4 [2.4-4.7]","3.40061","2.44429","4.71302",""
"uweight3","EQ_MICS","PUBLISHED","2011","WPR","LAO","","","RUR","","","No data","","","","Not available."
"uweight3","EQ_MICS","PUBLISHED","2011","WPR","LAO","","","URB","","","No data","","","","Not available."
"uweight3","EQ_DHS","PUBLISHED","2013","AFR","LBR","","","RUR","","","17.0 [14.6-19.6]","16.99731","14.64413","19.64162",""
"uweight3","EQ_DHS","PUBLISHED","2013","AFR","LBR","","","URB","","","14.3 [11.4-17.9]","14.31631","11.35206","17.89829",""
"uweight3","EQ_DHS","PUBLISHED","2004","AFR","LSO","","","RUR","","","14.3 [11.9-17.0]","14.25941","11.88712","17.01373",""
"uweight3","EQ_DHS","PUBLISHED","2005","EUR","MDA","","","URB","","","1.3 [0.6-2.9]","1.32607","0.59519","2.92798",""
"uweight3","EQ_DHS","PUBLISHED","1997","AFR","MDG","","","RUR","","","35.2 [32.6-38.0]","35.22126","32.57671","37.95963",""
"uweight3","EQ_DHS","PUBLISHED","1997","AFR","MDG","","","URB","","","28.8 [24.5-33.5]","28.75594","24.45810","33.47435",""
"uweight3","EQ_DHS","PUBLISHED","2008","AFR","MDG","","","RUR","","","No data","","","","Not available."
"uweight3","EQ_DHS","PUBLISHED","2008","AFR","MDG","","","URB","","","No data","","","","Not available."
"uweight3","EQ_MICS","PUBLISHED","2015","AMR","MEX","","","RUR","","","No data","","","","Not available."
"uweight3","EQ_DHS","PUBLISHED","2006","AFR","MLI","","","URB","","","19.0 [15.3-23.4]","19.03762","15.29257","23.44596",""
"uweight3","EQ_DHS","PUBLISHED","2012","AFR","MLI","","","RUR","","","27.7 [25.2-30.4]","27.74370","25.23858","30.39638",""
"uweight3","EQ_DHS","PUBLISHED","2012","AFR","MLI","","","URB","","","16.2 [13.3-19.5]","16.17467","13.32666","19.49442",""
"uweight3","EQ_MICS","PUBLISHED","2005","EUR","MNE","","","RUR","","","No data","","","","Not available."
"uweight3","EQ_MICS","PUBLISHED","2005","EUR","MNE","","","URB","","","No data","","","","Not available."
"uweight3","EQ_MICS","PUBLISHED","2008","AFR","MOZ","","","RUR","","","No data","","","","Not available."
"uweight3","EQ_MICS","PUBLISHED","2008","AFR","MOZ","","","URB","","","No data","","","","Not available."
"uweight3","EQ_MICS","PUBLISHED","2007","AFR","MRT","","","RUR","","","No data","","","","Not available."
"uweight3","EQ_MICS","PUBLISHED","2007","AFR","MRT","","","URB","","","No data","","","","Not available."
"uweight3","EQ_DHS","PUBLISHED","2000","AFR","MWI","","","RUR","","","24.2 [22.8-25.6]","24.20223","22.81315","25.64779",""
"uweight3","EQ_DHS","PUBLISHED","2006","AFR","NAM","","","RUR","","","17.0 [15.5-18.6]","16.98088","15.45981","18.61864",""
"uweight3","EQ_DHS","PUBLISHED","2006","AFR","NAM","","","URB","","","10.8 [8.2-14.0]","10.75438","8.20269","13.97896",""
"uweight3","EQ_DHS","PUBLISHED","1998","AFR","NER","","","RUR","","","47.4 [45.4-49.5]","47.42079","45.38438","49.46582",""
"uweight3","EQ_DHS","PUBLISHED","1998","AFR","NER","","","URB","","","27.7 [24.6-31.0]","27.71203","24.63771","31.01210",""
"uweight3","EQ_DHS","PUBLISHED","2012","AFR","NER","","","RUR","","","39.1 [36.7-41.6]","39.11130","36.70117","41.57574",""
"uweight3","EQ_MICS","PUBLISHED","2011","AFR","NGA","","","URB","","","No data","","","","Not available."
"uweight3","EQ_RHS","PUBLISHED","1992","AMR","NIC","","","RUR","","","No data","","","","Not available."
"uweight3","EQ_RHS","PUBLISHED","1992","AMR","NIC","","","URB","","","No data","","","","Not available."
"uweight3","EQ_DHS","PUBLISHED","2001","AMR","NIC","","","RUR","","","10.1 [8.6-11.8]","10.08586","8.60507","11.78861",""
"uweight3","EQ_DHS","PUBLISHED","2001","AMR","NIC","","","URB","","","4.4 [3.4-5.6]","4.36885","3.38954","5.61467",""
"uweight3","EQ_DHS","PUBLISHED","1996","SEAR","NPL","","","RUR","","","43.5 [41.1-45.9]","43.52139","41.14450","45.92844",""
"uweight3","EQ_MICS","PUBLISHED","2014","SEAR","NPL","","","URB","","","No data","","","","Not available."
"uweight3","EQ_DHS","PUBLISHED","2012","EMR","PAK","","","RUR","","","33.0 [29.5-36.7]","32.99798","29.52875","36.66275",""
"uweight3","EQ_DHS","PUBLISHED","2012","EMR","PAK","","","URB","","","25.4 [21.0-30.4]","25.42865","21.04708","30.37150",""
"uweight3","EQ_DHS","PUBLISHED","1996","AMR","PER","","","RUR","","","9.7 [8.6-10.9]","9.69584","8.61003","10.90225",""
"uweight3","EQ_DHS","PUBLISHED","1996","AMR","PER","","","URB","","","3.0 [2.5-3.6]","2.96577","2.45272","3.58220",""
"uweight3","EQ_DHS","PUBLISHED","2009","AMR","PER","","","URB","","","3.0 [2.3-3.8]","2.95124","2.28486","3.80440",""
"uweight3","EQ_DHS","PUBLISHED","2011","AMR","PER","","","RUR","","","8.3 [7.0-9.9]","8.31736","6.98419","9.87799",""
"uweight3","EQ_DHS","PUBLISHED","2011","AMR","PER","","","URB","","","2.2 [1.7-3.0]","2.22783","1.65809","2.98739",""
"uweight3","EQ_DHS","PUBLISHED","1993","WPR","PHL","","","RUR","","","No data","","","","Not available."
"uweight3","EQ_DHS","PUBLISHED","1993","WPR","PHL","","","URB","","","No data","","","","Not available."
"uweight3","EQ_RHS","PUBLISHED","2004","AMR","PRY","","","RUR","","","No data","","","","Not available."
"uweight3","EQ_RHS","PUBLISHED","2004","AMR","PRY","","","URB","","","No data","","","","Not available."
"uweight3","EQ_DHS","PUBLISHED","2000","AFR","RWA","","","RUR","","","21.3 [19.7-23.0]","21.27299","19.65896","22.98163",""
"uweight3","EQ_DHS","PUBLISHED","2000","AFR","RWA","","","URB","","","12.3 [9.5-15.7]","12.27756","9.50815","15.71354",""
"uweight3","EQ_DHS","PUBLISHED","2010","AFR","RWA","","","RUR","","","12.1 [10.6-13.7]","12.05958","10.61163","13.67488",""
"uweight3","EQ_DHS","PUBLISHED","2005","AFR","SEN","","","URB","","","7.1 [5.0-10.0]","7.12246","5.01032","10.03095",""
"uweight3","EQ_DHS","PUBLISHED","2012","AFR","SEN","","","RUR","","","16.8 [14.9-18.9]","16.82261","14.89848","18.93993",""
"uweight3","EQ_DHS","PUBLISHED","2012","AFR","SEN","","","URB","","","9.1 [6.7-12.2]","9.10546","6.74185","12.18941",""
"uweight3","EQ_DHS","PUBLISHED","2015","AFR","SEN","","","RUR","","","17.5 [15.8-19.3]","17.49376","15.79382","19.33465",""
"uweight3","EQ_DHS","PUBLISHED","2015","AFR","SEN","","","URB","","","10.9 [8.3-14.3]","10.94335","8.32708","14.25382",""
"uweight3","EQ_DHS","PUBLISHED","2008","AFR","SLE","","","RUR","","","20.4 [17.5-23.6]","20.38637","17.54683","23.55415",""
"uweight3","EQ_RHS","PUBLISHED","2002","AMR","SLV","","","URB","","","3.3 [2.1-5.1]","3.27092","2.08797","5.08923",""
"uweight3","EQ_MICS","PUBLISHED","2014","AMR","SLV","","","RUR","","","No data","","","","Not available."
"uweight3","EQ_MICS","PUBLISHED","2014","AMR","SLV","","","URB","","","No data","","","","Not available."
"uweight3","EQ_MICS","PUBLISHED","2005","EUR","SRB","","","RUR","","","No data","","","","Not available."
"uweight3","EQ_MICS","PUBLISHED","2005","EUR","SRB","","","URB","","","No data","","","","Not available."
"uweight3","EQ_MICS","PUBLISHED","2010","AMR","SUR","","","URB","","","No data","","","","Not available."
"uweight3","EQ_MICS","PUBLISHED","2010","AFR","SWZ","","","RUR","","","No data","","","","Not available."
"uweight3","EQ_MICS","PUBLISHED","2010","AFR","SWZ","","","URB","","","No data","","","","Not available."
"uweight3","EQ_MICS","PUBLISHED","2006","EMR","SYR","","","RUR","","","No data","","","","Not available."
"uweight3","EQ_MICS","PUBLISHED","2006","EMR","SYR","","","URB","","","No data","","","","Not available."
"uweight3","EQ_MICS","PUBLISHED","2010","AFR","TGO","","","RUR","","","No data","","","","Not available."
"uweight3","EQ_MICS","PUBLISHED","2010","AFR","TGO","","","URB","","","No data","","","","Not available."
"uweight3","EQ_MICS","PUBLISHED","2005","SEAR","THA","","","RUR","","","No data","","","","Not available."
"uweight3","EQ_MICS","PUBLISHED","2005","SEAR","THA","","","URB","","","No data","","","","Not available."
"uweight3","EQ_MICS","PUBLISHED","2005","EUR","TJK","","","RUR","","","No data","","","","Not available."
"uweight3","EQ_MICS","PUBLISHED","2006","AMR","TTO","","","URB","","","No data","","","","Not available."
"uweight3","EQ_DHS","PUBLISHED","1993","EUR","TUR","","","RUR","","","10.5 [8.2-13.3]","10.49790","8.21910","13.31686",""
"uweight3","EQ_DHS","PUBLISHED","1993","EUR","TUR","","","URB","","","5.4 [3.6-8.0]","5.42830","3.64565","8.01017",""
"uweight3","EQ_DHS","PUBLISHED","2003","EUR","TUR","","","RUR","","","4.8 [3.2-7.2]","4.82993","3.20377","7.21993",""
"uweight3","EQ_DHS","PUBLISHED","2003","EUR","TUR","","","URB","","","2.0 [1.2-3.2]","1.99075","1.21795","3.23782",""
"uweight3","EQ_DHS","PUBLISHED","1999","AFR","TZA","","","RUR","","","27.8 [24.3-31.5]","27.75857","24.30908","31.49388",""
"uweight3","EQ_DHS","PUBLISHED","2000","AFR","UGA","","","URB","","","10.3 [7.9-13.2]","10.28747","7.94951","13.21431",""
"uweight3","EQ_DHS","PUBLISHED","2011","AFR","UGA","","","RUR","","","16.5 [14.2-19.1]","16.52290","14.22607","19.10793",""
"uweight3","EQ_DHS","PUBLISHED","2011","AFR","UGA","","","URB","","","8.1 [5.0-12.8]","8.08984","5.00909","12.80983",""
"uweight3","EQ_MICS","PUBLISHED","2005","EUR","UKR","","","RUR","","","No data","","","","Not available."
"uweight3","EQ_MICS","PUBLISHED","2005","EUR","UKR","","","URB","","","No data","","","","Not available."
"uweight3","EQ_DHS","PUBLISHED","2002","WPR","VNM","","","URB","","","No data","","","","Not available."
"uweight3","EQ_MICS","PUBLISHED","2010","WPR","VNM","","","RUR","","","No data","","","","Not available."
"uweight3","EQ_MICS","PUBLISHED","2010","WPR","VNM","","","URB","","","No data","","","","Not available."
"uweight3","EQ_MICS","PUBLISHED","2007","WPR","VUT","","","RUR","","","No data","","","","Not available."
"uweight3","EQ_MICS","PUBLISHED","2007","WPR","VUT","","","URB","","","No data","","","","Not available."
"uweight3","EQ_DHS","PUBLISHED","2013","AFR","ZMB","","","RUR","","","15.5 [14.3-16.8]","15.50916","14.30698","16.79256",""
"uweight3","EQ_DHS","PUBLISHED","2013","AFR","ZMB","","","URB","","","12.5 [10.8-14.4]","12.50956","10.81155","14.43110",""
"uweight3","EQ_DHS","PUBLISHED","1999","AFR","ZWE","","","RUR","","","11.5 [9.7-13.6]","11.47405","9.65869","13.57932",""
"uweight3","EQ_DHS","PUBLISHED","1999","AFR","ZWE","","","URB","","","5.2 [3.1-8.4]","5.15484","3.12100","8.39915",""
"uweight3","EQ_MICS","PUBLISHED","2009","AFR","ZWE","","","RUR","","","No data","","","","Not available."
"uweight3","EQ_DHS","PUBLISHED","2015","EMR","AFG","NHLM","","","","","No data","","","","Not available."
"uweight3","EQ_DHS","PUBLISHED","2015","EMR","AFG","PRLM","","","","","No data","","","","Not available."
"uweight3","EQ_DHS","PUBLISHED","2015","AFR","AGO","NHLM","","","","","26.2 [23.6-29.0]","26.20153","23.56041","29.02630",""
"uweight3","EQ_DHS","PUBLISHED","2015","AFR","AGO","PRLM","","","","","21.0 [18.4-23.9]","21.04443","18.40963","23.94566",""
"uweight3","EQ_DHS","PUBLISHED","2015","AFR","AGO","SHLM","","","","","11.2 [9.1-13.7]","11.16282","9.06611","13.67154",""
"uweight3","EQ_DHS","PUBLISHED","2000","EUR","ARM","NHLM","","","","","No data","","","","Not reported - Estimate is based on fewer than 25 cases."
"uweight3","EQ_DHS","PUBLISHED","2000","EUR","ARM","PRLM","","","","","No data","","","","Not reported - Estimate is based on fewer than 25 cases."
"uweight3","EQ_DHS","PUBLISHED","2000","EUR","ARM","SHLM","","","","","2.7 [1.7-4.3]","2.69882","1.66779","4.33908",""
"uweight3","EQ_DHS","PUBLISHED","2005","EUR","ARM","SHLM","","","","","4.9 [3.1-7.6]","4.87191","3.08954","7.60189",""
"uweight3","EQ_DHS","PUBLISHED","2010","AFR","BDI","NHLM","","","","","30.5 [27.6-33.6]","30.51637","27.60939","33.58741",""
"uweight3","EQ_DHS","PUBLISHED","1996","AFR","BEN","NHLM","","","","","25.8 [23.8-28.0]","25.83062","23.77740","27.99603",""
"uweight3","EQ_DHS","PUBLISHED","1996","AFR","BEN","PRLM","","","","","19.9 [16.4-23.9]","19.90213","16.43134","23.89641",""
"uweight3","EQ_DHS","PUBLISHED","1996","AFR","BEN","SHLM","","","","","18.2 [11.1-28.3]","18.16836","11.09112","28.32296",""
"uweight3","EQ_DHS","PUBLISHED","2003","AFR","BFA","NHLM","","","","","36.1 [34.0-38.3]","36.13535","34.00372","38.32302",""
"uweight3","EQ_DHS","PUBLISHED","2003","AFR","BFA","PRLM","","","","","27.3 [22.8-32.3]","27.28683","22.77983","32.31241",""
"uweight3","EQ_MICS","PUBLISHED","2006","AFR","BFA","PRLM","","","","","No data","","","","Not available."
"uweight3","EQ_MICS","PUBLISHED","2006","AFR","BFA","SHLM","","","","","No data","","","","Not available."
"uweight3","EQ_DHS","PUBLISHED","2004","SEAR","BGD","NHLM","","","","","48.9 [45.6-52.2]","48.88777","45.60700","52.17815",""
"uweight3","EQ_DHS","PUBLISHED","2004","SEAR","BGD","PRLM","","","","","41.9 [38.4-45.4]","41.85797","38.43757","45.35848",""
"uweight3","EQ_DHS","PUBLISHED","2004","SEAR","BGD","SHLM","","","","","30.4 [27.3-33.6]","30.35879","27.27899","33.62551",""
"uweight3","EQ_MICS","PUBLISHED","2006","SEAR","BGD","SHLM","","","","","No data","","","","Not available."
"uweight3","EQ_DHS","PUBLISHED","2014","SEAR","BGD","NHLM","","","","","41.3 [36.2-46.6]","41.28354","36.16139","46.60158",""
"uweight3","EQ_DHS","PUBLISHED","2014","SEAR","BGD","PRLM","","","","","35.4 [31.9-39.1]","35.41383","31.92264","39.06772",""
"uweight3","EQ_MICS","PUBLISHED","2006","EUR","BIH","NHLM","","","","","No data","","","","Not available."
"uweight3","EQ_MICS","PUBLISHED","2006","EUR","BIH","PRLM","","","","","No data","","","","Not available."
"uweight3","EQ_MICS","PUBLISHED","2006","EUR","BIH","SHLM","","","","","No data","","","","Not available."
"uweight3","EQ_MICS","PUBLISHED","2006","AMR","BLZ","NHLM","","","","","No data","","","","Not available."
"uweight3","EQ_MICS","PUBLISHED","2006","AMR","BLZ","PRLM","","","","","No data","","","","Not available."
"uweight3","EQ_MICS","PUBLISHED","2006","AMR","BLZ","SHLM","","","","","No data","","","","Not available."
"uweight3","EQ_MICS","PUBLISHED","2011","AMR","BLZ","SHLM","","","","","No data","","","","Not available."
"uweight3","EQ_DHS","PUBLISHED","2008","AMR","BOL","NHLM","","","","","10.9 [7.1-16.4]","10.88107","7.07844","16.36673",""
"uweight3","EQ_DHS","PUBLISHED","1996","AMR","BRA","NHLM","","","","","7.2 [4.4-11.6]","7.23486","4.42759","11.60592",""
"uweight3","EQ_DHS","PUBLISHED","1996","AMR","BRA","PRLM","","","","","6.2 [4.9-7.9]","6.23588","4.89564","7.91251",""
"uweight3","EQ_DHS","PUBLISHED","1996","AMR","BRA","SHLM","","","","","2.1 [1.4-3.2]","2.12292","1.42292","3.15626",""
"uweight3","EQ_MICS","PUBLISHED","2010","AFR","CAF","NHLM","","","","","No data","","","","Not available."
"uweight3","EQ_MICS","PUBLISHED","2010","AFR","CAF","PRLM","","","","","No data","","","","Not available."
"uweight3","EQ_DHS","PUBLISHED","1994","AFR","CIV","PRLM","","","","","17.2 [14.1-20.8]","17.21117","14.11691","20.81925",""
"uweight3","EQ_DHS","PUBLISHED","1994","AFR","CIV","SHLM","","","","","11.0 [7.7-15.6]","11.04410","7.69674","15.60119",""
"uweight3","EQ_DHS","PUBLISHED","2004","AFR","CMR","NHLM","","","","","25.9 [21.8-30.4]","25.85024","21.78527","30.37910",""
"uweight3","EQ_DHS","PUBLISHED","2004","AFR","CMR","PRLM","","","","","12.3 [10.3-14.7]","12.32893","10.26630","14.73791",""
"uweight3","EQ_DHS","PUBLISHED","2004","AFR","CMR","SHLM","","","","","6.5 [4.7-8.8]","6.46994","4.69887","8.84659",""
"uweight3","EQ_MICS","PUBLISHED","2006","AFR","CMR","SHLM","","","","","No data","","","","Not available."
"uweight3","EQ_MICS","PUBLISHED","2010","AFR","COD","NHLM","","","","","No data","","","","Not available."
"uweight3","EQ_MICS","PUBLISHED","2010","AFR","COD","PRLM","","","","","No data","","","","Not available."
"uweight3","EQ_DHS","PUBLISHED","2013","AFR","COD","PRLM","","","","","21.5 [19.4-23.7]","21.49412","19.42990","23.71309",""
"uweight3","EQ_DHS","PUBLISHED","2013","AFR","COD","SHLM","","","","","12.8 [11.1-14.8]","12.81371","11.08532","14.76683",""
"uweight3","EQ_DHS","PUBLISHED","2005","AMR","COL","NHLM","","","","","12.1 [7.5-18.8]","12.06011","7.49568","18.83797",""
"uweight3","EQ_DHS","PUBLISHED","2005","AMR","COL","PRLM","","","","","5.1 [4.2-6.3]","5.13584","4.20458","6.25988",""
