"GHO","PUBLISHSTATE","YEAR","REGION","UNREGION","WORLDBANKINCOMEGROUP","WORLDBANKREGION","UNSDGREGION","Display Value","Numeric","Low","High","Comments"
"FINPROTECTION_IMP_NP_310_LEVEL_SH","PUBLISHED","2015","AFR","","","","","1.36","1.35701","","",""
"FINPROTECTION_IMP_NP_310_LEVEL_SH","PUBLISHED","2015","AMR","","","","","0.43","0.43241","","",""
"FINPROTECTION_IMP_NP_310_LEVEL_SH","PUBLISHED","2015","EMR","","","","","1.25","1.24598","","",""
"FINPROTECTION_IMP_NP_310_LEVEL_SH","PUBLISHED","2015","EUR","","","","","0.12","0.12035","","",""
"FINPROTECTION_IMP_NP_310_LEVEL_SH","PUBLISHED","2015","GLOBAL","UN_World","WB_WORLD_INCOME","GLOBAL","UNSDG_WORLD","1.35","1.35031","","",""
"FINPROTECTION_IMP_NP_310_LEVEL_SH","PUBLISHED","2015","SEAR","","","","","3.31","3.31076","","",""
"FINPROTECTION_IMP_NP_310_LEVEL_SH","PUBLISHED","2015","WPR","","","","","0.45","0.44661","","",""
"FINPROTECTION_IMP_NP_310_LEVEL_SH","PUBLISHED","2015","","","","","UNSDG_CENTRALASIASOUTHERNASIA","3.48","3.48171","","",""
"FINPROTECTION_IMP_NP_310_LEVEL_SH","PUBLISHED","2015","","","","","UNSDG_EASTERNASIASOUTHEASTERNASIA","0.55","0.54767","","",""
"FINPROTECTION_IMP_NP_310_LEVEL_SH","PUBLISHED","2015","","","","","UNSDG_EUROPE","0.06","0.06159","","",""
"FINPROTECTION_IMP_NP_310_LEVEL_SH","PUBLISHED","2015","","","","","UNSDG_LAC","0.68","0.67959","","",""
"FINPROTECTION_IMP_NP_310_LEVEL_SH","PUBLISHED","2015","","","","","UNSDG_NORTHERNAMR","0.00","0.00040","","",""
"FINPROTECTION_IMP_NP_310_LEVEL_SH","PUBLISHED","2015","","","","","UNSDG_OCEANIA","0.00","0.00000","","",""
"FINPROTECTION_IMP_NP_310_LEVEL_SH","PUBLISHED","2015","","","","","UNSDG_SUBSAHARANAFRICA","1.38","1.37713","","",""
"FINPROTECTION_IMP_NP_310_LEVEL_SH","PUBLISHED","2015","","","","","UNSDG_WESTERNASIANORTHERNAFR","0.57","0.56769","","",""
"FINPROTECTION_IMP_NP_310_LEVEL_SH","PUBLISHED","2015","","UN_Africa","","","","1.27","1.26525","","",""
"FINPROTECTION_IMP_NP_310_LEVEL_SH","PUBLISHED","2015","","UN_Asia","","","","1.81","1.81049","","",""
"FINPROTECTION_IMP_NP_310_LEVEL_SH","PUBLISHED","2015","","UN_Europe","","","","0.06","0.06159","","",""
"FINPROTECTION_IMP_NP_310_LEVEL_SH","PUBLISHED","2015","","UN_Latin America_Caribbean","","","","0.68","0.67959","","",""
"FINPROTECTION_IMP_NP_310_LEVEL_SH","PUBLISHED","2015","","UN_Northern_America","","","","0.00","0.00040","","",""
"FINPROTECTION_IMP_NP_310_LEVEL_SH","PUBLISHED","2015","","UN_Oceania","","","","0.00","0.00000","","",""
"FINPROTECTION_IMP_NP_310_LEVEL_SH","PUBLISHED","2015","","","WB_HI","","","0.06","0.06219","","",""
"FINPROTECTION_IMP_NP_310_LEVEL_SH","PUBLISHED","2015","","","WB_LI","","","0.91","0.90918","","",""
"FINPROTECTION_IMP_NP_310_LEVEL_SH","PUBLISHED","2015","","","WB_LMI","","","2.78","2.77858","","",""
"FINPROTECTION_IMP_NP_310_LEVEL_SH","PUBLISHED","2015","","","WB_UMI","","","0.42","0.41567","","",""
"FINPROTECTION_IMP_NP_310_LEVEL_SH","PUBLISHED","2015","","","","WB_EAP","","0.54","0.53806","","",""
"FINPROTECTION_IMP_NP_310_LEVEL_SH","PUBLISHED","2015","","","","WB_ECA","","0.12","0.12140","","",""
"FINPROTECTION_IMP_NP_310_LEVEL_SH","PUBLISHED","2015","","","","WB_LAC","","0.68","0.67959","","",""
"FINPROTECTION_IMP_NP_310_LEVEL_SH","PUBLISHED","2015","","","","WB_MNA","","0.52","0.52177","","",""
"FINPROTECTION_IMP_NP_310_LEVEL_SH","PUBLISHED","2015","","","","WB_NAR","","0.00","0.00040","","",""
"FINPROTECTION_IMP_NP_310_LEVEL_SH","PUBLISHED","2015","","","","WB_SAR","","3.75","3.75431","","",""
"FINPROTECTION_IMP_NP_310_LEVEL_SH","PUBLISHED","2015","","","","WB_SSA","","1.35","1.34698","","",""
"FINPROTECTION_IMP_NP_310_LEVEL_SH","PUBLISHED","2010","AFR","","","","","1.56","1.56123","","",""
"FINPROTECTION_IMP_NP_310_LEVEL_SH","PUBLISHED","2010","AMR","","","","","0.78","0.78295","","",""
"FINPROTECTION_IMP_NP_310_LEVEL_SH","PUBLISHED","2010","EMR","","","","","1.41","1.41124","","",""
"FINPROTECTION_IMP_NP_310_LEVEL_SH","PUBLISHED","2010","EUR","","","","","0.18","0.17838","","",""
"FINPROTECTION_IMP_NP_310_LEVEL_SH","PUBLISHED","2010","GLOBAL","UN_World","WB_WORLD_INCOME","GLOBAL","UNSDG_WORLD","1.73","1.73135","","",""
"FINPROTECTION_IMP_NP_310_LEVEL_SH","PUBLISHED","2010","SEAR","","","","","3.38","3.37898","","",""
"FINPROTECTION_IMP_NP_310_LEVEL_SH","PUBLISHED","2010","WPR","","","","","1.53","1.52756","","",""
"FINPROTECTION_IMP_NP_310_LEVEL_SH","PUBLISHED","2010","","","","","UNSDG_CENTRALASIASOUTHERNASIA","3.56","3.55916","","",""
"FINPROTECTION_IMP_NP_310_LEVEL_SH","PUBLISHED","2010","","","","","UNSDG_EASTERNASIASOUTHEASTERNASIA","1.47","1.47271","","",""
"FINPROTECTION_IMP_NP_310_LEVEL_SH","PUBLISHED","2010","","","","","UNSDG_EUROPE","0.08","0.07604","","",""
"FINPROTECTION_IMP_NP_310_LEVEL_SH","PUBLISHED","2010","","","","","UNSDG_LAC","1.24","1.23659","","",""
"FINPROTECTION_IMP_NP_310_LEVEL_SH","PUBLISHED","2010","","","","","UNSDG_NORTHERNAMR","0.00","0.00141","","",""
"FINPROTECTION_IMP_NP_310_LEVEL_SH","PUBLISHED","2010","","","","","UNSDG_OCEANIA","0.00","0.00000","","",""
"FINPROTECTION_IMP_NP_310_LEVEL_SH","PUBLISHED","2010","","","","","UNSDG_SUBSAHARANAFRICA","1.59","1.58631","","",""
"FINPROTECTION_IMP_NP_310_LEVEL_SH","PUBLISHED","2010","","","","","UNSDG_WESTERNASIANORTHERNAFR","0.81","0.81238","","",""
"FINPROTECTION_IMP_NP_310_LEVEL_SH","PUBLISHED","2010","","UN_Africa","","","","1.49","1.49150","","",""
"FINPROTECTION_IMP_NP_310_LEVEL_SH","PUBLISHED","2010","","UN_Asia","","","","2.31","2.31417","","",""
"FINPROTECTION_IMP_NP_310_LEVEL_SH","PUBLISHED","2010","","UN_Europe","","","","0.08","0.07604","","",""
"FINPROTECTION_IMP_NP_310_LEVEL_SH","PUBLISHED","2010","","UN_Latin America_Caribbean","","","","1.24","1.23659","","",""
"FINPROTECTION_IMP_NP_310_LEVEL_SH","PUBLISHED","2010","","UN_Northern_America","","","","0.00","0.00141","","",""
"FINPROTECTION_IMP_NP_310_LEVEL_SH","PUBLISHED","2010","","UN_Oceania","","","","0.00","0.00000","","",""
"FINPROTECTION_IMP_NP_310_LEVEL_SH","PUBLISHED","2010","","","WB_HI","","","0.08","0.08485","","",""
