"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","AGEGROUP","ENVCAUSE","Display Value","Numeric","Low","High","Comments"
"TOTENV_3","PUBLISHED","2012","WPR","SGP","","ENVCAUSE060","104 021","104021.00000","","",""
"TOTENV_3","PUBLISHED","2012","EMR","SOM","","ENVCAUSE060","266 009","266009.00000","","",""
"TOTENV_3","PUBLISHED","2012","AFR","STP","","ENVCAUSE060","4 067","4067.00000","","",""
"TOTENV_3","PUBLISHED","2012","AFR","SWZ","","ENVCAUSE060","31 407","31407.00000","","",""
"TOTENV_3","PUBLISHED","2012","AFR","SYC","","ENVCAUSE060","2 002","2002.00000","","",""
"TOTENV_3","PUBLISHED","2012","AFR","TGO","","ENVCAUSE060","201 241","201241.00000","","",""
"TOTENV_3","PUBLISHED","2012","EUR","UZB","","ENVCAUSE060","1 261 612","1261612.00000","","",""
"TOTENV_3","PUBLISHED","2012","EMR","ARE","","ENVCAUSE001","11 338","11338.00000","","",""
"TOTENV_3","PUBLISHED","2012","AMR","BRB","","ENVCAUSE001","695","695.00000","","",""
"TOTENV_3","PUBLISHED","2012","AMR","CHL","","ENVCAUSE001","23 094","23094.00000","","",""
"TOTENV_3","PUBLISHED","2012","AMR","CRI","","ENVCAUSE001","18 297","18297.00000","","",""
"TOTENV_3","PUBLISHED","2012","EMR","DJI","","ENVCAUSE001","47 797","47797.00000","","",""
"TOTENV_3","PUBLISHED","2012","EUR","FIN","","ENVCAUSE001","3 011","3011.00000","","",""
"TOTENV_3","PUBLISHED","2012","EUR","HRV","","ENVCAUSE001","3 070","3070.00000","","",""
"TOTENV_3","PUBLISHED","2012","AFR","MWI","","ENVCAUSE001","1 525 775","1525775.00000","","",""
"TOTENV_3","PUBLISHED","2012","WPR","MYS","","ENVCAUSE001","303 150","303150.00000","","",""
"TOTENV_3","PUBLISHED","2012","WPR","PHL","","ENVCAUSE001","2 115 692","2115692.00000","","",""
"TOTENV_3","PUBLISHED","2012","WPR","PLW","","ENVCAUSE001","224","224.00000","","",""
"TOTENV_3","PUBLISHED","2012","EMR","SAU","","ENVCAUSE001","63 972","63972.00000","","",""
"TOTENV_3","PUBLISHED","2012","EMR","SDN","","ENVCAUSE001","2 866 999","2866999.00000","","",""
"TOTENV_3","PUBLISHED","2012","EUR","SVN","","ENVCAUSE001","1 390","1390.00000","","",""
"TOTENV_3","PUBLISHED","2012","AFR","SWZ","","ENVCAUSE001","97 958","97958.00000","","",""
"TOTENV_3","PUBLISHED","2012","EUR","TJK","","ENVCAUSE001","227 791","227791.00000","","",""
"TOTENV_3","PUBLISHED","2012","SEAR","TLS","","ENVCAUSE001","59 196","59196.00000","","",""
"TOTENV_3","PUBLISHED","2012","WPR","VUT","","ENVCAUSE001","4 009","4009.00000","","",""
"TOTENV_3","PUBLISHED","2012","AFR","ZAF","","ENVCAUSE001","2 649 414","2649414.00000","","",""
"TOTENV_3","PUBLISHED","2012","AFR","BFA","","ENVCAUSE151","527 192","527192.00000","","",""
"TOTENV_3","PUBLISHED","2012","EMR","BHR","","ENVCAUSE151","8 270","8270.00000","","",""
"TOTENV_3","PUBLISHED","2012","AMR","BRB","","ENVCAUSE151","2 539","2539.00000","","",""
"TOTENV_3","PUBLISHED","2012","EUR","KGZ","","ENVCAUSE151","73 876","73876.00000","","",""
"TOTENV_3","PUBLISHED","2012","EUR","MLT","","ENVCAUSE151","2 121","2121.00000","","",""
"TOTENV_3","PUBLISHED","2012","AFR","MWI","","ENVCAUSE151","350 786","350786.00000","","",""
"TOTENV_3","PUBLISHED","2012","SEAR","PRK","","ENVCAUSE151","485 192","485192.00000","","",""
"TOTENV_3","PUBLISHED","2012","EUR","SMR","","ENVCAUSE151","196","196.00000","","",""
"TOTENV_3","PUBLISHED","2012","EUR","SRB","","ENVCAUSE151","74 772","74772.00000","","",""
"TOTENV_3","PUBLISHED","2012","SEAR","TLS","","ENVCAUSE151","21 968","21968.00000","","",""
"TOTENV_3","PUBLISHED","2012","WPR","TON","","ENVCAUSE151","1 076","1076.00000","","",""
"TOTENV_3","PUBLISHED","2012","EUR","UKR","","ENVCAUSE151","683 667","683667.00000","","",""
"TOTENV_3","PUBLISHED","2012","AMR","BRB","","ENVCAUSE060","7 369","7369.00000","","",""
"TOTENV_3","PUBLISHED","2012","SEAR","BTN","","ENVCAUSE060","25 321","25321.00000","","",""
"TOTENV_3","PUBLISHED","2012","EUR","HRV","","ENVCAUSE060","199 861","199861.00000","","",""
"TOTENV_3","PUBLISHED","2012","SEAR","MMR","","ENVCAUSE060","2 511 951","2511951.00000","","",""
"TOTENV_3","PUBLISHED","2012","EUR","MNE","","ENVCAUSE060","31 253","31253.00000","","",""
"TOTENV_3","PUBLISHED","2012","AMR","NIC","","ENVCAUSE060","172 371","172371.00000","","",""
"TOTENV_3","PUBLISHED","2012","SEAR","PRK","","ENVCAUSE060","1 717 841","1717841.00000","","",""
"TOTENV_3","PUBLISHED","2012","AMR","PRY","","ENVCAUSE060","190 058","190058.00000","","",""
"TOTENV_3","PUBLISHED","2012","EUR","SRB","","ENVCAUSE060","514 804","514804.00000","","",""
"TOTENV_3","PUBLISHED","2012","AFR","ZAF","","ENVCAUSE060","1 495 013","1495013.00000","","",""
"TOTENV_3","PUBLISHED","2012","AFR","AGO","","ENVCAUSE001","4 580 128","4580128.00000","","",""
"TOTENV_3","PUBLISHED","2012","AFR","BDI","","ENVCAUSE001","1 470 816","1470816.00000","","",""
"TOTENV_3","PUBLISHED","2012","WPR","BRN","","ENVCAUSE001","468","468.00000","","",""
"TOTENV_3","PUBLISHED","2012","WPR","COK","","ENVCAUSE001","218","218.00000","","",""
"TOTENV_3","PUBLISHED","2012","EUR","CZE","","ENVCAUSE001","8 196","8196.00000","","",""
"TOTENV_3","PUBLISHED","2012","AFR","DZA","","ENVCAUSE001","319 961","319961.00000","","",""
"TOTENV_3","PUBLISHED","2012","SEAR","IDN","","ENVCAUSE001","4 276 979","4276979.00000","","",""
"TOTENV_3","PUBLISHED","2012","AMR","KNA","","ENVCAUSE001","157","157.00000","","",""
"TOTENV_3","PUBLISHED","2012","AMR","LCA","","ENVCAUSE001","736","736.00000","","",""
"TOTENV_3","PUBLISHED","2012","AFR","LSO","","ENVCAUSE001","169 306","169306.00000","","",""
"TOTENV_3","PUBLISHED","2012","AMR","MEX","","ENVCAUSE001","703 897","703897.00000","","",""
"TOTENV_3","PUBLISHED","2012","EUR","MNE","","ENVCAUSE001","843","843.00000","","",""
"TOTENV_3","PUBLISHED","2012","WPR","MNG","","ENVCAUSE001","36 154","36154.00000","","",""
"TOTENV_3","PUBLISHED","2012","AMR","NIC","","ENVCAUSE001","69 801","69801.00000","","",""
"TOTENV_3","PUBLISHED","2012","AFR","SEN","","ENVCAUSE001","943 350","943350.00000","","",""
"TOTENV_3","PUBLISHED","2012","WPR","SGP","","ENVCAUSE001","4 220","4220.00000","","",""
"TOTENV_3","PUBLISHED","2012","WPR","SLB","","ENVCAUSE001","15 232","15232.00000","","",""
"TOTENV_3","PUBLISHED","2012","EMR","SYR","","ENVCAUSE001","138 178","138178.00000","","",""
"TOTENV_3","PUBLISHED","2012","AFR","TGO","","ENVCAUSE001","788 672","788672.00000","","",""
"TOTENV_3","PUBLISHED","2012","AFR","TZA","","ENVCAUSE001","3 919 608","3919608.00000","","",""
"TOTENV_3","PUBLISHED","2012","WPR","VNM","","ENVCAUSE001","1 146 087","1146087.00000","","",""
"TOTENV_3","PUBLISHED","2012","EMR","ARE","","ENVCAUSE151","70 702","70702.00000","","",""
"TOTENV_3","PUBLISHED","2012","AMR","ARG","","ENVCAUSE151","450 770","450770.00000","","",""
"TOTENV_3","PUBLISHED","2012","AFR","BDI","","ENVCAUSE151","458 983","458983.00000","","",""
"TOTENV_3","PUBLISHED","2012","AFR","BEN","","ENVCAUSE151","254 648","254648.00000","","",""
"TOTENV_3","PUBLISHED","2012","SEAR","BTN","","ENVCAUSE151","29 127","29127.00000","","",""
"TOTENV_3","PUBLISHED","2012","WPR","COK","","ENVCAUSE151","258","258.00000","","",""
"TOTENV_3","PUBLISHED","2012","AMR","COL","","ENVCAUSE151","559 194","559194.00000","","",""
"TOTENV_3","PUBLISHED","2012","EUR","GRC","","ENVCAUSE151","75 867","75867.00000","","",""
"TOTENV_3","PUBLISHED","2012","AMR","GRD","","ENVCAUSE151","1 456","1456.00000","","",""
"TOTENV_3","PUBLISHED","2012","WPR","JPN","","ENVCAUSE151","761 986","761986.00000","","",""
"TOTENV_3","PUBLISHED","2012","WPR","MHL","","ENVCAUSE151","604","604.00000","","",""
"TOTENV_3","PUBLISHED","2012","AMR","NIC","","ENVCAUSE151","74 475","74475.00000","","",""
"TOTENV_3","PUBLISHED","2012","EUR","NOR","","ENVCAUSE151","26 341","26341.00000","","",""
"TOTENV_3","PUBLISHED","2012","WPR","PHL","","ENVCAUSE151","1 175 372","1175372.00000","","",""
"TOTENV_3","PUBLISHED","2012","WPR","SGP","","ENVCAUSE151","12 217","12217.00000","","",""
"TOTENV_3","PUBLISHED","2012","AFR","SLE","","ENVCAUSE151","277 807","277807.00000","","",""
"TOTENV_3","PUBLISHED","2012","AFR","STP","","ENVCAUSE151","3 673","3673.00000","","",""
"TOTENV_3","PUBLISHED","2012","EUR","TJK","","ENVCAUSE151","122 886","122886.00000","","",""
"TOTENV_3","PUBLISHED","2012","WPR","TUV","","ENVCAUSE151","180","180.00000","","",""
"TOTENV_3","PUBLISHED","2012","AFR","TZA","","ENVCAUSE151","1 407 384","1407384.00000","","",""
"TOTENV_3","PUBLISHED","2012","WPR","VNM","","ENVCAUSE151","1 323 610","1323610.00000","","",""
"TOTENV_3","PUBLISHED","2012","WPR","VUT","","ENVCAUSE151","2 716","2716.00000","","",""
"TOTENV_3","PUBLISHED","2012","AMR","ARG","","ENVCAUSE060","1 146 157","1146157.00000","","",""
"TOTENV_3","PUBLISHED","2012","AFR","BDI","","ENVCAUSE060","323 361","323361.00000","","",""
"TOTENV_3","PUBLISHED","2012","AFR","BEN","","ENVCAUSE060","315 558","315558.00000","","",""
"TOTENV_3","PUBLISHED","2012","AFR","BFA","","ENVCAUSE060","490 618","490618.00000","","",""
"TOTENV_3","PUBLISHED","2012","AMR","CHL","","ENVCAUSE060","403 140","403140.00000","","",""
"TOTENV_3","PUBLISHED","2012","WPR","COK","","ENVCAUSE060","337","337.00000","","",""
"TOTENV_3","PUBLISHED","2012","EMR","DJI","","ENVCAUSE060","22 394","22394.00000","","",""
"TOTENV_3","PUBLISHED","2012","EUR","ESP","","ENVCAUSE060","1 186 826","1186826.00000","","",""
"TOTENV_3","PUBLISHED","2012","EMR","MAR","","ENVCAUSE060","960 826","960826.00000","","",""
"TOTENV_3","PUBLISHED","2012","EUR","MKD","","ENVCAUSE060","100 653","100653.00000","","",""
"TOTENV_3","PUBLISHED","2012","AFR","MWI","","ENVCAUSE060","417 365","417365.00000","","",""
"TOTENV_3","PUBLISHED","2012","EUR","NLD","","ENVCAUSE060","483 521","483521.00000","","",""
"TOTENV_3","PUBLISHED","2012","EUR","NOR","","ENVCAUSE060","129 441","129441.00000","","",""
"TOTENV_3","PUBLISHED","2012","SEAR","NPL","","ENVCAUSE060","1 099 488","1099488.00000","","",""
"TOTENV_3","PUBLISHED","2012","WPR","PLW","","ENVCAUSE060","354","354.00000","","",""
"TOTENV_3","PUBLISHED","2012","EMR","QAT","","ENVCAUSE060","34 173","34173.00000","","",""
"TOTENV_3","PUBLISHED","2012","EUR","TJK","","ENVCAUSE060","270 967","270967.00000","","",""
"TOTENV_3","PUBLISHED","2012","AFR","TZA","","ENVCAUSE060","1 151 779","1151779.00000","","",""
"TOTENV_3","PUBLISHED","2012","AFR","UGA","","ENVCAUSE060","923 440","923440.00000","","",""
"TOTENV_3","PUBLISHED","2012","WPR","VNM","","ENVCAUSE060","3 278 458","3278458.00000","","",""
"TOTENV_3","PUBLISHED","2012","WPR","VUT","","ENVCAUSE060","6 975","6975.00000","","",""
"TOTENV_3","PUBLISHED","2012","EMR","BHR","","ENVCAUSE001","2 269","2269.00000","","",""
"TOTENV_3","PUBLISHED","2012","EUR","BLR","","ENVCAUSE001","14 412","14412.00000","","",""
"TOTENV_3","PUBLISHED","2012","SEAR","BTN","","ENVCAUSE001","15 813","15813.00000","","",""
"TOTENV_3","PUBLISHED","2012","EUR","DEU","","ENVCAUSE001","62 648","62648.00000","","",""
"TOTENV_3","PUBLISHED","2012","WPR","FSM","","ENVCAUSE001","1 792","1792.00000","","",""
"TOTENV_3","PUBLISHED","2012","EUR","GRC","","ENVCAUSE001","6 982","6982.00000","","",""
"TOTENV_3","PUBLISHED","2012","AMR","GRD","","ENVCAUSE001","544","544.00000","","",""
"TOTENV_3","PUBLISHED","2012","SEAR","MDV","","ENVCAUSE001","1 471","1471.00000","","",""
"TOTENV_3","PUBLISHED","2012","WPR","MHL","","ENVCAUSE001","1 850","1850.00000","","",""
"TOTENV_3","PUBLISHED","2012","WPR","NIU","","ENVCAUSE001","20","20.00000","","",""
"TOTENV_3","PUBLISHED","2012","EUR","NLD","","ENVCAUSE001","10 923","10923.00000","","",""
"TOTENV_3","PUBLISHED","2012","EUR","SVK","","ENVCAUSE001","4 352","4352.00000","","",""
"TOTENV_3","PUBLISHED","2012","SEAR","THA","","ENVCAUSE001","394 699","394699.00000","","",""
"TOTENV_3","PUBLISHED","2012","EMR","TUN","","ENVCAUSE001","42 455","42455.00000","","",""
"TOTENV_3","PUBLISHED","2012","EUR","UZB","","ENVCAUSE001","323 063","323063.00000","","",""
"TOTENV_3","PUBLISHED","2012","EUR","BLR","","ENVCAUSE151","182 907","182907.00000","","",""
"TOTENV_3","PUBLISHED","2012","EUR","CYP","","ENVCAUSE151","5 809","5809.00000","","",""
"TOTENV_3","PUBLISHED","2012","EUR","DEU","","ENVCAUSE151","456 105","456105.00000","","",""
"TOTENV_3","PUBLISHED","2012","SEAR","MDV","","ENVCAUSE151","2 482","2482.00000","","",""
"TOTENV_3","PUBLISHED","2012","AMR","MEX","","ENVCAUSE151","1 369 101","1369101.00000","","",""
"TOTENV_3","PUBLISHED","2012","EUR","MKD","","ENVCAUSE151","15 362","15362.00000","","",""
"TOTENV_3","PUBLISHED","2012","WPR","MNG","","ENVCAUSE151","56 074","56074.00000","","",""
"TOTENV_3","PUBLISHED","2012","WPR","NIU","","ENVCAUSE151","23","23.00000","","",""
"TOTENV_3","PUBLISHED","2012","EUR","NLD","","ENVCAUSE151","81 299","81299.00000","","",""
"TOTENV_3","PUBLISHED","2012","AMR","PRY","","ENVCAUSE151","91 274","91274.00000","","",""
"TOTENV_3","PUBLISHED","2012","EMR","QAT","","ENVCAUSE151","16 831","16831.00000","","",""
"TOTENV_3","PUBLISHED","2012","EUR","SVN","","ENVCAUSE151","17 391","17391.00000","","",""
"TOTENV_3","PUBLISHED","2012","AFR","TCD","","ENVCAUSE151","437 822","437822.00000","","",""
"TOTENV_3","PUBLISHED","2012","EUR","TKM","","ENVCAUSE151","107 461","107461.00000","","",""
"TOTENV_3","PUBLISHED","2012","EUR","TUR","","ENVCAUSE151","587 534","587534.00000","","",""
"TOTENV_3","PUBLISHED","2012","EUR","BIH","","ENVCAUSE060","235 729","235729.00000","","",""
"TOTENV_3","PUBLISHED","2012","EUR","CHE","","ENVCAUSE060","215 977","215977.00000","","",""
"TOTENV_3","PUBLISHED","2012","EUR","CZE","","ENVCAUSE060","405 823","405823.00000","","",""
"TOTENV_3","PUBLISHED","2012","EUR","DEU","","ENVCAUSE060","2 742 226","2742226.00000","","",""
"TOTENV_3","PUBLISHED","2012","EUR","GRC","","ENVCAUSE060","427 755","427755.00000","","",""
"TOTENV_3","PUBLISHED","2012","AMR","GTM","","ENVCAUSE060","305 997","305997.00000","","",""
"TOTENV_3","PUBLISHED","2012","EUR","IRL","","ENVCAUSE060","110 501","110501.00000","","",""
"TOTENV_3","PUBLISHED","2012","AMR","MEX","","ENVCAUSE060","2 323 377","2323377.00000","","",""
"TOTENV_3","PUBLISHED","2012","WPR","MHL","","ENVCAUSE060","1 247","1247.00000","","",""
"TOTENV_3","PUBLISHED","2012","WPR","MYS","","ENVCAUSE060","746 223","746223.00000","","",""
"TOTENV_3","PUBLISHED","2012","AFR","SLE","","ENVCAUSE060","240 047","240047.00000","","",""
"TOTENV_3","PUBLISHED","2012","EUR","SMR","","ENVCAUSE060","564","564.00000","","",""
"TOTENV_3","PUBLISHED","2012","EUR","SVK","","ENVCAUSE060","228 710","228710.00000","","",""
"TOTENV_3","PUBLISHED","2012","EUR","TKM","","ENVCAUSE060","335 219","335219.00000","","",""
"TOTENV_3","PUBLISHED","2012","EUR","BIH","","ENVCAUSE001","5 417","5417.00000","","",""
"TOTENV_3","PUBLISHED","2012","AFR","CMR","","ENVCAUSE001","2 577 475","2577475.00000","","",""
"TOTENV_3","PUBLISHED","2012","AMR","CUB","","ENVCAUSE001","31 615","31615.00000","","",""
"TOTENV_3","PUBLISHED","2012","EUR","CYP","","ENVCAUSE001","528","528.00000","","",""
"TOTENV_3","PUBLISHED","2012","EUR","ESP","","ENVCAUSE001","33 697","33697.00000","","",""
"TOTENV_3","PUBLISHED","2012","AFR","GAB","","ENVCAUSE001","115 511","115511.00000","","",""
"TOTENV_3","PUBLISHED","2012","EUR","IRL","","ENVCAUSE001","4 147","4147.00000","","",""
"TOTENV_3","PUBLISHED","2012","WPR","JPN","","ENVCAUSE001","89 885","89885.00000","","",""
"TOTENV_3","PUBLISHED","2012","SEAR","LKA","","ENVCAUSE001","119 587","119587.00000","","",""
"TOTENV_3","PUBLISHED","2012","SEAR","PRK","","ENVCAUSE001","251 665","251665.00000","","",""
"TOTENV_3","PUBLISHED","2012","AMR","PRY","","ENVCAUSE001","57 423","57423.00000","","",""
"TOTENV_3","PUBLISHED","2012","EMR","QAT","","ENVCAUSE001","2 694","2694.00000","","",""
"TOTENV_3","PUBLISHED","2012","AFR","SLE","","ENVCAUSE001","1 352 883","1352883.00000","","",""
"TOTENV_3","PUBLISHED","2012","AFR","SSD","","ENVCAUSE001","1 352 267","1352267.00000","","",""
"TOTENV_3","PUBLISHED","2012","AFR","STP","","ENVCAUSE001","8 820","8820.00000","","",""
"TOTENV_3","PUBLISHED","2012","AFR","TCD","","ENVCAUSE001","2 776 446","2776446.00000","","",""
"TOTENV_3","PUBLISHED","2012","EUR","TUR","","ENVCAUSE001","234 077","234077.00000","","",""
"TOTENV_3","PUBLISHED","2012","WPR","TUV","","ENVCAUSE001","176","176.00000","","",""
"TOTENV_3","PUBLISHED","2012","AFR","AGO","","ENVCAUSE151","1 033 990","1033990.00000","","",""
"TOTENV_3","PUBLISHED","2012","EUR","BIH","","ENVCAUSE151","40 063","40063.00000","","",""
"TOTENV_3","PUBLISHED","2012","AMR","CAN","","ENVCAUSE151","163 207","163207.00000","","",""
"TOTENV_3","PUBLISHED","2012","EUR","CHE","","ENVCAUSE151","44 928","44928.00000","","",""
"TOTENV_3","PUBLISHED","2012","EUR","CZE","","ENVCAUSE151","84 677","84677.00000","","",""
"TOTENV_3","PUBLISHED","2012","EMR","DJI","","ENVCAUSE151","20 197","20197.00000","","",""
"TOTENV_3","PUBLISHED","2012","EUR","ESP","","ENVCAUSE151","239 597","239597.00000","","",""
"TOTENV_3","PUBLISHED","2012","WPR","FSM","","ENVCAUSE151","1 645","1645.00000","","",""
"TOTENV_3","PUBLISHED","2012","AFR","GAB","","ENVCAUSE151","32 811","32811.00000","","",""
"TOTENV_3","PUBLISHED","2012","AMR","GTM","","ENVCAUSE151","253 298","253298.00000","","",""
"TOTENV_3","PUBLISHED","2012","SEAR","IDN","","ENVCAUSE151","2 904 884","2904884.00000","","",""
"TOTENV_3","PUBLISHED","2012","EUR","IRL","","ENVCAUSE151","28 023","28023.00000","","",""
"TOTENV_3","PUBLISHED","2012","AMR","KNA","","ENVCAUSE151","646","646.00000","","",""
"TOTENV_3","PUBLISHED","2012","AFR","LSO","","ENVCAUSE151","67 964","67964.00000","","",""
"TOTENV_3","PUBLISHED","2012","WPR","SLB","","ENVCAUSE151","9 544","9544.00000","","",""
"TOTENV_3","PUBLISHED","2012","EUR","SVK","","ENVCAUSE151","44 934","44934.00000","","",""
"TOTENV_3","PUBLISHED","2012","AFR","TGO","","ENVCAUSE151","184 427","184427.00000","","",""
"TOTENV_3","PUBLISHED","2012","SEAR","THA","","ENVCAUSE151","1 088 011","1088011.00000","","",""
"TOTENV_3","PUBLISHED","2012","AFR","UGA","","ENVCAUSE151","1 413 613","1413613.00000","","",""
"TOTENV_3","PUBLISHED","2012","EMR","ARE","","ENVCAUSE060","140 714","140714.00000","","",""
"TOTENV_3","PUBLISHED","2012","EUR","BLR","","ENVCAUSE060","581 509","581509.00000","","",""
"TOTENV_3","PUBLISHED","2012","AMR","CAN","","ENVCAUSE060","880 118","880118.00000","","",""
"TOTENV_3","PUBLISHED","2012","AMR","COL","","ENVCAUSE060","1 142 670","1142670.00000","","",""
"TOTENV_3","PUBLISHED","2012","AFR","GAB","","ENVCAUSE060","35 942","35942.00000","","",""
"TOTENV_3","PUBLISHED","2012","AMR","GRD","","ENVCAUSE060","3 174","3174.00000","","",""
"TOTENV_3","PUBLISHED","2012","WPR","JPN","","ENVCAUSE060","3 370 373","3370373.00000","","",""
"TOTENV_3","PUBLISHED","2012","WPR","NIU","","ENVCAUSE060","23","23.00000","","",""
"TOTENV_3","PUBLISHED","2012","WPR","PHL","","ENVCAUSE060","3 733 072","3733072.00000","","",""
"TOTENV_3","PUBLISHED","2012","WPR","SLB","","ENVCAUSE060","15 296","15296.00000","","",""
"TOTENV_3","PUBLISHED","2012","EUR","SVN","","ENVCAUSE060","69 823","69823.00000","","",""
"TOTENV_3","PUBLISHED","2012","EUR","SWE","","ENVCAUSE060","252 070","252070.00000","","",""
"TOTENV_3","PUBLISHED","2012","SEAR","THA","","ENVCAUSE060","2 458 498","2458498.00000","","",""
"TOTENV_3","PUBLISHED","2012","SEAR","TLS","","ENVCAUSE060","28 480","28480.00000","","",""
"TOTENV_3","PUBLISHED","2012","WPR","TUV","","ENVCAUSE060","233","233.00000","","",""
"TOTENV_3","PUBLISHED","2012","EUR","UKR","","ENVCAUSE060","3 151 315","3151315.00000","","",""
"TOTENV_3","PUBLISHED","2012","AFR","BFA","","ENVCAUSE001","2 147 711","2147711.00000","","",""
"TOTENV_3","PUBLISHED","2012","AMR","CAN","","ENVCAUSE001","25 584","25584.00000","","",""
