"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","AGEGROUP","SEX","INADEQUACY","Display Value","Numeric","Low","High","Comments"
"WSH_10","PUBLISHED","2016","EUR","ALB","YEARSALL","MLE","INADEQUATE_WSH","3","2.92032","","",""
"WSH_10","PUBLISHED","2016","EUR","AUT","YEARSALL","FMLE","INADEQUATE_WSH","7","6.70884","","",""
"WSH_10","PUBLISHED","2016","AFR","BFA","YEARSALL","FMLE","INADEQUATE_WSH","4756","4755.64959","","",""
"WSH_10","PUBLISHED","2016","SEAR","BGD","YEARSALL","MLE","INADEQUATE_WSH","8148","8148.37336","","",""
"WSH_10","PUBLISHED","2016","EUR","BLR","YEARSALL","MLE","INADEQUATE_WSH","2","2.18588","","",""
"WSH_10","PUBLISHED","2016","SEAR","BTN","YEARSALL","FMLE","INADEQUATE_WSH","17","16.63661","","",""
"WSH_10","PUBLISHED","2016","AMR","CHL","YEARSALL","FMLE","INADEQUATE_WSH","21","20.83648","","",""
"WSH_10","PUBLISHED","2016","WPR","CHN","YEARSALL","MLE","INADEQUATE_WSH","1844","1843.97437","","",""
"WSH_10","PUBLISHED","2016","AFR","COG","YEARSALL","FMLE","INADEQUATE_WSH","818","817.76842","","",""
"WSH_10","PUBLISHED","2016","AMR","COL","YEARSALL","MLE","INADEQUATE_WSH","147","146.76833","","",""
"WSH_10","PUBLISHED","2016","EUR","CYP","YEARSALL","MLE","INADEQUATE_WSH","2","1.69426","","",""
"WSH_10","PUBLISHED","2016","AFR","DZA","YEARSALL","FMLE","INADEQUATE_WSH","398","397.64961","","",""
"WSH_10","PUBLISHED","2016","EUR","EST","YEARSALL","FMLE","INADEQUATE_WSH","0","0.02765","","",""
"WSH_10","PUBLISHED","2016","AFR","ETH","YEARSALL","MLE","INADEQUATE_WSH","22794","22794.07381","","",""
"WSH_10","PUBLISHED","2016","AFR","GAB","YEARSALL","MLE","INADEQUATE_WSH","217","216.79585","","",""
"WSH_10","PUBLISHED","2016","AFR","GNB","YEARSALL","FMLE","INADEQUATE_WSH","289","289.03945","","",""
"WSH_10","PUBLISHED","2016","AMR","GUY","YEARSALL","FMLE","INADEQUATE_WSH","12","11.56038","","",""
"WSH_10","PUBLISHED","2016","AMR","HND","YEARSALL","MLE","INADEQUATE_WSH","149","148.63263","","",""
"WSH_10","PUBLISHED","2016","SEAR","IDN","YEARSALL","FMLE","INADEQUATE_WSH","10054","10054.32207","","",""
"WSH_10","PUBLISHED","2016","SEAR","IND","YEARSALL","MLE","INADEQUATE_WSH","108044","108043.94190","","",""
"WSH_10","PUBLISHED","2016","EUR","ISR","YEARSALL","MLE","INADEQUATE_WSH","9","8.50728","","",""
"WSH_10","PUBLISHED","2016","AFR","KEN","YEARSALL","FMLE","INADEQUATE_WSH","11826","11825.78603","","",""
"WSH_10","PUBLISHED","2016","EMR","KWT","YEARSALL","FMLE","INADEQUATE_WSH","0","0.15262","","",""
"WSH_10","PUBLISHED","2016","WPR","LAO","YEARSALL","MLE","INADEQUATE_WSH","309","309.26920","","",""
"WSH_10","PUBLISHED","2016","SEAR","LKA","YEARSALL","MLE","INADEQUATE_WSH","117","116.92344","","",""
