"GHO","DATASOURCE","PUBLISHSTATE","YEAR","REGION","COUNTRY","SEX","Display Value","Numeric","Low","High","Comments"
"SA_0000001782","SA_0000001782_CAN","PUBLISHED","2010","AMR","CAN","BTSX","33","33.00000","","",""
"SA_0000001782","SA_0000001782_PRT","PUBLISHED","2010","EUR","PRT","MLE","46","46.00000","","",""
"SA_0000001782","SA_0000001782_RUS","PUBLISHED","2010","EUR","RUS","FMLE","25","25.00000","","",""
"SA_0000001782","SA_0000001782_SVK","PUBLISHED","2010","EUR","SVK","MLE","36","36.00000","","",""
"SA_0000001782","SA_0000001782_CAN","PUBLISHED","2005","AMR","CAN","BTSX","36","36.00000","","",""
"SA_0000001782","SA_0000001782_CAN","PUBLISHED","2005","AMR","CAN","FMLE","35","35.00000","","",""
"SA_0000001782","SA_0000001782_DNK","PUBLISHED","2005","EUR","DNK","BTSX","48","48.00000","","",""
"SA_0000001782","SA_0000001782_DNK","PUBLISHED","2005","EUR","DNK","FMLE","45","45.00000","","",""
"SA_0000001782","SA_0000001782_ISL","PUBLISHED","2005","EUR","ISL","MLE","15","15.00000","","",""
"SA_0000001782","SA_0000001782_IRL","PUBLISHED","2005","EUR","IRL","BTSX","38","38.00000","","",""
"SA_0000001782","SA_0000001782_ITA","PUBLISHED","2005","EUR","ITA","MLE","35","35.00000","","",""
"SA_0000001782","SA_0000001782_LVA","PUBLISHED","2005","EUR","LVA","BTSX","49","49.00000","","",""
"SA_0000001782","SA_0000001782_POL","PUBLISHED","2005","EUR","POL","FMLE","49","49.00000","","",""
"SA_0000001782","SA_0000001782_PRT","PUBLISHED","2005","EUR","PRT","MLE","49","49.00000","","",""
"SA_0000001782","SA_0000001782_RUS","PUBLISHED","2005","EUR","RUS","BTSX","43","43.00000","","",""
"SA_0000001782","SA_0000001782_RUS","PUBLISHED","2005","EUR","RUS","FMLE","40","40.00000","","",""
"SA_0000001782","SA_0000001782_SVK","PUBLISHED","2005","EUR","SVK","MLE","53","53.00000","","",""
