"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","AGEGROUP","SEX","INADEQUACY","Display Value","Numeric","Low","High","Comments"
"WSH_20","PUBLISHED","2016","EUR","UKR","YEARSALL","BTSX","INADEQUATE_WSH","0.33 [0.08-0.57]","0.33000","0.08000","0.57000",""
"WSH_20","PUBLISHED","2016","AMR","SLV","YEARSALL","BTSX","INADEQUATE_WSH","0.38 [0.12-0.60]","0.38000","0.12000","0.60000",""
"WSH_20","PUBLISHED","2016","AFR","TGO","YEARSALL","BTSX","INADEQUATE_WSH","0.70 [0.56-0.82]","0.70000","0.56000","0.82000",""
"WSH_20","PUBLISHED","2016","AMR","HND","YEARSALL","BTSX","INADEQUATE_WSH","0.43 [0.19-0.65]","0.43000","0.19000","0.65000",""
"WSH_20","PUBLISHED","2016","WPR","KHM","YEARSALL","BTSX","INADEQUATE_WSH","0.53 [0.35-0.70]","0.53000","0.35000","0.70000",""
"WSH_20","PUBLISHED","2016","EUR","POL","YEARSALL","BTSX","INADEQUATE_WSH","0.08 [0.00-0.28]","0.08000","0.00000","0.28000",""
"WSH_20","PUBLISHED","2016","AFR","SSD","YEARSALL","BTSX","INADEQUATE_WSH","0.72 [0.58-0.84]","0.72000","0.58000","0.84000",""
"WSH_20","PUBLISHED","2016","AFR","BFA","YEARSALL","BTSX","INADEQUATE_WSH","0.70 [0.55-0.82]","0.70000","0.55000","0.82000",""
"WSH_20","PUBLISHED","2016","AFR","GNB","YEARSALL","BTSX","INADEQUATE_WSH","0.69 [0.54-0.82]","0.69000","0.54000","0.82000",""
"WSH_20","PUBLISHED","2016","EUR","ITA","YEARSALL","BTSX","INADEQUATE_WSH","0.08 [0.00-0.28]","0.08000","0.00000","0.28000",""
"WSH_20","PUBLISHED","2016","EUR","ARM","YEARSALL","BTSX","INADEQUATE_WSH","0.42 [0.12-0.67]","0.42000","0.12000","0.67000",""
"WSH_20","PUBLISHED","2016","EUR","AZE","YEARSALL","BTSX","INADEQUATE_WSH","0.33 [0.08-0.55]","0.33000","0.08000","0.55000",""
"WSH_20","PUBLISHED","2016","EUR","SVN","YEARSALL","BTSX","INADEQUATE_WSH","0.08 [0.00-0.28]","0.08000","0.00000","0.28000",""
"WSH_20","PUBLISHED","2016","WPR","VUT","YEARSALL","BTSX","INADEQUATE_WSH","0.59 [0.39-0.75]","0.59000","0.39000","0.75000",""
"WSH_20","PUBLISHED","2016","AMR","PAN","YEARSALL","BTSX","INADEQUATE_WSH","0.41 [0.16-0.63]","0.41000","0.16000","0.63000",""
"WSH_20","PUBLISHED","2016","EUR","PRT","YEARSALL","BTSX","INADEQUATE_WSH","0.08 [0.00-0.28]","0.08000","0.00000","0.28000",""
"WSH_20","PUBLISHED","2016","AMR","DOM","YEARSALL","BTSX","INADEQUATE_WSH","0.41 [0.18-0.62]","0.41000","0.18000","0.62000",""
"WSH_20","PUBLISHED","2016","EUR","MLT","YEARSALL","BTSX","INADEQUATE_WSH","0.08 [0.00-0.28]","0.08000","0.00000","0.28000",""
"WSH_20","PUBLISHED","2016","EUR","BIH","YEARSALL","BTSX","INADEQUATE_WSH","0.42 [0.10-0.68]","0.42000","0.10000","0.68000",""
"WSH_20","PUBLISHED","2016","SEAR","LKA","YEARSALL","BTSX","INADEQUATE_WSH","0.37 [0.13-0.58]","0.37000","0.13000","0.58000",""
