"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","RESIDENCEAREATYPE","Display Value","Numeric","Low","High","Comments"
"MALARIA_30541","PUBLISHED","2001","AFR","ZMB","TOTL","1","1.00000","","",""
"MALARIA_30541","PUBLISHED","2001","AFR","ZMB","RUR","1","1.00000","","",""
"MALARIA_30541","PUBLISHED","2001","AFR","ZMB","","2","2.00000","","",""
"MALARIA_30541","PUBLISHED","2003","AFR","BFA","TOTL","0","0.00000","","",""
"MALARIA_30541","PUBLISHED","2003","AFR","BFA","RUR","0","0.00000","","",""
"MALARIA_30541","PUBLISHED","2003","AFR","BFA","","1","1.00000","","",""
"MALARIA_30541","PUBLISHED","2003","AFR","KEN","TOTL","6","6.00000","","",""
"MALARIA_30541","PUBLISHED","2003","AFR","KEN","RUR","6","6.00000","","",""
"MALARIA_30541","PUBLISHED","2003","AFR","KEN","","4","4.00000","","",""
"MALARIA_30541","PUBLISHED","2003","AFR","NGA","TOTL","0","0.00000","","",""
"MALARIA_30541","PUBLISHED","2003","AFR","NGA","RUR","0","0.00000","","",""
"MALARIA_30541","PUBLISHED","2003","AFR","NGA","","0","0.00000","","",""
"MALARIA_30541","PUBLISHED","2004","AFR","CMR","TOTL","0","0.00000","","",""
"MALARIA_30541","PUBLISHED","2004","AFR","CMR","RUR","1","1.00000","","",""
"MALARIA_30541","PUBLISHED","2004","AFR","CMR","","0","0.00000","","",""
"MALARIA_30541","PUBLISHED","2004","AFR","TZA","TOTL","21","21.00000","","",""
"MALARIA_30541","PUBLISHED","2004","AFR","TZA","RUR","21","21.00000","","",""
"MALARIA_30541","PUBLISHED","2004","AFR","TZA","","22","22.00000","","",""
"MALARIA_30541","PUBLISHED","2005","AFR","COG","TOTL","0","0.00000","","",""
"MALARIA_30541","PUBLISHED","2005","AFR","COG","RUR","0","0.00000","","",""
"MALARIA_30541","PUBLISHED","2005","AFR","COG","","1","1.00000","","",""
"MALARIA_30541","PUBLISHED","2005","AFR","ETH","TOTL","0","0.00000","","",""
"MALARIA_30541","PUBLISHED","2005","AFR","ETH","","0","0.00000","","",""
"MALARIA_30541","PUBLISHED","2005","AFR","GIN","TOTL","0","0.00000","","",""
"MALARIA_30541","PUBLISHED","2005","AFR","GIN","RUR","0","0.00000","","",""
"MALARIA_30541","PUBLISHED","2005","AFR","GIN","","0","0.00000","","",""
"MALARIA_30541","PUBLISHED","2005","AFR","RWA","TOTL","2","2.00000","","",""
"MALARIA_30541","PUBLISHED","2005","AFR","RWA","RUR","2","2.00000","","",""
"MALARIA_30541","PUBLISHED","2005","AFR","RWA","","1","1.00000","","",""
"MALARIA_30541","PUBLISHED","2005","AFR","SEN","TOTL","0","0.00000","","",""
"MALARIA_30541","PUBLISHED","2005","AFR","SEN","RUR","0","0.00000","","",""
"MALARIA_30541","PUBLISHED","2005","AFR","SEN","","1","1.00000","","",""
"MALARIA_30541","PUBLISHED","2005","AFR","ZWE","TOTL","1","1.00000","","",""
"MALARIA_30541","PUBLISHED","2005","AFR","ZWE","RUR","1","1.00000","","",""
"MALARIA_30541","PUBLISHED","2005","AFR","ZWE","","0","0.00000","","",""
"MALARIA_30541","PUBLISHED","2006","AFR","NER","TOTL","0","0.00000","","",""
"MALARIA_30541","PUBLISHED","2006","AFR","NER","RUR","0","0.00000","","",""
"MALARIA_30541","PUBLISHED","2006","AFR","NER","","1","1.00000","","",""
"MALARIA_30541","PUBLISHED","2006","AFR","UGA","TOTL","10","10.00000","","",""
"MALARIA_30541","PUBLISHED","2006","AFR","UGA","RUR","3","3.00000","","",""
"MALARIA_30541","PUBLISHED","2006","AFR","UGA","","2","2.00000","","",""
