"GHO","PUBLISHSTATE","YEAR","REGION","UNREGION","WORLDBANKINCOMEGROUP","UNSDGREGION","Display Value","Numeric","Low","High","Comments"
"NUTSEVWASTINGPREV","PUBLISHED","2019","","","","UNSDG_WESTERNAFR","1.8 [1.5-2.2]","1.80000","1.50000","2.20000",""
"NUTSEVWASTINGPREV","PUBLISHED","2019","","","","UNSDG_SOUTHAMR","0.2 [0.1-0.5]","0.20000","0.10000","0.50000","Consecutive Low Population Coverage"
"NUTSEVWASTINGPREV","PUBLISHED","2019","","","","UNSDG_CENTRALASIASOUTHERNASIA","4.3 [2.8-5.7]","4.30000","2.80000","5.70000",""
"NUTSEVWASTINGPREV","PUBLISHED","2019","","","","UNSDG_OCEANIAexAUSNZL","3.6 [2.8-4.5]","3.60000","2.80000","4.50000",""
"NUTSEVWASTINGPREV","PUBLISHED","2019","","","","UNSDG_WESTERNASIA","1.1 [0.4-2.8]","1.10000","0.40000","2.80000",""
"NUTSEVWASTINGPREV","PUBLISHED","2019","","","","UNSDG_LDC","3.0 [1.6-5.3]","3.00000","1.60000","5.30000",""
"NUTSEVWASTINGPREV","PUBLISHED","2019","","","","UNSDG_WESTERNASIANORTHERNAFR","2.1 [0.9-3.4]","2.10000","0.90000","3.40000",""
"NUTSEVWASTINGPREV","PUBLISHED","2019","","","","UNSDG_NORTHERNAMR","0.0","0.00000","","","regional average is based only on United States data, hence confidence intervals are not provided"
"NUTSEVWASTINGPREV","PUBLISHED","2019","","","","UNSDG_SOUTHEASTERNASIA","3.6 [1.7-7.6]","3.60000","1.70000","7.60000",""
"NUTSEVWASTINGPREV","PUBLISHED","2019","","","","UNSDG_SOUTHASIA","4.4 [3.1-6.2]","4.40000","3.10000","6.20000",""
"NUTSEVWASTINGPREV","PUBLISHED","2019","","","","UNSDG_LAC","0.3 [0.2-0.4]","0.30000","0.20000","0.40000",""
"NUTSEVWASTINGPREV","PUBLISHED","2019","","","","UNSDG_EASTERNASIASOUTHEASTERNASIA","1.6 [0.6-2.7]","1.60000","0.60000","2.70000","excluding Japan"
"NUTSEVWASTINGPREV","PUBLISHED","2019","","","","UNSDG_SOUTHERNAFR","0.9 [0.6-1.2]","0.90000","0.60000","1.20000",""
"NUTSEVWASTINGPREV","PUBLISHED","2019","","","","UNSDG_CENTRALAMR","0.2 [0.2-0.3]","0.20000","0.20000","0.30000",""
"NUTSEVWASTINGPREV","PUBLISHED","2019","","","","UNSDG_SUBSAHARANAFRICA","1.5 [1.3-1.8]","1.50000","1.30000","1.80000",""
"NUTSEVWASTINGPREV","PUBLISHED","2019","","","","UNSDG_LLDC","1.4 [1.0-1.9]","1.40000","1.00000","1.90000",""
"NUTSEVWASTINGPREV","PUBLISHED","2019","","","","UNSDG_EASTERNASIA","0.4 [0.4-0.4]","0.40000","0.40000","0.40000","excluding Japan"
"NUTSEVWASTINGPREV","PUBLISHED","2019","","","","UNSDG_EASTERNAFR","1.1 [0.8-1.5]","1.10000","0.80000","1.50000",""
"NUTSEVWASTINGPREV","PUBLISHED","2019","","","","UNSDG_NORTHAFR","3.1 [1.6-6.2]","3.10000","1.60000","6.20000",""
"NUTSEVWASTINGPREV","PUBLISHED","2019","","","","UNSDG_CARIBBEAN","0.9 [0.8-1.1]","0.90000","0.80000","1.10000",""
"NUTSEVWASTINGPREV","PUBLISHED","2019","","","","UNSDG_CENTRALASIA","0.6 [0.2-1.6]","0.60000","0.20000","1.60000",""
"NUTSEVWASTINGPREV","PUBLISHED","2019","","","","UNSDG_MIDDLEAFR","2.2 [1.7-2.9]","2.20000","1.70000","2.90000",""
"NUTSEVWASTINGPREV","PUBLISHED","2019","","11","","","1.8 [1.5-2.2]","1.80000","1.50000","2.20000",""
"NUTSEVWASTINGPREV","PUBLISHED","2019","","35","","","3.6 [1.7-7.6]","3.60000","1.70000","7.60000",""
"NUTSEVWASTINGPREV","PUBLISHED","2019","","5","","","0.2 [0.1-0.5]","0.20000","0.10000","0.50000","Consecutive Low Population Coverage"
"NUTSEVWASTINGPREV","PUBLISHED","2019","","64","","","4.3 [2.8-5.7]","4.30000","2.80000","5.70000",""
"NUTSEVWASTINGPREV","PUBLISHED","2019","","29","","","0.9 [0.8-1.1]","0.90000","0.80000","1.10000",""
"NUTSEVWASTINGPREV","PUBLISHED","2019","","2","","","1.8 [1.4-2.1]","1.80000","1.40000","2.10000",""
"NUTSEVWASTINGPREV","PUBLISHED","2019","","14","","","1.1 [0.8-1.5]","1.10000","0.80000","1.50000",""
"NUTSEVWASTINGPREV","PUBLISHED","2019","","197","","","2.3 [1.8-2.9]","2.30000","1.80000","2.90000","Only Less Developed Regions are displayed, while the aggregates of the More Developed Regions are not displayed due to insufficient population coverage"
"NUTSEVWASTINGPREV","PUBLISHED","2019","","143","","","0.6 [0.2-1.6]","0.60000","0.20000","1.60000",""
"NUTSEVWASTINGPREV","PUBLISHED","2019","","198","","","3.0 [1.6-5.3]","3.00000","1.60000","5.30000",""
"NUTSEVWASTINGPREV","PUBLISHED","2019","","18","","","0.9 [0.6-1.2]","0.90000","0.60000","1.20000",""
"NUTSEVWASTINGPREV","PUBLISHED","2019","","15","","","3.1 [1.6-6.2]","3.10000","1.60000","6.20000",""
"NUTSEVWASTINGPREV","PUBLISHED","2019","","543","","","3.6 [2.8-4.5]","3.60000","2.80000","4.50000",""
"NUTSEVWASTINGPREV","PUBLISHED","2019","","142","","","2.9 [2.1-3.8]","2.90000","2.10000","3.80000","excluding Japan"
"NUTSEVWASTINGPREV","PUBLISHED","2019","","17","","","2.2 [1.7-2.9]","2.20000","1.70000","2.90000",""
"NUTSEVWASTINGPREV","PUBLISHED","2019","","34","","","4.4 [3.1-6.2]","4.40000","3.10000","6.20000",""
"NUTSEVWASTINGPREV","PUBLISHED","2019","","21","","","0.0","0.00000","","","regional average is based only on United States data, hence confidence intervals are not provided"
"NUTSEVWASTINGPREV","PUBLISHED","2019","","419","","","0.3 [0.2-0.4]","0.30000","0.20000","0.40000",""
"NUTSEVWASTINGPREV","PUBLISHED","2019","","13","","","0.2 [0.2-0.3]","0.20000","0.20000","0.30000",""
"NUTSEVWASTINGPREV","PUBLISHED","2019","","30","","","0.4 [0.4-0.4]","0.40000","0.40000","0.40000","excluding Japan"
"NUTSEVWASTINGPREV","PUBLISHED","2019","","145","","","1.1 [0.4-2.8]","1.10000","0.40000","2.80000",""
"NUTSEVWASTINGPREV","PUBLISHED","2019","AFR","","","","1.6 [1.2-2.2]","1.60000","1.20000","2.20000",""
"NUTSEVWASTINGPREV","PUBLISHED","2019","AMR","","","","0.1 [0.0-0.4]","0.10000","0.00000","0.40000",""
"NUTSEVWASTINGPREV","PUBLISHED","2019","SEAR","","","","4.6 [3.3-6.2]","4.60000","3.30000","6.20000",""
"NUTSEVWASTINGPREV","PUBLISHED","2019","WPR","","","","0.5 [0.3-0.8]","0.50000","0.30000","0.80000",""
"NUTSEVWASTINGPREV","PUBLISHED","2019","EMR","","","","3.0 [2.2-4.0]","3.00000","2.20000","4.00000",""
"NUTSEVWASTINGPREV","PUBLISHED","2019","","","WB_UMI","","0.4 [0.3-0.6]","0.40000","0.30000","0.60000",""
"NUTSEVWASTINGPREV","PUBLISHED","2019","","","WB_MI","","2.3 [1.4-3.2]","2.30000","1.40000","3.20000",""
"NUTSEVWASTINGPREV","PUBLISHED","2019","","","WB_LMI","","3.4 [2.3-5.2]","3.40000","2.30000","5.20000",""
"NUTSEVWASTINGPREV","PUBLISHED","2019","","","WB_LIMI","","2.2 [1.4-2.9]","2.20000","1.40000","2.90000",""
"NUTSEVWASTINGPREV","PUBLISHED","2019","","","WB_HI","","0.0 [0.0-0.1]","0.00000","0.00000","0.10000","Consecutive Low Population Coverage"
"NUTSEVWASTINGPREV","PUBLISHED","2019","","","WB_LI","","1.6 [1.2-2.0]","1.60000","1.20000","2.00000",""
"NUTSEVWASTINGPREV","PUBLISHED","2019","GLOBAL","1","WB_WORLD_INCOME","UNSDG_WORLD","2.1 [1.6-2.6]","2.10000","1.60000","2.60000",""
