"GHO","DATASOURCE","PUBLISHSTATE","YEAR","REGION","COUNTRY","Display Value","Numeric","Low","High","Comments"
"SA_0000001696_ARCHIVED","SA_0000001696_ISR","PUBLISHED","2000","EUR","ISR","2.2","2.20000","","",""
"SA_0000001696_ARCHIVED","SA_0000001696_ISR","PUBLISHED","2003","EUR","ISR","2.3","2.30000","","",""
"SA_0000001696_ARCHIVED","SA_0000001696_ITA","PUBLISHED","2006","EUR","ITA","2.8","2.80000","","",""
"SA_0000001696_ARCHIVED","SA_0000001696_NLD","PUBLISHED","2001","EUR","NLD","2.9","2.90000","","",""
"SA_0000001696_ARCHIVED","SA_0000001696_CZE","PUBLISHED","2006","EUR","CZE","4.5","4.50000","","",""
"SA_0000001696_ARCHIVED","SA_0000001696_ISR","PUBLISHED","2005","EUR","ISR","4.6","4.60000","","",""
"SA_0000001696_ARCHIVED","SA_0000001696_SVK","PUBLISHED","2007","EUR","SVK","4.8","4.80000","","",""
"SA_0000001696_ARCHIVED","SA_0000001696_CZE","PUBLISHED","2004","EUR","CZE","4.9","4.90000","","",""
"SA_0000001696_ARCHIVED","SA_0000001696_BGR","PUBLISHED","2012","EUR","BGR","5.0","5.00000","","",""
"SA_0000001696_ARCHIVED","SA_0000001696_JPN","PUBLISHED","2009","WPR","JPN","6.1","6.10000","","",""
"SA_0000001696_ARCHIVED","SA_0000001696_POL","PUBLISHED","2010","EUR","POL","6.4","6.40000","","",""
"SA_0000001696_ARCHIVED","SA_0000001696_SVK","PUBLISHED","2005","EUR","SVK","6.6","6.60000","","",""
"SA_0000001696_ARCHIVED","SA_0000001696_SVK","PUBLISHED","2004","EUR","SVK","6.8","6.80000","","",""
"SA_0000001696_ARCHIVED","SA_0000001696_AUT","PUBLISHED","2000","EUR","AUT","6.8","6.80000","","",""
"SA_0000001696_ARCHIVED","SA_0000001696_AUT","PUBLISHED","2008","EUR","AUT","7.7","7.70000","","",""
"SA_0000001696_ARCHIVED","SA_0000001696_KOR","PUBLISHED","1996","WPR","KOR","7.7","7.70000","","",""
"SA_0000001696_ARCHIVED","SA_0000001696_AUT","PUBLISHED","2007","EUR","AUT","7.8","7.80000","","",""
"SA_0000001696_ARCHIVED","SA_0000001696_CZE","PUBLISHED","2008","EUR","CZE","7.9","7.90000","","",""
"SA_0000001696_ARCHIVED","SA_0000001696_KOR","PUBLISHED","1997","WPR","KOR","8.7","8.70000","","",""
"SA_0000001696_ARCHIVED","SA_0000001696_ALB","PUBLISHED","2003","EUR","ALB","8.8","8.80000","","",""
"SA_0000001696_ARCHIVED","SA_0000001696_GRC","PUBLISHED","2007","EUR","GRC","9.2","9.20000","","",""
"SA_0000001696_ARCHIVED","SA_0000001696_DEU","PUBLISHED","2010","EUR","DEU","9.4","9.40000","","",""
"SA_0000001696_ARCHIVED","SA_0000001696_JPN","PUBLISHED","2004","WPR","JPN","10.9","10.90000","","",""
"SA_0000001696_ARCHIVED","SA_0000001696_LTU","PUBLISHED","2008","EUR","LTU","11.0","11.00000","","",""
"SA_0000001696_ARCHIVED","SA_0000001696_DEU","PUBLISHED","2003","EUR","DEU","11.3","11.30000","","",""
"SA_0000001696_ARCHIVED","SA_0000001696_DEU","PUBLISHED","2007","EUR","DEU","11.4","11.40000","","",""
"SA_0000001696_ARCHIVED","SA_0000001696_HUN","PUBLISHED","2007","EUR","HUN","13.1","13.10000","","",""
"SA_0000001696_ARCHIVED","SA_0000001696_SGP","PUBLISHED","2006","WPR","SGP","13.2","13.20000","","",""
"SA_0000001696_ARCHIVED","SA_0000001696_CZE","PUBLISHED","2010","EUR","CZE","13.5","13.50000","","",""
"SA_0000001696_ARCHIVED","SA_0000001696_GBR","PUBLISHED","2005","EUR","GBR","13.6","13.60000","","",""
"SA_0000001696_ARCHIVED","SA_0000001696_GBR","PUBLISHED","2004","EUR","GBR","14.8","14.80000","","",""
"SA_0000001696_ARCHIVED","SA_0000001696_ESP","PUBLISHED","2001","EUR","ESP","15.0","15.00000","","",""
"SA_0000001696_ARCHIVED","SA_0000001696_ESP","PUBLISHED","2003","EUR","ESP","16.1","16.10000","","",""
"SA_0000001696_ARCHIVED","SA_0000001696_CHE","PUBLISHED","2008","EUR","CHE","16.3","16.30000","","",""
"SA_0000001696_ARCHIVED","SA_0000001696_NOR","PUBLISHED","2007","EUR","NOR","18.9","18.90000","","",""
"SA_0000001696_ARCHIVED","SA_0000001696_SWE","PUBLISHED","2006","EUR","SWE","18.9","18.90000","","",""
"SA_0000001696_ARCHIVED","SA_0000001696_SWE","PUBLISHED","2007","EUR","SWE","19.4","19.40000","","",""
"SA_0000001696_ARCHIVED","SA_0000001696_CHE","PUBLISHED","2003","EUR","CHE","19.4","19.40000","","",""
"SA_0000001696_ARCHIVED","SA_0000001696_FRA","PUBLISHED","2002","EUR","FRA","19.5","19.50000","","",""
"SA_0000001696_ARCHIVED","SA_0000001696_CHL","PUBLISHED","2008","AMR","CHL","21.2","21.20000","","",""
"SA_0000001696_ARCHIVED","SA_0000001696_CHL","PUBLISHED","2004","AMR","CHL","21.4","21.40000","","",""
"SA_0000001696_ARCHIVED","SA_0000001696_SWE","PUBLISHED","2003","EUR","SWE","21.5","21.50000","","",""
"SA_0000001696_ARCHIVED","SA_0000001696_DNK","PUBLISHED","2000","EUR","DNK","22.1","22.10000","","",""
"SA_0000001696_ARCHIVED","SA_0000001696_CHL","PUBLISHED","2003","AMR","CHL","22.4","22.40000","","",""
"SA_0000001696_ARCHIVED","SA_0000001696_DNK","PUBLISHED","2010","EUR","DNK","25.1","25.10000","","",""
"SA_0000001696_ARCHIVED","SA_0000001696_FRA","PUBLISHED","2011","EUR","FRA","25.6","25.60000","","",""
"SA_0000001696_ARCHIVED","SA_0000001696_ESP","PUBLISHED","2009","EUR","ESP","26.5","26.50000","","",""
"SA_0000001696_ARCHIVED","SA_0000001696_AUS","PUBLISHED","2005","WPR","AUS","27.0","27.00000","","",""
"SA_0000001696_ARCHIVED","SA_0000001696_NZL","PUBLISHED","2012","WPR","NZL","30.7","30.70000","","",""
"SA_0000001696_ARCHIVED","SA_0000001696_NZL","PUBLISHED","2003","WPR","NZL","30.9","30.90000","","",""
"SA_0000001696_ARCHIVED","SA_0000001696_COK","PUBLISHED","2003","WPR","COK","33.3","33.30000","","",""
"SA_0000001696_ARCHIVED","SA_0000001696_SVN","PUBLISHED","2012","EUR","SVN","34.0","34.00000","","",""
"SA_0000001696_ARCHIVED","SA_0000001696_USA","PUBLISHED","2004","AMR","USA","39.5","39.50000","","",""
"SA_0000001696_ARCHIVED","SA_0000001696_USA","PUBLISHED","2003","AMR","USA","39.9","39.90000","","",""
