"GHO","DATASOURCE","PUBLISHSTATE","YEAR","REGION","COUNTRY","Display Value","Numeric","Low","High","Comments"
"SA_0000001789","SA_0000001789_AZE","PUBLISHED","2012","EUR","AZE","3.5","","","",""
"SA_0000001789","SA_0000001789_AZE","PUBLISHED","2005","EUR","AZE","3.3","","","",""
"SA_0000001789","SA_0000001789_AZE","PUBLISHED","1998","EUR","AZE","No data","","","",""
"SA_0000001789","SA_0000001789_AZE","PUBLISHED","2000","EUR","AZE","4.9","","","",""
"SA_0000001789","SA_0000001789_AZE","PUBLISHED","2003","EUR","AZE","No data","","","",""
"SA_0000001789","SA_0000001789_AZE","PUBLISHED","1997","EUR","AZE","No data","","","",""
"SA_0000001789","SA_0000001789_AZE","PUBLISHED","1999","EUR","AZE","No data","","","",""
"SA_0000001789","SA_0000001789_AZE","PUBLISHED","2004","EUR","AZE","No data","","","",""
"SA_0000001789","SA_0000001789_AZE","PUBLISHED","2006","EUR","AZE","No data","","","",""
"SA_0000001789","SA_0000001789_AZE","PUBLISHED","2013","EUR","AZE","4.1","","","",""
"SA_0000001789","SA_0000001789_AZE","PUBLISHED","2015","EUR","AZE","2.3","","","",""
"SA_0000001789","SA_0000001789_AZE","PUBLISHED","1995","EUR","AZE","7.2","","","",""
"SA_0000001789","SA_0000001789_AZE","PUBLISHED","2008","EUR","AZE","2.9","","","",""
"SA_0000001789","SA_0000001789_AZE","PUBLISHED","2010","EUR","AZE","3.5","","","",""
"SA_0000001789","SA_0000001789_AZE","PUBLISHED","1996","EUR","AZE","No data","","","",""
"SA_0000001789","SA_0000001789_AZE","PUBLISHED","2007","EUR","AZE","No data","","","",""
"SA_0000001789","SA_0000001789_AZE","PUBLISHED","2014","EUR","AZE","3.8","","","",""
"SA_0000001789","SA_0000001789_AZE","PUBLISHED","2009","EUR","AZE","3.1","","","",""
"SA_0000001789","SA_0000001789_AZE","PUBLISHED","2011","EUR","AZE","3.8","","","",""
"SA_0000001789","SA_0000001789_AZE","PUBLISHED","2001","EUR","AZE","No data","","","",""
"SA_0000001789","SA_0000001789_AZE","PUBLISHED","2002","EUR","AZE","No data","","","",""
"SA_0000001789","SA_0000001789_BLR","PUBLISHED","2012","EUR","BLR","21.2","","","",""
"SA_0000001789","SA_0000001789_BLR","PUBLISHED","2005","EUR","BLR","16.7","","","",""
"SA_0000001789","SA_0000001789_BLR","PUBLISHED","2006","EUR","BLR","17.1","","","",""
"SA_0000001789","SA_0000001789_BLR","PUBLISHED","2007","EUR","BLR","17.9","","","",""
"SA_0000001789","SA_0000001789_BLR","PUBLISHED","2011","EUR","BLR","20.4","","","",""
"SA_0000001789","SA_0000001789_BLR","PUBLISHED","2013","EUR","BLR","20.6","","","",""
"SA_0000001789","SA_0000001789_BLR","PUBLISHED","2014","EUR","BLR","19.5","","","",""
"SA_0000001789","SA_0000001789_BLR","PUBLISHED","2010","EUR","BLR","20.7","","","",""
"SA_0000001789","SA_0000001789_BLR","PUBLISHED","2015","EUR","BLR","18.2","","","",""
"SA_0000001789","SA_0000001789_BLR","PUBLISHED","2008","EUR","BLR","20.4","","","",""
