"GHO","DATASOURCE","PUBLISHSTATE","YEAR","REGION","COUNTRY","EDUCATIONLEVEL","SEX","RESIDENCEAREATYPE","WEALTHQUINTILE","DHSMICSGEOREGION","Display Value","Numeric","Low","High","Comments"
"wast3","EQ_MICS","PUBLISHED","2014","AFR","GNB","","MLE","","","","No data","","","","Not available."
"wast3","EQ_DHS","PUBLISHED","1998","AMR","GTM","","FMLE","","","","2.6 [1.8-3.8]","2.60951","1.79609","3.77714",""
"wast3","EQ_DHS","PUBLISHED","1998","AMR","GTM","","MLE","","","","4.9 [3.5-6.9]","4.94438","3.49655","6.94856",""
"wast3","EQ_RHS","PUBLISHED","2008","AMR","GTM","","MLE","","","","1.4 [1.0-2.0]","1.43341","1.01093","2.02883",""
"wast3","EQ_MICS","PUBLISHED","2006","AMR","GUY","","FMLE","","","","No data","","","","Not available."
"wast3","EQ_MICS","PUBLISHED","2006","AMR","GUY","","MLE","","","","No data","","","","Not available."
"wast3","EQ_MICS","PUBLISHED","2014","AMR","GUY","","FMLE","","","","No data","","","","Not available."
"wast3","EQ_MICS","PUBLISHED","2014","AMR","GUY","","MLE","","","","No data","","","","Not available."
"wast3","EQ_RHS","PUBLISHED","1996","AMR","HND","","FMLE","","","","No data","","","","Not available."
"wast3","EQ_RHS","PUBLISHED","1996","AMR","HND","","MLE","","","","No data","","","","Not available."
