"GHO","DATASOURCE","PUBLISHSTATE","YEAR","REGION","COUNTRY","Display Value","Numeric","Low","High","Comments"
"SA_0000001476","SA_0000001476_AUS","PUBLISHED","1991","WPR","AUS","4.1","4.10000","","",""
"SA_0000001476","SA_0000001476_AUS","PUBLISHED","1994","WPR","AUS","2.9","2.90000","","",""
"SA_0000001476","SA_0000001476_AUT","PUBLISHED","2004","EUR","AUT","1.4","1.40000","","",""
"SA_0000001476","SA_0000001476_AUT","PUBLISHED","2006","EUR","AUT","1.3","1.30000","","",""
"SA_0000001476","SA_0000001476_AUT","PUBLISHED","2008","EUR","AUT","1.4","1.40000","","",""
"SA_0000001476","SA_0000001476_AZE","PUBLISHED","2008","EUR","AZE","0.6","0.60000","","",""
"SA_0000001476","SA_0000001476_AZE","PUBLISHED","2010","EUR","AZE","0.5","0.50000","","",""
"SA_0000001476","SA_0000001476_BLR","PUBLISHED","2011","EUR","BLR","2.2","2.20000","","",""
"SA_0000001476","SA_0000001476_CAN","PUBLISHED","2002","AMR","CAN","2.1","2.10000","","",""
"SA_0000001476","SA_0000001476_CAN","PUBLISHED","2004","AMR","CAN","2.1","2.10000","","",""
"SA_0000001476","SA_0000001476_HRV","PUBLISHED","2010","EUR","HRV","1.5","1.50000","","",""
"SA_0000001476","SA_0000001476_CYP","PUBLISHED","1991","EUR","CYP","0.6","0.60000","","",""
"SA_0000001476","SA_0000001476_DNK","PUBLISHED","2011","EUR","DNK","1.6","1.60000","","",""
"SA_0000001476","SA_0000001476_EST","PUBLISHED","1996","EUR","EST","1.7","1.70000","","",""
"SA_0000001476","SA_0000001476_ETH","PUBLISHED","2010","AFR","ETH","3.6","3.60000","","",""
"SA_0000001476","SA_0000001476_FIN","PUBLISHED","2006","EUR","FIN","4.6","4.60000","","",""
"SA_0000001476","SA_0000001476_FIN","PUBLISHED","2008","EUR","FIN","4.6","4.60000","","",""
"SA_0000001476","SA_0000001476_FIN","PUBLISHED","2010","EUR","FIN","4.7","4.70000","","",""
"SA_0000001476","SA_0000001476_GRC","PUBLISHED","2007","EUR","GRC","0.9","0.90000","","",""
"SA_0000001476","SA_0000001476_GRC","PUBLISHED","2009","EUR","GRC","0.9","0.90000","","",""
"SA_0000001476","SA_0000001476_ISL","PUBLISHED","1999","EUR","ISL","3.2","3.20000","","",""
"SA_0000001476","SA_0000001476_ISL","PUBLISHED","2001","EUR","ISL","3.5","3.50000","","",""
"SA_0000001476","SA_0000001476_ITA","PUBLISHED","1990","EUR","ITA","1.1","1.10000","","",""
"SA_0000001476","SA_0000001476_ITA","PUBLISHED","2005","EUR","ITA","0.8","0.80000","","",""
"SA_0000001476","SA_0000001476_ITA","PUBLISHED","2007","EUR","ITA","0.7","0.70000","","",""
