"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","ARCHIVE","Display Value","Numeric","Low","High","Comments"
"SA_0000001823_ARCHIVED","PUBLISHED","2010","EMR","DJI","DEC2019","0","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","EMR","EGY","DEC2019","-0.02","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","EMR","LBY","DEC2019","-0.01","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","EMR","MAR","DEC2019","-0.06","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","EMR","OMN","DEC2019","0","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","EMR","TUN","DEC2019","-0.12","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","EMR","ARE","DEC2019","-0.14","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","EUR","BLR","DEC2019","0.13","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","EUR","BEL","DEC2019","0.73","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","EUR","FIN","DEC2019","0.44","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","EUR","FRA","DEC2019","-0.64","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","EUR","ISR","DEC2019","0.04","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","EUR","ITA","DEC2019","-0.13","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","EUR","MNE","DEC2019","-0.1","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","EUR","NLD","DEC2019","0.63","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","EUR","SMR","DEC2019",".","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","EUR","SRB","DEC2019","0.14","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","EUR","MKD","DEC2019","-0.26","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","EUR","TUR","DEC2019","-0.08","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","EUR","TKM","DEC2019","-0.02","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","SEAR","PRK","DEC2019","0","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","SEAR","IND","DEC2019","0","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","WPR","AUS","DEC2019","0.17","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","WPR","BRN","DEC2019","-0.45","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","WPR","LAO","DEC2019","-0.04","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","WPR","MYS","DEC2019","-0.09","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","WPR","PNG","DEC2019","-0.01","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","WPR","PHL","DEC2019","0","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","WPR","VUT","DEC2019","-0.22","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","WPR","VNM","DEC2019","-0.01","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","AFR","COM","DEC2019","-0.01","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","AFR","COG","DEC2019","-0.01","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","AFR","ERI","DEC2019","0","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","AFR","ETH","DEC2019","0","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","AFR","MLI","DEC2019","0","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","AFR","MRT","DEC2019","0","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","AFR","NAM","DEC2019","-0.08","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","AFR","NER","DEC2019","0","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","AFR","UGA","DEC2019","0","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","AFR","TZA","DEC2019","0","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","AMR","ARG","DEC2019","0.05","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","AMR","BHS","DEC2019","-5.08","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","AMR","DOM","DEC2019","-0.13","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","AMR","ECU","DEC2019","-0.01","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","AMR","GUY","DEC2019","0","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","AMR","HTI","DEC2019","-0.03","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","AMR","SUR","DEC2019","-0.03","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","AMR","TTO","DEC2019","-0.05","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","AMR","VEN","DEC2019","0.02","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","EMR","AFG","DEC2019","0","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","EMR","BHR","DEC2019","-0.26","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","EMR","PAK","DEC2019","0","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","EMR","QAT","DEC2019","0.01","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","EMR","SDN","DEC2019","0","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","EMR","SYR","DEC2019","-0.05","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","EUR","BIH","DEC2019","0.2","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","EUR","BGR","DEC2019","-0.05","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","EUR","DNK","DEC2019","-0.31","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","EUR","EST","DEC2019","-3.56","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","EUR","KAZ","DEC2019","0.02","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","EUR","KGZ","DEC2019","0.01","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","EUR","MLT","DEC2019","-0.83","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","EUR","MCO","DEC2019",".","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","EUR","SVK","DEC2019","-0.54","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","EUR","SVN","DEC2019","0","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","EUR","CHE","DEC2019","0.81","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","EUR","TJK","DEC2019","0.01","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","SEAR","IDN","DEC2019","0","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","SEAR","MDV","DEC2019","-0.52","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","SEAR","THA","DEC2019","-0.02","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","SEAR","TLS","DEC2019","0","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","WPR","MHL","DEC2019",".","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","WPR","FSM","DEC2019","-0.06","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","WPR","NIU","DEC2019","0","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","WPR","PLW","DEC2019",".","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","AFR","BFA","DEC2019","0","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","AFR","BDI","DEC2019","0","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","AFR","CIV","DEC2019","0","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","AFR","COD","DEC2019","0","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","AFR","GNB","DEC2019","0","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","AFR","KEN","DEC2019","-0.01","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","AFR","MUS","DEC2019","-0.15","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","AFR","MOZ","DEC2019","-0.01","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","AFR","SYC","DEC2019","-1.8","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","AFR","SLE","DEC2019","0","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","AFR","ZWE","DEC2019","-0.01","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","AMR","ATG","DEC2019","-2.23","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","AMR","CAN","DEC2019","-0.11","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","AMR","CHL","DEC2019","-0.01","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","AMR","SLV","DEC2019","-0.02","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","AMR","GRD","DEC2019","-0.88","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","AMR","PAN","DEC2019","-0.07","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","AMR","PRY","DEC2019","-0.23","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","AMR","USA","DEC2019","0.19","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","AMR","URY","DEC2019","-0.12","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","EMR","IRQ","DEC2019","0","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","EMR","JOR","DEC2019","-0.06","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","EMR","SAU","DEC2019","-0.02","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","EMR","SOM","DEC2019","0","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","EUR","AND","DEC2019","-0.44","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","EUR","ARM","DEC2019","0.06","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","EUR","AUT","DEC2019","-0.16","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","EUR","HRV","DEC2019","-2.35","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","EUR","CYP","DEC2019","-0.67","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","EUR","GRC","DEC2019","-0.27","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","EUR","HUN","DEC2019","-1.09","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","EUR","LTU","DEC2019","-0.02","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","EUR","LUX","DEC2019","0.04","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","EUR","POL","DEC2019","-0.5","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","EUR","PRT","DEC2019","-0.49","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","EUR","ESP","DEC2019","-0.24","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","EUR","SWE","DEC2019","-0.01","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","EUR","UZB","DEC2019","0.01","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","SEAR","BGD","DEC2019","0","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","SEAR","MMR","DEC2019","0","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","SEAR","NPL","DEC2019","0","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","SEAR","LKA","DEC2019","-0.01","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","WPR","COK","DEC2019","0","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","WPR","FJI","DEC2019","-0.25","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","WPR","NRU","DEC2019","0","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","WPR","NZL","DEC2019","0.32","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","WPR","SGP","DEC2019","-0.13","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","WPR","SLB","DEC2019","-0.01","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","AFR","DZA","DEC2019","-0.01","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","AFR","AGO","DEC2019","0","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","AFR","CAF","DEC2019","0","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","AFR","TCD","DEC2019","-0.01","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","AFR","ETH","DEC2019","0","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","AFR","GAB","DEC2019","0","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","AFR","MDG","DEC2019","0","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","AFR","MWI","DEC2019","0","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","AFR","NGA","DEC2019","0","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","AFR","RWA","DEC2019","-0.01","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","AFR","TGO","DEC2019","0","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","AFR","UGA","DEC2019","0","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","AMR","BRB","DEC2019","-1.03","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","AMR","BLZ","DEC2019","-0.89","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","AMR","CUB","DEC2019","-0.04","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","AMR","DMA","DEC2019","-0.75","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","AMR","DOM","DEC2019","-0.12","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","AMR","HTI","DEC2019","-0.02","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","AMR","HND","DEC2019","-0.03","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","AMR","LCA","DEC2019","-1.25","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","AMR","VCT","DEC2019","-0.48","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","EMR","BHR","DEC2019","-0.27","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","EMR","DJI","DEC2019","0","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","EMR","MAR","DEC2019","-0.09","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","EMR","OMN","DEC2019","0","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","EMR","TUN","DEC2019","-0.16","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","EMR","ARE","DEC2019","-0.17","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","EUR","BEL","DEC2019","0.68","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","EUR","BIH","DEC2019","0.23","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","EUR","EST","DEC2019","-5.31","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","EUR","FIN","DEC2019","0.38","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","EUR","FRA","DEC2019","-0.66","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","EUR","ISR","DEC2019","0.03","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","EUR","ITA","DEC2019","-0.12","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","EUR","MCO","DEC2019",".","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","EUR","MNE","DEC2019","-0.07","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","EUR","SMR","DEC2019",".","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","EUR","SRB","DEC2019","0.15","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","EUR","MKD","DEC2019","-0.33","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","EUR","TUR","DEC2019","-0.07","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","SEAR","IND","DEC2019","0","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","SEAR","IDN","DEC2019","0","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","WPR","AUS","DEC2019","0.15","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","WPR","BRN","DEC2019","-0.37","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","WPR","LAO","DEC2019","-0.03","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","WPR","MYS","DEC2019","-0.14","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","WPR","MHL","DEC2019",".","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","WPR","PLW","DEC2019",".","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","WPR","PNG","DEC2019","0","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","WPR","VUT","DEC2019","-0.24","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","WPR","VNM","DEC2019","0","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","AFR","BEN","DEC2019","-0.01","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","AFR","CMR","DEC2019","-0.01","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","AFR","COG","DEC2019","-0.01","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","AFR","GNQ","DEC2019","0","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","AFR","GIN","DEC2019","0","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","AFR","LSO","DEC2019","0.1","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","AFR","MLI","DEC2019","0","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","AFR","NER","DEC2019","0","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","AFR","SEN","DEC2019","-0.02","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","AFR","ZAF","DEC2019","0","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","AFR","ZMB","DEC2019","0","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","AMR","ARG","DEC2019","0.06","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","AMR","BOL","DEC2019","-0.01","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","AMR","CRI","DEC2019","-0.09","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","AMR","ECU","DEC2019","-0.01","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","AMR","GTM","DEC2019","-0.01","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","AMR","NIC","DEC2019","-0.02","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","AMR","PER","DEC2019","-0.01","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","AMR","SUR","DEC2019","-0.04","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","EMR","AFG","DEC2019","0","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","EMR","IRN","DEC2019","0","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","EMR","KWT","DEC2019","-0.02","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","EMR","QAT","DEC2019","0.01","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","EMR","SDN","DEC2019","0","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","EMR","YEM","DEC2019","-0.01","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","EUR","AZE","DEC2019","0.02","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","EUR","BGR","DEC2019","-0.05","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","EUR","CZE","DEC2019","-0.06","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","EUR","DEU","DEC2019","0.73","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","EUR","ISL","DEC2019","-0.05","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","EUR","KAZ","DEC2019","0.02","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","EUR","LVA","DEC2019","-0.14","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","EUR","MLT","DEC2019","-0.96","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","EUR","NOR","DEC2019","0.43","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","EUR","MDA","DEC2019","0.23","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","EUR","RUS","DEC2019","0.03","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","EUR","SVN","DEC2019","0","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","EUR","CHE","DEC2019","0.82","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","EUR","GBR","DEC2019","0.57","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","SEAR","BTN","DEC2019","-0.01","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","SEAR","MDV","DEC2019","-0.36","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","SEAR","TLS","DEC2019","-0.01","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","WPR","CHN","DEC2019","0","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","WPR","JPN","DEC2019","0.05","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","WPR","MNG","DEC2019","0.02","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","WPR","NIU","DEC2019","0","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","WPR","KOR","DEC2019","0.01","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","WPR","TUV","DEC2019","0","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","AFR","BFA","DEC2019","0","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","AFR","BDI","DEC2019","0","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","AFR","COD","DEC2019","0","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","AFR","GNQ","DEC2019","0","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","AFR","GIN","DEC2019","0","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","AFR","GNB","DEC2019","0","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","AFR","MUS","DEC2019","-0.14","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","AFR","MOZ","DEC2019","-0.01","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","AFR","SLE","DEC2019","0","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","AFR","ZAF","DEC2019","0","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","AFR","ZMB","DEC2019","0","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","AFR","ZWE","DEC2019","-0.01","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","AMR","ATG","DEC2019","-2.58","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","AMR","CAN","DEC2019","-0.1","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","AMR","CHL","DEC2019","-0.01","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","AMR","GRD","DEC2019","-1.01","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","AMR","GTM","DEC2019","-0.02","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","AMR","PAN","DEC2019","-0.06","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","AMR","PRY","DEC2019","-0.2","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","AMR","USA","DEC2019","0.2","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","AMR","URY","DEC2019","-0.11","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","EMR","JOR","DEC2019","-0.06","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","EMR","KWT","DEC2019","-0.11","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","EMR","SAU","DEC2019","-0.01","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","EMR","SOM","DEC2019","0","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","EUR","AND","DEC2019","-0.45","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","EUR","ARM","DEC2019","0.06","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2016","EUR","CYP","DEC2019","-0.64","","","",""
"SA_0000001823_ARCHIVED","PUBLISHED","2010","EUR","CZE","DEC2019","-0.06","","","",""
