"GHO","DATASOURCE","PUBLISHSTATE","YEAR","REGION","COUNTRY","SEX","Display Value","Numeric","Low","High","Comments"
"SA_0000001787_ARCHIVED","SA_0000001787_KHM","PUBLISHED","2013","WPR","KHM","BTSX","52.0","52.00000","","",""
"SA_0000001787_ARCHIVED","SA_0000001787_BOL","PUBLISHED","2012","AMR","BOL","BTSX","56.0","56.00000","","",""
"SA_0000001787_ARCHIVED","SA_0000001787_TON","PUBLISHED","2010","WPR","TON","FMLE","69.6","69.60000","","",""
"SA_0000001787_ARCHIVED","SA_0000001787_PER","PUBLISHED","2010","AMR","PER","MLE","70.2","70.20000","","",""
"SA_0000001787_ARCHIVED","SA_0000001787_MUS","PUBLISHED","2011","AFR","MUS","BTSX","71.2","71.20000","","",""
"SA_0000001787_ARCHIVED","SA_0000001787_MNG","PUBLISHED","2013","WPR","MNG","BTSX","72.0","72.00000","","",""
"SA_0000001787_ARCHIVED","SA_0000001787_GUY","PUBLISHED","2010","AMR","GUY","BTSX","79.0","79.00000","","",""
"SA_0000001787_ARCHIVED","SA_0000001787_BLZ","PUBLISHED","2011","AMR","BLZ","BTSX","79.2","79.20000","","",""
"SA_0000001787_ARCHIVED","SA_0000001787_GUY","PUBLISHED","2010","AMR","GUY","MLE","80.5","80.50000","","",""
"SA_0000001787_ARCHIVED","SA_0000001787_MYS","PUBLISHED","2012","WPR","MYS","FMLE","81.4","81.40000","","",""
"SA_0000001787_ARCHIVED","SA_0000001787_BRB","PUBLISHED","2011","AMR","BRB","FMLE","88.6","88.60000","","",""
"SA_0000001787_ARCHIVED","SA_0000001787_BRB","PUBLISHED","2011","AMR","BRB","MLE","88.7","88.70000","","",""
"SA_0000001787_ARCHIVED","SA_0000001787_KHM","PUBLISHED","2013","WPR","KHM","FMLE","","","","","missing data"
"SA_0000001787_ARCHIVED","SA_0000001787_SLB","PUBLISHED","2011","WPR","SLB","FMLE","","","","","missing data"
"SA_0000001787_ARCHIVED","SA_0000001787_BOL","PUBLISHED","2012","AMR","BOL","FMLE","51.9","51.90000","","",""
"SA_0000001787_ARCHIVED","SA_0000001787_SLB","PUBLISHED","2011","WPR","SLB","BTSX","63.6","63.60000","","",""
"SA_0000001787_ARCHIVED","SA_0000001787_MNG","PUBLISHED","2010","WPR","MNG","BTSX","67.0","67.00000","","",""
"SA_0000001787_ARCHIVED","SA_0000001787_GTM","PUBLISHED","2009","AMR","GTM","FMLE","69.2","69.20000","","",""
"SA_0000001787_ARCHIVED","SA_0000001787_GTM","PUBLISHED","2009","AMR","GTM","BTSX","72.3","72.30000","","",""
"SA_0000001787_ARCHIVED","SA_0000001787_GTM","PUBLISHED","2009","AMR","GTM","MLE","74.4","74.40000","","",""
"SA_0000001787_ARCHIVED","SA_0000001787_CRI","PUBLISHED","2009","AMR","CRI","FMLE","76.7","76.70000","","",""
"SA_0000001787_ARCHIVED","SA_0000001787_HND","PUBLISHED","2012","AMR","HND","MLE","79.5","79.50000","","",""
"SA_0000001787_ARCHIVED","SA_0000001787_COK","PUBLISHED","2011","WPR","COK","MLE","81.0","81.00000","","",""
"SA_0000001787_ARCHIVED","SA_0000001787_GHA","PUBLISHED","2012","AFR","GHA","MLE","85.1","85.10000","","",""
"SA_0000001787_ARCHIVED","SA_0000001787_SYR","PUBLISHED","2010","EMR","SYR","BTSX","87.6","87.60000","","",""
"SA_0000001787_ARCHIVED","SA_0000001787_SYR","PUBLISHED","2010","EMR","SYR","MLE","88.6","88.60000","","",""
"SA_0000001787_ARCHIVED","SA_0000001787_SYR","PUBLISHED","2010","EMR","SYR","FMLE","","","","","missing data"
"SA_0000001787_ARCHIVED","SA_0000001787_SLV","PUBLISHED","2013","AMR","SLV","FMLE","65.9","65.90000","","",""
"SA_0000001787_ARCHIVED","SA_0000001787_PER","PUBLISHED","2010","AMR","PER","BTSX","66.4","66.40000","","",""
"SA_0000001787_ARCHIVED","SA_0000001787_SLV","PUBLISHED","2013","AMR","SLV","MLE","70.2","70.20000","","",""
"SA_0000001787_ARCHIVED","SA_0000001787_VUT","PUBLISHED","2011","WPR","VUT","BTSX","70.8","70.80000","","",""
"SA_0000001787_ARCHIVED","SA_0000001787_MNG","PUBLISHED","2013","WPR","MNG","MLE","75.0","75.00000","","",""
"SA_0000001787_ARCHIVED","SA_0000001787_BEN","PUBLISHED","2009","AFR","BEN","MLE","75.6","75.60000","","",""
"SA_0000001787_ARCHIVED","SA_0000001787_COK","PUBLISHED","2011","WPR","COK","BTSX","80.1","80.10000","","",""
