"GHO","DATASOURCE","PUBLISHSTATE","YEAR","REGION","COUNTRY","SEX","Display Value","Numeric","Low","High","Comments"
"SA_0000001784","SA_0000001784_AUT","PUBLISHED","2010","EUR","AUT","MLE","37","37.00000","","",""
"SA_0000001784","SA_0000001784_FIN","PUBLISHED","2010","EUR","FIN","MLE","7","7.00000","","",""
"SA_0000001784","SA_0000001784_DEU","PUBLISHED","2010","EUR","DEU","FMLE","15","15.00000","","",""
"SA_0000001784","SA_0000001784_NOR","PUBLISHED","2010","EUR","NOR","FMLE","9","9.00000","","",""
"SA_0000001784","SA_0000001784_POL","PUBLISHED","2010","EUR","POL","FMLE","11","11.00000","","",""
"SA_0000001784","SA_0000001784_ESP","PUBLISHED","2010","EUR","ESP","MLE","23","23.00000","","",""
"SA_0000001784","SA_0000001784_CHE","PUBLISHED","2010","EUR","CHE","FMLE","13","13.00000","","",""
"SA_0000001784","SA_0000001784_BEL","PUBLISHED","2005","EUR","BEL","MLE","39","39.00000","","",""
"SA_0000001784","SA_0000001784_CZE","PUBLISHED","2005","EUR","CZE","FMLE","27","27.00000","","",""
"SA_0000001784","SA_0000001784_DEU","PUBLISHED","2005","EUR","DEU","MLE","25","25.00000","","",""
"SA_0000001784","SA_0000001784_ISL","PUBLISHED","2005","EUR","ISL","FMLE","11","11.00000","","",""
"SA_0000001784","SA_0000001784_LVA","PUBLISHED","2005","EUR","LVA","MLE","31","31.00000","","",""
"SA_0000001784","SA_0000001784_LUX","PUBLISHED","2005","EUR","LUX","MLE","30","30.00000","","",""
"SA_0000001784","SA_0000001784_POL","PUBLISHED","2005","EUR","POL","FMLE","7","7.00000","","",""
"SA_0000001784","SA_0000001784_RUS","PUBLISHED","2005","EUR","RUS","MLE","27","27.00000","","",""
"SA_0000001784","SA_0000001784_SWE","PUBLISHED","2005","EUR","SWE","FMLE","9","9.00000","","",""
"SA_0000001784","SA_0000001784_MKD","PUBLISHED","2005","EUR","MKD","FMLE","15","15.00000","","",""
"SA_0000001784","SA_0000001784_USA","PUBLISHED","2005","AMR","USA","MLE","14","14.00000","","",""
"SA_0000001784","SA_0000001784_ARM","PUBLISHED","2014","EUR","ARM","MLE","18","18.00000","","",""
"SA_0000001784","SA_0000001784_BGR","PUBLISHED","2014","EUR","BGR","FMLE","17","17.00000","","",""
"SA_0000001784","SA_0000001784_HRV","PUBLISHED","2006","EUR","HRV","MLE","44","44.00000","","",""
"SA_0000001784","SA_0000001784_DNK","PUBLISHED","2006","EUR","DNK","FMLE","26","26.00000","","",""
"SA_0000001784","SA_0000001784_FIN","PUBLISHED","2014","EUR","FIN","MLE","8","8.00000","","",""
"SA_0000001784","SA_0000001784_DEU","PUBLISHED","2014","EUR","DEU","FMLE","8","8.00000","","",""
"SA_0000001784","SA_0000001784_IRL","PUBLISHED","2006","EUR","IRL","FMLE","19","19.00000","","",""
"SA_0000001784","SA_0000001784_ISR","PUBLISHED","2014","EUR","ISR","MLE","29","29.00000","","",""
"SA_0000001784","SA_0000001784_LVA","PUBLISHED","2014","EUR","LVA","FMLE","4","4.00000","","",""
"SA_0000001784","SA_0000001784_MLT","PUBLISHED","2006","EUR","MLT","MLE","51","51.00000","","",""
"SA_0000001784","SA_0000001784_NOR","PUBLISHED","2006","EUR","NOR","FMLE","10","10.00000","","",""
"SA_0000001784","SA_0000001784_POL","PUBLISHED","2014","EUR","POL","MLE","13","13.00000","","",""
"SA_0000001784","SA_0000001784_RUS","PUBLISHED","2006","EUR","RUS","FMLE","21","21.00000","","",""
"SA_0000001784","SA_0000001784_SVK","PUBLISHED","2014","EUR","SVK","MLE","19","19.00000","","",""
"SA_0000001784","SA_0000001784_ESP","PUBLISHED","2014","EUR","ESP","FMLE","8","8.00000","","",""
"SA_0000001784","SA_0000001784_MKD","PUBLISHED","2006","EUR","MKD","MLE","28","28.00000","","",""
"SA_0000001784","SA_0000001784_GBR","PUBLISHED","2006","EUR","GBR","FMLE","37.3","37.30000","","",""
"SA_0000001784","SA_0000001784_BEL","PUBLISHED","2010","EUR","BEL","FMLE","18","18.00000","","",""
"SA_0000001784","SA_0000001784_BEL","PUBLISHED","2010","EUR","BEL","MLE","29.5","29.50000","","",""
"SA_0000001784","SA_0000001784_FRA","PUBLISHED","2010","EUR","FRA","FMLE","13","13.00000","","",""
"SA_0000001784","SA_0000001784_FRA","PUBLISHED","2010","EUR","FRA","MLE","25","25.00000","","",""
"SA_0000001784","SA_0000001784_NLD","PUBLISHED","2010","EUR","NLD","FMLE","18","18.00000","","",""
"SA_0000001784","SA_0000001784_NLD","PUBLISHED","2010","EUR","NLD","MLE","25","25.00000","","",""
"SA_0000001784","SA_0000001784_SWE","PUBLISHED","2010","EUR","SWE","FMLE","9","9.00000","","",""
"SA_0000001784","SA_0000001784_SWE","PUBLISHED","2010","EUR","SWE","MLE","11","11.00000","","",""
"SA_0000001784","SA_0000001784_CAN","PUBLISHED","2005","AMR","CAN","FMLE","16","16.00000","","",""
"SA_0000001784","SA_0000001784_CAN","PUBLISHED","2005","AMR","CAN","MLE","19","19.00000","","",""
"SA_0000001784","SA_0000001784_NLD","PUBLISHED","2005","EUR","NLD","FMLE","31","31.00000","","",""
"SA_0000001784","SA_0000001784_NLD","PUBLISHED","2005","EUR","NLD","MLE","43","43.00000","","",""
"SA_0000001784","SA_0000001784_SVN","PUBLISHED","2005","EUR","SVN","FMLE","21","21.00000","","",""
"SA_0000001784","SA_0000001784_SVN","PUBLISHED","2005","EUR","SVN","MLE","36","36.00000","","",""
"SA_0000001784","SA_0000001784_AUT","PUBLISHED","2014","EUR","AUT","MLE","23","23.00000","","",""
"SA_0000001784","SA_0000001784_BEL","PUBLISHED","2014","EUR","BEL","FMLE","11","11.00000","","",""
"SA_0000001784","SA_0000001784_CZE","PUBLISHED","2006","EUR","CZE","FMLE","27","27.00000","","",""
"SA_0000001784","SA_0000001784_CZE","PUBLISHED","2006","EUR","CZE","MLE","39","39.00000","","",""
"SA_0000001784","SA_0000001784_FRA","PUBLISHED","2014","EUR","FRA","FMLE","8","8.00000","","",""
"SA_0000001784","SA_0000001784_FRA","PUBLISHED","2014","EUR","FRA","MLE","16","16.00000","","",""
"SA_0000001784","SA_0000001784_HUN","PUBLISHED","2006","EUR","HUN","MLE","35","35.00000","","",""
"SA_0000001784","SA_0000001784_ISL","PUBLISHED","2006","EUR","ISL","FMLE","11","11.00000","","",""
"SA_0000001784","SA_0000001784_ITA","PUBLISHED","2014","EUR","ITA","FMLE","18","18.00000","","",""
"SA_0000001784","SA_0000001784_ITA","PUBLISHED","2014","EUR","ITA","MLE","32","32.00000","","",""
"SA_0000001784","SA_0000001784_NLD","PUBLISHED","2006","EUR","NLD","FMLE","31","31.00000","","",""
"SA_0000001784","SA_0000001784_NLD","PUBLISHED","2006","EUR","NLD","MLE","43","43.00000","","",""
"SA_0000001784","SA_0000001784_PRT","PUBLISHED","2014","EUR","PRT","MLE","11","11.00000","","",""
"SA_0000001784","SA_0000001784_ROU","PUBLISHED","2014","EUR","ROU","FMLE","10","10.00000","","",""
"SA_0000001784","SA_0000001784_SVN","PUBLISHED","2014","EUR","SVN","FMLE","11","11.00000","","",""
"SA_0000001784","SA_0000001784_SVN","PUBLISHED","2014","EUR","SVN","MLE","18","18.00000","","",""
"SA_0000001784","SA_0000001784_UKR","PUBLISHED","2006","EUR","UKR","FMLE","47","47.00000","","",""
"SA_0000001784","SA_0000001784_UKR","PUBLISHED","2006","EUR","UKR","MLE","59","59.00000","","",""
"SA_0000001784","SA_0000001784_AUT","PUBLISHED","2010","EUR","AUT","FMLE","28","28.00000","","",""
"SA_0000001784","SA_0000001784_FIN","PUBLISHED","2010","EUR","FIN","FMLE","8","8.00000","","",""
"SA_0000001784","SA_0000001784_DEU","PUBLISHED","2010","EUR","DEU","MLE","28","28.00000","","",""
"SA_0000001784","SA_0000001784_ITA","PUBLISHED","2010","EUR","ITA","FMLE","26","26.00000","","",""
"SA_0000001784","SA_0000001784_LTU","PUBLISHED","2010","EUR","LTU","MLE","25","25.00000","","",""
"SA_0000001784","SA_0000001784_ROU","PUBLISHED","2010","EUR","ROU","FMLE","11","11.00000","","",""
"SA_0000001784","SA_0000001784_RUS","PUBLISHED","2010","EUR","RUS","MLE","13","13.00000","","",""
"SA_0000001784","SA_0000001784_UKR","PUBLISHED","2010","EUR","UKR","FMLE","30","30.00000","","",""
"SA_0000001784","SA_0000001784_USA","PUBLISHED","2010","AMR","USA","MLE","11","11.00000","","",""
"SA_0000001784","SA_0000001784_DEU","PUBLISHED","2005","EUR","DEU","FMLE","15","15.00000","","",""
"SA_0000001784","SA_0000001784_GRC","PUBLISHED","2005","EUR","GRC","FMLE","24","24.00000","","",""
"SA_0000001784","SA_0000001784_HUN","PUBLISHED","2005","EUR","HUN","MLE","35","35.00000","","",""
"SA_0000001784","SA_0000001784_ISL","PUBLISHED","2005","EUR","ISL","MLE","15","15.00000","","",""
"SA_0000001784","SA_0000001784_RUS","PUBLISHED","2005","EUR","RUS","FMLE","21","21.00000","","",""
"SA_0000001784","SA_0000001784_SVK","PUBLISHED","2005","EUR","SVK","FMLE","20","20.00000","","",""
"SA_0000001784","SA_0000001784_SWE","PUBLISHED","2005","EUR","SWE","MLE","15","15.00000","","",""
"SA_0000001784","SA_0000001784_CHE","PUBLISHED","2005","EUR","CHE","MLE","27","27.00000","","",""
"SA_0000001784","SA_0000001784_AUT","PUBLISHED","2006","EUR","AUT","FMLE","35","35.00000","","",""
"SA_0000001784","SA_0000001784_AUT","PUBLISHED","2014","EUR","AUT","FMLE","11","11.00000","","",""
"SA_0000001784","SA_0000001784_BEL","PUBLISHED","2014","EUR","BEL","MLE","18","18.00000","","",""
"SA_0000001784","SA_0000001784_BGR","PUBLISHED","2006","EUR","BGR","MLE","45","45.00000","","",""
"SA_0000001784","SA_0000001784_FIN","PUBLISHED","2006","EUR","FIN","FMLE","8","8.00000","","",""
"SA_0000001784","SA_0000001784_FIN","PUBLISHED","2014","EUR","FIN","FMLE","4","4.00000","","",""
"SA_0000001784","SA_0000001784_DEU","PUBLISHED","2006","EUR","DEU","MLE","25","25.00000","","",""
"SA_0000001784","SA_0000001784_DEU","PUBLISHED","2014","EUR","DEU","MLE","19","19.00000","","",""
"SA_0000001784","SA_0000001784_ISR","PUBLISHED","2014","EUR","ISR","FMLE","11","11.00000","","",""
"SA_0000001784","SA_0000001784_ITA","PUBLISHED","2006","EUR","ITA","FMLE","30","30.00000","","",""
"SA_0000001784","SA_0000001784_LVA","PUBLISHED","2014","EUR","LVA","MLE","10","10.00000","","",""
"SA_0000001784","SA_0000001784_LTU","PUBLISHED","2006","EUR","LTU","MLE","25","25.00000","","",""
"SA_0000001784","SA_0000001784_PRT","PUBLISHED","2006","EUR","PRT","FMLE","8","8.00000","","",""
"SA_0000001784","SA_0000001784_PRT","PUBLISHED","2014","EUR","PRT","FMLE","4","4.00000","","",""
"SA_0000001784","SA_0000001784_ROU","PUBLISHED","2014","EUR","ROU","MLE","30","30.00000","","",""
"SA_0000001784","SA_0000001784_MDA","PUBLISHED","2014","EUR","MDA","MLE","24","24.00000","","",""
"SA_0000001784","SA_0000001784_RUS","PUBLISHED","2006","EUR","RUS","MLE","27","27.00000","","",""
"SA_0000001784","SA_0000001784_MKD","PUBLISHED","2006","EUR","MKD","FMLE","15","15.00000","","",""
"SA_0000001784","SA_0000001784_MKD","PUBLISHED","2014","EUR","MKD","FMLE","9","9.00000","","",""
"SA_0000001784","SA_0000001784_UKR","PUBLISHED","2014","EUR","UKR","MLE","18","18.00000","","",""
