"GHO","PUBLISHSTATE","YEAR","REGION","WORLDBANKINCOMEGROUP","COUNTRY","SEX","RESIDENCEAREATYPE","WEALTHQUINTILE","Display Value","Numeric","Low","High","Comments"
"EQ_HIVPREV","PUBLISHED","2007","AFR","WB_LMI","SWZ","","TOTL","","25.86","","","",""
"EQ_HIVPREV","PUBLISHED","2008","AFR","WB_LI","TZA","","TOTL","","5.67","","","",""
"EQ_HIVPREV","PUBLISHED","2007","AFR","WB_LI","ZMB","","TOTL","","14.28","","","",""
"EQ_HIVPREV","PUBLISHED","2006","AFR","WB_LI","ZWE","","TOTL","","18.11","","","",""
"EQ_HIVPREV","PUBLISHED","2008","AFR","WB_LI","TZA","","","WQ3","13.46","","","",""
"EQ_HIVPREV","PUBLISHED","2008","AFR","WB_LI","TZA","","","WQ2","8.41","","","",""
"EQ_HIVPREV","PUBLISHED","2008","AFR","WB_LI","TZA","","","WQ1","7.59","","","",""
"EQ_HIVPREV","PUBLISHED","2007","AFR","WB_LMI","SWZ","","","WQ5","20.41","","","",""
"EQ_HIVPREV","PUBLISHED","2007","AFR","WB_LMI","SWZ","","","WQ4","28.56","","","",""
"EQ_HIVPREV","PUBLISHED","2007","AFR","WB_LMI","SWZ","","","WQ3","31.02","","","",""
"EQ_HIVPREV","PUBLISHED","2007","AFR","WB_LMI","SWZ","","","WQ2","37.79","","","",""
"EQ_HIVPREV","PUBLISHED","2007","AFR","WB_LMI","SWZ","","","WQ1","35.83","","","",""
"EQ_HIVPREV","PUBLISHED","2005","AFR","WB_LI","SEN","","","WQ5","0.39","","","",""
"EQ_HIVPREV","PUBLISHED","2005","AFR","WB_LI","SEN","","","WQ4","1.15","","","",""
"EQ_HIVPREV","PUBLISHED","2005","AFR","WB_LI","SEN","","","WQ3","0.44","","","",""
"EQ_HIVPREV","PUBLISHED","2005","AFR","WB_LI","SEN","","","WQ2","0.71","","","",""
"EQ_HIVPREV","PUBLISHED","2005","AFR","WB_LI","SEN","","","WQ1","1.26","","","",""
"EQ_HIVPREV","PUBLISHED","2005","AFR","WB_LI","RWA","","","WQ5","4.19","","","",""
"EQ_HIVPREV","PUBLISHED","2005","AFR","WB_LI","RWA","","","WQ4","8.74","","","",""
"EQ_HIVPREV","PUBLISHED","2005","AFR","WB_LI","RWA","","","WQ3","9.89","","","",""
"EQ_HIVPREV","PUBLISHED","2005","AFR","WB_LI","RWA","","","WQ2","6.25","","","",""
"EQ_HIVPREV","PUBLISHED","2005","AFR","WB_LI","RWA","","","WQ1","7","","","",""
"EQ_HIVPREV","PUBLISHED","2006","AFR","WB_LI","NER","","","WQ5","1.24","","","",""
"EQ_HIVPREV","PUBLISHED","2006","AFR","WB_LI","NER","","","WQ4","1.15","","","",""
"EQ_HIVPREV","PUBLISHED","2006","AFR","WB_LI","NER","","","WQ3","1.88","","","",""
"EQ_HIVPREV","PUBLISHED","2006","AFR","WB_LI","NER","","","WQ2","1.13","","","",""
"EQ_HIVPREV","PUBLISHED","2006","AFR","WB_LI","NER","","","WQ1","1.69","","","",""
"EQ_HIVPREV","PUBLISHED","2004","AFR","WB_LI","MWI","","","WQ5","8.51","","","",""
"EQ_HIVPREV","PUBLISHED","2005","AFR","","CPV","FMLE","URB","","0.4","0.40000","","",""
"EQ_HIVPREV","PUBLISHED","2010-2011","AFR","","SEN","FMLE","URB","","0.9","0.90000","","",""
"EQ_HIVPREV","PUBLISHED","2006","AFR","","NER","FMLE","URB","","1.5","1.50000","","",""
"EQ_HIVPREV","PUBLISHED","2006","AFR","","MLI","FMLE","URB","","2.3","2.30000","","","Only for Bamako"
"EQ_HIVPREV","PUBLISHED","2007","AFR","","COD","FMLE","URB","","2.4","2.40000","","",""
"EQ_HIVPREV","PUBLISHED","2010","AFR","","BFA","FMLE","URB","","2.6","2.60000","","",""
"EQ_HIVPREV","PUBLISHED","2008","AFR","","SLE","FMLE","URB","","2.7","2.70000","","",""
"EQ_HIVPREV","PUBLISHED","2006","AFR","","BEN","FMLE","URB","","2.8","2.80000","","","Only for Cotonou"
"EQ_HIVPREV","PUBLISHED","2007","AFR","","LBR","FMLE","URB","","2.8","2.80000","","",""
"EQ_HIVPREV","PUBLISHED","2003","AFR","","GHA","FMLE","URB","","2.9","2.90000","","",""
"EQ_HIVPREV","PUBLISHED","2005","AFR","","GIN","FMLE","URB","","3.9","3.90000","","",""
"EQ_HIVPREV","PUBLISHED","2009","AFR","","COG","FMLE","URB","","4.6","4.60000","","",""
"EQ_HIVPREV","PUBLISHED","2011","AFR","","ETH","FMLE","URB","","5.2","5.20000","","",""
"EQ_HIVPREV","PUBLISHED","2010","AFR","","BDI","FMLE","URB","","6.1","6.10000","","",""
"EQ_HIVPREV","PUBLISHED","2011","AFR","","CMR","FMLE","URB","","6.4","6.40000","","",""
"EQ_HIVPREV","PUBLISHED","2005","AFR","","CIV","FMLE","URB","","7.4","7.40000","","",""
"EQ_HIVPREV","PUBLISHED","2010","AFR","","RWA","FMLE","URB","","8.7","8.70000","","",""
"EQ_HIVPREV","PUBLISHED","2011-2012","AFR","","TZA","FMLE","URB","","8.9","8.90000","","",""
"EQ_HIVPREV","PUBLISHED","2010","AFR","","CAF","FMLE","URB","","10.3","10.30000","","",""
"EQ_HIVPREV","PUBLISHED","2011","AFR","","UGA","FMLE","URB","","10.7","10.70000","","",""
"EQ_HIVPREV","PUBLISHED","2009","AFR","","MOZ","FMLE","URB","","18.4","18.40000","","",""
"EQ_HIVPREV","PUBLISHED","2010","AFR","","MWI","FMLE","URB","","22.7","22.70000","","",""
"EQ_HIVPREV","PUBLISHED","2007","AFR","","ZMB","FMLE","URB","","23.1","23.10000","","",""
"EQ_HIVPREV","PUBLISHED","2005","AFR","","CPV","MLE","URB","","1.4","1.40000","","",""
"EQ_HIVPREV","PUBLISHED","2010-2011","AFR","","SEN","MLE","URB","","0.3","0.30000","","",""
"EQ_HIVPREV","PUBLISHED","2006","AFR","","NER","MLE","URB","","1.3","1.30000","","",""
"EQ_HIVPREV","PUBLISHED","2006","AFR","","MLI","MLE","URB","","1.5","1.50000","","","Only for Bamako"
"EQ_HIVPREV","PUBLISHED","2007","AFR","","COD","MLE","URB","","1.3","1.30000","","",""
"EQ_HIVPREV","PUBLISHED","2010","AFR","","BFA","MLE","URB","","1.4","1.40000","","",""
"EQ_HIVPREV","PUBLISHED","2008","AFR","","SLE","MLE","URB","","2.2","2.20000","","",""
"EQ_HIVPREV","PUBLISHED","2006","AFR","","BEN","MLE","URB","","0.5","0.50000","","","Only for Cotonou"
"EQ_HIVPREV","PUBLISHED","2007","AFR","","LBR","MLE","URB","","2.1","2.10000","","",""
"EQ_HIVPREV","PUBLISHED","2003","AFR","","GHA","MLE","URB","","1.5","1.50000","","",""
"EQ_HIVPREV","PUBLISHED","2005","AFR","","GIN","MLE","URB","","0.6","0.60000","","",""
"EQ_HIVPREV","PUBLISHED","2009","AFR","","COG","MLE","URB","","1.9","1.90000","","",""
"EQ_HIVPREV","PUBLISHED","2011","AFR","","ETH","MLE","URB","","2.9","2.90000","","",""
"EQ_HIVPREV","PUBLISHED","2010","AFR","","BDI","MLE","URB","","2.4","2.40000","","",""
"EQ_HIVPREV","PUBLISHED","2005","AFR","","CIV","MLE","URB","","3.2","3.20000","","",""
"EQ_HIVPREV","PUBLISHED","2010","AFR","","RWA","MLE","URB","","5.4","5.40000","","",""
"EQ_HIVPREV","PUBLISHED","2011-2012","AFR","","TZA","MLE","URB","","5.1","5.10000","","",""
"EQ_HIVPREV","PUBLISHED","2010","AFR","","CAF","MLE","URB","","4.8","4.80000","","",""
"EQ_HIVPREV","PUBLISHED","2011","AFR","","UGA","MLE","URB","","6.1","6.10000","","",""
"EQ_HIVPREV","PUBLISHED","2009","AFR","","MOZ","MLE","URB","","12.8","12.80000","","",""
"EQ_HIVPREV","PUBLISHED","2007","AFR","","ZMB","MLE","URB","","15.9","15.90000","","",""
"EQ_HIVPREV","PUBLISHED","2005","AFR","","CPV","FMLE","RUR","","0.4","0.40000","","",""
"EQ_HIVPREV","PUBLISHED","2010-2011","AFR","","SEN","FMLE","RUR","","0.7","0.70000","","",""
"EQ_HIVPREV","PUBLISHED","2006","AFR","","NER","FMLE","RUR","","0.5","0.50000","","",""
"EQ_HIVPREV","PUBLISHED","2006","AFR","","MLI","FMLE","RUR","","1.2","1.20000","","","Only for Bamako"
"EQ_HIVPREV","PUBLISHED","2010","AFR","","BFA","FMLE","RUR","","0.7","0.70000","","",""
