"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","RESIDENCEAREATYPE","Display Value","Numeric","Low","High","Comments"
"WSH_SANITATION_BASIC","PUBLISHED","2000","EMR","AFG","RUR","22","21.79577","","",""
"WSH_SANITATION_BASIC","PUBLISHED","2000","EMR","AFG","TOTL","24","23.51573","","",""
"WSH_SANITATION_BASIC","PUBLISHED","2000","EMR","AFG","URB","30","29.58614","","",""
"WSH_SANITATION_BASIC","PUBLISHED","2001","EMR","AFG","RUR","22","21.79577","","",""
"WSH_SANITATION_BASIC","PUBLISHED","2001","EMR","AFG","TOTL","24","23.52282","","",""
"WSH_SANITATION_BASIC","PUBLISHED","2001","EMR","AFG","URB","30","29.58614","","",""
"WSH_SANITATION_BASIC","PUBLISHED","2002","EMR","AFG","RUR","23","22.74099","","",""
"WSH_SANITATION_BASIC","PUBLISHED","2002","EMR","AFG","TOTL","25","24.64515","","",""
"WSH_SANITATION_BASIC","PUBLISHED","2002","EMR","AFG","URB","31","31.29478","","",""
"WSH_SANITATION_BASIC","PUBLISHED","2003","EMR","AFG","RUR","24","23.68621","","",""
"WSH_SANITATION_BASIC","PUBLISHED","2003","EMR","AFG","TOTL","26","25.76889","","",""
"WSH_SANITATION_BASIC","PUBLISHED","2003","EMR","AFG","URB","33","33.00342","","",""
"WSH_SANITATION_BASIC","PUBLISHED","2004","EMR","AFG","RUR","25","24.63143","","",""
"WSH_SANITATION_BASIC","PUBLISHED","2004","EMR","AFG","TOTL","27","26.89957","","",""
"WSH_SANITATION_BASIC","PUBLISHED","2004","EMR","AFG","URB","35","34.71206","","",""
"WSH_SANITATION_BASIC","PUBLISHED","2005","EMR","AFG","RUR","26","25.57665","","",""
"WSH_SANITATION_BASIC","PUBLISHED","2005","EMR","AFG","TOTL","28","28.03858","","",""
"WSH_SANITATION_BASIC","PUBLISHED","2005","EMR","AFG","URB","36","36.42071","","",""
"WSH_SANITATION_BASIC","PUBLISHED","2006","EMR","AFG","RUR","27","26.52187","","",""
"WSH_SANITATION_BASIC","PUBLISHED","2006","EMR","AFG","TOTL","29","29.18080","","",""
"WSH_SANITATION_BASIC","PUBLISHED","2006","EMR","AFG","URB","38","38.12935","","",""
"WSH_SANITATION_BASIC","PUBLISHED","2007","EMR","AFG","RUR","27","27.47609","","",""
"WSH_SANITATION_BASIC","PUBLISHED","2007","EMR","AFG","TOTL","30","30.41177","","",""
"WSH_SANITATION_BASIC","PUBLISHED","2007","EMR","AFG","URB","40","40.17754","","",""
"WSH_SANITATION_BASIC","PUBLISHED","2008","EMR","AFG","RUR","28","28.43092","","",""
"WSH_SANITATION_BASIC","PUBLISHED","2008","EMR","AFG","TOTL","32","31.65466","","",""
"WSH_SANITATION_BASIC","PUBLISHED","2008","EMR","AFG","URB","42","42.25486","","",""
"WSH_SANITATION_BASIC","PUBLISHED","2009","EMR","AFG","RUR","29","29.38638","","",""
"WSH_SANITATION_BASIC","PUBLISHED","2009","EMR","AFG","TOTL","33","32.90968","","",""
"WSH_SANITATION_BASIC","PUBLISHED","2009","EMR","AFG","URB","44","44.36131","","",""
"WSH_SANITATION_BASIC","PUBLISHED","2010","EMR","AFG","RUR","30","30.34245","","",""
