"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","SEX","ENVCAUSE","Display Value","Numeric","Low","High","Comments"
"AIR_4","PUBLISHED","2016","EMR","ARE","BTSX","ENVCAUSE039","9 [6–11]","8.82880","6.49707","11.30126",""
"AIR_4","PUBLISHED","2016","EMR","ARE","FMLE","ENVCAUSE039","5 [4–6]","4.98863","3.67111","6.38566",""
"AIR_4","PUBLISHED","2016","EUR","AUT","BTSX","ENVCAUSE039","0 [0–0]","0.15527","0.05605","0.28858",""
"AIR_4","PUBLISHED","2016","EUR","AZE","BTSX","ENVCAUSE039","109 [54–174]","108.53453","53.88927","174.13457",""
"AIR_4","PUBLISHED","2016","AFR","BFA","MLE","ENVCAUSE039","1064 [773–1369]","1064.34070","773.35278","1369.32837",""
"AIR_4","PUBLISHED","2016","SEAR","BGD","BTSX","ENVCAUSE039","5832 [4587–7120]","5832.27393","4586.61475","7119.75342",""
"AIR_4","PUBLISHED","2016","EUR","BLR","MLE","ENVCAUSE039","2 [1–4]","2.45027","1.25287","3.87536",""
"AIR_4","PUBLISHED","2016","AMR","BLZ","BTSX","ENVCAUSE039","2 [1–2]","1.58005","0.87027","2.39486",""
"AIR_4","PUBLISHED","2016","WPR","BRN","MLE","ENVCAUSE039","0 [0–0]","0.03935","0.00215","0.11882",""
"AIR_4","PUBLISHED","2016","SEAR","BTN","MLE","ENVCAUSE039","10 [8–13]","10.24669","7.51684","13.13894",""
"AIR_4","PUBLISHED","2016","AMR","CHL","FMLE","ENVCAUSE039","5 [3–8]","5.20305","2.92214","7.87618",""
"AIR_4","PUBLISHED","2016","AMR","CHL","MLE","ENVCAUSE039","6 [4–10]","6.39825","3.59339","9.68542",""
"AIR_4","PUBLISHED","2016","AMR","CUB","FMLE","ENVCAUSE039","6 [3–10]","6.20669","3.25807","9.78671",""
"AIR_4","PUBLISHED","2016","EUR","CYP","FMLE","ENVCAUSE039","0 [0–0]","0.02916","0.01412","0.04718",""
"AIR_4","PUBLISHED","2016","EUR","DNK","BTSX","ENVCAUSE039","0 [0–1]","0.38235","0.11134","0.78073",""
"AIR_4","PUBLISHED","2016","EUR","DNK","FMLE","ENVCAUSE039","0 [0–0]","0.17911","0.05216","0.36573",""
"AIR_4","PUBLISHED","2016","AFR","MRT","MLE","ENVCAUSE039","303 [225–387]","303.47717","225.01178","387.14288",""
"AIR_4","PUBLISHED","2016","AFR","MUS","BTSX","ENVCAUSE039","2 [1–3]","1.69472","0.69442","2.98714",""
"AIR_4","PUBLISHED","2016","AFR","NGA","MLE","ENVCAUSE039","25680 [20241–31320]","25680.10547","20240.52148","31320.00000",""
"AIR_4","PUBLISHED","2016","AMR","NIC","BTSX","ENVCAUSE039","69 [34–111]","68.80120","33.62038","111.18495",""
"AIR_4","PUBLISHED","2016","SEAR","NPL","FMLE","ENVCAUSE039","564 [448–677]","564.25684","447.74948","676.60168",""
"AIR_4","PUBLISHED","2016","SEAR","NPL","MLE","ENVCAUSE039","704 [559–844]","704.09827","558.71655","844.28589",""
"AIR_4","PUBLISHED","2016","AMR","PER","FMLE","ENVCAUSE039","85 [53–121]","85.07190","52.63899","121.27606",""
"AIR_4","PUBLISHED","2016","AMR","PER","MLE","ENVCAUSE039","105 [65–149]","104.58995","64.71596","149.10042",""
"AIR_4","PUBLISHED","2016","EUR","PRT","FMLE","ENVCAUSE039","0 [0–1]","0.47417","0.09655","1.09183",""
"AIR_4","PUBLISHED","2016","EUR","PRT","MLE","ENVCAUSE039","1 [0–1]","0.55620","0.11325","1.28073",""
"AIR_4","PUBLISHED","2016","AFR","RWA","BTSX","ENVCAUSE039","491 [356–634]","491.28229","355.54584","634.17700",""
"AIR_4","PUBLISHED","2016","AFR","RWA","FMLE","ENVCAUSE039","222 [161–287]","221.95375","160.63011","286.51135",""
"AIR_4","PUBLISHED","2016","EMR","SAU","FMLE","ENVCAUSE039","86 [69–104]","86.45413","68.83240","103.63599",""
"AIR_4","PUBLISHED","2016","AFR","SLE","BTSX","ENVCAUSE039","695 [364–1079]","695.02667","363.93893","1078.50879",""
"AIR_4","PUBLISHED","2016","AFR","SLE","FMLE","ENVCAUSE039","337 [176–522]","336.64178","176.27676","522.38440",""
"AIR_4","PUBLISHED","2016","AFR","STP","BTSX","ENVCAUSE039","6 [4–9]","5.95161","3.51999","8.58710",""
"AIR_4","PUBLISHED","2016","AFR","STP","FMLE","ENVCAUSE039","2 [1–4]","2.46380","1.45718","3.55482",""
"AIR_4","PUBLISHED","2016","AFR","SWZ","BTSX","ENVCAUSE039","65 [31–106]","64.91595","30.66081","105.65752",""
"AIR_4","PUBLISHED","2016","EUR","MLT","BTSX","ENVCAUSE039","0 [0–0]","0.09902","0.03913","0.17716",""
"AIR_4","PUBLISHED","2016","AFR","MLI","MLE","ENVCAUSE039","1344 [941–1778]","1344.15796","941.40955","1778.33325",""
"AIR_4","PUBLISHED","2016","SEAR","MDV","FMLE","ENVCAUSE039","0 [0–0]","0.16639","0.02817","0.40653",""
"AIR_4","PUBLISHED","2016","SEAR","MDV","BTSX","ENVCAUSE039","0 [0–1]","0.30674","0.05194","0.74948",""
"AIR_4","PUBLISHED","2016","AFR","MDG","BTSX","ENVCAUSE039","1219 [680–1840]","1218.86414","679.53552","1840.20313",""
"AIR_4","PUBLISHED","2016","EUR","LUX","FMLE","ENVCAUSE039","0 [0–0]","0.00461","0.00131","0.00954",""
"AIR_4","PUBLISHED","2016","EUR","LUX","BTSX","ENVCAUSE039","0 [0–0]","0.01025","0.00291","0.02119",""
"AIR_4","PUBLISHED","2016","AFR","LBR","FMLE","ENVCAUSE039","134 [62–219]","133.55011","62.39124","218.84195",""
"AIR_4","PUBLISHED","2016","AFR","LBR","BTSX","ENVCAUSE039","268 [125–439]","268.16650","125.28064","439.43121",""
"AIR_4","PUBLISHED","2016","WPR","KIR","FMLE","ENVCAUSE039","1 [0–3]","1.49526","0.49479","2.90236",""
"AIR_4","PUBLISHED","2016","WPR","JPN","MLE","ENVCAUSE039","11 [4–21]","10.70586","3.58555","20.69750",""
"AIR_4","PUBLISHED","2016","WPR","JPN","FMLE","ENVCAUSE039","10 [3–18]","9.53983","3.19503","18.44324",""
"AIR_4","PUBLISHED","2016","EMR","IRQ","MLE","ENVCAUSE039","1338 [1056–1630]","1338.28711","1055.54663","1630.10742",""
"AIR_4","PUBLISHED","2016","EMR","IRQ","FMLE","ENVCAUSE039","651 [513–792]","650.59027","513.13971","792.45471",""
"AIR_4","PUBLISHED","2016","EUR","HUN","MLE","ENVCAUSE039","2 [1–3]","1.87379","0.84119","3.12334",""
"AIR_4","PUBLISHED","2016","AMR","HTI","MLE","ENVCAUSE039","297 [131–501]","296.93051","130.54512","500.71790",""
"AIR_4","PUBLISHED","2016","AMR","GTM","BTSX","ENVCAUSE039","371 [215–544]","371.22043","214.74744","543.52795",""
"AIR_4","PUBLISHED","2016","AMR","GRD","MLE","ENVCAUSE039","0 [0–1]","0.37392","0.21364","0.55099",""
"AIR_4","PUBLISHED","2016","AFR","GIN","BTSX","ENVCAUSE039","1256 [708–1881]","1255.60413","707.65753","1881.46472",""
"AIR_4","PUBLISHED","2016","AFR","GHA","MLE","ENVCAUSE039","808 [551–1086]","807.72021","551.09393","1085.53552",""
