"GHO","PUBLISHSTATE","YEAR","REGION","WORLDBANKINCOMEGROUP","COUNTRY","SEX","Display Value","Numeric","Low","High","Comments"
"WHOSIS_000012","PUBLISHED","2006","AMR","","ARG","FMLE","25.7","25.68000","","",""
"WHOSIS_000012","PUBLISHED","2006","AMR","","ARG","MLE","34.7","34.74000","","",""
"WHOSIS_000012","PUBLISHED","2006","EUR","","ARM","FMLE","2.7","2.67000","","",""
"WHOSIS_000012","PUBLISHED","2006","EUR","","ARM","MLE","61.0","60.97000","","",""
"WHOSIS_000012","PUBLISHED","2006","EUR","","BEL","MLE","33.3","33.30000","","",""
"WHOSIS_000012","PUBLISHED","2006","EUR","","BEL","FMLE","24.4","24.40000","","",""
"WHOSIS_000012","PUBLISHED","2006","AMR","","BLZ","MLE","24.8","24.77000","","",""
"WHOSIS_000012","PUBLISHED","2006","AMR","","BLZ","FMLE","3.0","2.96000","","",""
"WHOSIS_000012","PUBLISHED","2006","WPR","","KHM","FMLE","6.6","6.59000","","",""
"WHOSIS_000012","PUBLISHED","2006","AFR","","CMR","MLE","11.9","11.87000","","",""
"WHOSIS_000012","PUBLISHED","2006","AFR","","CMR","FMLE","2.0","1.98000","","",""
"WHOSIS_000012","PUBLISHED","2006","AMR","","CAN","FMLE","18","","","",""
"WHOSIS_000012","PUBLISHED","2006","AFR","","COG","FMLE","0.9","0.92000","","",""
"WHOSIS_000012","PUBLISHED","2006","WPR","","COK","FMLE","34.2","34.21000","","",""
"WHOSIS_000012","PUBLISHED","2006","WPR","","COK","MLE","42.0","41.96000","","",""
"WHOSIS_000012","PUBLISHED","2006","AMR","","CRI","FMLE","7.3","7.27000","","",""
"WHOSIS_000012","PUBLISHED","2006","AMR","","DOM","MLE","17.3","17.30000","","",""
"WHOSIS_000012","PUBLISHED","2006","AMR","","DOM","FMLE","13.3","13.33000","","",""
"WHOSIS_000012","PUBLISHED","2006","AMR","","ECU","FMLE","5.8","5.75000","","",""
"WHOSIS_000012","PUBLISHED","2006","AMR","","ECU","MLE","23.4","23.43000","","",""
"WHOSIS_000012","PUBLISHED","2006","EUR","","FRA","FMLE","26.9","26.91000","","",""
"WHOSIS_000012","PUBLISHED","2006","AFR","","GMB","FMLE","2.7","2.65000","","",""
"WHOSIS_000012","PUBLISHED","2006","AFR","","GMB","MLE","29.2","29.15000","","",""
"WHOSIS_000012","PUBLISHED","2006","EUR","","GEO","FMLE","5.6","5.58000","","",""
"WHOSIS_000012","PUBLISHED","2006","EUR","","ISL","FMLE","23.8","23.82000","","",""
"WHOSIS_000012","PUBLISHED","2006","EUR","","ISL","MLE","29.3","29.33000","","",""
"WHOSIS_000012","PUBLISHED","2006","SEAR","","IND","FMLE","3.8","3.78000","","",""
"WHOSIS_000012","PUBLISHED","2006","SEAR","","IND","MLE","33.2","33.21000","","",""
"WHOSIS_000012","PUBLISHED","2006","SEAR","","IDN","FMLE","5.2","5.16000","","",""
"WHOSIS_000012","PUBLISHED","2006","AMR","","JAM","MLE","20.5","20.51000","","",""
"WHOSIS_000012","PUBLISHED","2006","WPR","","JPN","MLE","42.4","42.40000","","",""
"WHOSIS_000012","PUBLISHED","2006","WPR","","JPN","FMLE","12.6","12.57000","","",""
"WHOSIS_000012","PUBLISHED","2006","EMR","","JOR","MLE","61.2","61.15000","","",""
"WHOSIS_000012","PUBLISHED","2006","EMR","","LBN","MLE","30.6","30.60000","","",""
"WHOSIS_000012","PUBLISHED","2006","EMR","","LBN","FMLE","7.2","7.15000","","",""
"WHOSIS_000012","PUBLISHED","2006","AFR","","LBR","MLE","13.1","13.11000","","",""
"WHOSIS_000012","PUBLISHED","2006","EUR","","LTU","FMLE","21.7","21.67000","","",""
"WHOSIS_000012","PUBLISHED","2006","EUR","","MLT","MLE","32.1","32.07000","","",""
"WHOSIS_000012","PUBLISHED","2006","WPR","","MHL","FMLE","6.1","6.14000","","",""
"WHOSIS_000012","PUBLISHED","2006","WPR","","MHL","MLE","35.7","35.69000","","",""
"WHOSIS_000012","PUBLISHED","2006","AFR","","MRT","FMLE","5.1","5.11000","","",""
"WHOSIS_000012","PUBLISHED","2006","AFR","","MRT","MLE","33.7","33.71000","","",""
"WHOSIS_000012","PUBLISHED","2006","SEAR","","MMR","FMLE","14.8","14.76000","","",""
"WHOSIS_000012","PUBLISHED","2006","SEAR","","MMR","MLE","42.6","42.55000","","",""
"WHOSIS_000012","PUBLISHED","2006","AFR","","NAM","MLE","24.1","24.12000","","",""
"WHOSIS_000012","PUBLISHED","2006","AFR","","NAM","FMLE","9.5","9.47000","","",""
"WHOSIS_000012","PUBLISHED","2006","EMR","","OMN","MLE","20.5","20.48000","","",""
"WHOSIS_000012","PUBLISHED","2006","EMR","","PAK","FMLE","6.5","6.54000","","",""
"WHOSIS_000012","PUBLISHED","2006","EMR","","PAK","MLE","35.4","35.41000","","",""
"WHOSIS_000012","PUBLISHED","2006","WPR","","PLW","MLE","37.7","37.67000","","",""
"WHOSIS_000012","PUBLISHED","2006","EUR","","ROU","FMLE","24.1","24.08000","","",""
"WHOSIS_000012","PUBLISHED","2006","EUR","","ROU","MLE","45.5","45.54000","","",""
"WHOSIS_000012","PUBLISHED","2006","EUR","","RUS","FMLE","27.7","27.65000","","",""
"WHOSIS_000012","PUBLISHED","2006","EUR","","RUS","MLE","70.1","70.10000","","",""
"WHOSIS_000012","PUBLISHED","2006","EUR","","SRB","MLE","39.6","39.63000","","",""
"WHOSIS_000012","PUBLISHED","2006","EUR","","SRB","FMLE","26.7","26.74000","","",""
"WHOSIS_000012","PUBLISHED","2006","AFR","","SYC","FMLE","6.4","6.42000","","",""
"WHOSIS_000012","PUBLISHED","2006","AFR","","SYC","MLE","32.3","32.32000","","",""
"WHOSIS_000012","PUBLISHED","2006","WPR","","SGP","MLE","36.3","36.32000","","",""
"WHOSIS_000012","PUBLISHED","2006","EMR","","SDN","MLE","27.8","27.81000","","",""
"WHOSIS_000012","PUBLISHED","2006","AMR","","SUR","FMLE","2.8","2.76000","","",""
"WHOSIS_000012","PUBLISHED","2006","AMR","","SUR","MLE","17.0","17.04000","","",""
"WHOSIS_000012","PUBLISHED","2006","AFR","","SWZ","FMLE","2.8","2.75000","","",""
"WHOSIS_000012","PUBLISHED","2006","EUR","","TUR","FMLE","19.5","19.54000","","",""
"WHOSIS_000012","PUBLISHED","2006","WPR","","TUV","MLE","53.6","53.59000","","",""
"WHOSIS_000012","PUBLISHED","2006","WPR","","TUV","FMLE","20.9","20.88000","","",""
"WHOSIS_000012","PUBLISHED","2006","AFR","","UGA","MLE","18.9","18.89000","","",""
"WHOSIS_000012","PUBLISHED","2006","AMR","","URY","FMLE","28.5","28.52000","","",""
"WHOSIS_000012","PUBLISHED","2006","EUR","","UZB","FMLE","3.5","3.45000","","",""
"WHOSIS_000012","PUBLISHED","2006","EUR","","UZB","MLE","23.4","23.38000","","",""
"WHOSIS_000012","PUBLISHED","2006","WPR","","VUT","FMLE","7.2","7.20000","","",""
"WHOSIS_000012","PUBLISHED","2006","WPR","","VUT","MLE","49.6","49.56000","","",""
"WHOSIS_000012","PUBLISHED","2009","EMR","","BHR","MLE","34","34.00000","","",""
"WHOSIS_000012","PUBLISHED","2009","SEAR","","BGD","MLE","46","46.00000","","",""
"WHOSIS_000012","PUBLISHED","2009","AMR","","BRB","MLE","13","13.00000","","",""
"WHOSIS_000012","PUBLISHED","2009","EUR","","BLR","MLE","49","49.00000","","",""
"WHOSIS_000012","PUBLISHED","2009","AFR","","CMR","MLE","14","14.00000","","",""
"WHOSIS_000012","PUBLISHED","2009","AMR","","CAN","MLE","24","24.00000","","",""
"WHOSIS_000012","PUBLISHED","2009","AFR","","CPV","MLE","14","14.00000","","",""
"WHOSIS_000012","PUBLISHED","2009","AFR","","CAF","MLE","0","0.00000","","",""
"WHOSIS_000012","PUBLISHED","2009","SEAR","","PRK","MLE","0","0.00000","","",""
"WHOSIS_000012","PUBLISHED","2009","AFR","","COD","MLE","10","10.00000","","",""
"WHOSIS_000012","PUBLISHED","2009","EUR","","DNK","MLE","30","30.00000","","",""
"WHOSIS_000012","PUBLISHED","2009","EMR","","DJI","MLE","0","0.00000","","",""
"WHOSIS_000012","PUBLISHED","2009","AFR","","GAB","MLE","19","19.00000","","",""
"WHOSIS_000012","PUBLISHED","2009","AFR","","GMB","MLE","31","31.00000","","",""
"WHOSIS_000012","PUBLISHED","2009","EUR","","GEO","MLE","57","57.00000","","",""
"WHOSIS_000012","PUBLISHED","2009","EUR","","DEU","MLE","33","33.00000","","",""
"WHOSIS_000012","PUBLISHED","2009","EMR","","IRN","MLE","26","26.00000","","",""
"WHOSIS_000012","PUBLISHED","2009","EMR","","IRQ","MLE","31","31.00000","","",""
"WHOSIS_000012","PUBLISHED","2009","EUR","","IRL","MLE","0","0.00000","","",""
"WHOSIS_000012","PUBLISHED","2009","EUR","","ISR","MLE","29","29.00000","","",""
"WHOSIS_000012","PUBLISHED","2009","AFR","","LBR","MLE","14","14.00000","","",""
"WHOSIS_000012","PUBLISHED","2009","EMR","","LBY","MLE","47","47.00000","","",""
"WHOSIS_000012","PUBLISHED","2009","EUR","","LTU","MLE","50","50.00000","","",""
"WHOSIS_000012","PUBLISHED","2009","EUR","","LUX","MLE","0","0.00000","","",""
"WHOSIS_000012","PUBLISHED","2009","WPR","","MNG","MLE","48","48.00000","","",""
"WHOSIS_000012","PUBLISHED","2009","EUR","","MNE","MLE","0","0.00000","","",""
"WHOSIS_000012","PUBLISHED","2009","EMR","","MAR","MLE","33","33.00000","","",""
"WHOSIS_000012","PUBLISHED","2009","AFR","","MOZ","MLE","18","18.00000","","",""
"WHOSIS_000012","PUBLISHED","2009","SEAR","","MMR","MLE","40","40.00000","","",""
"WHOSIS_000012","PUBLISHED","2009","WPR","","PLW","MLE","37","37.00000","","",""
"WHOSIS_000012","PUBLISHED","2009","AMR","","PAN","MLE","17","17.00000","","",""
"WHOSIS_000012","PUBLISHED","2009","WPR","","PNG","MLE","58","58.00000","","",""
"WHOSIS_000012","PUBLISHED","2009","AMR","","PRY","MLE","30","30.00000","","",""
"WHOSIS_000012","PUBLISHED","2009","WPR","","WSM","MLE","58","58.00000","","",""
"WHOSIS_000012","PUBLISHED","2009","EUR","","SMR","MLE","0","0.00000","","",""
"WHOSIS_000012","PUBLISHED","2009","AFR","","STP","MLE","9","9.00000","","",""
"WHOSIS_000012","PUBLISHED","2009","EMR","","SAU","MLE","24","24.00000","","",""
"WHOSIS_000012","PUBLISHED","2009","AMR","","SUR","MLE","0","0.00000","","",""
"WHOSIS_000012","PUBLISHED","2009","AFR","","SWZ","MLE","16","16.00000","","",""
"WHOSIS_000012","PUBLISHED","2009","EUR","","SWE","MLE","0","0.00000","","",""
"WHOSIS_000012","PUBLISHED","2009","EUR","","CHE","MLE","31","31.00000","","",""
"WHOSIS_000012","PUBLISHED","2009","AFR","","UGA","MLE","16","16.00000","","",""
"WHOSIS_000012","PUBLISHED","2009","EUR","","UKR","MLE","50","50.00000","","",""
"WHOSIS_000012","PUBLISHED","2009","EMR","","ARE","MLE","19","19.00000","","",""
"WHOSIS_000012","PUBLISHED","2009","EUR","","GBR","MLE","25","25.00000","","",""
"WHOSIS_000012","PUBLISHED","2009","EUR","","AND","FMLE","32","32.00000","","",""
"WHOSIS_000012","PUBLISHED","2009","AFR","","AGO","FMLE","0","0.00000","","",""
"WHOSIS_000012","PUBLISHED","2009","AMR","","ATG","FMLE","0","0.00000","","",""
"WHOSIS_000012","PUBLISHED","2009","AMR","","ARG","FMLE","22","22.00000","","",""
"WHOSIS_000012","PUBLISHED","2009","AMR","","BOL","FMLE","18","18.00000","","",""
"WHOSIS_000012","PUBLISHED","2009","EUR","","BIH","FMLE","36","36.00000","","",""
"WHOSIS_000012","PUBLISHED","2009","AFR","","BWA","FMLE","0","0.00000","","",""
"WHOSIS_000012","PUBLISHED","2009","AMR","","BRA","FMLE","13","13.00000","","",""
"WHOSIS_000012","PUBLISHED","2009","AMR","","COL","FMLE","0","0.00000","","",""
