"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","ADVERTISINGTYPE","Display Value","Numeric","Low","High","Comments"
"SA_0000001517_ARCHIVED","PUBLISHED","2012","EMR","AFG","SA_BEER_ADS","ban","","","",""
"SA_0000001517_ARCHIVED","PUBLISHED","2012","EUR","AZE","SA_SPIRITS_ADS","partial restrictions","","","",""
"SA_0000001517_ARCHIVED","PUBLISHED","2012","AFR","TCD","SA_WINE_ADS","no restrictions","","","",""
"SA_0000001517_ARCHIVED","PUBLISHED","2012","EUR","FIN","SA_WINE_ADS","partial restrictions","","","",""
"SA_0000001517_ARCHIVED","PUBLISHED","2012","EUR","ITA","SA_BEER_ADS","voluntary/self-restricted","","","",""
"SA_0000001517_ARCHIVED","PUBLISHED","2012","EUR","ITA","SA_SPIRITS_ADS","voluntary/self-restricted","","","",""
"SA_0000001517_ARCHIVED","PUBLISHED","2012","AFR","KEN","SA_SPIRITS_ADS","no restrictions","","","",""
"SA_0000001517_ARCHIVED","PUBLISHED","2012","EUR","LUX","SA_WINE_ADS","no restrictions","","","",""
"SA_0000001517_ARCHIVED","PUBLISHED","2012","EUR","MLT","SA_SPIRITS_ADS","partial restriction time/place","","","",""
"SA_0000001517_ARCHIVED","PUBLISHED","2012","SEAR","MMR","SA_WINE_ADS","ban","","","",""
"SA_0000001517_ARCHIVED","PUBLISHED","2012","AFR","NAM","SA_BEER_ADS","no restrictions","","","",""
"SA_0000001517_ARCHIVED","PUBLISHED","2012","AMR","NIC","SA_BEER_ADS","partial restriction time/place","","","",""
"SA_0000001517_ARCHIVED","PUBLISHED","2012","AMR","NIC","SA_SPIRITS_ADS","partial restriction time/place","","","",""
"SA_0000001517_ARCHIVED","PUBLISHED","2012","WPR","PNG","SA_SPIRITS_ADS","ban","","","",""
"SA_0000001517_ARCHIVED","PUBLISHED","2012","AMR","PRY","SA_WINE_ADS","partial restriction time/place","","","",""
"SA_0000001517_ARCHIVED","PUBLISHED","2012","AFR","RWA","SA_BEER_ADS","no restrictions","","","",""
"SA_0000001517_ARCHIVED","PUBLISHED","2012","AFR","RWA","SA_SPIRITS_ADS","no restrictions","","","",""
"SA_0000001517_ARCHIVED","PUBLISHED","2012","AMR","BHS","SA_SPIRITS_ADS","ban","","","",""
"SA_0000001517_ARCHIVED","PUBLISHED","2012","AFR","CAF","SA_BEER_ADS","no restrictions","","","",""
"SA_0000001517_ARCHIVED","PUBLISHED","2012","EUR","CZE","SA_BEER_ADS","partial restriction content","","","",""
"SA_0000001517_ARCHIVED","PUBLISHED","2012","EUR","DNK","SA_SPIRITS_ADS","partial restriction time/place","","","",""
"SA_0000001517_ARCHIVED","PUBLISHED","2012","WPR","FJI","SA_WINE_ADS","no restrictions","","","",""
"SA_0000001517_ARCHIVED","PUBLISHED","2012","EUR","GRC","SA_SPIRITS_ADS","no restrictions","","","",""
"SA_0000001517_ARCHIVED","PUBLISHED","2012","AMR","JAM","SA_WINE_ADS","","","","",""
"SA_0000001517_ARCHIVED","PUBLISHED","2012","AFR","KEN","SA_BEER_ADS","no restrictions","","","",""
"SA_0000001517_ARCHIVED","PUBLISHED","2012","AFR","LSO","SA_BEER_ADS","no restrictions","","","",""
"SA_0000001517_ARCHIVED","PUBLISHED","2012","AFR","MWI","SA_BEER_ADS","no restrictions","","","",""
"SA_0000001517_ARCHIVED","PUBLISHED","2012","AFR","MLI","SA_SPIRITS_ADS","no restrictions","","","",""
"SA_0000001517_ARCHIVED","PUBLISHED","2012","AFR","MRT","SA_BEER_ADS","ban","","","",""
"SA_0000001517_ARCHIVED","PUBLISHED","2012","AMR","MEX","SA_WINE_ADS","partial restriction time/place","","","",""
"SA_0000001517_ARCHIVED","PUBLISHED","2012","AFR","MOZ","SA_WINE_ADS","no restrictions","","","",""
"SA_0000001517_ARCHIVED","PUBLISHED","2012","WPR","NZL","SA_WINE_ADS","no restrictions","","","",""
"SA_0000001517_ARCHIVED","PUBLISHED","2012","AFR","NER","SA_SPIRITS_ADS","ban","","","",""
"SA_0000001517_ARCHIVED","PUBLISHED","2012","EMR","PAK","SA_SPIRITS_ADS","ban","","","",""
"SA_0000001517_ARCHIVED","PUBLISHED","2012","WPR","PNG","SA_BEER_ADS","ban","","","",""
"SA_0000001517_ARCHIVED","PUBLISHED","2012","AMR","PER","SA_WINE_ADS","partial restriction content","","","",""
"SA_0000001517_ARCHIVED","PUBLISHED","2012","WPR","KOR","SA_WINE_ADS","no restrictions","","","",""
