"GHO","PUBLISHSTATE","YEAR","REGION","AMRGLASSCATEGORY","Display Value","Numeric","Low","High","Comments"
"AMRGLASS_QA02","PUBLISHED","2018","WPR","AMRGLASS_UNKNOWN","1","1.00000","","",""
"AMRGLASS_QA02","PUBLISHED","2018","WPR","AMRGLASS_PROVIDEDTOLABS06","5","5.00000","","",""
"AMRGLASS_QA02","PUBLISHED","2018","SEAR","AMRGLASS_UNKNOWN","2","2.00000","","",""
"AMRGLASS_QA02","PUBLISHED","2018","SEAR","AMRGLASS_PROVIDEDTOLABS06","6","6.00000","","",""
"AMRGLASS_QA02","PUBLISHED","2018","EUR","AMRGLASS_UNKNOWN","7","7.00000","","",""
"AMRGLASS_QA02","PUBLISHED","2018","EUR","AMRGLASS_PROVIDEDTOLABS06","15","15.00000","","",""
"AMRGLASS_QA02","PUBLISHED","2018","EMR","AMRGLASS_UNKNOWN","4","4.00000","","",""
"AMRGLASS_QA02","PUBLISHED","2018","EMR","AMRGLASS_PROVIDEDTOLABS06","10","10.00000","","",""
"AMRGLASS_QA02","PUBLISHED","2018","AMR","AMRGLASS_UNKNOWN","3","3.00000","","",""
"AMRGLASS_QA02","PUBLISHED","2018","AFR","AMRGLASS_UNKNOWN","6","6.00000","","",""
"AMRGLASS_QA02","PUBLISHED","2018","AFR","AMRGLASS_PROVIDEDTOLABS07","1","1.00000","","",""
"AMRGLASS_QA02","PUBLISHED","2018","AFR","AMRGLASS_PROVIDEDTOLABS06","7","7.00000","","",""
