"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","IHRSPARCAPACITYLEVEL","Display Value","Numeric","Low","High","Comments"
"IHRSPAR_CAPACITY12","PUBLISHED","2018","EMR","AFG","IHRSPARCAPLEVEL12_C_12_1","0","0.00000","","",""
"IHRSPAR_CAPACITY12","PUBLISHED","2018","AFR","AGO","IHRSPARCAPLEVEL12_C_12_1","40","40.00000","","",""
"IHRSPAR_CAPACITY12","PUBLISHED","2018","EUR","ALB","IHRSPARCAPLEVEL12_C_12_1","Other","","","",""
"IHRSPAR_CAPACITY12","PUBLISHED","2018","EUR","AND","IHRSPARCAPLEVEL12_C_12_1","0","0.00000","","",""
"IHRSPAR_CAPACITY12","PUBLISHED","2018","EMR","ARE","IHRSPARCAPLEVEL12_C_12_1","100","100.00000","","",""
"IHRSPAR_CAPACITY12","PUBLISHED","2018","AMR","ARG","IHRSPARCAPLEVEL12_C_12_1","60","60.00000","","",""
"IHRSPAR_CAPACITY12","PUBLISHED","2018","EUR","ARM","IHRSPARCAPLEVEL12_C_12_1","80","80.00000","","",""
"IHRSPAR_CAPACITY12","PUBLISHED","2018","AMR","ATG","IHRSPARCAPLEVEL12_C_12_1","20","20.00000","","",""
"IHRSPAR_CAPACITY12","PUBLISHED","2018","WPR","AUS","IHRSPARCAPLEVEL12_C_12_1","100","100.00000","","",""
"IHRSPAR_CAPACITY12","PUBLISHED","2018","EUR","AUT","IHRSPARCAPLEVEL12_C_12_1","60","60.00000","","",""
"IHRSPAR_CAPACITY12","PUBLISHED","2018","EUR","AZE","IHRSPARCAPLEVEL12_C_12_1","100","100.00000","","",""
"IHRSPAR_CAPACITY12","PUBLISHED","2018","AFR","BDI","IHRSPARCAPLEVEL12_C_12_1","0","0.00000","","",""
"IHRSPAR_CAPACITY12","PUBLISHED","2018","EUR","BEL","IHRSPARCAPLEVEL12_C_12_1","60","60.00000","","",""
"IHRSPAR_CAPACITY12","PUBLISHED","2018","AFR","BEN","IHRSPARCAPLEVEL12_C_12_1","20","20.00000","","",""
"IHRSPAR_CAPACITY12","PUBLISHED","2018","AFR","BFA","IHRSPARCAPLEVEL12_C_12_1","20","20.00000","","",""
"IHRSPAR_CAPACITY12","PUBLISHED","2018","SEAR","BGD","IHRSPARCAPLEVEL12_C_12_1","40","40.00000","","",""
"IHRSPAR_CAPACITY12","PUBLISHED","2018","EUR","BGR","IHRSPARCAPLEVEL12_C_12_1","40","40.00000","","",""
"IHRSPAR_CAPACITY12","PUBLISHED","2018","EMR","BHR","IHRSPARCAPLEVEL12_C_12_1","80","80.00000","","",""
"IHRSPAR_CAPACITY12","PUBLISHED","2018","AMR","BHS","IHRSPARCAPLEVEL12_C_12_1","20","20.00000","","",""
"IHRSPAR_CAPACITY12","PUBLISHED","2018","EUR","BIH","IHRSPARCAPLEVEL12_C_12_1","20","20.00000","","",""
"IHRSPAR_CAPACITY12","PUBLISHED","2018","EUR","BLR","IHRSPARCAPLEVEL12_C_12_1","No data","","","",""
"IHRSPAR_CAPACITY12","PUBLISHED","2018","AMR","BLZ","IHRSPARCAPLEVEL12_C_12_1","0","0.00000","","",""
"IHRSPAR_CAPACITY12","PUBLISHED","2018","AMR","BOL","IHRSPARCAPLEVEL12_C_12_1","Other","","","",""
"IHRSPAR_CAPACITY12","PUBLISHED","2018","AMR","BRA","IHRSPARCAPLEVEL12_C_12_1","100","100.00000","","",""
"IHRSPAR_CAPACITY12","PUBLISHED","2018","AMR","BRB","IHRSPARCAPLEVEL12_C_12_1","No data","","","",""
"IHRSPAR_CAPACITY12","PUBLISHED","2018","WPR","BRN","IHRSPARCAPLEVEL12_C_12_1","No data","","","",""
"IHRSPAR_CAPACITY12","PUBLISHED","2018","SEAR","BTN","IHRSPARCAPLEVEL12_C_12_1","20","20.00000","","",""
"IHRSPAR_CAPACITY12","PUBLISHED","2018","AFR","BWA","IHRSPARCAPLEVEL12_C_12_1","20","20.00000","","",""
"IHRSPAR_CAPACITY12","PUBLISHED","2018","AFR","CAF","IHRSPARCAPLEVEL12_C_12_1","0","0.00000","","",""
"IHRSPAR_CAPACITY12","PUBLISHED","2018","AMR","CAN","IHRSPARCAPLEVEL12_C_12_1","100","100.00000","","",""
"IHRSPAR_CAPACITY12","PUBLISHED","2018","EUR","CHE","IHRSPARCAPLEVEL12_C_12_1","Other","","","",""
"IHRSPAR_CAPACITY12","PUBLISHED","2018","AMR","CHL","IHRSPARCAPLEVEL12_C_12_1","100","100.00000","","",""
"IHRSPAR_CAPACITY12","PUBLISHED","2018","WPR","CHN","IHRSPARCAPLEVEL12_C_12_1","100","100.00000","","",""
