"GHO","PUBLISHSTATE","YEAR","REGION","UNREGION","WORLDBANKINCOMEGROUP","WORLDBANKREGION","UNSDGREGION","Display Value","Numeric","Low","High","Comments"
"FINPROTECTION_CATA_TOT_25_LEVEL_MILLION","PUBLISHED","2015","AFR","","","","","17.44","17.44470","","",""
"FINPROTECTION_CATA_TOT_25_LEVEL_MILLION","PUBLISHED","2015","AMR","","","","","17.99","17.99160","","",""
"FINPROTECTION_CATA_TOT_25_LEVEL_MILLION","PUBLISHED","2015","EMR","","","","","12.36","12.35540","","",""
"FINPROTECTION_CATA_TOT_25_LEVEL_MILLION","PUBLISHED","2015","EUR","","","","","10.52","10.51760","","",""
"FINPROTECTION_CATA_TOT_25_LEVEL_MILLION","PUBLISHED","2015","GLOBAL","UN_World","WB_WORLD_INCOME","GLOBAL","UNSDG_WORLD","208.69","208.68800","","",""
"FINPROTECTION_CATA_TOT_25_LEVEL_MILLION","PUBLISHED","2015","SEAR","","","","","73.57","73.56950","","",""
"FINPROTECTION_CATA_TOT_25_LEVEL_MILLION","PUBLISHED","2015","WPR","","","","","76.59","76.58970","","",""
"FINPROTECTION_CATA_TOT_25_LEVEL_MILLION","PUBLISHED","2015","","","","","UNSDG_CENTRALASIASOUTHERNASIA","76.46","76.46010","","",""
"FINPROTECTION_CATA_TOT_25_LEVEL_MILLION","PUBLISHED","2015","","","","","UNSDG_EASTERNASIASOUTHEASTERNASIA","79.51","79.50760","","",""
"FINPROTECTION_CATA_TOT_25_LEVEL_MILLION","PUBLISHED","2015","","","","","UNSDG_EUROPE","8.10","8.09500","","",""
"FINPROTECTION_CATA_TOT_25_LEVEL_MILLION","PUBLISHED","2015","","","","","UNSDG_LAC","15.46","15.46050","","",""
"FINPROTECTION_CATA_TOT_25_LEVEL_MILLION","PUBLISHED","2015","","","","","UNSDG_NORTHERNAMR","2.60","2.59730","","",""
"FINPROTECTION_CATA_TOT_25_LEVEL_MILLION","PUBLISHED","2015","","","","","UNSDG_OCEANIA","0.20","0.19550","","",""
"FINPROTECTION_CATA_TOT_25_LEVEL_MILLION","PUBLISHED","2015","","","","","UNSDG_SUBSAHARANAFRICA","17.28","17.28230","","",""
"FINPROTECTION_CATA_TOT_25_LEVEL_MILLION","PUBLISHED","2015","","","","","UNSDG_WESTERNASIANORTHERNAFR","9.09","9.08980","","",""
"FINPROTECTION_CATA_TOT_25_LEVEL_MILLION","PUBLISHED","2015","","UN_Africa","","","","22.94","22.94140","","",""
"FINPROTECTION_CATA_TOT_25_LEVEL_MILLION","PUBLISHED","2015","","UN_Asia","","","","159.40","159.39840","","",""
"FINPROTECTION_CATA_TOT_25_LEVEL_MILLION","PUBLISHED","2015","","UN_Europe","","","","8.10","8.09500","","",""
"FINPROTECTION_CATA_TOT_25_LEVEL_MILLION","PUBLISHED","2015","","UN_Latin America_Caribbean","","","","15.46","15.46050","","",""
"FINPROTECTION_CATA_TOT_25_LEVEL_MILLION","PUBLISHED","2015","","UN_Northern_America","","","","2.60","2.59730","","",""
"FINPROTECTION_CATA_TOT_25_LEVEL_MILLION","PUBLISHED","2015","","UN_Oceania","","","","0.20","0.19550","","",""
"FINPROTECTION_CATA_TOT_25_LEVEL_MILLION","PUBLISHED","2015","","","WB_HI","","","12.64","12.63750","","",""
"FINPROTECTION_CATA_TOT_25_LEVEL_MILLION","PUBLISHED","2015","","","WB_LI","","","9.49","9.49140","","",""
"FINPROTECTION_CATA_TOT_25_LEVEL_MILLION","PUBLISHED","2015","","","WB_LMI","","","95.86","95.85640","","",""
"FINPROTECTION_CATA_TOT_25_LEVEL_MILLION","PUBLISHED","2015","","","WB_UMI","","","90.70","90.70280","","",""
"FINPROTECTION_CATA_TOT_25_LEVEL_MILLION","PUBLISHED","2015","","","","WB_EAP","","79.70","79.70310","","",""
"FINPROTECTION_CATA_TOT_25_LEVEL_MILLION","PUBLISHED","2015","","","","WB_ECA","","10.45","10.44630","","",""
"FINPROTECTION_CATA_TOT_25_LEVEL_MILLION","PUBLISHED","2015","","","","WB_LAC","","15.46","15.46050","","",""
"FINPROTECTION_CATA_TOT_25_LEVEL_MILLION","PUBLISHED","2015","","","","WB_MNA","","9.71","9.70670","","",""
"FINPROTECTION_CATA_TOT_25_LEVEL_MILLION","PUBLISHED","2015","","","","WB_NAR","","2.60","2.59690","","",""
"FINPROTECTION_CATA_TOT_25_LEVEL_MILLION","PUBLISHED","2015","","","","WB_SAR","","72.36","72.36050","","",""
"FINPROTECTION_CATA_TOT_25_LEVEL_MILLION","PUBLISHED","2010","","","WB_LMI","","","62.60","62.60020","","",""
