"GHO","DATASOURCE","PUBLISHSTATE","YEAR","REGION","COUNTRY","EDUCATIONLEVEL","RESIDENCEAREATYPE","WEALTHQUINTILE","DHSMICSGEOREGION","WEALTHDECILE","Display Value","Numeric","Low","High","Comments"
"itnwm","EQ_DHS","PUBLISHED","2006","AFR","BEN","","","","BENDHS200611","","21.4 [15.3-29.0]","21.00000","15.00000","29.00000",""
"itnwm","EQ_DHS","PUBLISHED","2011","AFR","BEN","","","","BENDHS201101","","87.3 [82.0-91.2]","87.00000","82.00000","91.00000",""
"itnwm","EQ_DHS","PUBLISHED","2011","AFR","BEN","","","","BENDHS201103","","76.7 [70.7-81.8]","77.00000","71.00000","82.00000",""
"itnwm","EQ_DHS","PUBLISHED","2011","AFR","BEN","","","","BENDHS201105","","69.8 [59.4-78.5]","70.00000","59.00000","78.00000",""
"itnwm","EQ_DHS","PUBLISHED","2011","AFR","BEN","","","","BENDHS201110","","63.6 [54.9-71.5]","64.00000","55.00000","72.00000",""
"itnwm","EQ_DHS","PUBLISHED","2011","AFR","BEN","","","","BENDHS201112","","75.6 [67.4-82.3]","76.00000","67.00000","82.00000",""
"itnwm","EQ_MICS","PUBLISHED","2014","AFR","BEN","","","","BENMICS201402","","77.2 [66.7-85.1]","77.00000","67.00000","85.00000",""
"itnwm","EQ_MICS","PUBLISHED","2014","AFR","BEN","","","","BENMICS201404","","76.3 [65.7-84.3]","76.00000","66.00000","84.00000",""
"itnwm","EQ_MICS","PUBLISHED","2014","AFR","BEN","","","","BENMICS201406","","74.3 [65.6-81.4]","74.00000","66.00000","81.00000",""
"itnwm","EQ_MICS","PUBLISHED","2014","AFR","BEN","","","","BENMICS201411","","56.7 [46.0-66.8]","57.00000","46.00000","67.00000",""
"itnwm","EQ_DHS","PUBLISHED","2017","AFR","BEN","","","","BENDHS201703","","82.8 [76.1-88.0]","83.00000","76.00000","88.00000",""
"itnwm","EQ_DHS","PUBLISHED","2017","AFR","BEN","","","","BENDHS201705","","74.4 [65.3-81.8]","74.00000","65.00000","82.00000",""
"itnwm","EQ_DHS","PUBLISHED","2017","AFR","BEN","","","","BENDHS201707","","75.0 [63.5-83.8]","75.00000","64.00000","84.00000",""
"itnwm","EQ_DHS","PUBLISHED","2017","AFR","BEN","","","","BENDHS201712","","85.1 [76.2-91.1]","85.00000","76.00000","91.00000",""
"itnwm","EQ_MICS","PUBLISHED","2010","SEAR","BTN","","","","BTNMICS201004","","No data","","","","Not available."
"itnwm","EQ_MICS","PUBLISHED","2010","SEAR","BTN","","","","BTNMICS201006","","No data","","","","Not available."
"itnwm","EQ_MICS","PUBLISHED","2010","SEAR","BTN","","","","BTNMICS201013","","No data","","","","Not available."
"itnwm","EQ_MICS","PUBLISHED","2010","SEAR","BTN","","","","BTNMICS201015","","No data","","","","Not available."
"itnwm","EQ_MICS","PUBLISHED","2010","SEAR","BTN","","","","BTNMICS201020","","No data","","","","Not available."
"itnwm","EQ_DHS","PUBLISHED","1994","AMR","BOL","","","","BOLDHS199402","","No data","","","","Not available."
"itnwm","EQ_DHS","PUBLISHED","1998","AMR","BOL","","","","BOLDHS199803","","No data","","","","Not available."
"itnwm","EQ_DHS","PUBLISHED","1998","AMR","BOL","","","","BOLDHS199804","","No data","","","","Not available."
"itnwm","EQ_DHS","PUBLISHED","1998","AMR","BOL","","","","BOLDHS199807","","No data","","","","Not available."
"itnwm","EQ_DHS","PUBLISHED","1998","AMR","BOL","","","","BOLDHS199808","","No data","","","","Not available."
"itnwm","EQ_DHS","PUBLISHED","2003","AMR","BOL","","","","BOLDHS200302","","No data","","","","Not available."
"itnwm","EQ_DHS","PUBLISHED","2003","AMR","BOL","","","","BOLDHS200303","","No data","","","","Not available."
"itnwm","EQ_DHS","PUBLISHED","2003","AMR","BOL","","","","BOLDHS200306","","No data","","","","Not available."
"itnwm","EQ_DHS","PUBLISHED","2003","AMR","BOL","","","","BOLDHS200307","","No data","","","","Not available."
"itnwm","EQ_DHS","PUBLISHED","2008","AMR","BOL","","","","BOLDHS200801","","No data","","","","Not available."
"itnwm","EQ_DHS","PUBLISHED","2008","AMR","BOL","","","","BOLDHS200802","","No data","","","","Not available."
"itnwm","EQ_DHS","PUBLISHED","2008","AMR","BOL","","","","BOLDHS200804","","No data","","","","Not available."
"itnwm","EQ_DHS","PUBLISHED","2008","AMR","BOL","","","","BOLDHS200805","","No data","","","","Not available."
"itnwm","EQ_DHS","PUBLISHED","2008","AMR","BOL","","","","BOLDHS200809","","No data","","","","Not available."
"itnwm","EQ_MICS","PUBLISHED","2000","EUR","BIH","","","","BIHMICS200001","","No data","","","","Not available."
"itnwm","EQ_MICS","PUBLISHED","2006","EUR","BIH","","","","BIHMICS200601","","No data","","","","Not available."
"itnwm","EQ_MICS","PUBLISHED","2006","EUR","BIH","","","","BIHMICS200602","","No data","","","","Not available."
"itnwm","EQ_MICS","PUBLISHED","2011","EUR","BIH","","","","BIHMICS201103","","No data","","","","Not available."
"itnwm","EQ_MICS","PUBLISHED","2000","AFR","BWA","","","","BWAMICS200002","","No data","","","","Not available."
"itnwm","EQ_MICS","PUBLISHED","2000","AFR","BWA","","","","BWAMICS200009","","No data","","","","Not available."
"itnwm","EQ_MICS","PUBLISHED","2000","AFR","BWA","","","","BWAMICS200011","","No data","","","","Not available."
"itnwm","EQ_DHS","PUBLISHED","1996","AMR","BRA","","","","BRADHS199602","","No data","","","","Not available."
"itnwm","EQ_DHS","PUBLISHED","1992","AFR","BFA","","","","BFADHS199205","","No data","","","","Not available."
"itnwm","EQ_DHS","PUBLISHED","1998","AFR","BFA","","","","BFADHS199802","","No data","","","","Not available."
"itnwm","EQ_DHS","PUBLISHED","1998","AFR","BFA","","","","BFADHS199803","","No data","","","","Not available."
"itnwm","EQ_DHS","PUBLISHED","2003","AFR","BFA","","","","BFADHS200301","","2.6 [0.6-10.6]","3.00000","1.00000","11.00000","Attention - Estimate is based on 25-49 cases."
"itnwm","EQ_DHS","PUBLISHED","2003","AFR","BFA","","","","BFADHS200302","","3.3 [0.8-12.6]","3.00000","1.00000","13.00000",""
"itnwm","EQ_DHS","PUBLISHED","2003","AFR","BFA","","","","BFADHS200306","","5.2 [1.7-14.6]","5.00000","2.00000","15.00000",""
"itnwm","EQ_DHS","PUBLISHED","2003","AFR","BFA","","","","BFADHS200307","","0.0 [0.0-0.0]","0.00000","0.00000","0.00000",""
"itnwm","EQ_DHS","PUBLISHED","2003","AFR","BFA","","","","BFADHS200309","","No data","","","","Not available."
"itnwm","EQ_DHS","PUBLISHED","2003","AFR","BFA","","","","BFADHS200310","","No data","","","","Not available."
"itnwm","EQ_DHS","PUBLISHED","2003","AFR","BFA","","","","BFADHS200311","","5.2 [2.2-11.8]","5.00000","2.00000","12.00000",""
"itnwm","EQ_DHS","PUBLISHED","2003","AFR","BFA","","","","BFADHS200314","","0.0 [0.0-0.0]","0.00000","0.00000","0.00000",""
"itnwm","EQ_MICS","PUBLISHED","2006","AFR","BFA","","","","BFAMICS200602","","No data","","","","Not available."
"itnwm","EQ_MICS","PUBLISHED","2006","AFR","BFA","","","","BFAMICS200604","","No data","","","","Not available."
"itnwm","EQ_MICS","PUBLISHED","2006","AFR","BFA","","","","BFAMICS200605","","No data","","","","Not available."
"itnwm","EQ_MICS","PUBLISHED","2006","AFR","BFA","","","","BFAMICS200609","","No data","","","","Not available."
"itnwm","EQ_MICS","PUBLISHED","2006","AFR","BFA","","","","BFAMICS200610","","No data","","","","Not available."
"itnwm","EQ_MICS","PUBLISHED","2006","AFR","BFA","","","","BFAMICS200613","","No data","","","","Not available."
"itnwm","EQ_DHS","PUBLISHED","2010","AFR","BFA","","","","BFADHS201002","","57.5 [42.7-71.0]","57.00000","43.00000","71.00000",""
"itnwm","EQ_DHS","PUBLISHED","2010","AFR","BFA","","","","BFADHS201003","","24.6 [15.9-36.1]","25.00000","16.00000","36.00000",""
"itnwm","EQ_DHS","PUBLISHED","2010","AFR","BFA","","","","BFADHS201006","","No data","","","","Not available."
"itnwm","EQ_DHS","PUBLISHED","2010","AFR","BFA","","","","BFADHS201007","","No data","","","","Not available."
"itnwm","EQ_DHS","PUBLISHED","2010","AFR","BFA","","","","BFADHS201011","","80.3 [70.3-87.5]","80.00000","70.00000","88.00000",""
"itnwm","EQ_DHS","PUBLISHED","2010","AFR","BFA","","","","BFADHS201012","","37.7 [29.0-47.3]","38.00000","29.00000","47.00000",""
"itnwm","EQ_MICS","PUBLISHED","2000","AFR","BDI","","","","BDIMICS200004","","No data","","","","Not available."
"itnwm","EQ_MICS","PUBLISHED","2005","AFR","BDI","","","","BDIMICS200501","","No data","","","","Not available."
"itnwm","EQ_MICS","PUBLISHED","2005","AFR","BDI","","","","BDIMICS200503","","No data","","","","Not available."
"itnwm","EQ_DHS","PUBLISHED","2010","AFR","BDI","","","","BDIDHS201003","","44.6 [36.2-53.3]","45.00000","36.00000","53.00000",""
"itnwm","EQ_DHS","PUBLISHED","2010","AFR","BDI","","","","BDIDHS201005","","43.4 [36.5-50.6]","43.00000","36.00000","51.00000",""
"itnwm","EQ_DHS","PUBLISHED","2016","AFR","BDI","","","","BDIDHS201602","","60.2 [50.6-69.0]","60.00000","51.00000","69.00000",""
"itnwm","EQ_DHS","PUBLISHED","2016","AFR","BDI","","","","BDIDHS201604","","22.1 [12.1-36.7]","22.00000","12.00000","37.00000",""
"itnwm","EQ_DHS","PUBLISHED","2016","AFR","BDI","","","","BDIDHS201611","","38.9 [27.5-51.6]","39.00000","28.00000","52.00000",""
"itnwm","EQ_DHS","PUBLISHED","2016","AFR","BDI","","","","BDIDHS201613","","40.8 [24.2-59.8]","41.00000","24.00000","60.00000","Attention - Estimate is based on 25-49 cases."
"itnwm","EQ_DHS","PUBLISHED","2016","AFR","BDI","","","","BDIDHS201618","","50.3 [38.4-62.2]","50.00000","38.00000","62.00000",""
"itnwm","EQ_RHS","PUBLISHED","1998","AFR","CPV","","","","CPVRHS199801","","No data","","","","Not available."
"itnwm","EQ_RHS","PUBLISHED","1998","AFR","CPV","","","","CPVRHS199803","","No data","","","","Not available."
"itnwm","EQ_DHS","PUBLISHED","2000","WPR","KHM","","","","KHMDHS200005","","No data","","","","Not available."
"itnwm","EQ_DHS","PUBLISHED","2000","WPR","KHM","","","","KHMDHS200007","","No data","","","","Not available."
"itnwm","EQ_DHS","PUBLISHED","2000","WPR","KHM","","","","KHMDHS200014","","No data","","","","Not available."
"itnwm","EQ_DHS","PUBLISHED","2000","WPR","KHM","","","","KHMDHS200016","","No data","","","","Not available."
"itnwm","EQ_DHS","PUBLISHED","2000","WPR","KHM","","","","KHMDHS200021","","No data","","","","Not available."
"itnwm","EQ_DHS","PUBLISHED","2000","WPR","KHM","","","","KHMDHS200023","","No data","","","","Not available."
"itnwm","EQ_DHS","PUBLISHED","2005","WPR","KHM","","","","KHMDHS200503","","1.3 [0.2-9.2]","1.00000","0.00000","9.00000","Attention - Estimate is based on 25-49 cases."
"itnwm","EQ_DHS","PUBLISHED","2005","WPR","KHM","","","","KHMDHS200505","","4.5 [1.0-18.0]","4.00000","1.00000","18.00000",""
"itnwm","EQ_DHS","PUBLISHED","2005","WPR","KHM","","","","KHMDHS200512","","0.0 [0.0-0.0]","0.00000","0.00000","0.00000",""
"itnwm","EQ_DHS","PUBLISHED","2005","WPR","KHM","","","","KHMDHS200514","","35.0 [10.7-70.8]","35.00000","11.00000","71.00000",""
"itnwm","EQ_DHS","PUBLISHED","2010","WPR","KHM","","","","KHMDHS201001","","No data","","","","Not available."
"itnwm","EQ_DHS","PUBLISHED","2010","WPR","KHM","","","","KHMDHS201003","","No data","","","","Not available."
"itnwm","EQ_DHS","PUBLISHED","2010","WPR","KHM","","","","KHMDHS201010","","No data","","","","Not available."
"itnwm","EQ_DHS","PUBLISHED","2010","WPR","KHM","","","","KHMDHS201012","","No data","","","","Not available."
"itnwm","EQ_DHS","PUBLISHED","2010","WPR","KHM","","","","KHMDHS201019","","No data","","","","Not available."
"itnwm","EQ_DHS","PUBLISHED","2014","WPR","KHM","","","","KHMDHS201401","","No data","","","","Not available."
"itnwm","EQ_DHS","PUBLISHED","2014","WPR","KHM","","","","KHMDHS201403","","No data","","","","Not available."
"itnwm","EQ_DHS","PUBLISHED","2014","WPR","KHM","","","","KHMDHS201408","","No data","","","","Not available."
"itnwm","EQ_DHS","PUBLISHED","2014","WPR","KHM","","","","KHMDHS201410","","No data","","","","Not available."
"itnwm","EQ_DHS","PUBLISHED","2014","WPR","KHM","","","","KHMDHS201417","","No data","","","","Not available."
"itnwm","EQ_DHS","PUBLISHED","2014","WPR","KHM","","","","KHMDHS201419","","No data","","","","Not available."
"itnwm","EQ_DHS","PUBLISHED","1991","AFR","CMR","","","","CMRDHS199102","","No data","","","","Not available."
"itnwm","EQ_DHS","PUBLISHED","1998","AFR","CMR","","","","CMRDHS199802","","No data","","","","Not available."
"itnwm","EQ_DHS","PUBLISHED","2004","AFR","CMR","","","","CMRDHS200402","","0.0 [0.0-0.0]","0.00000","0.00000","0.00000",""
"itnwm","EQ_DHS","PUBLISHED","2004","AFR","CMR","","","","CMRDHS200404","","2.7 [0.7-9.5]","3.00000","1.00000","9.00000",""
"itnwm","EQ_DHS","PUBLISHED","2004","AFR","CMR","","","","CMRDHS200409","","1.1 [0.1-7.1]","1.00000","0.00000","7.00000",""
"itnwm","EQ_DHS","PUBLISHED","2004","AFR","CMR","","","","CMRDHS200411","","1.7 [0.2-11.1]","2.00000","0.00000","11.00000",""
"itnwm","EQ_MICS","PUBLISHED","2006","AFR","CMR","","","","CMRMICS200603","","No data","","","","Not available."
"itnwm","EQ_MICS","PUBLISHED","2006","AFR","CMR","","","","CMRMICS200605","","No data","","","","Not available."
"itnwm","EQ_MICS","PUBLISHED","2006","AFR","CMR","","","","CMRMICS200610","","No data","","","","Not available."
"itnwm","EQ_MICS","PUBLISHED","2006","AFR","CMR","","","","CMRMICS200612","","No data","","","","Not available."
"itnwm","EQ_DHS","PUBLISHED","2011","AFR","CMR","","","","CMRDHS201104","","13.3 [7.5-22.6]","13.00000","7.00000","23.00000",""
"itnwm","EQ_DHS","PUBLISHED","2011","AFR","CMR","","","","CMRDHS201106","","9.8 [4.9-18.6]","10.00000","5.00000","19.00000",""
"itnwm","EQ_DHS","PUBLISHED","2011","AFR","CMR","","","","CMRDHS201111","","6.3 [1.7-20.2]","6.00000","2.00000","20.00000",""
"itnwm","EQ_MICS","PUBLISHED","2014","AFR","CMR","","","","CMRMICS201405","","43.3 [32.3-55.1]","43.00000","32.00000","55.00000",""
"itnwm","EQ_MICS","PUBLISHED","2014","AFR","CMR","","","","CMRMICS201407","","72.0 [61.9-80.3]","72.00000","62.00000","80.00000",""
"itnwm","EQ_MICS","PUBLISHED","2014","AFR","CMR","","","","CMRMICS201412","","56.6 [44.2-68.3]","57.00000","44.00000","68.00000",""
"itnwm","EQ_DHS","PUBLISHED","2018","AFR","CMR","","","","CMRDHS201806","","No data","","","","Not available."
"itnwm","EQ_DHS","PUBLISHED","2018","AFR","CMR","","","","CMRDHS201808","","No data","","","","Not available."
"itnwm","EQ_DHS","PUBLISHED","1994","AFR","CAF","","","","CAFDHS199401","","No data","","","","Not available."
"itnwm","EQ_MICS","PUBLISHED","2000","AFR","CAF","","","","CAFMICS200001","","No data","","","","Not available."
"itnwm","EQ_MICS","PUBLISHED","2000","AFR","CAF","","","","CAFMICS200006","","No data","","","","Not available."
"itnwm","EQ_MICS","PUBLISHED","2000","AFR","CAF","","","","CAFMICS200008","","No data","","","","Not available."
"itnwm","EQ_MICS","PUBLISHED","2000","AFR","CAF","","","","CAFMICS200015","","No data","","","","Not available."
"itnwm","EQ_MICS","PUBLISHED","2000","AFR","CAF","","","","CAFMICS200017","","No data","","","","Not available."
"itnwm","EQ_MICS","PUBLISHED","2006","AFR","CAF","","","","CAFMICS200603","","No data","","","","Not available."
"itnwm","EQ_MICS","PUBLISHED","2006","AFR","CAF","","","","CAFMICS200604","","No data","","","","Not available."
"itnwm","EQ_MICS","PUBLISHED","2006","AFR","CAF","","","","CAFMICS200608","","No data","","","","Not available."
"itnwm","EQ_MICS","PUBLISHED","2006","AFR","CAF","","","","CAFMICS200609","","No data","","","","Not available."
"itnwm","EQ_MICS","PUBLISHED","2006","AFR","CAF","","","","CAFMICS200611","","No data","","","","Not available."
"itnwm","EQ_MICS","PUBLISHED","2006","AFR","CAF","","","","CAFMICS200612","","No data","","","","Not available."
"itnwm","EQ_MICS","PUBLISHED","2010","AFR","CAF","","","","CAFMICS201002","","No data","","","","Not available."
"itnwm","EQ_MICS","PUBLISHED","2010","AFR","CAF","","","","CAFMICS201003","","No data","","","","Not available."
"itnwm","EQ_MICS","PUBLISHED","2010","AFR","CAF","","","","CAFMICS201004","","No data","","","","Not available."
"itnwm","EQ_MICS","PUBLISHED","2010","AFR","CAF","","","","CAFMICS201006","","59.3 [44.1-72.8]","59.00000","44.00000","73.00000",""
"itnwm","EQ_MICS","PUBLISHED","2010","AFR","CAF","","","","CAFMICS201007","","59.7 [51.1-67.8]","60.00000","51.00000","68.00000",""
"itnwm","EQ_MICS","PUBLISHED","2010","AFR","CAF","","","","CAFMICS201011","","23.7 [16.0-33.7]","24.00000","16.00000","34.00000",""
"itnwm","EQ_MICS","PUBLISHED","2010","AFR","CAF","","","","CAFMICS201012","","34.2 [20.8-50.6]","34.00000","21.00000","51.00000",""
"itnwm","EQ_MICS","PUBLISHED","2010","AFR","CAF","","","","CAFMICS201014","","No data","","","","Not available."
"itnwm","EQ_MICS","PUBLISHED","2010","AFR","CAF","","","","CAFMICS201015","","No data","","","","Not available."
"itnwm","EQ_MICS","PUBLISHED","2010","AFR","CAF","","","","CAFMICS201016","","No data","","","","Not available."
"itnwm","EQ_DHS","PUBLISHED","1996","AFR","TCD","","","","TCDDHS199603","","No data","","","","Not available."
"itnwm","EQ_DHS","PUBLISHED","1996","AFR","TCD","","","","TCDDHS199605","","No data","","","","Not available."
"itnwm","EQ_DHS","PUBLISHED","1996","AFR","TCD","","","","TCDDHS199612","","No data","","","","Not available."
"itnwm","EQ_DHS","PUBLISHED","1996","AFR","TCD","","","","TCDDHS199614","","No data","","","","Not available."
"itnwm","EQ_MICS","PUBLISHED","2000","AFR","TCD","","","","TCDMICS200001","","No data","","","","Not available."
"itnwm","EQ_DHS","PUBLISHED","2004","AFR","TCD","","","","TCDDHS200402","","No data","","","","Not available."
