"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","RESIDENCEAREATYPE","Display Value","Numeric","Low","High","Comments"
"WSH_WATER_BASIC","PUBLISHED","2000","EMR","AFG","RUR","22","21.61913","","",""
"WSH_WATER_BASIC","PUBLISHED","2000","EMR","AFG","TOTL","28","27.77190","","",""
"WSH_WATER_BASIC","PUBLISHED","2000","EMR","AFG","URB","49","49.48745","","",""
"WSH_WATER_BASIC","PUBLISHED","2001","EMR","AFG","RUR","22","21.61913","","",""
"WSH_WATER_BASIC","PUBLISHED","2001","EMR","AFG","TOTL","28","27.79726","","",""
"WSH_WATER_BASIC","PUBLISHED","2001","EMR","AFG","URB","49","49.48745","","",""
"WSH_WATER_BASIC","PUBLISHED","2002","EMR","AFG","RUR","24","23.59988","","",""
"WSH_WATER_BASIC","PUBLISHED","2002","EMR","AFG","TOTL","30","29.90076","","",""
"WSH_WATER_BASIC","PUBLISHED","2002","EMR","AFG","URB","52","51.90447","","",""
"WSH_WATER_BASIC","PUBLISHED","2003","EMR","AFG","RUR","26","25.58063","","",""
"WSH_WATER_BASIC","PUBLISHED","2003","EMR","AFG","TOTL","32","32.00507","","",""
"WSH_WATER_BASIC","PUBLISHED","2003","EMR","AFG","URB","54","54.32149","","",""
"WSH_WATER_BASIC","PUBLISHED","2004","EMR","AFG","RUR","28","27.56138","","",""
"WSH_WATER_BASIC","PUBLISHED","2004","EMR","AFG","TOTL","34","34.12623","","",""
"WSH_WATER_BASIC","PUBLISHED","2004","EMR","AFG","URB","57","56.73851","","",""
"WSH_WATER_BASIC","PUBLISHED","2005","EMR","AFG","RUR","30","29.54213","","",""
"WSH_WATER_BASIC","PUBLISHED","2005","EMR","AFG","TOTL","36","36.26526","","",""
"WSH_WATER_BASIC","PUBLISHED","2005","EMR","AFG","URB","59","59.15553","","",""
"WSH_WATER_BASIC","PUBLISHED","2006","EMR","AFG","RUR","32","31.52288","","",""
"WSH_WATER_BASIC","PUBLISHED","2006","EMR","AFG","TOTL","38","38.40636","","",""
"WSH_WATER_BASIC","PUBLISHED","2006","EMR","AFG","URB","62","61.57254","","",""
"WSH_WATER_BASIC","PUBLISHED","2007","EMR","AFG","RUR","34","33.73274","","",""
"WSH_WATER_BASIC","PUBLISHED","2007","EMR","AFG","TOTL","41","40.84418","","",""
"WSH_WATER_BASIC","PUBLISHED","2007","EMR","AFG","URB","65","64.50089","","",""
"WSH_WATER_BASIC","PUBLISHED","2008","EMR","AFG","RUR","36","35.96969","","",""
"WSH_WATER_BASIC","PUBLISHED","2008","EMR","AFG","TOTL","43","43.31506","","",""
"WSH_WATER_BASIC","PUBLISHED","2008","EMR","AFG","URB","67","67.46785","","",""
"WSH_WATER_BASIC","PUBLISHED","2009","EMR","AFG","RUR","38","38.23373","","",""
"WSH_WATER_BASIC","PUBLISHED","2009","EMR","AFG","TOTL","46","45.81909","","",""
"WSH_WATER_BASIC","PUBLISHED","2009","EMR","AFG","URB","70","70.47343","","",""
"WSH_WATER_BASIC","PUBLISHED","2010","EMR","AFG","RUR","41","40.52486","","",""
"WSH_WATER_BASIC","PUBLISHED","2010","EMR","AFG","TOTL","48","48.35636","","",""
"WSH_WATER_BASIC","PUBLISHED","2010","EMR","AFG","URB","74","73.51765","","",""
"WSH_WATER_BASIC","PUBLISHED","2011","EMR","AFG","RUR","43","42.84308","","",""
"WSH_WATER_BASIC","PUBLISHED","2011","EMR","AFG","TOTL","51","50.92731","","",""
"WSH_WATER_BASIC","PUBLISHED","2011","EMR","AFG","URB","77","76.60050","","",""
"WSH_WATER_BASIC","PUBLISHED","2012","EMR","AFG","RUR","45","45.18839","","",""
"WSH_WATER_BASIC","PUBLISHED","2012","EMR","AFG","TOTL","54","53.53170","","",""
"WSH_WATER_BASIC","PUBLISHED","2012","EMR","AFG","URB","80","79.72198","","",""
"WSH_WATER_BASIC","PUBLISHED","2013","EMR","AFG","RUR","48","47.56079","","",""
"WSH_WATER_BASIC","PUBLISHED","2013","EMR","AFG","TOTL","56","56.16964","","",""
"WSH_WATER_BASIC","PUBLISHED","2013","EMR","AFG","URB","83","82.88207","","",""
"WSH_WATER_BASIC","PUBLISHED","2014","EMR","AFG","RUR","50","49.96028","","",""
"WSH_WATER_BASIC","PUBLISHED","2014","EMR","AFG","TOTL","59","58.84123","","",""
"WSH_WATER_BASIC","PUBLISHED","2014","EMR","AFG","URB","86","86.08080","","",""
"WSH_WATER_BASIC","PUBLISHED","2015","EMR","AFG","RUR","52","52.38686","","",""
"WSH_WATER_BASIC","PUBLISHED","2015","EMR","AFG","TOTL","62","61.54693","","",""
"WSH_WATER_BASIC","PUBLISHED","2015","EMR","AFG","URB","89","89.31815","","",""
"WSH_WATER_BASIC","PUBLISHED","2016","EMR","AFG","RUR","55","54.84053","","",""
"WSH_WATER_BASIC","PUBLISHED","2016","EMR","AFG","TOTL","64","64.28648","","",""
"WSH_WATER_BASIC","PUBLISHED","2016","EMR","AFG","URB","93","92.59413","","",""
"WSH_WATER_BASIC","PUBLISHED","2017","EMR","AFG","RUR","57","57.32129","","",""
"WSH_WATER_BASIC","PUBLISHED","2017","EMR","AFG","TOTL","67","67.06462","","",""
"WSH_WATER_BASIC","PUBLISHED","2017","EMR","AFG","URB","96","95.90874","","",""
"WSH_WATER_BASIC","PUBLISHED","2000","EUR","ALB","RUR","82","81.78472","","",""
"WSH_WATER_BASIC","PUBLISHED","2000","EUR","ALB","TOTL","88","87.86662","","",""
"WSH_WATER_BASIC","PUBLISHED","2000","EUR","ALB","URB","96","96.35529","","",""
"WSH_WATER_BASIC","PUBLISHED","2001","EUR","ALB","RUR","82","81.83538","","",""
"WSH_WATER_BASIC","PUBLISHED","2001","EUR","ALB","TOTL","88","87.88955","","",""
"WSH_WATER_BASIC","PUBLISHED","2001","EUR","ALB","URB","96","96.10231","","",""
"WSH_WATER_BASIC","PUBLISHED","2002","EUR","ALB","RUR","82","81.88605","","",""
"WSH_WATER_BASIC","PUBLISHED","2002","EUR","ALB","TOTL","88","87.91309","","",""
"WSH_WATER_BASIC","PUBLISHED","2002","EUR","ALB","URB","96","95.74100","","",""
"WSH_WATER_BASIC","PUBLISHED","2003","EUR","ALB","RUR","82","81.93673","","",""
"WSH_WATER_BASIC","PUBLISHED","2003","EUR","ALB","TOTL","88","87.92893","","",""
"WSH_WATER_BASIC","PUBLISHED","2003","EUR","ALB","URB","95","95.38031","","",""
"WSH_WATER_BASIC","PUBLISHED","2004","EUR","ALB","RUR","82","81.98741","","",""
"WSH_WATER_BASIC","PUBLISHED","2004","EUR","ALB","TOTL","88","87.93703","","",""
"WSH_WATER_BASIC","PUBLISHED","2004","EUR","ALB","URB","95","95.02026","","",""
"WSH_WATER_BASIC","PUBLISHED","2005","EUR","ALB","RUR","82","82.03811","","",""
"WSH_WATER_BASIC","PUBLISHED","2005","EUR","ALB","TOTL","88","87.93683","","",""
"WSH_WATER_BASIC","PUBLISHED","2005","EUR","ALB","URB","95","94.66083","","",""
"WSH_WATER_BASIC","PUBLISHED","2006","EUR","ALB","RUR","82","82.08881","","",""
"WSH_WATER_BASIC","PUBLISHED","2006","EUR","ALB","TOTL","88","87.92856","","",""
"WSH_WATER_BASIC","PUBLISHED","2006","EUR","ALB","URB","94","94.30202","","",""
"WSH_WATER_BASIC","PUBLISHED","2007","EUR","ALB","RUR","82","82.13952","","",""
"WSH_WATER_BASIC","PUBLISHED","2007","EUR","ALB","TOTL","88","87.91208","","",""
"WSH_WATER_BASIC","PUBLISHED","2007","EUR","ALB","URB","94","93.94386","","",""
"WSH_WATER_BASIC","PUBLISHED","2008","EUR","ALB","RUR","82","82.19024","","",""
"WSH_WATER_BASIC","PUBLISHED","2008","EUR","ALB","TOTL","88","87.88725","","",""
"WSH_WATER_BASIC","PUBLISHED","2008","EUR","ALB","URB","94","93.58632","","",""
"WSH_WATER_BASIC","PUBLISHED","2009","EUR","ALB","RUR","82","82.24096","","",""
"WSH_WATER_BASIC","PUBLISHED","2009","EUR","ALB","TOTL","88","87.85342","","",""
"WSH_WATER_BASIC","PUBLISHED","2009","EUR","ALB","URB","93","93.22941","","",""
"WSH_WATER_BASIC","PUBLISHED","2010","EUR","ALB","RUR","82","82.29169","","",""
"WSH_WATER_BASIC","PUBLISHED","2010","EUR","ALB","TOTL","88","87.81129","","",""
"WSH_WATER_BASIC","PUBLISHED","2010","EUR","ALB","URB","93","92.87312","","",""
"WSH_WATER_BASIC","PUBLISHED","2011","EUR","ALB","RUR","82","82.34244","","",""
"WSH_WATER_BASIC","PUBLISHED","2011","EUR","ALB","TOTL","88","87.76034","","",""
"WSH_WATER_BASIC","PUBLISHED","2011","EUR","ALB","URB","93","92.51747","","",""
"WSH_WATER_BASIC","PUBLISHED","2012","EUR","ALB","RUR","83","82.59078","","",""
"WSH_WATER_BASIC","PUBLISHED","2012","EUR","ALB","TOTL","88","87.86044","","",""
"WSH_WATER_BASIC","PUBLISHED","2012","EUR","ALB","URB","92","92.29012","","",""
"WSH_WATER_BASIC","PUBLISHED","2013","EUR","ALB","RUR","86","86.23110","","",""
"WSH_WATER_BASIC","PUBLISHED","2013","EUR","ALB","TOTL","89","89.46109","","",""
"WSH_WATER_BASIC","PUBLISHED","2013","EUR","ALB","URB","92","92.06277","","",""
"WSH_WATER_BASIC","PUBLISHED","2014","EUR","ALB","RUR","90","89.87518","","",""
"WSH_WATER_BASIC","PUBLISHED","2014","EUR","ALB","TOTL","91","90.98120","","",""
"WSH_WATER_BASIC","PUBLISHED","2014","EUR","ALB","URB","92","91.83542","","",""
"WSH_WATER_BASIC","PUBLISHED","2015","EUR","ALB","RUR","90","89.87518","","",""
"WSH_WATER_BASIC","PUBLISHED","2015","EUR","ALB","TOTL","91","91.00102","","",""
"WSH_WATER_BASIC","PUBLISHED","2015","EUR","ALB","URB","92","91.83542","","",""
"WSH_WATER_BASIC","PUBLISHED","2016","EUR","ALB","RUR","90","89.87518","","",""
"WSH_WATER_BASIC","PUBLISHED","2016","EUR","ALB","TOTL","91","91.02037","","",""
"WSH_WATER_BASIC","PUBLISHED","2016","EUR","ALB","URB","92","91.83542","","",""
"WSH_WATER_BASIC","PUBLISHED","2017","EUR","ALB","RUR","90","89.87518","","",""
"WSH_WATER_BASIC","PUBLISHED","2017","EUR","ALB","TOTL","91","91.03923","","",""
"WSH_WATER_BASIC","PUBLISHED","2017","EUR","ALB","URB","92","91.83542","","",""
