"GHO","PUBLISHSTATE","YEAR","REGION","UNREGION","WORLDBANKINCOMEGROUP","WORLDBANKREGION","UNSDGREGION","Display Value","Numeric","Low","High","Comments"
"FINPROTECTION_IMP_NP_190_LEVEL_SH","PUBLISHED","2015","AFR","","","","","1.51","1.51461","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_SH","PUBLISHED","2015","AMR","","","","","0.15","0.15021","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_SH","PUBLISHED","2015","EMR","","","","","0.39","0.38797","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_SH","PUBLISHED","2015","","","","WB_LAC","","0.23","0.23468","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_SH","PUBLISHED","2015","","","","WB_MNA","","0.17","0.16707","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_SH","PUBLISHED","2015","","","","WB_NAR","","0.00","0.00286","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_SH","PUBLISHED","2015","","","","WB_SAR","","3.06","3.06467","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_SH","PUBLISHED","2015","","","","WB_SSA","","1.50","1.50207","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_SH","PUBLISHED","2010","AFR","","","","","1.65","1.64866","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_SH","PUBLISHED","2010","AMR","","","","","0.33","0.32981","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_SH","PUBLISHED","2010","EMR","","","","","0.50","0.50078","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_SH","PUBLISHED","2010","EUR","","","","","0.09","0.08628","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_SH","PUBLISHED","2010","GLOBAL","UN_World","WB_WORLD_INCOME","GLOBAL","UNSDG_WORLD","1.50","1.49888","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_SH","PUBLISHED","2010","SEAR","","","","","3.04","3.04193","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_SH","PUBLISHED","2010","WPR","","","","","1.52","1.51924","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_SH","PUBLISHED","2010","","","","","UNSDG_CENTRALASIASOUTHERNASIA","3.15","3.14695","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_SH","PUBLISHED","2010","","","","","UNSDG_EASTERNASIASOUTHEASTERNASIA","1.34","1.34187","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_SH","PUBLISHED","2010","","","","","UNSDG_EUROPE","0.02","0.02230","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_SH","PUBLISHED","2010","","","","","UNSDG_LAC","0.52","0.51938","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_SH","PUBLISHED","2010","","","","","UNSDG_NORTHERNAMR","0.00","0.00314","","",""
"FINPROTECTION_IMP_NP_190_LEVEL_SH","PUBLISHED","2010","","","","","UNSDG_OCEANIA","0.00","0.00000","","",""
