"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","BACGROUP","Display Value","Numeric","Low","High","Comments"
"SA_0000001520","PUBLISHED","2016","EUR","EST","SA_YOUNG_NOVICE_DRIVERS","0.02%","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","FIN","SA_GENERAL_POPULATION","0.05%","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","IRL","SA_PROFESS_COMMERCE_DRIVERS","0.02%","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","ISR","SA_YOUNG_NOVICE_DRIVERS","0.01%","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","KAZ","SA_PROFESS_COMMERCE_DRIVERS","zero tolerance","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","KGZ","SA_YOUNG_NOVICE_DRIVERS",".","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","NOR","SA_GENERAL_POPULATION","0.02%","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","NOR","SA_PROFESS_COMMERCE_DRIVERS","0.02%","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","PRT","SA_YOUNG_NOVICE_DRIVERS","0.02%","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","MDA","SA_GENERAL_POPULATION","0.03%","","","",""
"SA_0000001520","PUBLISHED","2016","AFR","MLI","SA_GENERAL_POPULATION","0.03%","","","",""
"SA_0000001520","PUBLISHED","2016","AFR","MLI","SA_PROFESS_COMMERCE_DRIVERS","0.03%","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","TJK","SA_PROFESS_COMMERCE_DRIVERS","0.03%","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","MKD","SA_YOUNG_NOVICE_DRIVERS","zero tolerance","","","",""
"SA_0000001520","PUBLISHED","2016","AFR","BEN","SA_GENERAL_POPULATION","0.05%","","","",""
"SA_0000001520","PUBLISHED","2016","AFR","BEN","SA_PROFESS_COMMERCE_DRIVERS","0.05%","","","",""
"SA_0000001520","PUBLISHED","2016","AFR","BDI","SA_GENERAL_POPULATION","none","","","",""
"SA_0000001520","PUBLISHED","2016","AFR","BDI","SA_PROFESS_COMMERCE_DRIVERS","none","","","",""
"SA_0000001520","PUBLISHED","2016","AMR","URY","SA_GENERAL_POPULATION","zero tolerance","","","",""
"SA_0000001520","PUBLISHED","2016","AMR","URY","SA_PROFESS_COMMERCE_DRIVERS","zero tolerance","","","",""
"SA_0000001520","PUBLISHED","2016","EMR","BHR","SA_GENERAL_POPULATION",".","","","",""
"SA_0000001520","PUBLISHED","2016","WPR","FJI","SA_YOUNG_NOVICE_DRIVERS","zero tolerance","","","",""
"SA_0000001520","PUBLISHED","2016","WPR","JPN","SA_GENERAL_POPULATION","0.03%","","","",""
"SA_0000001520","PUBLISHED","2016","EMR","BHR","SA_PROFESS_COMMERCE_DRIVERS",".","","","",""
"SA_0000001520","PUBLISHED","2016","EMR","LBY","SA_YOUNG_NOVICE_DRIVERS",".","","","",""
"SA_0000001520","PUBLISHED","2016","EMR","MAR","SA_GENERAL_POPULATION","0.02%","","","",""
"SA_0000001520","PUBLISHED","2016","WPR","PLW","SA_GENERAL_POPULATION","0.10%","","","",""
"SA_0000001520","PUBLISHED","2016","WPR","PLW","SA_PROFESS_COMMERCE_DRIVERS","0.10%","","","",""
"SA_0000001520","PUBLISHED","2016","EMR","OMN","SA_PROFESS_COMMERCE_DRIVERS","0.08%","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","ESP","SA_PROFESS_COMMERCE_DRIVERS","0.03%","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","SWE","SA_YOUNG_NOVICE_DRIVERS","0.02%","","","",""
"SA_0000001520","PUBLISHED","2016","SEAR","PRK","SA_GENERAL_POPULATION",".","","","",""
"SA_0000001520","PUBLISHED","2016","AFR","STP","SA_YOUNG_NOVICE_DRIVERS","none","","","",""
"SA_0000001520","PUBLISHED","2016","AFR","SEN","SA_GENERAL_POPULATION","none","","","",""
"SA_0000001520","PUBLISHED","2016","AFR","SLE","SA_YOUNG_NOVICE_DRIVERS","none","","","",""
"SA_0000001520","PUBLISHED","2016","AFR","ZAF","SA_GENERAL_POPULATION","0.05%","","","",""
"SA_0000001520","PUBLISHED","2016","AFR","ZWE","SA_PROFESS_COMMERCE_DRIVERS","0.08%","","","",""
"SA_0000001520","PUBLISHED","2016","AMR","ATG","SA_YOUNG_NOVICE_DRIVERS","none","","","",""
"SA_0000001520","PUBLISHED","2016","AMR","BHS","SA_PROFESS_COMMERCE_DRIVERS","0.08%","","","",""
"SA_0000001520","PUBLISHED","2016","AMR","BRB","SA_YOUNG_NOVICE_DRIVERS","none","","","",""
"SA_0000001520","PUBLISHED","2016","AMR","CUB","SA_GENERAL_POPULATION","0.01%","","","",""
"SA_0000001520","PUBLISHED","2016","AMR","CUB","SA_PROFESS_COMMERCE_DRIVERS","0.01%","","","",""
"SA_0000001520","PUBLISHED","2016","SEAR","PRK","SA_PROFESS_COMMERCE_DRIVERS",".","","","",""
"SA_0000001520","PUBLISHED","2016","SEAR","MDV","SA_GENERAL_POPULATION","total ban","","","",""
"SA_0000001520","PUBLISHED","2016","SEAR","MDV","SA_PROFESS_COMMERCE_DRIVERS","total ban","","","",""
"SA_0000001520","PUBLISHED","2016","WPR","CHN","SA_GENERAL_POPULATION","0.02%","","","",""
"SA_0000001520","PUBLISHED","2016","WPR","COK","SA_PROFESS_COMMERCE_DRIVERS","0.08%","","","",""
"SA_0000001520","PUBLISHED","2016","WPR","NRU","SA_GENERAL_POPULATION",".","","","",""
"SA_0000001520","PUBLISHED","2016","WPR","NRU","SA_PROFESS_COMMERCE_DRIVERS",".","","","",""
"SA_0000001520","PUBLISHED","2016","WPR","NZL","SA_YOUNG_NOVICE_DRIVERS","zero tolerance","","","",""
"SA_0000001520","PUBLISHED","2016","WPR","TUV","SA_YOUNG_NOVICE_DRIVERS",".","","","",""
"SA_0000001520","PUBLISHED","2016","WPR","VUT","SA_GENERAL_POPULATION",".","","","",""
"SA_0000001520","PUBLISHED","2016","WPR","KHM","SA_YOUNG_NOVICE_DRIVERS","0.05%","","","",""
"SA_0000001520","PUBLISHED","2016","EMR","ARE","SA_PROFESS_COMMERCE_DRIVERS","zero tolerance","","","",""
"SA_0000001520","PUBLISHED","2016","AFR","COG","SA_PROFESS_COMMERCE_DRIVERS","0.08%","","","",""
"SA_0000001520","PUBLISHED","2016","AMR","SLV","SA_PROFESS_COMMERCE_DRIVERS","0.05%","","","",""
"SA_0000001520","PUBLISHED","2016","AMR","HND","SA_PROFESS_COMMERCE_DRIVERS","0.07%","","","",""
"SA_0000001520","PUBLISHED","2016","AMR","JAM","SA_YOUNG_NOVICE_DRIVERS","0.08%","","","",""
"SA_0000001520","PUBLISHED","2016","AMR","PER","SA_YOUNG_NOVICE_DRIVERS","0.05%","","","",""
"SA_0000001520","PUBLISHED","2016","AMR","KNA","SA_GENERAL_POPULATION","0.08%","","","",""
"SA_0000001520","PUBLISHED","2016","AFR","CIV","SA_YOUNG_NOVICE_DRIVERS","0.08%","","","",""
"SA_0000001520","PUBLISHED","2016","AFR","GAB","SA_YOUNG_NOVICE_DRIVERS","0.08%","","","",""
"SA_0000001520","PUBLISHED","2016","AFR","GMB","SA_GENERAL_POPULATION","none","","","",""
"SA_0000001520","PUBLISHED","2016","AFR","LSO","SA_GENERAL_POPULATION","0.08%","","","",""
"SA_0000001520","PUBLISHED","2016","AFR","LSO","SA_PROFESS_COMMERCE_DRIVERS","0.08%","","","",""
"SA_0000001520","PUBLISHED","2016","AFR","MRT","SA_PROFESS_COMMERCE_DRIVERS","total ban","","","",""
"SA_0000001520","PUBLISHED","2016","EMR","LBN","SA_YOUNG_NOVICE_DRIVERS","zero tolerance","","","",""
"SA_0000001520","PUBLISHED","2016","EMR","QAT","SA_YOUNG_NOVICE_DRIVERS",".","","","",""
"SA_0000001520","PUBLISHED","2016","EMR","SAU","SA_GENERAL_POPULATION","total ban","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","AUT","SA_PROFESS_COMMERCE_DRIVERS","0.01%","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","AZE","SA_YOUNG_NOVICE_DRIVERS","zero tolerance","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","HRV","SA_YOUNG_NOVICE_DRIVERS","zero tolerance","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","CYP","SA_GENERAL_POPULATION","0.05%","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","FIN","SA_YOUNG_NOVICE_DRIVERS","0.05%","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","FRA","SA_GENERAL_POPULATION","0.05%","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","FRA","SA_PROFESS_COMMERCE_DRIVERS","0.02%","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","ISL","SA_GENERAL_POPULATION","0.05%","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","ISL","SA_PROFESS_COMMERCE_DRIVERS","0.05%","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","KGZ","SA_PROFESS_COMMERCE_DRIVERS",".","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","LVA","SA_YOUNG_NOVICE_DRIVERS","0.02%","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","MNE","SA_YOUNG_NOVICE_DRIVERS","0.03%","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","NLD","SA_GENERAL_POPULATION","0.05%","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","ROU","SA_GENERAL_POPULATION","zero tolerance","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","ROU","SA_PROFESS_COMMERCE_DRIVERS","zero tolerance","","","",""
"SA_0000001520","PUBLISHED","2016","AFR","MUS","SA_YOUNG_NOVICE_DRIVERS","0.05%","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","ESP","SA_YOUNG_NOVICE_DRIVERS","0.03%","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","TUR","SA_YOUNG_NOVICE_DRIVERS","0.02%","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","TKM","SA_GENERAL_POPULATION","0.03%","","","",""
"SA_0000001520","PUBLISHED","2016","AFR","DZA","SA_YOUNG_NOVICE_DRIVERS","0.02%","","","",""
"SA_0000001520","PUBLISHED","2016","AFR","AGO","SA_GENERAL_POPULATION","0.06%","","","",""
"SA_0000001520","PUBLISHED","2016","AFR","AGO","SA_PROFESS_COMMERCE_DRIVERS","0.06%","","","",""
"SA_0000001520","PUBLISHED","2016","AFR","CPV","SA_GENERAL_POPULATION","0.08%","","","",""
"SA_0000001520","PUBLISHED","2016","SEAR","MMR","SA_PROFESS_COMMERCE_DRIVERS","0.08%","","","",""
"SA_0000001520","PUBLISHED","2016","WPR","AUS","SA_PROFESS_COMMERCE_DRIVERS","0.02%","","","",""
"SA_0000001520","PUBLISHED","2016","WPR","BRN","SA_YOUNG_NOVICE_DRIVERS",".","","","",""
"SA_0000001520","PUBLISHED","2016","WPR","JPN","SA_YOUNG_NOVICE_DRIVERS","0.03%","","","",""
"SA_0000001520","PUBLISHED","2016","WPR","KIR","SA_GENERAL_POPULATION","0.08%","","","",""
"SA_0000001520","PUBLISHED","2016","AFR","CPV","SA_PROFESS_COMMERCE_DRIVERS","0.08%","","","",""
"SA_0000001520","PUBLISHED","2016","AMR","TTO","SA_YOUNG_NOVICE_DRIVERS","0.08%","","","",""
"SA_0000001520","PUBLISHED","2016","AMR","USA","SA_GENERAL_POPULATION","0.08%","","","",""
"SA_0000001520","PUBLISHED","2016","WPR","PHL","SA_YOUNG_NOVICE_DRIVERS","0.05%","","","",""
"SA_0000001520","PUBLISHED","2016","AMR","USA","SA_PROFESS_COMMERCE_DRIVERS","0.04%","","","",""
"SA_0000001520","PUBLISHED","2016","EMR","DJI","SA_GENERAL_POPULATION","zero tolerance","","","",""
"SA_0000001520","PUBLISHED","2016","EMR","DJI","SA_PROFESS_COMMERCE_DRIVERS","zero tolerance","","","",""
"SA_0000001520","PUBLISHED","2016","EMR","KWT","SA_PROFESS_COMMERCE_DRIVERS",".","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","SVN","SA_PROFESS_COMMERCE_DRIVERS","zero tolerance","","","",""
"SA_0000001520","PUBLISHED","2016","SEAR","BGD","SA_YOUNG_NOVICE_DRIVERS","zero tolerance","","","",""
"SA_0000001520","PUBLISHED","2016","AFR","RWA","SA_YOUNG_NOVICE_DRIVERS","0.08%","","","",""
"SA_0000001520","PUBLISHED","2016","AFR","STP","SA_GENERAL_POPULATION","none","","","",""
"SA_0000001520","PUBLISHED","2016","AFR","ZAF","SA_YOUNG_NOVICE_DRIVERS","0.05%","","","",""
"SA_0000001520","PUBLISHED","2016","AFR","SSD","SA_GENERAL_POPULATION","none","","","",""
"SA_0000001520","PUBLISHED","2016","AFR","SSD","SA_PROFESS_COMMERCE_DRIVERS","none","","","",""
"SA_0000001520","PUBLISHED","2016","AFR","ZMB","SA_GENERAL_POPULATION","0.08%","","","",""
"SA_0000001520","PUBLISHED","2016","AFR","ZMB","SA_PROFESS_COMMERCE_DRIVERS","0.08%","","","",""
"SA_0000001520","PUBLISHED","2016","AMR","BRB","SA_PROFESS_COMMERCE_DRIVERS","none","","","",""
"SA_0000001520","PUBLISHED","2016","AMR","BLZ","SA_YOUNG_NOVICE_DRIVERS","0.08%","","","",""
"SA_0000001520","PUBLISHED","2016","AMR","COL","SA_YOUNG_NOVICE_DRIVERS","0.02%","","","",""
"SA_0000001520","PUBLISHED","2016","AMR","CRI","SA_GENERAL_POPULATION","0.05%","","","",""
"SA_0000001520","PUBLISHED","2016","AMR","SLV","SA_GENERAL_POPULATION","0.05%","","","",""
"SA_0000001520","PUBLISHED","2016","SEAR","BTN","SA_GENERAL_POPULATION","0.08%","","","",""
"SA_0000001520","PUBLISHED","2016","SEAR","BTN","SA_PROFESS_COMMERCE_DRIVERS","zero tolerance","","","",""
"SA_0000001520","PUBLISHED","2016","SEAR","MMR","SA_GENERAL_POPULATION","0.08%","","","",""
"SA_0000001520","PUBLISHED","2016","WPR","PNG","SA_PROFESS_COMMERCE_DRIVERS",".","","","",""
"SA_0000001520","PUBLISHED","2016","WPR","TON","SA_YOUNG_NOVICE_DRIVERS","0.03%","","","",""
"SA_0000001520","PUBLISHED","2016","WPR","TUV","SA_GENERAL_POPULATION",".","","","",""
"SA_0000001520","PUBLISHED","2016","WPR","MNG","SA_GENERAL_POPULATION","0.05%","","","",""
"SA_0000001520","PUBLISHED","2016","WPR","MNG","SA_PROFESS_COMMERCE_DRIVERS","0.05%","","","",""
"SA_0000001520","PUBLISHED","2016","AMR","DOM","SA_YOUNG_NOVICE_DRIVERS","0.05%","","","",""
"SA_0000001520","PUBLISHED","2016","AFR","GAB","SA_PROFESS_COMMERCE_DRIVERS","0.08%","","","",""
"SA_0000001520","PUBLISHED","2016","AMR","JAM","SA_GENERAL_POPULATION","0.08%","","","",""
"SA_0000001520","PUBLISHED","2016","AMR","PER","SA_GENERAL_POPULATION","0.05%","","","",""
"SA_0000001520","PUBLISHED","2016","AMR","PER","SA_PROFESS_COMMERCE_DRIVERS","0.03%","","","",""
"SA_0000001520","PUBLISHED","2016","AFR","GMB","SA_YOUNG_NOVICE_DRIVERS","none","","","",""
"SA_0000001520","PUBLISHED","2016","AFR","KEN","SA_PROFESS_COMMERCE_DRIVERS","0.08%","","","",""
"SA_0000001520","PUBLISHED","2016","AFR","LSO","SA_YOUNG_NOVICE_DRIVERS","0.08%","","","",""
"SA_0000001520","PUBLISHED","2016","AFR","MRT","SA_YOUNG_NOVICE_DRIVERS","total ban","","","",""
"SA_0000001520","PUBLISHED","2016","AFR","MUS","SA_GENERAL_POPULATION","0.05%","","","",""
"SA_0000001520","PUBLISHED","2016","AFR","DZA","SA_PROFESS_COMMERCE_DRIVERS","0.02%","","","",""
"SA_0000001520","PUBLISHED","2016","AFR","AGO","SA_YOUNG_NOVICE_DRIVERS","0.06%","","","",""
"SA_0000001520","PUBLISHED","2016","AFR","CPV","SA_YOUNG_NOVICE_DRIVERS","0.08%","","","",""
"SA_0000001520","PUBLISHED","2016","AFR","CMR","SA_GENERAL_POPULATION","0.08%","","","",""
"SA_0000001520","PUBLISHED","2016","AFR","CIV","SA_GENERAL_POPULATION","0.08%","","","",""
"SA_0000001520","PUBLISHED","2016","AFR","CIV","SA_PROFESS_COMMERCE_DRIVERS","0.08%","","","",""
"SA_0000001520","PUBLISHED","2016","AMR","TTO","SA_PROFESS_COMMERCE_DRIVERS","0.08%","","","",""
"SA_0000001520","PUBLISHED","2016","EMR","DJI","SA_YOUNG_NOVICE_DRIVERS","zero tolerance","","","",""
"SA_0000001520","PUBLISHED","2016","EMR","EGY","SA_GENERAL_POPULATION","none","","","",""
"SA_0000001520","PUBLISHED","2016","EMR","LBN","SA_GENERAL_POPULATION","0.05%","","","",""
"SA_0000001520","PUBLISHED","2016","EMR","LBN","SA_PROFESS_COMMERCE_DRIVERS","zero tolerance","","","",""
"SA_0000001520","PUBLISHED","2016","AFR","RWA","SA_GENERAL_POPULATION","0.08%","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","LVA","SA_GENERAL_POPULATION","0.05%","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","LVA","SA_PROFESS_COMMERCE_DRIVERS","0.05%","","","",""
"SA_0000001520","PUBLISHED","2016","AFR","RWA","SA_PROFESS_COMMERCE_DRIVERS","0.08%","","","",""
"SA_0000001520","PUBLISHED","2016","AFR","ZAF","SA_PROFESS_COMMERCE_DRIVERS","0.02%","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","MDA","SA_PROFESS_COMMERCE_DRIVERS","0.03%","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","ROU","SA_YOUNG_NOVICE_DRIVERS","zero tolerance","","","",""
"SA_0000001520","PUBLISHED","2016","AFR","SSD","SA_YOUNG_NOVICE_DRIVERS","none","","","",""
"SA_0000001520","PUBLISHED","2016","AFR","ZMB","SA_YOUNG_NOVICE_DRIVERS","0.08%","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","TUR","SA_GENERAL_POPULATION","0.05%","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","TUR","SA_PROFESS_COMMERCE_DRIVERS","0.02%","","","",""
"SA_0000001520","PUBLISHED","2016","AFR","ZWE","SA_GENERAL_POPULATION","0.08%","","","",""
"SA_0000001520","PUBLISHED","2016","AMR","BLZ","SA_GENERAL_POPULATION","0.08%","","","",""
"SA_0000001520","PUBLISHED","2016","AMR","BLZ","SA_PROFESS_COMMERCE_DRIVERS","0.08%","","","",""
"SA_0000001520","PUBLISHED","2016","SEAR","NPL","SA_GENERAL_POPULATION",".","","","",""
"SA_0000001520","PUBLISHED","2016","WPR","BRN","SA_GENERAL_POPULATION",".","","","",""
"SA_0000001520","PUBLISHED","2016","WPR","BRN","SA_PROFESS_COMMERCE_DRIVERS",".","","","",""
"SA_0000001520","PUBLISHED","2016","WPR","JPN","SA_PROFESS_COMMERCE_DRIVERS","0.03%","","","",""
"SA_0000001520","PUBLISHED","2016","WPR","KIR","SA_YOUNG_NOVICE_DRIVERS","0.08%","","","",""
"SA_0000001520","PUBLISHED","2016","AMR","COL","SA_PROFESS_COMMERCE_DRIVERS","0.02%","","","",""
"SA_0000001520","PUBLISHED","2016","AMR","CRI","SA_YOUNG_NOVICE_DRIVERS","0.02%","","","",""
"SA_0000001520","PUBLISHED","2016","AMR","ECU","SA_PROFESS_COMMERCE_DRIVERS","0.01%","","","",""
"SA_0000001520","PUBLISHED","2016","WPR","PHL","SA_GENERAL_POPULATION","0.05%","","","",""
"SA_0000001520","PUBLISHED","2016","AMR","SLV","SA_YOUNG_NOVICE_DRIVERS","0.05%","","","",""
"SA_0000001520","PUBLISHED","2016","AMR","HND","SA_YOUNG_NOVICE_DRIVERS","0.07%","","","",""
"SA_0000001520","PUBLISHED","2016","EMR","QAT","SA_PROFESS_COMMERCE_DRIVERS",".","","","",""
"SA_0000001520","PUBLISHED","2016","EMR","SAU","SA_YOUNG_NOVICE_DRIVERS","total ban","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","HRV","SA_GENERAL_POPULATION","0.05%","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","HRV","SA_PROFESS_COMMERCE_DRIVERS","zero tolerance","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","FIN","SA_PROFESS_COMMERCE_DRIVERS","0.05%","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","FRA","SA_YOUNG_NOVICE_DRIVERS","0.02%","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","ISL","SA_YOUNG_NOVICE_DRIVERS","0.05%","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","IRL","SA_GENERAL_POPULATION","0.05%","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","MNE","SA_PROFESS_COMMERCE_DRIVERS","0.03%","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","NLD","SA_YOUNG_NOVICE_DRIVERS","0.02%","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","SVN","SA_YOUNG_NOVICE_DRIVERS","zero tolerance","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","ESP","SA_GENERAL_POPULATION","0.05%","","","",""
"SA_0000001520","PUBLISHED","2016","SEAR","BGD","SA_PROFESS_COMMERCE_DRIVERS","zero tolerance","","","",""
"SA_0000001520","PUBLISHED","2016","SEAR","BTN","SA_YOUNG_NOVICE_DRIVERS","zero tolerance","","","",""
"SA_0000001520","PUBLISHED","2016","SEAR","MMR","SA_YOUNG_NOVICE_DRIVERS","0.08%","","","",""
"SA_0000001520","PUBLISHED","2016","WPR","FSM","SA_PROFESS_COMMERCE_DRIVERS",".","","","",""
"SA_0000001520","PUBLISHED","2016","WPR","MNG","SA_YOUNG_NOVICE_DRIVERS","0.05%","","","",""
"SA_0000001520","PUBLISHED","2016","WPR","PNG","SA_YOUNG_NOVICE_DRIVERS",".","","","",""
"SA_0000001520","PUBLISHED","2016","WPR","TON","SA_GENERAL_POPULATION","0.03%","","","",""
"SA_0000001520","PUBLISHED","2016","WPR","TON","SA_PROFESS_COMMERCE_DRIVERS","0.03%","","","",""
"SA_0000001520","PUBLISHED","2016","EMR","TUN","SA_PROFESS_COMMERCE_DRIVERS","0.05%","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","AUT","SA_YOUNG_NOVICE_DRIVERS","0.01%","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","AZE","SA_GENERAL_POPULATION","zero tolerance","","","",""
"SA_0000001520","PUBLISHED","2016","AMR","USA","SA_YOUNG_NOVICE_DRIVERS","sub-national","","","",""
"SA_0000001520","PUBLISHED","2016","AMR","DOM","SA_GENERAL_POPULATION","0.05%","","","",""
"SA_0000001520","PUBLISHED","2016","AFR","BWA","SA_YOUNG_NOVICE_DRIVERS","0.05%","","","",""
"SA_0000001520","PUBLISHED","2016","AFR","BWA","SA_PROFESS_COMMERCE_DRIVERS","0.05%","","","",""
"SA_0000001520","PUBLISHED","2016","AFR","TCD","SA_YOUNG_NOVICE_DRIVERS","0.08%","","","",""
"SA_0000001520","PUBLISHED","2016","AFR","TCD","SA_PROFESS_COMMERCE_DRIVERS","0.08%","","","",""
"SA_0000001520","PUBLISHED","2016","AFR","GNQ","SA_YOUNG_NOVICE_DRIVERS","0.05%","","","",""
"SA_0000001520","PUBLISHED","2016","AFR","ERI","SA_YOUNG_NOVICE_DRIVERS","0.05%","","","",""
"SA_0000001520","PUBLISHED","2016","AFR","GIN","SA_GENERAL_POPULATION","0.08%","","","",""
"SA_0000001520","PUBLISHED","2016","AFR","GIN","SA_YOUNG_NOVICE_DRIVERS","0.08%","","","",""
"SA_0000001520","PUBLISHED","2016","AFR","MWI","SA_GENERAL_POPULATION","0.08%","","","",""
"SA_0000001520","PUBLISHED","2016","AFR","MWI","SA_YOUNG_NOVICE_DRIVERS","0.08%","","","",""
"SA_0000001520","PUBLISHED","2016","AFR","NAM","SA_GENERAL_POPULATION","0.08%","","","",""
"SA_0000001520","PUBLISHED","2016","AFR","NER","SA_GENERAL_POPULATION","none","","","",""
"SA_0000001520","PUBLISHED","2016","AFR","NER","SA_YOUNG_NOVICE_DRIVERS","none","","","",""
"SA_0000001520","PUBLISHED","2016","AFR","SEN","SA_PROFESS_COMMERCE_DRIVERS","none","","","",""
"SA_0000001520","PUBLISHED","2016","AFR","SYC","SA_GENERAL_POPULATION","0.08%","","","",""
"SA_0000001520","PUBLISHED","2016","AFR","TGO","SA_PROFESS_COMMERCE_DRIVERS","none","","","",""
"SA_0000001520","PUBLISHED","2016","AFR","UGA","SA_GENERAL_POPULATION","0.08%","","","",""
"SA_0000001520","PUBLISHED","2016","AMR","ARG","SA_PROFESS_COMMERCE_DRIVERS","0.0005","","","",""
"SA_0000001520","PUBLISHED","2016","AMR","BHS","SA_GENERAL_POPULATION","0.08%","","","",""
"SA_0000001520","PUBLISHED","2016","AMR","BRA","SA_YOUNG_NOVICE_DRIVERS","zero tolerance","","","",""
"SA_0000001520","PUBLISHED","2016","AMR","BRA","SA_PROFESS_COMMERCE_DRIVERS","zero tolerance","","","",""
"SA_0000001520","PUBLISHED","2016","AMR","DMA","SA_YOUNG_NOVICE_DRIVERS","0.08%","","","",""
"SA_0000001520","PUBLISHED","2016","AMR","DMA","SA_PROFESS_COMMERCE_DRIVERS","0.08%","","","",""
"SA_0000001520","PUBLISHED","2016","AMR","GUY","SA_YOUNG_NOVICE_DRIVERS","0.08%","","","",""
"SA_0000001520","PUBLISHED","2016","AMR","GUY","SA_PROFESS_COMMERCE_DRIVERS","0.08%","","","",""
"SA_0000001520","PUBLISHED","2016","AMR","NIC","SA_GENERAL_POPULATION","0.05%","","","",""
"SA_0000001520","PUBLISHED","2016","AMR","NIC","SA_YOUNG_NOVICE_DRIVERS","0.05%","","","",""
"SA_0000001520","PUBLISHED","2016","AMR","PAN","SA_YOUNG_NOVICE_DRIVERS","0.05%","","","",""
"SA_0000001520","PUBLISHED","2016","AMR","VCT","SA_GENERAL_POPULATION","none","","","",""
"SA_0000001520","PUBLISHED","2016","AMR","VCT","SA_YOUNG_NOVICE_DRIVERS","none","","","",""
"SA_0000001520","PUBLISHED","2016","EMR","AFG","SA_GENERAL_POPULATION","total ban","","","",""
"SA_0000001520","PUBLISHED","2016","EMR","AFG","SA_YOUNG_NOVICE_DRIVERS","total ban","","","",""
"SA_0000001520","PUBLISHED","2016","EMR","IRQ","SA_GENERAL_POPULATION","0.04%","","","",""
"SA_0000001520","PUBLISHED","2016","EMR","JOR","SA_GENERAL_POPULATION","0.08%","","","",""
"SA_0000001520","PUBLISHED","2016","EMR","MAR","SA_PROFESS_COMMERCE_DRIVERS","0.02%","","","",""
"SA_0000001520","PUBLISHED","2016","EMR","OMN","SA_GENERAL_POPULATION","0.08%","","","",""
"SA_0000001520","PUBLISHED","2016","EMR","SDN","SA_PROFESS_COMMERCE_DRIVERS","total ban","","","",""
"SA_0000001520","PUBLISHED","2016","EMR","SYR","SA_GENERAL_POPULATION","none","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","ALB","SA_PROFESS_COMMERCE_DRIVERS","0.01%","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","AND","SA_PROFESS_COMMERCE_DRIVERS","0.02%","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","BEL","SA_YOUNG_NOVICE_DRIVERS","0.05%","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","BEL","SA_PROFESS_COMMERCE_DRIVERS","0.05%","","","",""
"SA_0000001520","PUBLISHED","2016","EUR","DNK","SA_YOUNG_NOVICE_DRIVERS","0.05%","","","",""
