"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","AGEGROUP","SEX","INADEQUACY","Display Value","Numeric","Low","High","Comments"
"WSH_20_WAT","PUBLISHED","2016","SEAR","TLS","YEARSALL","BTSX","INADEQUATE_WATER","0.11 [0.05-0.16]","0.11000","0.05000","0.16000",""
"WSH_20_WAT","PUBLISHED","2016","WPR","VNM","YEARSALL","BTSX","INADEQUATE_WATER","0.04 [0.01-0.06]","0.04000","0.01000","0.06000",""
"WSH_20_WAT","PUBLISHED","2016","AMR","DOM","YEARSALL","BTSX","INADEQUATE_WATER","0.27 [0.03-0.42]","0.27000","0.03000","0.42000",""
"WSH_20_WAT","PUBLISHED","2016","AFR","GNB","YEARSALL","BTSX","INADEQUATE_WATER","0.41 [0.21-0.53]","0.41000","0.21000","0.53000",""
"WSH_20_WAT","PUBLISHED","2016","AMR","BRA","YEARSALL","BTSX","INADEQUATE_WATER","0.25 [0.00-0.42]","0.25000","0.00000","0.42000",""
"WSH_20_WAT","PUBLISHED","2016","AFR","DZA","YEARSALL","BTSX","INADEQUATE_WATER","0.35 [0.04-0.51]","0.35000","0.04000","0.51000",""
"WSH_20_WAT","PUBLISHED","2016","AFR","AGO","YEARSALL","BTSX","INADEQUATE_WATER","0.40 [0.20-0.52]","0.40000","0.20000","0.52000",""
"WSH_20_WAT","PUBLISHED","2016","EUR","SRB","YEARSALL","BTSX","INADEQUATE_WATER","0.32 [0.00-0.50]","0.32000","0.00000","0.50000",""
"WSH_20_WAT","PUBLISHED","2016","AFR","TGO","YEARSALL","BTSX","INADEQUATE_WATER","0.42 [0.23-0.53]","0.42000","0.23000","0.53000",""
"WSH_20_WAT","PUBLISHED","2016","AFR","MRT","YEARSALL","BTSX","INADEQUATE_WATER","0.40 [0.20-0.52]","0.40000","0.20000","0.52000",""
"WSH_20_WAT","PUBLISHED","2016","WPR","PHL","YEARSALL","BTSX","INADEQUATE_WATER","0.31 [0.11-0.44]","0.31000","0.11000","0.44000",""
"WSH_20_WAT","PUBLISHED","2016","WPR","CHN","YEARSALL","BTSX","INADEQUATE_WATER","0.17 [0.00-0.29]","0.17000","0.00000","0.29000",""
"WSH_20_WAT","PUBLISHED","2016","AMR","SUR","YEARSALL","BTSX","INADEQUATE_WATER","0.29 [0.04-0.43]","0.29000","0.04000","0.43000",""
"WSH_20_WAT","PUBLISHED","2016","AFR","BDI","YEARSALL","BTSX","INADEQUATE_WATER","0.41 [0.21-0.52]","0.41000","0.21000","0.52000",""
"WSH_20_WAT","PUBLISHED","2016","AMR","ARG","YEARSALL","BTSX","INADEQUATE_WATER","0.24 [0.00-0.42]","0.24000","0.00000","0.42000",""
"WSH_20_WAT","PUBLISHED","2016","EUR","TKM","YEARSALL","BTSX","INADEQUATE_WATER","0.29 [0.08-0.42]","0.29000","0.08000","0.42000",""
"WSH_20_WAT","PUBLISHED","2016","AMR","VEN","YEARSALL","BTSX","INADEQUATE_WATER","0.26 [0.00-0.42]","0.26000","0.00000","0.42000",""
"WSH_20_WAT","PUBLISHED","2016","AMR","CUB","YEARSALL","BTSX","INADEQUATE_WATER","0.28 [0.03-0.43]","0.28000","0.03000","0.43000",""
"WSH_20_WAT","PUBLISHED","2016","WPR","FSM","YEARSALL","BTSX","INADEQUATE_WATER","0.21 [0.08-0.31]","0.21000","0.08000","0.31000",""
"WSH_20_WAT","PUBLISHED","2016","EUR","BGR","YEARSALL","BTSX","INADEQUATE_WATER","0.22 [0.00-0.40]","0.22000","0.00000","0.40000",""
"WSH_20_WAT","PUBLISHED","2016","AFR","BWA","YEARSALL","BTSX","INADEQUATE_WATER","0.34 [0.08-0.49]","0.34000","0.08000","0.49000",""
"WSH_20_WAT","PUBLISHED","2016","SEAR","BGD","YEARSALL","BTSX","INADEQUATE_WATER","0.38 [0.04-0.54]","0.38000","0.04000","0.54000",""
"WSH_20_WAT","PUBLISHED","2016","AFR","SWZ","YEARSALL","BTSX","INADEQUATE_WATER","0.39 [0.18-0.51]","0.39000","0.18000","0.51000",""
"WSH_20_WAT","PUBLISHED","2016","EMR","TUN","YEARSALL","BTSX","INADEQUATE_WATER","0.32 [0.00-0.49]","0.32000","0.00000","0.49000",""
"WSH_20_WAT","PUBLISHED","2016","EMR","MAR","YEARSALL","BTSX","INADEQUATE_WATER","0.35 [0.06-0.51]","0.35000","0.06000","0.51000",""
"WSH_20_WAT","PUBLISHED","2016","AFR","MUS","YEARSALL","BTSX","INADEQUATE_WATER","0.30 [0.00-0.50]","0.30000","0.00000","0.50000",""
"WSH_20_WAT","PUBLISHED","2016","EMR","AFG","YEARSALL","BTSX","INADEQUATE_WATER","0.39 [0.19-0.51]","0.39000","0.19000","0.51000",""
