"GHO","DATASOURCE","PUBLISHSTATE","YEAR","REGION","COUNTRY","EDUCATIONLEVEL","RESIDENCEAREATYPE","WEALTHQUINTILE","DHSMICSGEOREGION","Display Value","Numeric","Low","High","Comments"
"cci2030","EQ_MICS","PUBLISHED","2014","SEAR","NPL","","","WQ4","","71.0","71.04427","","",""
"cci2030","EQ_DHS","PUBLISHED","2007","SEAR","IDN","","","","IDNDHS200705","71.1","71.05045","","",""
"cci2030","EQ_MICS","PUBLISHED","2014","EUR","KGZ","","RUR","","","71.1","71.05132","","",""
"cci2030","EQ_DHS","PUBLISHED","2002","EMR","JOR","","","WQ3","","71.1","71.06078","","",""
"cci2030","EQ_DHS","PUBLISHED","2006","AFR","NAM","","","","NAMDHS200609","71.1","71.14281","","",""
"cci2030","EQ_DHS","PUBLISHED","2007","AMR","PER","","URB","","","71.2","71.15724","","",""
"cci2030","EQ_DHS","PUBLISHED","2015","AFR","AGO","","","WQ5","","71.2","71.15852","","",""
"cci2030","EQ_DHS","PUBLISHED","2002","EMR","JOR","","","WQ4","","71.2","71.19216","","",""
"cci2030","EQ_DHS","PUBLISHED","2010","AFR","TZA","","","","TZADHS201007","71.2","71.23760","","",""
"cci2030","EQ_MICS","PUBLISHED","2011","AFR","NGA","","","WQ5","","71.3","71.25119","","",""
"cci2030","EQ_DHS","PUBLISHED","1999","AFR","TZA","","","","TZADHS199912","71.3","71.25794","","",""
"cci2030","EQ_DHS","PUBLISHED","2009","AMR","PER","","","WQ3","","71.3","71.29673","","",""
"cci2030","EQ_DHS","PUBLISHED","2002","EMR","JOR","","URB","","","71.4","71.41946","","",""
"cci2030","EQ_DHS","PUBLISHED","2004","AMR","PER","","","WQ3","","71.5","71.45933","","",""
"cci2030","EQ_MICS","PUBLISHED","2013","AFR","MWI","NHLM","","","","71.6","71.59963","","",""
"cci2030","EQ_DHS","PUBLISHED","2006","AMR","PER","","","WQ3","","71.4","71.43829","","",""
"cci2030","EQ_DHS","PUBLISHED","2010","AFR","BFA","SHLM","","","","71.8","71.81494","","",""
"cci2030","EQ_DHS","PUBLISHED","1998","AFR","ZAF","","","","ZAFDHS199808","71.8","71.81790","","",""
"cci2030","EQ_DHS","PUBLISHED","2011","AMR","PER","","","","PERDHS201119","71.8","71.81825","","",""
"cci2030","EQ_DHS","PUBLISHED","2015","AFR","ZWE","NHLM","","","","71.8","71.81915","","",""
"cci2030","EQ_MICS","PUBLISHED","2013","AFR","MWI","","","","MWIMICS201315","71.9","71.93131","","",""
"cci2030","EQ_MICS","PUBLISHED","2006","EMR","IRQ","","","","IRQMICS200607","71.9","71.94826","","",""
"cci2030","EQ_DHS","PUBLISHED","2014","AFR","LSO","","","WQ2","","72.0","71.95374","","",""
"cci2030","EQ_MICS","PUBLISHED","2014","AFR","STP","","","","STPMICS201401","72.0","71.95879","","",""
"cci2030","EQ_DHS","PUBLISHED","2011","AFR","MOZ","","","WQ5","","72.1","72.06297","","",""
"cci2030","EQ_DHS","PUBLISHED","2000","AFR","NAM","","","WQ4","","72.7","72.65874","","",""
"cci2030","EQ_DHS","PUBLISHED","1998","AFR","KEN","","","","KENDHS199801","72.7","72.66425","","",""
"cci2030","EQ_DHS","PUBLISHED","2007","AMR","PER","","","WQ4","","72.7","72.67733","","",""
"cci2030","EQ_DHS","PUBLISHED","2012","EMR","JOR","PRLM","","","","72.7","72.69165","","",""
"cci2030","EQ_DHS","PUBLISHED","1999","EUR","KAZ","","","","KAZDHS199903","72.8","72.78587","","",""
"cci2030","EQ_DHS","PUBLISHED","2012","AMR","PER","","","","PERDHS201203","72.8","72.81772","","",""
"cci2030","EQ_DHS","PUBLISHED","2006","AFR","NAM","","","","NAMDHS200612","72.8","72.81903","","",""
"cci2030","EQ_DHS","PUBLISHED","2012","SEAR","IDN","","","","IDNDHS201216","72.8","72.83624","","",""
"cci2030","EQ_DHS","PUBLISHED","1999","EUR","KAZ","","URB","","","72.1","72.06949","","",""
"cci2030","EQ_DHS","PUBLISHED","2007","EMR","JOR","NHLM","","","","72.1","72.08289","","",""
"cci2030","EQ_DHS","PUBLISHED","2008","AFR","STP","SHLM","","","","72.1","72.08643","","",""
"cci2030","EQ_DHS","PUBLISHED","2004","AFR","MWI","SHLM","","","","72.2","72.18356","","",""
"cci2030","EQ_DHS","PUBLISHED","2011","AMR","PER","","","","PERDHS201110","72.2","72.18594","","",""
"cci2030","EQ_MICS","PUBLISHED","2013","AMR","PAN","","RUR","","","72.2","72.19753","","",""
"cci2030","EQ_DHS","PUBLISHED","2015","SEAR","MMR","","","","MMRDHS201510","72.2","72.21585","","",""
"cci2030","EQ_DHS","PUBLISHED","2007","SEAR","BGD","","","WQ5","","72.3","72.32316","","",""
"cci2030","EQ_DHS","PUBLISHED","2013","AFR","SLE","","URB","","","72.3","72.32374","","",""
"cci2030","EQ_DHS","PUBLISHED","2003","EMR","MAR","","","WQ5","","72.3","72.34217","","",""
"cci2030","EQ_DHS","PUBLISHED","1997","EUR","KGZ","SHLM","","","","72.3","72.34866","","",""
"cci2030","EQ_DHS","PUBLISHED","1999","AMR","DOM","","","","DOMDHS199902","72.5","72.50801","","",""
"cci2030","EQ_DHS","PUBLISHED","2011","SEAR","NPL","","URB","","","72.5","72.53196","","",""
"cci2030","EQ_MICS","PUBLISHED","2012","AFR","DZA","","","WQ1","","72.5","72.53271","","",""
"cci2030","EQ_DHS","PUBLISHED","2004","AMR","PER","","","","PERDHS200422","72.5","72.53521","","",""
"cci2030","EQ_DHS","PUBLISHED","2008","AMR","PER","","","","PERDHS200823","72.5","72.54641","","",""
"cci2030","EQ_DHS","PUBLISHED","2005","AMR","PER","","","","PERDHS200518","73.0","72.95153","","",""
"cci2030","EQ_MICS","PUBLISHED","2006","EMR","IRQ","","","","IRQMICS200606","73.0","72.95254","","",""
"cci2030","EQ_MICS","PUBLISHED","2010","WPR","MNG","NHLM","","","","73.0","72.95602","","",""
"cci2030","EQ_DHS","PUBLISHED","2013","WPR","PHL","","","","PHLDHS201302","73.1","73.06525","","",""
"cci2030","EQ_DHS","PUBLISHED","2010","AFR","RWA","SHLM","","","","73.1","73.06629","","",""
"cci2030","EQ_DHS","PUBLISHED","1999","EUR","KAZ","","","","KAZDHS199901","73.1","73.07462","","",""
"cci2030","EQ_DHS","PUBLISHED","2006","AMR","PER","","","","PERDHS200611","73.1","73.07583","","",""
"cci2030","EQ_DHS","PUBLISHED","2012","EUR","TJK","","URB","","","73.1","73.13978","","",""
"cci2030","EQ_DHS","PUBLISHED","2006","AFR","NAM","","","","NAMDHS200613","72.9","72.92953","","",""
"cci2030","EQ_DHS","PUBLISHED","2014","WPR","KHM","","","WQ4","","73.2","73.15250","","",""
"cci2030","EQ_DHS","PUBLISHED","2013","AFR","NAM","","","","NAMDHS201310","73.7","73.68287","","",""
"cci2030","EQ_DHS","PUBLISHED","2013","AFR","NAM","","","","NAMDHS201305","73.7","73.68476","","",""
"cci2030","EQ_DHS","PUBLISHED","2011","AMR","PER","","","WQ3","","73.7","73.68493","","",""
"cci2030","EQ_DHS","PUBLISHED","2002","AMR","DOM","","","","DOMDHS200208","73.7","73.68966","","",""
"cci2030","EQ_MICS","PUBLISHED","2014","EUR","KGZ","","","","KGZMICS201404","73.9","73.85416","","",""
"cci2030","EQ_DHS","PUBLISHED","1999","AMR","DOM","","","","DOMDHS199907","73.9","73.85876","","",""
"cci2030","EQ_DHS","PUBLISHED","2014","EMR","EGY","","","WQ1","","73.9","73.86407","","",""
"cci2030","EQ_DHS","PUBLISHED","2008","EMR","EGY","","","WQ2","","73.9","73.86582","","",""
"cci2030","EQ_MICS","PUBLISHED","2011","EUR","BIH","","","WQ5","","73.2","73.16652","","",""
"cci2030","EQ_DHS","PUBLISHED","2005","EUR","MDA","PRLM","","","","73.2","73.18250","","",""
"cci2030","EQ_DHS","PUBLISHED","2006","AMR","PER","","","","PERDHS200623","73.3","73.31986","","",""
"cci2030","EQ_DHS","PUBLISHED","2012","EUR","TJK","","","WQ5","","73.3","73.32054","","",""
"cci2030","EQ_DHS","PUBLISHED","2007","AMR","DOM","","","","DOMDHS200716","73.3","73.33528","","",""
"cci2030","EQ_DHS","PUBLISHED","1999","AFR","TZA","SHLM","","","","73.3","73.34152","","",""
"cci2030","EQ_DHS","PUBLISHED","2010","EUR","ARM","","","WQ4","","73.4","73.43155","","",""
"cci2030","EQ_MICS","PUBLISHED","2010","AFR","SWZ","","","WQ1","","73.4","73.43735","","",""
"cci2030","EQ_DHS","PUBLISHED","2010","AMR","PER","","","","PERDHS201011","73.5","73.45282","","",""
"cci2030","EQ_DHS","PUBLISHED","2008","EMR","EGY","","RUR","","","73.5","73.47305","","",""
"cci2030","EQ_DHS","PUBLISHED","2012","EMR","JOR","","","","JORDHS201203","73.5","73.47408","","",""
"cci2030","EQ_DHS","PUBLISHED","2010","AMR","PER","","URB","","","73.6","73.58749","","",""
"cci2030","EQ_DHS","PUBLISHED","2000","AMR","PER","","","","PERDHS200014","73.6","73.60117","","",""
"cci2030","EQ_DHS","PUBLISHED","2004","AMR","PER","SHLM","","","","73.6","73.60348","","",""
"cci2030","EQ_DHS","PUBLISHED","2002","AMR","DOM","","","","DOMDHS200218","73.6","73.61098","","",""
"cci2030","EQ_DHS","PUBLISHED","2003","AFR","MOZ","","","","MOZDHS200311","74.0","73.95707","","",""
"cci2030","EQ_DHS","PUBLISHED","2011","SEAR","BGD","","","WQ5","","74.0","73.95870","","",""
"cci2030","EQ_DHS","PUBLISHED","2008","EUR","ALB","","","","ALBDHS200804","74.1","74.08979","","",""
"cci2030","EQ_MICS","PUBLISHED","2010","AFR","SWZ","","","WQ2","","74.1","74.09575","","",""
"cci2030","EQ_DHS","PUBLISHED","2012","EUR","KGZ","","","","KGZDHS201202","74.1","74.09822","","",""
"cci2030","EQ_DHS","PUBLISHED","2006","AFR","SWZ","PRLM","","","","74.1","74.09827","","",""
"cci2030","EQ_DHS","PUBLISHED","2002","AMR","DOM","","URB","","","74.2","74.24133","","",""
"cci2030","EQ_DHS","PUBLISHED","2012","AMR","PER","","","","PERDHS201204","74.3","74.26064","","",""
"cci2030","EQ_DHS","PUBLISHED","2009","AMR","PER","SHLM","","","","73.9","73.92566","","",""
"cci2030","EQ_DHS","PUBLISHED","2007","SEAR","IDN","","","","IDNDHS200723","73.9","73.92585","","",""
"cci2030","EQ_DHS","PUBLISHED","2002","SEAR","IDN","SHLM","","","","74.3","74.26711","","",""
"cci2030","EQ_MICS","PUBLISHED","2013","AFR","MWI","","","WQ2","","74.8","74.79841","","",""
"cci2030","EQ_DHS","PUBLISHED","2012","AMR","PER","","","","PERDHS201219","74.8","74.80283","","",""
"cci2030","EQ_MICS","PUBLISHED","2012","AFR","DZA","PRLM","","","","74.8","74.80294","","",""
"cci2030","EQ_MICS","PUBLISHED","2013","AFR","MWI","","","","MWIMICS201314","74.9","74.89259","","",""
"cci2030","EQ_DHS","PUBLISHED","2000","AMR","PER","","","","PERDHS200010","74.9","74.89531","","",""
"cci2030","EQ_DHS","PUBLISHED","2009","AMR","GUY","","","","GUYDHS200910","74.9","74.90004","","",""
"cci2030","EQ_DHS","PUBLISHED","2007","AMR","DOM","","","WQ1","","74.9","74.90111","","",""
"cci2030","EQ_DHS","PUBLISHED","2002","AMR","DOM","","","","DOMDHS200231","74.3","74.32963","","",""
"cci2030","EQ_DHS","PUBLISHED","2002","AMR","DOM","","","","DOMDHS200211","74.4","74.35605","","",""
"cci2030","EQ_DHS","PUBLISHED","1997","AFR","MOZ","","","","MOZDHS199711","74.4","74.36060","","",""
"cci2030","EQ_MICS","PUBLISHED","2012","EUR","UKR","","","","UKRMICS201202","74.4","74.36811","","",""
"cci2030","EQ_DHS","PUBLISHED","2012","SEAR","IDN","","","","IDNDHS201228","74.4","74.36979","","",""
"cci2030","EQ_DHS","PUBLISHED","2007","AMR","PER","","","","PERDHS200724","74.5","74.52736","","",""
"cci2030","EQ_DHS","PUBLISHED","2010","AMR","PER","","","","PERDHS201018","74.5","74.53636","","",""
"cci2030","EQ_DHS","PUBLISHED","2008","AMR","PER","SHLM","","","","74.5","74.54066","","",""
"cci2030","EQ_MICS","PUBLISHED","2011","EUR","MKD","","URB","","","74.5","74.54620","","",""
"cci2030","EQ_DHS","PUBLISHED","2002","SEAR","IDN","","","","IDNDHS200211","74.6","74.64880","","",""
"cci2030","EQ_DHS","PUBLISHED","2013","WPR","PHL","","","WQ4","","74.7","74.65214","","",""
"cci2030","EQ_DHS","PUBLISHED","2005","EUR","MDA","","URB","","","74.7","74.65594","","",""
"cci2030","EQ_DHS","PUBLISHED","1995","AMR","COL","","","","COLDHS199505","74.7","74.65784","","",""
"cci2030","EQ_DHS","PUBLISHED","2002","WPR","VNM","","","","VNMDHS200202","74.8","74.79675","","",""
"cci2030","EQ_DHS","PUBLISHED","2009","SEAR","MDV","PRLM","","","","75.1","75.12604","","",""
"cci2030","EQ_DHS","PUBLISHED","2012","EMR","JOR","","","","JORDHS201202","75.1","75.12728","","",""
"cci2030","EQ_DHS","PUBLISHED","2000","EMR","EGY","","URB","","","75.1","75.12758","","",""
"cci2030","EQ_DHS","PUBLISHED","2014","WPR","KHM","","","","KHMDHS201412","75.1","75.13139","","",""
"cci2030","EQ_DHS","PUBLISHED","1999","AMR","DOM","","RUR","","","75.2","75.23456","","",""
"cci2030","EQ_DHS","PUBLISHED","2012","EMR","JOR","","URB","","","75.3","75.25208","","",""
"cci2030","EQ_DHS","PUBLISHED","1995","AMR","COL","","URB","","","75.3","75.25360","","",""
"cci2030","EQ_DHS","PUBLISHED","2009","AFR","LSO","","","","LSODHS200903","75.0","74.99043","","",""
"cci2030","EQ_DHS","PUBLISHED","2004","AFR","LSO","","","WQ5","","75.0","75.01125","","",""
"cci2030","EQ_DHS","PUBLISHED","2003","WPR","PHL","","","WQ5","","75.0","75.01781","","",""
"cci2030","EQ_MICS","PUBLISHED","2014","AFR","ZWE","","","","ZWEMICS201408","75.0","75.02307","","",""
"cci2030","EQ_DHS","PUBLISHED","2014","WPR","KHM","","","","KHMDHS201417","75.3","75.26115","","",""
"cci2030","EQ_DHS","PUBLISHED","2007","EMR","JOR","","","WQ4","","75.3","75.26466","","",""
"cci2030","EQ_MICS","PUBLISHED","2014","AMR","GUY","","","","GUYMICS201410","75.9","75.85735","","",""
"cci2030","EQ_DHS","PUBLISHED","2007","EMR","JOR","","","WQ3","","75.9","75.86610","","",""
"cci2030","EQ_DHS","PUBLISHED","2001","AMR","NIC","","","WQ2","","75.9","75.86618","","",""
"cci2030","EQ_DHS","PUBLISHED","2008","EMR","EGY","","","WQ3","","75.9","75.86868","","",""
"cci2030","EQ_DHS","PUBLISHED","2000","AFR","NAM","SHLM","","","","76.0","76.00379","","",""
"cci2030","EQ_DHS","PUBLISHED","2006","AMR","PER","","","","PERDHS200624","76.0","76.01320","","",""
"cci2030","EQ_DHS","PUBLISHED","2013","AFR","NAM","","","","NAMDHS201308","76.0","76.02859","","",""
"cci2030","EQ_DHS","PUBLISHED","2014","EMR","EGY","","","WQ2","","76.0","76.04092","","",""
"cci2030","EQ_DHS","PUBLISHED","2014","AFR","LSO","","","","LSODHS201408","75.4","75.40380","","",""
"cci2030","EQ_DHS","PUBLISHED","2009","AMR","PER","","","WQ4","","75.4","75.40788","","",""
"cci2030","EQ_DHS","PUBLISHED","2012","SEAR","IDN","","","","IDNDHS201208","75.4","75.42025","","",""
"cci2030","EQ_MICS","PUBLISHED","2011","EUR","MKD","","","","MKDMICS201103","75.4","75.43430","","",""
"cci2030","EQ_DHS","PUBLISHED","2011","AFR","ETH","SHLM","","","","75.5","75.53188","","",""
"cci2030","EQ_DHS","PUBLISHED","2000","AMR","COL","SHLM","","","","75.5","75.54412","","",""
"cci2030","EQ_DHS","PUBLISHED","2012","EMR","JOR","","RUR","","","75.5","75.54562","","",""
"cci2030","EQ_DHS","PUBLISHED","2014","AFR","LSO","","","","LSODHS201402","75.5","75.54872","","",""
"cci2030","EQ_DHS","PUBLISHED","2006","AFR","NAM","","","","NAMDHS200608","75.7","75.70981","","",""
"cci2030","EQ_DHS","PUBLISHED","2005","AMR","HND","","","WQ3","","75.7","75.72758","","",""
"cci2030","EQ_MICS","PUBLISHED","2010","WPR","VNM","","","","VNMMICS201006","75.7","75.74099","","",""
"cci2030","EQ_MICS","PUBLISHED","2011","EMR","TUN","","","","TUNMICS201105","75.7","75.74442","","",""
"cci2030","EQ_MICS","PUBLISHED","2011","AMR","BLZ","PRLM","","","","76.3","76.31132","","",""
"cci2030","EQ_DHS","PUBLISHED","2015","AFR","ZWE","","","","ZWEDHS201505","76.3","76.31367","","",""
"cci2030","EQ_DHS","PUBLISHED","2004","AMR","PER","","","","PERDHS200413","76.3","76.32137","","",""
"cci2030","EQ_DHS","PUBLISHED","2012","SEAR","IDN","","","","IDNDHS201212","76.3","76.32269","","",""
"cci2030","EQ_MICS","PUBLISHED","2014","EUR","KGZ","","","","KGZMICS201408","76.4","76.40266","","",""
"cci2030","EQ_DHS","PUBLISHED","2009","AFR","LSO","SHLM","","","","76.4","76.42009","","",""
"cci2030","EQ_DHS","PUBLISHED","2015","AFR","ZWE","","","WQ4","","76.4","76.42423","","",""
"cci2030","EQ_DHS","PUBLISHED","2014","AFR","KEN","","URB","","","76.4","76.42766","","",""
"cci2030","EQ_DHS","PUBLISHED","1999","AFR","TZA","","URB","","","76.2","76.17540","","",""
"cci2030","EQ_DHS","PUBLISHED","2001","AMR","NIC","","","","NICDHS200110","76.2","76.18343","","",""
"cci2030","EQ_DHS","PUBLISHED","2011","AMR","HND","","","","HNDDHS201118","76.2","76.19041","","",""
"cci2030","EQ_DHS","PUBLISHED","2002","AMR","DOM","","","","DOMDHS200214","76.2","76.19892","","",""
"cci2030","EQ_MICS","PUBLISHED","2010","WPR","VNM","SHLM","","","","76.3","76.30796","","",""
"cci2030","EQ_MICS","PUBLISHED","2010","AFR","SWZ","","RUR","","","76.9","76.92848","","",""
"cci2030","EQ_DHS","PUBLISHED","1995","AMR","COL","SHLM","","","","77.6","77.55850","","",""
"cci2030","EQ_DHS","PUBLISHED","2004","AMR","PER","","","","PERDHS200404","77.6","77.56229","","",""
"cci2030","EQ_DHS","PUBLISHED","2011","AMR","HND","","","","HNDDHS201102","77.6","77.58165","","",""
"cci2030","EQ_DHS","PUBLISHED","2001","AMR","NIC","","","","NICDHS200109","77.7","77.74273","","",""
"cci2030","EQ_MICS","PUBLISHED","2012","EUR","UKR","","RUR","","","77.7","77.74984","","",""
"cci2030","EQ_DHS","PUBLISHED","1999","AMR","DOM","","","","DOMDHS199906","77.8","77.75673","","",""
"cci2030","EQ_DHS","PUBLISHED","2009","SEAR","MDV","","","","MDVDHS200905","77.8","77.76845","","",""
"cci2030","EQ_DHS","PUBLISHED","1999","AMR","DOM","SHLM","","","","76.9","76.93292","","",""
"cci2030","EQ_DHS","PUBLISHED","2010","AFR","TZA","","","","TZADHS201023","77.0","76.95107","","",""
"cci2030","EQ_DHS","PUBLISHED","2013","AFR","ZMB","SHLM","","","","77.1","77.09553","","",""
"cci2030","EQ_DHS","PUBLISHED","2000","AFR","NAM","","URB","","","77.1","77.14253","","",""
"cci2030","EQ_DHS","PUBLISHED","2006","AMR","PER","","","WQ4","","77.1","77.14483","","",""
"cci2030","EQ_DHS","PUBLISHED","2002","AMR","DOM","","","","DOMDHS200213","77.2","77.17307","","",""
"cci2030","EQ_DHS","PUBLISHED","1998","SEAR","IND","","","","INDDHS199821","76.5","76.49545","","",""
"cci2030","EQ_DHS","PUBLISHED","2012","EMR","JOR","","","WQ3","","76.5","76.50426","","",""
"cci2030","EQ_DHS","PUBLISHED","2008","AMR","PER","","","","PERDHS200804","76.5","76.50748","","",""
"cci2030","EQ_DHS","PUBLISHED","2007","AMR","PER","","","","PERDHS200711","76.6","76.62067","","",""
"cci2030","EQ_MICS","PUBLISHED","2010","WPR","MNG","","","","MNGMICS201003","76.6","76.63780","","",""
"cci2030","EQ_MICS","PUBLISHED","2013","AFR","MWI","","","","MWIMICS201304","76.6","76.64290","","",""
"cci2030","EQ_DHS","PUBLISHED","2014","AMR","GTM","","","","GTMDHS201404","76.7","76.66954","","",""
"cci2030","EQ_MICS","PUBLISHED","2011","AMR","BLZ","","","WQ2","","76.8","76.75048","","",""
"cci2030","EQ_MICS","PUBLISHED","2011","AMR","BLZ","","","","BLZMICS201104","76.8","76.75870","","",""
"cci2030","EQ_MICS","PUBLISHED","2014","SEAR","NPL","","URB","","","76.8","76.77946","","",""
"cci2030","EQ_MICS","PUBLISHED","2014","AMR","DOM","PRLM","","","","76.8","76.78175","","",""
"cci2030","EQ_DHS","PUBLISHED","2005","SEAR","IND","","","WQ5","","76.9","76.92657","","",""
"cci2030","EQ_DHS","PUBLISHED","1996","EUR","UZB","","","WQ4","","77.3","77.27232","","",""
"cci2030","EQ_MICS","PUBLISHED","2011","AMR","BLZ","","","","BLZMICS201102","77.3","77.28355","","",""
"cci2030","EQ_DHS","PUBLISHED","2008","EMR","EGY","","","","EGYDHS200803","77.3","77.28986","","",""
"cci2030","EQ_MICS","PUBLISHED","2012","EUR","MDA","","URB","","","77.3","77.30782","","",""
"cci2030","EQ_DHS","PUBLISHED","1996","EUR","UZB","","","","UZBDHS199603","77.3","77.32899","","",""
"cci2030","EQ_MICS","PUBLISHED","2012","EUR","MDA","","","","MDAMICS201204","77.6","77.55749","","",""
"cci2030","EQ_MICS","PUBLISHED","2013","WPR","VNM","","RUR","","","77.9","77.85154","","",""
"cci2030","EQ_MICS","PUBLISHED","2012","EUR","MDA","","","WQ5","","77.9","77.85420","","",""
"cci2030","EQ_DHS","PUBLISHED","2002","AMR","DOM","","","","DOMDHS200217","77.9","77.86217","","",""
"cci2030","EQ_MICS","PUBLISHED","2012","AFR","DZA","SHLM","","","","77.9","77.87718","","",""
"cci2030","EQ_DHS","PUBLISHED","2011","AMR","HND","","","","HNDDHS201115","77.9","77.92962","","",""
"cci2030","EQ_MICS","PUBLISHED","2011","AMR","BLZ","","","WQ5","","78.0","77.96528","","",""
"cci2030","EQ_MICS","PUBLISHED","2010","WPR","MNG","","","","MNGMICS201001","78.0","77.98994","","",""
"cci2030","EQ_MICS","PUBLISHED","2011","WPR","LAO","","","","LAOMICS201108","78.0","77.99879","","",""
"cci2030","EQ_MICS","PUBLISHED","2012","AFR","DZA","","","","DZAMICS201201","78.1","78.10782","","",""
"cci2030","EQ_MICS","PUBLISHED","2013","AFR","MWI","","","","MWIMICS201329","78.1","78.12605","","",""
"cci2030","EQ_DHS","PUBLISHED","2015","AFR","MWI","","","WQ5","","78.7","78.71176","","",""
"cci2030","EQ_DHS","PUBLISHED","1994","AFR","ZWE","","","WQ4","","78.7","78.71919","","",""
"cci2030","EQ_DHS","PUBLISHED","2008","EMR","EGY","SHLM","","","","78.7","78.72843","","",""
"cci2030","EQ_DHS","PUBLISHED","2012","SEAR","IDN","","","","IDNDHS201223","78.7","78.73483","","",""
"cci2030","EQ_DHS","PUBLISHED","2009","AMR","GUY","","","WQ3","","78.9","78.91112","","",""
"cci2030","EQ_MICS","PUBLISHED","2011","AMR","BLZ","","","","BLZMICS201101","78.9","78.91542","","",""
"cci2030","EQ_DHS","PUBLISHED","2008","AMR","PER","","","WQ5","","78.9","78.92070","","",""
"cci2030","EQ_DHS","PUBLISHED","2012","EUR","KGZ","","","","KGZDHS201201","78.4","78.44474","","",""
"cci2030","EQ_DHS","PUBLISHED","2002","AMR","DOM","","","","DOMDHS200207","78.5","78.45051","","",""
"cci2030","EQ_DHS","PUBLISHED","2014","AFR","LSO","SHLM","","","","78.5","78.54940","","",""
"cci2030","EQ_DHS","PUBLISHED","2005","EMR","EGY","","","","EGYDHS200501","78.6","78.56271","","",""
"cci2030","EQ_DHS","PUBLISHED","2013","AMR","DOM","","","","DOMDHS201303","78.6","78.57758","","",""
"cci2030","EQ_MICS","PUBLISHED","2014","SEAR","NPL","","","WQ5","","78.6","78.59136","","",""
"cci2030","EQ_MICS","PUBLISHED","2015","EUR","TKM","","","","TKMMICS201503","78.9","78.93389","","",""
"cci2030","EQ_DHS","PUBLISHED","1996","AMR","BRA","","","","BRADHS199604","78.1","78.13629","","",""
"cci2030","EQ_DHS","PUBLISHED","2010","AMR","COL","","","","COLDHS201004","78.2","78.16019","","",""
"cci2030","EQ_DHS","PUBLISHED","2012","AMR","PER","","","WQ5","","78.3","78.29865","","",""
"cci2030","EQ_DHS","PUBLISHED","2007","AMR","DOM","","URB","","","78.3","78.30476","","",""
"cci2030","EQ_DHS","PUBLISHED","2006","AFR","SWZ","","","","SWZDHS200601","78.3","78.30959","","",""
"cci2030","EQ_DHS","PUBLISHED","2000","AMR","PER","","","WQ5","","78.3","78.31576","","",""
"cci2030","EQ_DHS","PUBLISHED","2006","AFR","NAM","","","","NAMDHS200610","78.4","78.43863","","",""
"cci2030","EQ_MICS","PUBLISHED","2015","EUR","TKM","","","WQ2","","78.4","78.43964","","",""
"cci2030","EQ_MICS","PUBLISHED","2010","WPR","MNG","","RUR","","","78.4","78.43999","","",""
"cci2030","EQ_MICS","PUBLISHED","2010","WPR","MNG","PRLM","","","","79.2","79.16500","","",""
"cci2030","EQ_MICS","PUBLISHED","2014","AMR","DOM","","","","DOMMICS201409","79.2","79.17455","","",""
"cci2030","EQ_DHS","PUBLISHED","2014","AFR","KEN","","","","KENDHS201404","79.3","79.34502","","",""
"cci2030","EQ_DHS","PUBLISHED","1998","AFR","ZAF","SHLM","","","","79.4","79.35207","","",""
"cci2030","EQ_MICS","PUBLISHED","2010","AFR","SWZ","","","WQ3","","79.4","79.39405","","",""
"cci2030","EQ_MICS","PUBLISHED","2013","AFR","MWI","","","","MWIMICS201325","79.4","79.39659","","",""
"cci2030","EQ_DHS","PUBLISHED","2007","AMR","PER","","","WQ5","","79.5","79.49299","","",""
"cci2030","EQ_DHS","PUBLISHED","2012","SEAR","IDN","","","","IDNDHS201213","79.5","79.50045","","",""
"cci2030","EQ_DHS","PUBLISHED","2006","AFR","SWZ","","","WQ3","","79.5","79.51983","","",""
"cci2030","EQ_DHS","PUBLISHED","1997","SEAR","IDN","","","","IDNDHS199701","79.1","79.11011","","",""
"cci2030","EQ_DHS","PUBLISHED","2007","AMR","DOM","","","","DOMDHS200708","79.1","79.12605","","",""
"cci2030","EQ_MICS","PUBLISHED","2011","EMR","TUN","","RUR","","","80.2","80.17970","","",""
"cci2030","EQ_DHS","PUBLISHED","2014","EMR","EGY","","","WQ5","","80.2","80.18362","","",""
"cci2030","EQ_DHS","PUBLISHED","2008","AMR","PER","","","","PERDHS200818","80.2","80.19720","","",""
"cci2030","EQ_MICS","PUBLISHED","2012","EUR","MDA","","","","MDAMICS201201","80.2","80.21754","","",""
"cci2030","EQ_DHS","PUBLISHED","1994","AFR","ZWE","","","","ZWEDHS199410","80.3","80.25320","","",""
"cci2030","EQ_MICS","PUBLISHED","2014","AMR","DOM","","","","DOMMICS201405","80.4","80.41843","","",""
"cci2030","EQ_DHS","PUBLISHED","2005","AMR","HND","SHLM","","","","80.5","80.45460","","",""
"cci2030","EQ_DHS","PUBLISHED","1998","AFR","ZAF","","","","ZAFDHS199807","80.5","80.46620","","",""
"cci2030","EQ_DHS","PUBLISHED","2012","AMR","PER","","","","PERDHS201224","80.5","80.47601","","",""
"cci2030","EQ_DHS","PUBLISHED","2005","AMR","PER","","","","PERDHS200507","79.6","79.57388","","",""
"cci2030","EQ_DHS","PUBLISHED","2014","AFR","KEN","","","","KENDHS201408","79.7","79.67013","","",""
"cci2030","EQ_MICS","PUBLISHED","2014","AFR","ZWE","","URB","","","79.7","79.67892","","",""
"cci2030","EQ_DHS","PUBLISHED","2015","AFR","ZWE","","URB","","","79.7","79.67939","","",""
