"GHO","DATASOURCE","PUBLISHSTATE","YEAR","REGION","COUNTRY","EDUCATIONLEVEL","RESIDENCEAREATYPE","WEALTHQUINTILE","DHSMICSGEOREGION","Display Value","Numeric","Low","High","Comments"
"cci2030","EQ_DHS","PUBLISHED","2003","WPR","PHL","PRLM","","","","51.5","51.47039","","",""
"cci2030","EQ_DHS","PUBLISHED","2011","AFR","COG","","","","COGDHS201110","50.7","50.68962","","",""
"cci2030","EQ_DHS","PUBLISHED","2006","AFR","NER","","","","NERDHS200607","18.2","18.22971","","",""
"cci2030","EQ_DHS","PUBLISHED","1994","AFR","CIV","","","","CIVDHS199406","18.6","18.62620","","",""
"cci2030","EQ_DHS","PUBLISHED","2008","AFR","NGA","NHLM","","","","17.8","17.78593","","",""
"cci2030","EQ_DHS","PUBLISHED","2014","AFR","TCD","","","","TCDDHS201420","17.7","17.73562","","",""
"cci2030","EQ_DHS","PUBLISHED","2014","AFR","TCD","","","","TCDDHS201406","17.2","17.20625","","",""
"cci2030","EQ_MICS","PUBLISHED","2011","AFR","NGA","","","","NGAMICS201135","17.1","17.06436","","",""
"cci2030","EQ_DHS","PUBLISHED","1998","AFR","NER","","","WQ3","","16.7","16.70754","","",""
"cci2030","EQ_DHS","PUBLISHED","1996","AFR","TCD","","","","TCDDHS199614","16.6","16.56272","","",""
"cci2030","EQ_DHS","PUBLISHED","2003","AFR","NGA","","","WQ1","","15.7","15.73687","","",""
"cci2030","EQ_MICS","PUBLISHED","2011","AFR","NGA","","","","NGAMICS201121","15.6","15.57423","","",""
"cci2030","EQ_MICS","PUBLISHED","2010","AFR","TCD","NHLM","","","","15.0","14.97679","","",""
"cci2030","EQ_DHS","PUBLISHED","2000","AFR","ETH","","","WQ4","","14.6","14.61826","","",""
"cci2030","EQ_MICS","PUBLISHED","2011","AFR","NGA","","","","NGAMICS201136","14.1","14.09329","","",""
"cci2030","EQ_DHS","PUBLISHED","2000","AFR","ETH","","","","ETHDHS200003","14.1","14.05977","","",""
"cci2030","EQ_DHS","PUBLISHED","2014","AFR","TCD","","","","TCDDHS201407","13.6","13.55093","","",""
"cci2030","EQ_DHS","PUBLISHED","2004","AFR","TCD","","","WQ3","","13.5","13.47029","","",""
"cci2030","EQ_DHS","PUBLISHED","2000","AFR","ETH","NHLM","","","","12.5","12.53630","","",""
"cci2030","EQ_DHS","PUBLISHED","2000","AFR","ETH","","RUR","","","12.3","12.32358","","",""
"cci2030","EQ_MICS","PUBLISHED","2007","AFR","NGA","","","","NGAMICS200715","11.6","11.63833","","",""
"cci2030","EQ_DHS","PUBLISHED","2000","AFR","ETH","","","WQ3","","11.5","11.46106","","",""
"cci2030","EQ_DHS","PUBLISHED","2004","AFR","TCD","","","WQ2","","10.1","10.11229","","",""
"cci2030","EQ_DHS","PUBLISHED","2000","AFR","ETH","","","WQ1","","9.9","9.88548","","",""
"cci2030","EQ_MICS","PUBLISHED","2010","AFR","TCD","","","","TCDMICS201001","8.8","8.83526","","",""
"cci2030","EQ_DHS","PUBLISHED","2004","AFR","TCD","","","","TCDDHS200401","8.3","8.34429","","",""
"cci2030","EQ_MICS","PUBLISHED","2011","AFR","NGA","","","","NGAMICS201133","7.0","7.04179","","",""
"cci2030","EQ_DHS","PUBLISHED","1996","AFR","TCD","","","","TCDDHS199612","6.7","6.73798","","",""
"cci2030","EQ_DHS","PUBLISHED","2013","AFR","NGA","NHLM","","","","19.0","18.97201","","",""
"cci2030","EQ_DHS","PUBLISHED","1994","AMR","BOL","NHLM","","","","19.2","19.19551","","",""
"cci2030","EQ_DHS","PUBLISHED","2014","AFR","TCD","","","","TCDDHS201421","19.3","19.26594","","",""
"cci2030","EQ_DHS","PUBLISHED","2001","AFR","MLI","","","","MLIDHS200106","19.6","19.58188","","",""
"cci2030","EQ_DHS","PUBLISHED","2000","WPR","KHM","","","","KHMDHS200016","19.6","19.59149","","",""
"cci2030","EQ_DHS","PUBLISHED","1999","AFR","NGA","","","","NGADHS199901","20.1","20.08030","","",""
"cci2030","EQ_DHS","PUBLISHED","1995","AFR","MLI","","","","MLIDHS199505","20.2","20.16992","","",""
"cci2030","EQ_DHS","PUBLISHED","1998","AFR","NER","","","","NERDHS199803","20.5","20.50879","","",""
"cci2030","EQ_MICS","PUBLISHED","2009","AFR","MLI","","","","MLIMICS200908","20.8","20.84773","","",""
"cci2030","EQ_DHS","PUBLISHED","1997","AFR","MOZ","","","WQ1","","20.9","20.91765","","",""
"cci2030","EQ_MICS","PUBLISHED","2010","AFR","CAF","","","WQ1","","21.2","21.17428","","",""
"cci2030","EQ_DHS","PUBLISHED","2008","WPR","PHL","NHLM","","","","21.3","21.26792","","",""
"cci2030","EQ_DHS","PUBLISHED","1998","AFR","TGO","","","WQ1","","21.8","21.80720","","",""
"cci2030","EQ_DHS","PUBLISHED","1996","AFR","TCD","","","WQ4","","21.9","21.91099","","",""
"cci2030","EQ_DHS","PUBLISHED","2014","AFR","TCD","","","WQ1","","22.1","22.10143","","",""
"cci2030","EQ_DHS","PUBLISHED","2014","AFR","TCD","","","","TCDDHS201415","22.3","22.25150","","",""
"cci2030","EQ_DHS","PUBLISHED","1994","AFR","CIV","","","","CIVDHS199408","22.3","22.30294","","",""
"cci2030","EQ_DHS","PUBLISHED","2015","AFR","AGO","","","WQ1","","22.6","22.57399","","",""
"cci2030","EQ_MICS","PUBLISHED","2010","AFR","CAF","","","","CAFMICS201007","22.7","22.71670","","",""
"cci2030","EQ_DHS","PUBLISHED","2005","AFR","ETH","","","","ETHDHS200504","23.1","23.14307","","",""
"cci2030","EQ_DHS","PUBLISHED","2001","AFR","MLI","","","","MLIDHS200104","23.3","23.26837","","",""
"cci2030","EQ_DHS","PUBLISHED","2008","AFR","NGA","","","WQ2","","23.6","23.62722","","",""
"cci2030","EQ_DHS","PUBLISHED","1999","AFR","GIN","","","WQ1","","23.7","23.69523","","",""
"cci2030","EQ_DHS","PUBLISHED","2005","AFR","ETH","","","WQ4","","24.0","24.02888","","",""
"cci2030","EQ_DHS","PUBLISHED","1998","AFR","BFA","NHLM","","","","24.3","24.31621","","",""
"cci2030","EQ_DHS","PUBLISHED","2005","AFR","ETH","","","","ETHDHS200503","24.7","24.68715","","",""
"cci2030","EQ_DHS","PUBLISHED","1997","AFR","MOZ","","","","MOZDHS199702","24.8","24.75202","","",""
"cci2030","EQ_DHS","PUBLISHED","2015","AFR","AGO","","","","AGODHS201506","24.9","24.90953","","",""
"cci2030","EQ_DHS","PUBLISHED","2000","WPR","KHM","","","","KHMDHS200009","25.0","24.98919","","",""
"cci2030","EQ_DHS","PUBLISHED","2003","AFR","BFA","","","WQ1","","25.3","25.26414","","",""
"cci2030","EQ_DHS","PUBLISHED","2001","AFR","MLI","NHLM","","","","25.4","25.39528","","",""
"cci2030","EQ_DHS","PUBLISHED","1994","AFR","CAF","","","","CAFDHS199403","25.7","25.67292","","",""
"cci2030","EQ_DHS","PUBLISHED","1998","AFR","NER","","","WQ4","","25.8","25.78144","","",""
"cci2030","EQ_DHS","PUBLISHED","2000","AFR","ETH","","","","ETHDHS200005","26.0","26.03211","","",""
"cci2030","EQ_DHS","PUBLISHED","2012","AFR","GIN","","","","GINDHS201207","26.1","26.12892","","",""
"cci2030","EQ_MICS","PUBLISHED","2011","AFR","NGA","","","","NGAMICS201119","28.6","28.63966","","",""
"cci2030","EQ_DHS","PUBLISHED","2000","WPR","KHM","","","","KHMDHS200006","28.9","28.86581","","",""
"cci2030","EQ_DHS","PUBLISHED","2000","AFR","RWA","NHLM","","","","28.9","28.88922","","",""
"cci2030","EQ_DHS","PUBLISHED","2005","AFR","GIN","","","","GINDHS200506","29.0","28.98910","","",""
"cci2030","EQ_DHS","PUBLISHED","2000","WPR","KHM","","","","KHMDHS200011","29.1","29.12784","","",""
"cci2030","EQ_DHS","PUBLISHED","2000","AFR","RWA","","","","RWADHS200004","29.5","29.47588","","",""
"cci2030","EQ_DHS","PUBLISHED","2003","AFR","BFA","","","WQ2","","29.5","29.50746","","",""
"cci2030","EQ_DHS","PUBLISHED","1994","AFR","CAF","NHLM","","","","26.3","26.27101","","",""
"cci2030","EQ_MICS","PUBLISHED","2010","AFR","TCD","PRLM","","","","26.4","26.36912","","",""
"cci2030","EQ_DHS","PUBLISHED","2005","AMR","HTI","","","","HTIDHS200502","26.6","26.57473","","",""
"cci2030","EQ_DHS","PUBLISHED","1998","AFR","TGO","","","","TGODHS199802","26.7","26.69451","","",""
"cci2030","EQ_MICS","PUBLISHED","2007","AFR","NGA","","RUR","","","27.0","26.96372","","",""
"cci2030","EQ_DHS","PUBLISHED","1998","AFR","BFA","","","","BFADHS199805","27.0","27.01390","","",""
"cci2030","EQ_DHS","PUBLISHED","2000","WPR","KHM","NHLM","","","","27.2","27.15063","","",""
"cci2030","EQ_DHS","PUBLISHED","2014","AFR","TCD","","","WQ4","","27.2","27.16320","","",""
"cci2030","EQ_DHS","PUBLISHED","1998","AFR","BFA","","","WQ4","","27.7","27.69792","","",""
"cci2030","EQ_DHS","PUBLISHED","1995","AFR","MLI","","","","MLIDHS199504","27.7","27.72503","","",""
"cci2030","EQ_DHS","PUBLISHED","2013","AFR","NGA","","RUR","","","28.1","28.14602","","",""
"cci2030","EQ_DHS","PUBLISHED","1996","AFR","TCD","PRLM","","","","28.3","28.25521","","",""
"cci2030","EQ_DHS","PUBLISHED","1995","AFR","MLI","","","","MLIDHS199506","28.4","28.36979","","",""
"cci2030","EQ_DHS","PUBLISHED","1998","AFR","NER","","","","NERDHS199802","28.4","28.37969","","",""
"cci2030","EQ_DHS","PUBLISHED","2000","WPR","KHM","","","","KHMDHS200007","28.6","28.59292","","",""
"cci2030","EQ_DHS","PUBLISHED","2011","AFR","ETH","NHLM","","","","29.9","29.94278","","",""
"cci2030","EQ_DHS","PUBLISHED","2011","AFR","CIV","","","","CIVDHS201110","30.2","30.23973","","",""
"cci2030","EQ_MICS","PUBLISHED","2014","AFR","CMR","","","WQ1","","30.3","30.28928","","",""
"cci2030","EQ_DHS","PUBLISHED","2007","AFR","COD","","","","CODDHS200704","30.4","30.42671","","",""
"cci2030","EQ_DHS","PUBLISHED","2003","AFR","BFA","","","","BFADHS200310","30.6","30.57123","","",""
"cci2030","EQ_DHS","PUBLISHED","1996","SEAR","NPL","NHLM","","","","30.7","30.74465","","",""
"cci2030","EQ_DHS","PUBLISHED","2006","AFR","MLI","","","WQ1","","30.9","30.92188","","",""
"cci2030","EQ_DHS","PUBLISHED","2008","WPR","PHL","","","","PHLDHS200815","29.7","29.67767","","",""
"cci2030","EQ_DHS","PUBLISHED","2014","AFR","TCD","","","","TCDDHS201404","29.7","29.71848","","",""
"cci2030","EQ_DHS","PUBLISHED","2011","AFR","CIV","","","WQ1","","29.8","29.82622","","",""
"cci2030","EQ_MICS","PUBLISHED","2010","EMR","SDN","","","WQ1","","30.9","30.93673","","",""
"cci2030","EQ_MICS","PUBLISHED","2011","AFR","NGA","","","","NGAMICS201134","31.1","31.13052","","",""
"cci2030","EQ_DHS","PUBLISHED","1995","AMR","GTM","","","WQ1","","32.7","32.69345","","",""
"cci2030","EQ_MICS","PUBLISHED","2007","AFR","NGA","","","","NGAMICS200732","33.9","33.92639","","",""
"cci2030","EQ_DHS","PUBLISHED","1996","SEAR","BGD","","","","BGDDHS199606","34.3","34.28448","","",""
"cci2030","EQ_DHS","PUBLISHED","2000","AFR","GAB","","RUR","","","34.3","34.29261","","",""
"cci2030","EQ_MICS","PUBLISHED","2010","AFR","COD","","","","CODMICS201004","34.4","34.38846","","",""
"cci2030","EQ_DHS","PUBLISHED","1996","AFR","BEN","","","","BENDHS199603","34.4","34.41138","","",""
"cci2030","EQ_DHS","PUBLISHED","1994","AFR","CAF","","","WQ3","","34.6","34.62677","","",""
"cci2030","EQ_DHS","PUBLISHED","2003","AFR","MDG","","","","MDGDHS200306","34.7","34.72136","","",""
"cci2030","EQ_DHS","PUBLISHED","1999","AFR","GIN","","","","GINDHS199901","34.8","34.83570","","",""
"cci2030","EQ_DHS","PUBLISHED","2003","AFR","BFA","","RUR","","","32.8","32.79912","","",""
"cci2030","EQ_DHS","PUBLISHED","1997","AFR","MDG","","RUR","","","32.8","32.82510","","",""
"cci2030","EQ_DHS","PUBLISHED","1998","AFR","TGO","","","","TGODHS199804","32.9","32.92079","","",""
"cci2030","EQ_DHS","PUBLISHED","2000","AMR","HTI","","RUR","","","33.0","33.00161","","",""
"cci2030","EQ_DHS","PUBLISHED","2000","AFR","RWA","","","WQ4","","33.1","33.10386","","",""
"cci2030","EQ_DHS","PUBLISHED","2005","AFR","ETH","","","","ETHDHS200508","33.1","33.14783","","",""
"cci2030","EQ_DHS","PUBLISHED","2001","SEAR","NPL","","","WQ1","","33.4","33.39458","","",""
"cci2030","EQ_DHS","PUBLISHED","1999","AFR","GIN","NHLM","","","","33.4","33.41410","","",""
"cci2030","EQ_DHS","PUBLISHED","2005","AMR","HTI","","","","HTIDHS200510","33.6","33.61274","","",""
"cci2030","EQ_DHS","PUBLISHED","1998","SEAR","IND","","","","INDDHS199823","33.7","33.68533","","",""
"cci2030","EQ_DHS","PUBLISHED","2000","WPR","KHM","","","","KHMDHS200022","33.9","33.85635","","",""
"cci2030","EQ_DHS","PUBLISHED","2005","AFR","GIN","","","WQ2","","31.3","31.26065","","",""
"cci2030","EQ_DHS","PUBLISHED","2000","AMR","HTI","","","WQ2","","31.7","31.66779","","",""
"cci2030","EQ_DHS","PUBLISHED","2000","AFR","RWA","","","WQ3","","31.8","31.77959","","",""
"cci2030","EQ_DHS","PUBLISHED","2000","AFR","RWA","","","","RWADHS200010","31.9","31.86550","","",""
"cci2030","EQ_DHS","PUBLISHED","1998","AMR","BOL","","RUR","","","32.0","31.96737","","",""
"cci2030","EQ_DHS","PUBLISHED","1998","AFR","CIV","","","","CIVDHS199803","32.0","31.98568","","",""
"cci2030","EQ_DHS","PUBLISHED","1996","SEAR","NPL","","RUR","","","32.1","32.07245","","",""
"cci2030","EQ_DHS","PUBLISHED","1997","AFR","MOZ","","","WQ2","","32.2","32.17788","","",""
"cci2030","EQ_DHS","PUBLISHED","2000","AMR","HTI","","","","HTIDHS200002","32.3","32.34177","","",""
"cci2030","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","AFGDHS201523","32.3","32.34919","","",""
"cci2030","EQ_DHS","PUBLISHED","2007","AFR","COD","","","WQ1","","32.6","32.55704","","",""
"cci2030","EQ_DHS","PUBLISHED","1994","AFR","CIV","","","","CIVDHS199401","32.6","32.58967","","",""
"cci2030","EQ_DHS","PUBLISHED","2007","AFR","COD","NHLM","","","","32.7","32.67172","","",""
"cci2030","EQ_DHS","PUBLISHED","2007","AFR","COD","","","","CODDHS200705","34.9","34.87151","","",""
"cci2030","EQ_DHS","PUBLISHED","2005","AFR","COG","NHLM","","","","35.1","35.12016","","",""
"cci2030","EQ_MICS","PUBLISHED","2010","AFR","CAF","PRLM","","","","35.1","35.12645","","",""
"cci2030","EQ_DHS","PUBLISHED","1995","AFR","MLI","","","","MLIDHS199507","35.2","35.19959","","",""
"cci2030","EQ_DHS","PUBLISHED","1993","AFR","GHA","","","","GHADHS199309","35.2","35.21543","","",""
"cci2030","EQ_DHS","PUBLISHED","2004","AFR","TCD","","","WQ5","","35.3","35.33876","","",""
"cci2030","EQ_DHS","PUBLISHED","1997","AFR","MDG","PRLM","","","","35.4","35.41098","","",""
"cci2030","EQ_DHS","PUBLISHED","2012","AFR","SEN","","","WQ1","","35.5","35.49949","","",""
"cci2030","EQ_DHS","PUBLISHED","1996","SEAR","NPL","","","","NPLDHS199601","35.6","35.56887","","",""
"cci2030","EQ_DHS","PUBLISHED","1998","AFR","CIV","","","WQ2","","35.6","35.62823","","",""
"cci2030","EQ_DHS","PUBLISHED","2000","WPR","KHM","","","","KHMDHS200018","35.7","35.69235","","",""
"cci2030","EQ_DHS","PUBLISHED","2014","AFR","TCD","","","","TCDDHS201409","35.9","35.87238","","",""
"cci2030","EQ_DHS","PUBLISHED","2015","AFR","AGO","","","","AGODHS201518","35.9","35.89815","","",""
"cci2030","EQ_DHS","PUBLISHED","2005","AFR","RWA","","","","RWADHS200511","36.1","36.07050","","",""
"cci2030","EQ_DHS","PUBLISHED","2012","AFR","SEN","","","","SENDHS201211","36.1","36.09509","","",""
"cci2030","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","AFGDHS201509","36.2","36.17220","","",""
"cci2030","EQ_DHS","PUBLISHED","2011","AFR","CIV","","","","CIVDHS201101","36.2","36.17570","","",""
"cci2030","EQ_DHS","PUBLISHED","2005","AFR","GIN","","","","GINDHS200504","36.4","36.36308","","",""
"cci2030","EQ_MICS","PUBLISHED","2011","AFR","MRT","","","","MRTMICS201102","36.4","36.41615","","",""
"cci2030","EQ_DHS","PUBLISHED","1993","AFR","GHA","","RUR","","","36.6","36.59658","","",""
"cci2030","EQ_DHS","PUBLISHED","1998","AMR","BOL","PRLM","","","","36.6","36.60064","","",""
"cci2030","EQ_MICS","PUBLISHED","2011","WPR","LAO","","","","LAOMICS201109","36.7","36.68526","","",""
"cci2030","EQ_DHS","PUBLISHED","2003","AFR","BFA","","","","BFADHS200302","36.9","36.85581","","",""
"cci2030","EQ_DHS","PUBLISHED","2013","EMR","YEM","","","","YEMDHS201317","37.0","36.98420","","",""
"cci2030","EQ_DHS","PUBLISHED","2003","AFR","BFA","","","WQ4","","37.0","36.99862","","",""
"cci2030","EQ_DHS","PUBLISHED","1996","AFR","TCD","","URB","","","37.1","37.12162","","",""
"cci2030","EQ_DHS","PUBLISHED","2012","AFR","GIN","NHLM","","","","37.2","37.15297","","",""
"cci2030","EQ_DHS","PUBLISHED","2008","AFR","NGA","","","WQ3","","37.2","37.20434","","",""
"cci2030","EQ_MICS","PUBLISHED","2009","AFR","MLI","","","","MLIMICS200903","37.4","37.41260","","",""
"cci2030","EQ_DHS","PUBLISHED","2005","AFR","SEN","","","","SENDHS200509","37.5","37.46021","","",""
"cci2030","EQ_DHS","PUBLISHED","2013","WPR","PHL","","","","PHLDHS201317","37.6","37.64498","","",""
"cci2030","EQ_DHS","PUBLISHED","1996","AFR","COM","","","","COMDHS199603","37.7","37.66894","","",""
"cci2030","EQ_DHS","PUBLISHED","1995","AMR","GTM","NHLM","","","","36.7","36.72899","","",""
"cci2030","EQ_DHS","PUBLISHED","2007","AFR","COD","","","","CODDHS200710","36.8","36.75872","","",""
"cci2030","EQ_DHS","PUBLISHED","2009","SEAR","TLS","","","","TLSDHS200902","36.8","36.80349","","",""
"cci2030","EQ_DHS","PUBLISHED","2005","AFR","SEN","","","","SENDHS200502","38.4","38.40676","","",""
"cci2030","EQ_MICS","PUBLISHED","2011","WPR","LAO","","","WQ1","","38.5","38.54191","","",""
"cci2030","EQ_MICS","PUBLISHED","2010","AFR","TCD","","","WQ5","","38.6","38.59914","","",""
"cci2030","EQ_DHS","PUBLISHED","2012","AFR","GIN","","","","GINDHS201203","38.7","38.66317","","",""
"cci2030","EQ_DHS","PUBLISHED","2013","EMR","YEM","","","","YEMDHS201316","38.7","38.70147","","",""
"cci2030","EQ_MICS","PUBLISHED","2011","AFR","MRT","","","","MRTMICS201110","38.8","38.82981","","",""
"cci2030","EQ_MICS","PUBLISHED","2010","EMR","SDN","","","","SDNMICS201012","38.9","38.85940","","",""
"cci2030","EQ_DHS","PUBLISHED","2011","AFR","CIV","","","","CIVDHS201108","38.9","38.94342","","",""
"cci2030","EQ_DHS","PUBLISHED","2011","AFR","BEN","","","WQ1","","39.0","38.96454","","",""
"cci2030","EQ_DHS","PUBLISHED","1998","AFR","GHA","","","WQ2","","39.1","39.07785","","",""
"cci2030","EQ_DHS","PUBLISHED","1996","AMR","PER","","","","PERDHS199620","37.8","37.75114","","",""
"cci2030","EQ_DHS","PUBLISHED","2004","AFR","CMR","","RUR","","","37.8","37.77995","","",""
"cci2030","EQ_DHS","PUBLISHED","1995","AMR","GTM","","","WQ2","","37.8","37.84506","","",""
"cci2030","EQ_DHS","PUBLISHED","2001","SEAR","NPL","","","","NPLDHS200105","38.0","37.96894","","",""
"cci2030","EQ_DHS","PUBLISHED","1998","WPR","PHL","","","","PHLDHS199815","38.0","37.99012","","",""
"cci2030","EQ_MICS","PUBLISHED","2011","AFR","NGA","","","","NGAMICS201126","38.1","38.05293","","",""
"cci2030","EQ_DHS","PUBLISHED","2000","AMR","HTI","PRLM","","","","38.1","38.08322","","",""
"cci2030","EQ_DHS","PUBLISHED","1994","AFR","CIV","PRLM","","","","38.2","38.17870","","",""
"cci2030","EQ_DHS","PUBLISHED","2000","AFR","UGA","","","","UGADHS200004","38.2","38.20190","","",""
"cci2030","EQ_DHS","PUBLISHED","1997","AFR","MDG","","","","MDGDHS199703","38.3","38.29974","","",""
"cci2030","EQ_DHS","PUBLISHED","2003","AFR","BFA","","","","BFADHS200307","38.3","38.30736","","",""
"cci2030","EQ_MICS","PUBLISHED","2009","AFR","MLI","","","","MLIMICS200902","38.4","38.38075","","",""
"cci2030","EQ_MICS","PUBLISHED","2010","EMR","SDN","","","","SDNMICS201013","39.4","39.44925","","",""
"cci2030","EQ_DHS","PUBLISHED","2006","EUR","AZE","","RUR","","","41.0","40.98497","","",""
"cci2030","EQ_MICS","PUBLISHED","2011","AFR","MRT","","","WQ2","","41.0","40.99693","","",""
"cci2030","EQ_DHS","PUBLISHED","2005","AFR","SEN","","","","SENDHS200506","41.2","41.15342","","",""
"cci2030","EQ_DHS","PUBLISHED","2013","AFR","NGA","PRLM","","","","41.2","41.17306","","",""
"cci2030","EQ_DHS","PUBLISHED","2005","AMR","HTI","PRLM","","","","41.2","41.23600","","",""
"cci2030","EQ_DHS","PUBLISHED","1994","AFR","CIV","","","WQ4","","41.3","41.25915","","",""
"cci2030","EQ_DHS","PUBLISHED","2015","AFR","AGO","","","","AGODHS201505","41.3","41.28749","","",""
"cci2030","EQ_DHS","PUBLISHED","1998","AMR","BOL","","","","BOLDHS199802","41.4","41.36112","","",""
"cci2030","EQ_DHS","PUBLISHED","2011","AFR","CIV","","","","CIVDHS201106","41.4","41.38463","","",""
"cci2030","EQ_DHS","PUBLISHED","2005","AFR","GIN","","","","GINDHS200503","39.5","39.47591","","",""
"cci2030","EQ_DHS","PUBLISHED","2011","AFR","CIV","","","","CIVDHS201104","39.6","39.55368","","",""
"cci2030","EQ_DHS","PUBLISHED","2011","AFR","BEN","","","","BENDHS201101","39.6","39.56112","","",""
"cci2030","EQ_MICS","PUBLISHED","2010","AFR","TGO","","","","TGOMICS201005","39.7","39.67780","","",""
"cci2030","EQ_DHS","PUBLISHED","1993","SEAR","BGD","","","WQ2","","39.7","39.68065","","",""
"cci2030","EQ_DHS","PUBLISHED","1994","AFR","CAF","PRLM","","","","39.8","39.83773","","",""
"cci2030","EQ_DHS","PUBLISHED","2003","AFR","NGA","","","","NGADHS200301","39.9","39.85534","","",""
"cci2030","EQ_MICS","PUBLISHED","2010","AFR","COD","","","","CODMICS201005","39.9","39.87961","","",""
"cci2030","EQ_DHS","PUBLISHED","2001","AFR","BEN","","","WQ2","","39.9","39.89645","","",""
"cci2030","EQ_DHS","PUBLISHED","2003","AFR","BFA","","","","BFADHS200304","40.0","40.03420","","",""
"cci2030","EQ_MICS","PUBLISHED","2010","AFR","CAF","","","","CAFMICS201009","40.1","40.05574","","",""
"cci2030","EQ_MICS","PUBLISHED","2011","WPR","LAO","","","","LAOMICS201102","40.2","40.16321","","",""
"cci2030","EQ_DHS","PUBLISHED","1999","SEAR","BGD","","","","BGDDHS199906","40.2","40.18667","","",""
"cci2030","EQ_MICS","PUBLISHED","2010","AFR","COD","","","WQ2","","40.3","40.30728","","",""
"cci2030","EQ_DHS","PUBLISHED","2005","AFR","ETH","","","","ETHDHS200509","40.3","40.31766","","",""
"cci2030","EQ_DHS","PUBLISHED","2013","AFR","COD","NHLM","","","","40.5","40.52609","","",""
"cci2030","EQ_DHS","PUBLISHED","2005","AFR","GIN","","","","GINDHS200508","40.5","40.54853","","",""
"cci2030","EQ_DHS","PUBLISHED","2011","AFR","MOZ","","","WQ1","","40.6","40.64228","","",""
"cci2030","EQ_DHS","PUBLISHED","1993","AFR","GHA","","","","GHADHS199301","40.7","40.68474","","",""
"cci2030","EQ_DHS","PUBLISHED","2005","AMR","HTI","","","","HTIDHS200503","40.8","40.75625","","",""
"cci2030","EQ_DHS","PUBLISHED","2000","AFR","ETH","","","","ETHDHS200011","40.8","40.79980","","",""
"cci2030","EQ_DHS","PUBLISHED","2000","AMR","HTI","","","WQ3","","39.1","39.11983","","",""
"cci2030","EQ_DHS","PUBLISHED","2005","AFR","COG","","","WQ1","","39.3","39.30949","","",""
"cci2030","EQ_DHS","PUBLISHED","2006","AFR","MLI","","","","MLIDHS200602","39.3","39.32905","","",""
"cci2030","EQ_DHS","PUBLISHED","2015","AFR","AGO","","","","AGODHS201517","41.5","41.45526","","",""
"cci2030","EQ_DHS","PUBLISHED","1996","AFR","BEN","","","WQ3","","43.3","43.27553","","",""
"cci2030","EQ_DHS","PUBLISHED","1998","AFR","CMR","","","","CMRDHS199802","43.3","43.28016","","",""
"cci2030","EQ_DHS","PUBLISHED","2006","EUR","AZE","","","WQ2","","43.5","43.45689","","",""
"cci2030","EQ_DHS","PUBLISHED","2008","AFR","SLE","NHLM","","","","43.5","43.47126","","",""
"cci2030","EQ_DHS","PUBLISHED","2006","EMR","PAK","","RUR","","","43.6","43.58836","","",""
"cci2030","EQ_DHS","PUBLISHED","2000","AFR","UGA","PRLM","","","","43.6","43.59135","","",""
"cci2030","EQ_DHS","PUBLISHED","2001","SEAR","NPL","","","","NPLDHS200103","43.7","43.74175","","",""
"cci2030","EQ_MICS","PUBLISHED","2010","AFR","TCD","SHLM","","","","43.8","43.75314","","",""
"cci2030","EQ_DHS","PUBLISHED","2003","AFR","KEN","","","","KENDHS200305","41.5","41.45980","","",""
"cci2030","EQ_DHS","PUBLISHED","2014","AFR","SEN","","","","SENDHS201411","41.5","41.50658","","",""
"cci2030","EQ_MICS","PUBLISHED","2011","AFR","MRT","NHLM","","","","41.5","41.50789","","",""
"cci2030","EQ_MICS","PUBLISHED","2007","AFR","NGA","PRLM","","","","41.5","41.53529","","",""
"cci2030","EQ_DHS","PUBLISHED","2003","AFR","BFA","","","","BFADHS200303","41.7","41.67767","","",""
"cci2030","EQ_MICS","PUBLISHED","2010","AFR","CAF","","","","CAFMICS201012","41.7","41.69379","","",""
"cci2030","EQ_DHS","PUBLISHED","2011","AFR","CMR","","","","CMRDHS201104","41.9","41.85406","","",""
"cci2030","EQ_DHS","PUBLISHED","2006","EMR","PAK","","","","PAKDHS200603","41.9","41.87323","","",""
"cci2030","EQ_DHS","PUBLISHED","2000","AMR","HTI","","","","HTIDHS200005","42.0","41.99517","","",""
"cci2030","EQ_MICS","PUBLISHED","2011","AFR","NGA","","","","NGAMICS201109","42.0","42.02668","","",""
"cci2030","EQ_DHS","PUBLISHED","1996","AFR","COM","","","WQ2","","42.1","42.07843","","",""
"cci2030","EQ_DHS","PUBLISHED","1993","AFR","KEN","","","WQ1","","42.1","42.10852","","",""
"cci2030","EQ_DHS","PUBLISHED","1995","AMR","GTM","","","","GTMDHS199506","42.3","42.27086","","",""
"cci2030","EQ_DHS","PUBLISHED","1996","SEAR","BGD","","","","BGDDHS199602","42.3","42.32420","","",""
"cci2030","EQ_MICS","PUBLISHED","2010","EMR","SDN","","","","SDNMICS201010","42.4","42.41460","","",""
"cci2030","EQ_DHS","PUBLISHED","1993","SEAR","BGD","","RUR","","","42.5","42.47140","","",""
"cci2030","EQ_DHS","PUBLISHED","1998","AFR","GHA","PRLM","","","","42.6","42.55368","","",""
"cci2030","EQ_DHS","PUBLISHED","2013","AFR","COD","","","WQ2","","42.6","42.57594","","",""
