"GHO","DATASOURCE","PUBLISHSTATE","YEAR","REGION","COUNTRY","AGEGROUP","EDUCATIONLEVEL","RESIDENCEAREATYPE","WEALTHQUINTILE","DHSMICSGEOREGION","WEALTHDECILE","Display Value","Numeric","Low","High","Comments"
"fpsmowho","EQ_MICS","PUBLISHED","2010","EMR","AFG","","","","","AFGMICS201001","","No data","","","","Not available."
"fpsmowho","EQ_MICS","PUBLISHED","2010","EMR","AFG","","","","","AFGMICS201002","","No data","","","","Not available."
"fpsmowho","EQ_MICS","PUBLISHED","2010","EMR","AFG","","","","","AFGMICS201003","","No data","","","","Not available."
"fpsmowho","EQ_MICS","PUBLISHED","2010","EMR","AFG","","","","","AFGMICS201004","","No data","","","","Not available."
"fpsmowho","EQ_MICS","PUBLISHED","2010","EMR","AFG","","","","","AFGMICS201005","","No data","","","","Not available."
"fpsmowho","EQ_MICS","PUBLISHED","2010","EMR","AFG","","","","","AFGMICS201006","","No data","","","","Not available."
"fpsmowho","EQ_MICS","PUBLISHED","2010","EMR","AFG","","","","","AFGMICS201007","","No data","","","","Not available."
"fpsmowho","EQ_MICS","PUBLISHED","2010","EMR","AFG","","","","","AFGMICS201008","","No data","","","","Not available."
"fpsmowho","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201501","","45.6 [37.9-53.5]","46.00000","38.00000","54.00000",""
"fpsmowho","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201502","","37.3 [31.1-44.0]","37.00000","31.00000","44.00000",""
"fpsmowho","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201503","","44.3 [36.2-52.7]","44.00000","36.00000","53.00000",""
"fpsmowho","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201504","","59.5 [52.6-66.0]","59.00000","53.00000","66.00000",""
"fpsmowho","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201505","","46.7 [41.2-52.3]","47.00000","41.00000","52.00000",""
"fpsmowho","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201506","","27.6 [21.9-34.1]","28.00000","22.00000","34.00000",""
"fpsmowho","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201507","","32.0 [25.4-39.3]","32.00000","25.00000","39.00000",""
"fpsmowho","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201508","","29.4 [22.0-38.2]","29.00000","22.00000","38.00000",""
"fpsmowho","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201509","","33.8 [23.1-46.3]","34.00000","23.00000","46.00000",""
"fpsmowho","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201510","","45.9 [38.7-53.4]","46.00000","39.00000","53.00000",""
"fpsmowho","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201511","","34.2 [28.1-40.8]","34.00000","28.00000","41.00000",""
"fpsmowho","EQ_DHS","PUBLISHED","2015","EMR","AFG","","","","","AFGDHS201512","","52.9 [46.6-59.2]","53.00000","47.00000","59.00000",""
