"GHO","DATASOURCE","PUBLISHSTATE","YEAR","REGION","COUNTRY","Display Value","Numeric","Low","High","Comments"
"SA_0000001476_ARCHIVED","SA_0000001476_ETH","PUBLISHED","2010","AFR","ETH","3.6","3.60000","","",""
"SA_0000001476_ARCHIVED","SA_0000001476_ZWE","PUBLISHED","1990","AFR","ZWE","7.0","7.00000","","",""
"SA_0000001476_ARCHIVED","SA_0000001476_ZAF","PUBLISHED","1992","AFR","ZAF","7.8","7.80000","","",""
"SA_0000001476_ARCHIVED","SA_0000001476_USA","PUBLISHED","1999","AMR","USA","0.9","0.90000","","",""
"SA_0000001476_ARCHIVED","SA_0000001476_USA","PUBLISHED","1990","AMR","USA","0.9","0.90000","","",""
"SA_0000001476_ARCHIVED","SA_0000001476_USA","PUBLISHED","2009","AMR","USA","0.9","0.90000","","",""
"SA_0000001476_ARCHIVED","SA_0000001476_USA","PUBLISHED","2002","AMR","USA","0.9","0.90000","","",""
"SA_0000001476_ARCHIVED","SA_0000001476_USA","PUBLISHED","2003","AMR","USA","1.0","1.00000","","",""
"SA_0000001476_ARCHIVED","SA_0000001476_USA","PUBLISHED","2000","AMR","USA","1.0","1.00000","","",""
"SA_0000001476_ARCHIVED","SA_0000001476_USA","PUBLISHED","2004","AMR","USA","1.1","1.10000","","",""
"SA_0000001476_ARCHIVED","SA_0000001476_CAN","PUBLISHED","2014","AMR","CAN","1.9","1.90000","","",""
"SA_0000001476_ARCHIVED","SA_0000001476_CAN","PUBLISHED","2011","AMR","CAN","2.0","2.00000","","",""
"SA_0000001476_ARCHIVED","SA_0000001476_MEX","PUBLISHED","2006","AMR","MEX","2.0","2.00000","","",""
"SA_0000001476_ARCHIVED","SA_0000001476_CAN","PUBLISHED","2008","AMR","CAN","2.0","2.00000","","",""
"SA_0000001476_ARCHIVED","SA_0000001476_CAN","PUBLISHED","1999","AMR","CAN","2.0","2.00000","","",""
"SA_0000001476_ARCHIVED","SA_0000001476_CAN","PUBLISHED","1996","AMR","CAN","2.0","2.00000","","",""
"SA_0000001476_ARCHIVED","SA_0000001476_CAN","PUBLISHED","2010","AMR","CAN","2.0","2.00000","","",""
"SA_0000001476_ARCHIVED","SA_0000001476_CAN","PUBLISHED","2013","AMR","CAN","2.0","2.00000","","",""
"SA_0000001476_ARCHIVED","SA_0000001476_CAN","PUBLISHED","2007","AMR","CAN","2.0","2.00000","","",""
"SA_0000001476_ARCHIVED","SA_0000001476_CAN","PUBLISHED","2000","AMR","CAN","2.1","2.10000","","",""
"SA_0000001476_ARCHIVED","SA_0000001476_CAN","PUBLISHED","1998","AMR","CAN","2.2","2.20000","","",""
"SA_0000001476_ARCHIVED","SA_0000001476_CAN","PUBLISHED","1994","AMR","CAN","2.2","2.20000","","",""
"SA_0000001476_ARCHIVED","SA_0000001476_LBN","PUBLISHED","2005","EMR","LBN","0.1","0.06000","","",""
"SA_0000001476_ARCHIVED","SA_0000001476_NLD","PUBLISHED","2011","EUR","NLD","0.1","0.07000","","",""
"SA_0000001476_ARCHIVED","SA_0000001476_TJK","PUBLISHED","2008","EUR","TJK","0.1","0.10000","","",""
