"GHO","DATASOURCE","PUBLISHSTATE","YEAR","REGION","WORLDBANKINCOMEGROUP","COUNTRY","Display Value","Numeric","Low","High","Comments"
"WHS7_108","NHA_AFG","PUBLISHED","2013","EMR","WB_LI","AFG","51.00","50.99831","","",""
"WHS7_108","","PUBLISHED","2010","AFR","WB_UMI","AGO","131.11","131.11335","","",""
"WHS7_108","","PUBLISHED","2011","AFR","WB_UMI","AGO","140.61","140.60875","","",""
"WHS7_108","","PUBLISHED","2007","EUR","WB_UMI","ALB","198.64","198.64184","","",""
"WHS7_108","","PUBLISHED","2008","EUR","WB_UMI","ALB","234.58","234.58262","","",""
"WHS7_108","","PUBLISHED","2002","EUR","WB_HI","AND","1446.10","1446.10148","","",""
"WHS7_108","","PUBLISHED","2003","EUR","WB_HI","AND","1479.84","1479.83722","","",""
"WHS7_108","","PUBLISHED","2004","EUR","WB_HI","AND","1545.28","1545.28041","","",""
"WHS7_108","","PUBLISHED","2005","EUR","WB_HI","AND","1463.87","1463.86766","","",""
"WHS7_108","","PUBLISHED","1999","EMR","WB_HI","ARE","1538.77","1538.77161","","",""
"WHS7_108","","PUBLISHED","2001","EMR","WB_HI","ARE","1637.65","1637.65113","","",""
"WHS7_108","","PUBLISHED","2002","EMR","WB_HI","ARE","1424.23","1424.22687","","",""
"WHS7_108","NHA_ARG","PUBLISHED","1996","AMR","WB_HI","ARG","382.05","382.04588","","",""
"WHS7_108","NHA_ARG","PUBLISHED","1997","AMR","WB_HI","ARG","409.07","409.06741","","",""
"WHS7_108","NHA_ARG","PUBLISHED","1999","AMR","WB_HI","ARG","467.27","467.27192","","",""
"WHS7_108","NHA_ARG","PUBLISHED","2013","AMR","WB_HI","ARG","644.14","644.13987","","",""
"WHS7_108","NHA_ARG","PUBLISHED","2014","AMR","WB_HI","ARG","630.34","630.33612","","",""
"WHS7_108","","PUBLISHED","1996","EUR","WB_LMI","ARM","28.08","28.07515","","",""
"WHS7_108","","PUBLISHED","2010","EUR","WB_LMI","ARM","122.60","122.59731","","",""
"WHS7_108","","PUBLISHED","2011","EUR","WB_LMI","ARM","131.91","131.91313","","",""
"WHS7_108","NHA_ATG","PUBLISHED","2007","AMR","WB_HI","ATG","722.87","722.86618","","",""
"WHS7_108","NHA_ATG","PUBLISHED","2008","AMR","WB_HI","ATG","826.50","826.50034","","",""
"WHS7_108","NHA_AUS","PUBLISHED","2003","WPR","WB_HI","AUS","1784.74","1784.74257","","",""
"WHS7_108","NHA_AUS","PUBLISHED","2004","WPR","WB_HI","AUS","1948.37","1948.36531","","",""
"WHS7_108","NHA_AUS","PUBLISHED","2005","WPR","WB_HI","AUS","2030.09","2030.09148","","",""
"WHS7_108","","PUBLISHED","1999","EUR","WB_HI","AUT","2081.96","2081.96318","","",""
"WHS7_108","","PUBLISHED","2000","EUR","WB_HI","AUT","2182.05","2182.05234","","",""
"WHS7_108","","PUBLISHED","2002","EUR","WB_HI","AUT","2322.70","2322.69516","","",""
"WHS7_108","NHA_AZE","PUBLISHED","1996","EUR","WB_UMI","AZE","36.30","36.30384","","",""
"WHS7_108","NHA_AZE","PUBLISHED","1997","EUR","WB_UMI","AZE","32.02","32.01982","","",""
