"GHO","PUBLISHSTATE","REGION","AGEGROUP","SEX","Display Value","Numeric","Low","High","Comments"
"VIOLENCE_CHILD_EMOTIONAL","PUBLISHED","GLOBAL","YEARSLESS18","BTSX","36.3","36.30000","","",""
