"GHO","PUBLISHSTATE","REGION","AGEGROUP","SEX","Display Value","Numeric","Low","High","Comments"
"VIOLENCE_CHILD_PHYSICAL","PUBLISHED","GLOBAL","YEARSLESS18","BTSX","22.6","22.60000","","",""
