"GHO","PUBLISHSTATE","YEAR","REGION","Display Value","Numeric","Low","High","Comments"
"CC_6","PUBLISHED","2004","WHO_LMI_AFR","39","38.83000","","",""
"CC_6","PUBLISHED","2004","WHO_LMI_AMR","1","1.26000","","",""
"CC_6","PUBLISHED","2004","WHO_LMI_EMR","26","25.88000","","",""
"CC_6","PUBLISHED","2004","WHO_LMI_EUR","2","2.03000","","",""
"CC_6","PUBLISHED","2004","WHO_LMI_SEAR","29","28.82000","","",""
"CC_6","PUBLISHED","2004","WHO_LMI_WPR","3","2.55000","","",""
"CC_6","PUBLISHED","2004","WHO_LMI_HIC","0.13","0.13000","","",""
"CC_6","PUBLISHED","2004","WHO_LMI_WORLD","19","19.31000","","",""
