"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","ENVCAUSE","Display Value","Numeric","Low","High","Comments"
"TOTENV_2","PUBLISHED","2012","EMR","SOM","ENVCAUSE001","195","194.70381","","",""
"TOTENV_2","PUBLISHED","2012","AFR","SSD","ENVCAUSE001","135","134.58916","","",""
"TOTENV_2","PUBLISHED","2012","AFR","STP","ENVCAUSE001","54","53.82895","","",""
"TOTENV_2","PUBLISHED","2012","AFR","SYC","ENVCAUSE001","14","14.07432","","",""
"TOTENV_2","PUBLISHED","2012","AFR","TCD","ENVCAUSE001","204","204.23374","","",""
"TOTENV_2","PUBLISHED","2012","SEAR","TLS","ENVCAUSE001","58","57.79534","","",""
"TOTENV_2","PUBLISHED","2012","WPR","BRN","ENVCAUSE151","11","11.38380","","",""
"TOTENV_2","PUBLISHED","2012","SEAR","BTN","ENVCAUSE151","72","72.03311","","",""
"TOTENV_2","PUBLISHED","2012","AFR","CMR","ENVCAUSE151","46","46.22383","","",""
"TOTENV_2","PUBLISHED","2012","AMR","CUB","ENVCAUSE151","15","15.02674","","",""
"TOTENV_2","PUBLISHED","2012","EUR","CYP","ENVCAUSE151","7","6.67191","","",""
"TOTENV_2","PUBLISHED","2012","EUR","GRC","ENVCAUSE151","7","7.09960","","",""
"TOTENV_2","PUBLISHED","2012","EUR","HRV","ENVCAUSE151","9","8.79789","","",""
"TOTENV_2","PUBLISHED","2012","AMR","LCA","ENVCAUSE151","18","18.28076","","",""
"TOTENV_2","PUBLISHED","2012","WPR","MNG","ENVCAUSE151","31","30.64780","","",""
"TOTENV_2","PUBLISHED","2012","WPR","SLB","ENVCAUSE151","34","33.84661","","",""
"TOTENV_2","PUBLISHED","2012","EUR","SRB","ENVCAUSE151","7","7.16264","","",""
"TOTENV_2","PUBLISHED","2012","WPR","TUV","ENVCAUSE151","38","37.80754","","",""
"TOTENV_2","PUBLISHED","2012","AFR","ZAF","ENVCAUSE151","44","43.83829","","",""
"TOTENV_2","PUBLISHED","2012","EMR","BHR","ENVCAUSE060","71","70.65978","","",""
"TOTENV_2","PUBLISHED","2012","SEAR","BTN","ENVCAUSE060","124","123.51493","","",""
"TOTENV_2","PUBLISHED","2012","WPR","COK","ENVCAUSE060","43","43.33821","","",""
"TOTENV_2","PUBLISHED","2012","EUR","DEU","ENVCAUSE060","46","46.19784","","",""
"TOTENV_2","PUBLISHED","2012","AFR","DZA","ENVCAUSE060","101","100.66912","","",""
"TOTENV_2","PUBLISHED","2012","AMR","GRD","ENVCAUSE060","92","91.51455","","",""
"TOTENV_2","PUBLISHED","2012","SEAR","IDN","ENVCAUSE060","152","151.65902","","",""
"TOTENV_2","PUBLISHED","2012","WPR","JPN","ENVCAUSE060","33","32.66211","","",""
"TOTENV_2","PUBLISHED","2012","SEAR","LKA","ENVCAUSE060","128","127.66692","","",""
"TOTENV_2","PUBLISHED","2012","WPR","MHL","ENVCAUSE060","66","65.99395","","",""
"TOTENV_2","PUBLISHED","2012","EUR","MNE","ENVCAUSE060","111","111.34615","","",""
"TOTENV_2","PUBLISHED","2012","AMR","PRY","ENVCAUSE060","93","93.25053","","",""
"TOTENV_2","PUBLISHED","2012","AFR","TCD","ENVCAUSE060","156","155.98913","","",""
"TOTENV_2","PUBLISHED","2012","SEAR","THA","ENVCAUSE060","85","84.89331","","",""
"TOTENV_2","PUBLISHED","2012","WPR","TUV","ENVCAUSE060","74","73.71952","","",""
"TOTENV_2","PUBLISHED","2012","EUR","UZB","ENVCAUSE060","205","204.91543","","",""
"TOTENV_2","PUBLISHED","2012","EMR","ARE","ENVCAUSE000","113","113.28555","","",""
"TOTENV_2","PUBLISHED","2012","AMR","CAN","ENVCAUSE000","43","43.33733","","",""
"TOTENV_2","PUBLISHED","2012","WPR","COK","ENVCAUSE000","75","75.22343","","",""
"TOTENV_2","PUBLISHED","2012","EUR","DEU","ENVCAUSE000","51","51.46234","","",""
"TOTENV_2","PUBLISHED","2012","EUR","ESP","ENVCAUSE000","46","45.58835","","",""
"TOTENV_2","PUBLISHED","2012","WPR","FSM","ENVCAUSE000","133","133.40824","","",""
"TOTENV_2","PUBLISHED","2012","EUR","GRC","ENVCAUSE000","70","70.22721","","",""
"TOTENV_2","PUBLISHED","2012","AFR","MWI","ENVCAUSE000","318","317.75695","","",""
"TOTENV_2","PUBLISHED","2012","AMR","NIC","ENVCAUSE000","139","139.10398","","",""
"TOTENV_2","PUBLISHED","2012","WPR","NIU","ENVCAUSE000","93","92.73992","","",""
"TOTENV_2","PUBLISHED","2012","WPR","PHL","ENVCAUSE000","206","206.33325","","",""
"TOTENV_2","PUBLISHED","2012","WPR","PLW","ENVCAUSE000","92","91.63122","","",""
"TOTENV_2","PUBLISHED","2012","AMR","PRY","ENVCAUSE000","125","124.95773","","",""
"TOTENV_2","PUBLISHED","2012","SEAR","THA","ENVCAUSE000","124","123.50259","","",""
"TOTENV_2","PUBLISHED","2012","AFR","UGA","ENVCAUSE000","327","326.98312","","",""
"TOTENV_2","PUBLISHED","2012","WPR","VUT","ENVCAUSE000","173","173.43784","","",""
"TOTENV_2","PUBLISHED","2012","AMR","ARG","ENVCAUSE000","84","83.99542","","",""
"TOTENV_2","PUBLISHED","2012","AFR","BDI","ENVCAUSE000","370","369.63884","","",""
"TOTENV_2","PUBLISHED","2012","AFR","BEN","ENVCAUSE000","314","313.51909","","",""
"TOTENV_2","PUBLISHED","2012","EUR","BIH","ENVCAUSE000","156","156.03744","","",""
"TOTENV_2","PUBLISHED","2012","AMR","COL","ENVCAUSE000","87","86.63238","","",""
"TOTENV_2","PUBLISHED","2012","AFR","GAB","ENVCAUSE000","205","205.45550","","",""
"TOTENV_2","PUBLISHED","2012","AMR","GRD","ENVCAUSE000","114","114.48768","","",""
"TOTENV_2","PUBLISHED","2012","AMR","GTM","ENVCAUSE000","124","124.07513","","",""
"TOTENV_2","PUBLISHED","2012","EUR","IRL","ENVCAUSE000","53","53.49745","","",""
"TOTENV_2","PUBLISHED","2012","WPR","JPN","ENVCAUSE000","41","40.99180","","",""
"TOTENV_2","PUBLISHED","2012","SEAR","MDV","ENVCAUSE000","72","71.80259","","",""
"TOTENV_2","PUBLISHED","2012","AMR","MEX","ENVCAUSE000","82","82.22990","","",""
"TOTENV_2","PUBLISHED","2012","WPR","MHL","ENVCAUSE000","129","129.03746","","",""
"TOTENV_2","PUBLISHED","2012","EUR","NOR","ENVCAUSE000","42","41.90375","","",""
"TOTENV_2","PUBLISHED","2012","WPR","SGP","ENVCAUSE000","47","47.39949","","",""
"TOTENV_2","PUBLISHED","2012","WPR","SLB","ENVCAUSE000","198","198.16011","","",""
"TOTENV_2","PUBLISHED","2012","AFR","SLE","ENVCAUSE000","499","499.18357","","",""
"TOTENV_2","PUBLISHED","2012","EUR","SWE","ENVCAUSE000","41","41.37546","","",""
"TOTENV_2","PUBLISHED","2012","WPR","TUV","ENVCAUSE000","134","133.83822","","",""
"TOTENV_2","PUBLISHED","2012","AFR","TZA","ENVCAUSE000","264","264.43365","","",""
"TOTENV_2","PUBLISHED","2012","WPR","VNM","ENVCAUSE000","158","158.32213","","",""
"TOTENV_2","PUBLISHED","2012","AFR","AGO","ENVCAUSE000","408","407.60356","","",""
"TOTENV_2","PUBLISHED","2012","AMR","BRB","ENVCAUSE000","57","57.30861","","",""
"TOTENV_2","PUBLISHED","2012","WPR","BRN","ENVCAUSE000","60","59.88185","","",""
"TOTENV_2","PUBLISHED","2012","AFR","CMR","ENVCAUSE000","305","304.65760","","",""
"TOTENV_2","PUBLISHED","2012","EUR","HRV","ENVCAUSE000","91","91.39271","","",""
"TOTENV_2","PUBLISHED","2012","EUR","KGZ","ENVCAUSE000","245","245.20616","","",""
"TOTENV_2","PUBLISHED","2012","AMR","KNA","ENVCAUSE000","65","64.96196","","",""
"TOTENV_2","PUBLISHED","2012","EUR","MNE","ENVCAUSE000","121","121.17562","","",""
"TOTENV_2","PUBLISHED","2012","WPR","PNG","ENVCAUSE000","218","218.00013","","",""
"TOTENV_2","PUBLISHED","2012","AFR","SEN","ENVCAUSE000","231","231.36840","","",""
"TOTENV_2","PUBLISHED","2012","EMR","SOM","ENVCAUSE000","369","368.62333","","",""
"TOTENV_2","PUBLISHED","2012","AFR","TCD","ENVCAUSE000","412","411.59825","","",""
"TOTENV_2","PUBLISHED","2012","EMR","TUN","ENVCAUSE000","109","109.43036","","",""
"TOTENV_2","PUBLISHED","2012","EUR","UKR","ENVCAUSE000","187","186.52082","","",""
"TOTENV_2","PUBLISHED","2012","EUR","UZB","ENVCAUSE000","232","231.64130","","",""
"TOTENV_2","PUBLISHED","2012","AFR","ZAF","ENVCAUSE000","232","231.80581","","",""
"TOTENV_2","PUBLISHED","2012","EUR","BLR","ENVCAUSE000","173","173.43069","","",""
"TOTENV_2","PUBLISHED","2012","EUR","CHE","ENVCAUSE000","44","43.66378","","",""
"TOTENV_2","PUBLISHED","2012","EUR","CZE","ENVCAUSE000","82","82.49950","","",""
"TOTENV_2","PUBLISHED","2012","EMR","DJI","ENVCAUSE000","232","232.47847","","",""
"TOTENV_2","PUBLISHED","2012","SEAR","IDN","ENVCAUSE000","198","197.89107","","",""
"TOTENV_2","PUBLISHED","2012","AFR","LSO","ENVCAUSE000","323","322.82799","","",""
"TOTENV_2","PUBLISHED","2012","EUR","MKD","ENVCAUSE000","117","116.79953","","",""
"TOTENV_2","PUBLISHED","2012","EUR","NLD","ENVCAUSE000","51","50.71148","","",""
"TOTENV_2","PUBLISHED","2012","EMR","QAT","ENVCAUSE000","73","73.31302","","",""
"TOTENV_2","PUBLISHED","2012","EUR","SVK","ENVCAUSE000","104","103.59161","","",""
"TOTENV_2","PUBLISHED","2012","EUR","SVN","ENVCAUSE000","63","63.17181","","",""
"TOTENV_2","PUBLISHED","2012","AFR","TGO","ENVCAUSE000","305","304.92424","","",""
"TOTENV_2","PUBLISHED","2012","EUR","TJK","ENVCAUSE000","228","227.81727","","",""
"TOTENV_2","PUBLISHED","2012","EUR","TKM","ENVCAUSE000","319","318.65052","","",""
"TOTENV_2","PUBLISHED","2012","EUR","TUR","ENVCAUSE000","115","115.21736","","",""
"TOTENV_2","PUBLISHED","2012","SEAR","BGD","ENVCAUSE000","189","188.62286","","",""
"TOTENV_2","PUBLISHED","2012","EMR","BHR","ENVCAUSE000","83","82.97945","","",""
"TOTENV_2","PUBLISHED","2012","AMR","CHL","ENVCAUSE000","56","56.09784","","",""
"TOTENV_2","PUBLISHED","2012","AMR","LCA","ENVCAUSE000","99","98.95538","","",""
"TOTENV_2","PUBLISHED","2012","SEAR","LKA","ENVCAUSE000","169","169.03722","","",""
"TOTENV_2","PUBLISHED","2012","EMR","MAR","ENVCAUSE000","133","132.87720","","",""
"TOTENV_2","PUBLISHED","2012","EUR","MLT","ENVCAUSE000","65","65.20983","","",""
"TOTENV_2","PUBLISHED","2012","SEAR","MMR","ENVCAUSE000","277","277.07829","","",""
"TOTENV_2","PUBLISHED","2012","WPR","MYS","ENVCAUSE000","123","123.08489","","",""
"TOTENV_2","PUBLISHED","2012","EMR","SAU","ENVCAUSE000","130","130.30839","","",""
"TOTENV_2","PUBLISHED","2012","EMR","SDN","ENVCAUSE000","252","252.11241","","",""
"TOTENV_2","PUBLISHED","2012","EUR","SRB","ENVCAUSE000","115","114.65693","","",""
"TOTENV_2","PUBLISHED","2012","AFR","SWZ","ENVCAUSE000","278","278.19199","","",""
"TOTENV_2","PUBLISHED","2012","AFR","SYC","ENVCAUSE000","98","98.07663","","",""
"TOTENV_2","PUBLISHED","2012","EMR","SYR","ENVCAUSE000","140","139.68591","","",""
"TOTENV_2","PUBLISHED","2012","AFR","BFA","ENVCAUSE000","344","344.47753","","",""
"TOTENV_2","PUBLISHED","2012","SEAR","BTN","ENVCAUSE000","225","224.72972","","",""
"TOTENV_2","PUBLISHED","2012","AFR","CIV","ENVCAUSE000","350","350.45030","","",""
"TOTENV_2","PUBLISHED","2012","AMR","CRI","ENVCAUSE000","69","69.15699","","",""
"TOTENV_2","PUBLISHED","2012","AMR","CUB","ENVCAUSE000","76","76.34031","","",""
"TOTENV_2","PUBLISHED","2012","EUR","CYP","ENVCAUSE000","51","51.48642","","",""
"TOTENV_2","PUBLISHED","2012","EUR","DNK","ENVCAUSE000","52","52.10481","","",""
"TOTENV_2","PUBLISHED","2012","AFR","DZA","ENVCAUSE000","136","135.65145","","",""
"TOTENV_2","PUBLISHED","2012","EUR","FIN","ENVCAUSE000","50","49.83633","","",""
"TOTENV_2","PUBLISHED","2012","WPR","KHM","ENVCAUSE000","173","172.88124","","",""
"TOTENV_2","PUBLISHED","2012","WPR","MNG","ENVCAUSE000","309","309.28679","","",""
"TOTENV_2","PUBLISHED","2012","SEAR","NPL","ENVCAUSE000","251","250.87880","","",""
"TOTENV_2","PUBLISHED","2012","SEAR","PRK","ENVCAUSE000","310","309.98941","","",""
"TOTENV_2","PUBLISHED","2012","EUR","SMR","ENVCAUSE000","29","28.59264","","",""
"TOTENV_2","PUBLISHED","2012","AFR","SSD","ENVCAUSE000","306","305.98122","","",""
"TOTENV_2","PUBLISHED","2012","AFR","STP","ENVCAUSE000","166","166.41190","","",""
"TOTENV_2","PUBLISHED","2012","SEAR","TLS","ENVCAUSE000","233","233.01447","","",""
"TOTENV_2","PUBLISHED","2012","WPR","TON","ENVCAUSE000","114","113.95310","","",""
"TOTENV_2","PUBLISHED","2012","EUR","AUT","ENVCAUSE001","0","0.43120","","",""
"TOTENV_2","PUBLISHED","2012","EUR","BGR","ENVCAUSE001","2","2.22049","","",""
"TOTENV_2","PUBLISHED","2012","AMR","BHS","ENVCAUSE001","3","2.88453","","",""
"TOTENV_2","PUBLISHED","2012","AMR","DOM","ENVCAUSE001","8","8.14966","","",""
"TOTENV_2","PUBLISHED","2012","AMR","ECU","ENVCAUSE001","6","6.01845","","",""
"TOTENV_2","PUBLISHED","2012","AFR","GIN","ENVCAUSE001","116","115.94857","","",""
"TOTENV_2","PUBLISHED","2012","AMR","HND","ENVCAUSE001","17","16.80780","","",""
"TOTENV_2","PUBLISHED","2012","AMR","HTI","ENVCAUSE001","74","73.73018","","",""
"TOTENV_2","PUBLISHED","2012","EMR","IRQ","ENVCAUSE001","13","12.98151","","",""
"TOTENV_2","PUBLISHED","2012","AFR","LBR","ENVCAUSE001","96","95.93598","","",""
"TOTENV_2","PUBLISHED","2012","EMR","OMN","ENVCAUSE001","4","3.57970","","",""
"TOTENV_2","PUBLISHED","2012","EMR","PAK","ENVCAUSE001","62","62.46003","","",""
"TOTENV_2","PUBLISHED","2012","AMR","TTO","ENVCAUSE001","4","3.56354","","",""
"TOTENV_2","PUBLISHED","2012","AMR","URY","ENVCAUSE001","1","1.35423","","",""
"TOTENV_2","PUBLISHED","2012","AMR","USA","ENVCAUSE001","1","1.26155","","",""
"TOTENV_2","PUBLISHED","2012","EMR","AFG","ENVCAUSE151","49","48.94607","","",""
"TOTENV_2","PUBLISHED","2012","EUR","AUT","ENVCAUSE151","6","6.12490","","",""
"TOTENV_2","PUBLISHED","2012","EUR","AZE","ENVCAUSE151","11","11.11150","","",""
"TOTENV_2","PUBLISHED","2012","AFR","BWA","ENVCAUSE151","37","36.50566","","",""
"TOTENV_2","PUBLISHED","2012","AFR","COD","ENVCAUSE151","57","57.08600","","",""
"TOTENV_2","PUBLISHED","2012","WPR","FJI","ENVCAUSE151","30","29.52965","","",""
"TOTENV_2","PUBLISHED","2012","EUR","FRA","ENVCAUSE151","8","7.67410","","",""
"TOTENV_2","PUBLISHED","2012","AFR","GNQ","ENVCAUSE151","56","55.72978","","",""
"TOTENV_2","PUBLISHED","2012","AMR","HTI","ENVCAUSE151","31","31.07570","","",""
"TOTENV_2","PUBLISHED","2012","EUR","ISR","ENVCAUSE151","4","4.47741","","",""
"TOTENV_2","PUBLISHED","2012","EUR","ITA","ENVCAUSE151","5","4.74491","","",""
"TOTENV_2","PUBLISHED","2012","AMR","JAM","ENVCAUSE151","16","15.50868","","",""
"TOTENV_2","PUBLISHED","2012","EMR","JOR","ENVCAUSE151","22","21.65790","","",""
"TOTENV_2","PUBLISHED","2012","EUR","MDA","ENVCAUSE151","27","26.54103","","",""
"TOTENV_2","PUBLISHED","2012","AFR","MOZ","ENVCAUSE151","78","77.97755","","",""
"TOTENV_2","PUBLISHED","2012","AFR","NAM","ENVCAUSE151","31","31.05650","","",""
"TOTENV_2","PUBLISHED","2012","AFR","NER","ENVCAUSE151","44","44.22048","","",""
"TOTENV_2","PUBLISHED","2012","EMR","AFG","ENVCAUSE060","230","229.74493","","",""
"TOTENV_2","PUBLISHED","2012","WPR","AUS","ENVCAUSE060","33","32.53484","","",""
"TOTENV_2","PUBLISHED","2012","EUR","AUT","ENVCAUSE060","48","48.14000","","",""
"TOTENV_2","PUBLISHED","2012","EUR","AZE","ENVCAUSE060","140","140.11810","","",""
"TOTENV_2","PUBLISHED","2012","EUR","BEL","ENVCAUSE060","49","49.45683","","",""
"TOTENV_2","PUBLISHED","2012","AMR","BHS","ENVCAUSE060","45","44.69827","","",""
"TOTENV_2","PUBLISHED","2012","AFR","GNB","ENVCAUSE060","174","174.47288","","",""
"TOTENV_2","PUBLISHED","2012","SEAR","IND","ENVCAUSE060","207","207.30377","","",""
"TOTENV_2","PUBLISHED","2012","EMR","JOR","ENVCAUSE060","101","100.60272","","",""
"TOTENV_2","PUBLISHED","2012","WPR","KIR","ENVCAUSE060","79","78.67712","","",""
"TOTENV_2","PUBLISHED","2012","WPR","KOR","ENVCAUSE060","49","49.39919","","",""
"TOTENV_2","PUBLISHED","2012","EUR","LTU","ENVCAUSE060","95","95.30588","","",""
"TOTENV_2","PUBLISHED","2012","EUR","LUX","ENVCAUSE060","39","39.24963","","",""
"TOTENV_2","PUBLISHED","2012","AMR","VEN","ENVCAUSE060","63","62.51499","","",""
"TOTENV_2","PUBLISHED","2012","EMR","AFG","ENVCAUSE001","71","71.20271","","",""
"TOTENV_2","PUBLISHED","2012","WPR","AUS","ENVCAUSE001","1","0.66470","","",""
"TOTENV_2","PUBLISHED","2012","WPR","CHN","ENVCAUSE001","5","4.83134","","",""
"TOTENV_2","PUBLISHED","2012","AFR","CPV","ENVCAUSE001","18","17.57100","","",""
"TOTENV_2","PUBLISHED","2012","WPR","FJI","ENVCAUSE001","10","9.80607","","",""
"TOTENV_2","PUBLISHED","2012","AFR","GNQ","ENVCAUSE001","150","150.05613","","",""
"TOTENV_2","PUBLISHED","2012","EUR","ISR","ENVCAUSE001","1","1.45069","","",""
"TOTENV_2","PUBLISHED","2012","AFR","MDG","ENVCAUSE001","82","81.74029","","",""
"TOTENV_2","PUBLISHED","2012","AFR","NAM","ENVCAUSE001","52","52.48691","","",""
"TOTENV_2","PUBLISHED","2012","AFR","NER","ENVCAUSE001","141","141.27635","","",""
"TOTENV_2","PUBLISHED","2012","WPR","NRU","ENVCAUSE001","11","11.45409","","",""
"TOTENV_2","PUBLISHED","2012","EMR","YEM","ENVCAUSE001","33","32.57665","","",""
"TOTENV_2","PUBLISHED","2012","AFR","ZMB","ENVCAUSE001","125","125.44505","","",""
"TOTENV_2","PUBLISHED","2012","EUR","BGR","ENVCAUSE151","10","9.74406","","",""
"TOTENV_2","PUBLISHED","2012","AMR","BHS","ENVCAUSE151","12","12.13072","","",""
"TOTENV_2","PUBLISHED","2012","WPR","CHN","ENVCAUSE151","22","22.01609","","",""
"TOTENV_2","PUBLISHED","2012","AFR","COG","ENVCAUSE151","38","37.54266","","",""
"TOTENV_2","PUBLISHED","2012","AMR","DOM","ENVCAUSE151","25","25.45881","","",""
"TOTENV_2","PUBLISHED","2012","EMR","EGY","ENVCAUSE151","14","14.42804","","",""
"TOTENV_2","PUBLISHED","2012","AFR","GMB","ENVCAUSE151","41","40.66135","","",""
"TOTENV_2","PUBLISHED","2012","WPR","KIR","ENVCAUSE151","35","34.72182","","",""
"TOTENV_2","PUBLISHED","2012","WPR","KOR","ENVCAUSE151","7","6.89447","","",""
"TOTENV_2","PUBLISHED","2012","EMR","LBY","ENVCAUSE151","23","23.47126","","",""
"TOTENV_2","PUBLISHED","2012","EMR","PAK","ENVCAUSE151","40","40.14276","","",""
"TOTENV_2","PUBLISHED","2012","AMR","PAN","ENVCAUSE151","19","19.30699","","",""
"TOTENV_2","PUBLISHED","2012","EUR","POL","ENVCAUSE151","11","10.84931","","",""
"TOTENV_2","PUBLISHED","2012","AMR","SUR","ENVCAUSE151","22","22.19893","","",""
"TOTENV_2","PUBLISHED","2012","AMR","TTO","ENVCAUSE151","21","20.52295","","",""
"TOTENV_2","PUBLISHED","2012","AMR","USA","ENVCAUSE151","11","10.62241","","",""
"TOTENV_2","PUBLISHED","2012","EUR","ALB","ENVCAUSE060","153","152.83137","","",""
"TOTENV_2","PUBLISHED","2012","AFR","CAF","ENVCAUSE060","139","139.09108","","",""
"TOTENV_2","PUBLISHED","2012","AFR","COG","ENVCAUSE060","146","146.29835","","",""
"TOTENV_2","PUBLISHED","2012","AFR","ERI","ENVCAUSE060","150","149.52695","","",""
"TOTENV_2","PUBLISHED","2012","EUR","FRA","ENVCAUSE060","39","39.15632","","",""
"TOTENV_2","PUBLISHED","2012","AFR","GNQ","ENVCAUSE060","162","161.63896","","",""
"TOTENV_2","PUBLISHED","2012","AMR","HTI","ENVCAUSE060","176","176.22630","","",""
"TOTENV_2","PUBLISHED","2012","EUR","ITA","ENVCAUSE060","45","44.50341","","",""
"TOTENV_2","PUBLISHED","2012","AFR","MDG","ENVCAUSE060","176","175.72153","","",""
"TOTENV_2","PUBLISHED","2012","AFR","MOZ","ENVCAUSE060","114","114.43116","","",""
"TOTENV_2","PUBLISHED","2012","AFR","NER","ENVCAUSE060","147","147.25833","","",""
"TOTENV_2","PUBLISHED","2012","EMR","PAK","ENVCAUSE060","155","155.30661","","",""
"TOTENV_2","PUBLISHED","2012","AMR","PER","ENVCAUSE060","59","59.33795","","",""
"TOTENV_2","PUBLISHED","2012","EUR","PRT","ENVCAUSE060","44","44.02635","","",""
"TOTENV_2","PUBLISHED","2012","AMR","VCT","ENVCAUSE060","82","81.55478","","",""
"TOTENV_2","PUBLISHED","2012","AFR","ZMB","ENVCAUSE060","124","124.25257","","",""
"TOTENV_2","PUBLISHED","2012","AFR","ZWE","ENVCAUSE060","118","117.91180","","",""
"TOTENV_2","PUBLISHED","2012","EUR","ALB","ENVCAUSE001","3","3.21714","","",""
"TOTENV_2","PUBLISHED","2012","EUR","AZE","ENVCAUSE001","10","9.64864","","",""
"TOTENV_2","PUBLISHED","2012","EUR","BEL","ENVCAUSE001","1","0.86818","","",""
"TOTENV_2","PUBLISHED","2012","AMR","BLZ","ENVCAUSE001","8","7.68170","","",""
"TOTENV_2","PUBLISHED","2012","AFR","CAF","ENVCAUSE001","247","246.62112","","",""
"TOTENV_2","PUBLISHED","2012","AFR","COD","ENVCAUSE001","201","201.49127","","",""
"TOTENV_2","PUBLISHED","2012","AFR","COM","ENVCAUSE001","97","96.87311","","",""
"TOTENV_2","PUBLISHED","2012","EUR","GEO","ENVCAUSE001","5","4.66310","","",""
"TOTENV_2","PUBLISHED","2012","AFR","GHA","ENVCAUSE001","78","78.45891","","",""
"TOTENV_2","PUBLISHED","2012","EMR","IRN","ENVCAUSE001","7","6.58740","","",""
"TOTENV_2","PUBLISHED","2012","EUR","KAZ","ENVCAUSE001","6","5.74236","","",""
"TOTENV_2","PUBLISHED","2012","EMR","LBN","ENVCAUSE001","2","2.41807","","",""
"TOTENV_2","PUBLISHED","2012","EUR","LUX","ENVCAUSE001","1","0.66819","","",""
"TOTENV_2","PUBLISHED","2012","AFR","MOZ","ENVCAUSE001","171","170.53296","","",""
"TOTENV_2","PUBLISHED","2012","AMR","PAN","ENVCAUSE001","12","11.57825","","",""
"TOTENV_2","PUBLISHED","2012","AMR","PER","ENVCAUSE001","6","6.18043","","",""
"TOTENV_2","PUBLISHED","2012","EUR","ARM","ENVCAUSE151","17","17.06619","","",""
"TOTENV_2","PUBLISHED","2012","EUR","BEL","ENVCAUSE151","8","7.88629","","",""
"TOTENV_2","PUBLISHED","2012","AMR","BOL","ENVCAUSE151","40","40.02718","","",""
"TOTENV_2","PUBLISHED","2012","AMR","BRA","ENVCAUSE151","25","25.05873","","",""
"TOTENV_2","PUBLISHED","2012","AFR","CPV","ENVCAUSE151","22","22.22992","","",""
"TOTENV_2","PUBLISHED","2012","EUR","EST","ENVCAUSE151","11","11.31054","","",""
"TOTENV_2","PUBLISHED","2012","EUR","KAZ","ENVCAUSE151","34","33.76836","","",""
"TOTENV_2","PUBLISHED","2012","EUR","LUX","ENVCAUSE151","7","6.95116","","",""
"TOTENV_2","PUBLISHED","2012","EUR","RUS","ENVCAUSE151","30","29.91622","","",""
"TOTENV_2","PUBLISHED","2012","AFR","RWA","ENVCAUSE151","42","42.30036","","",""
"TOTENV_2","PUBLISHED","2012","AMR","SLV","ENVCAUSE151","43","42.63441","","",""
"TOTENV_2","PUBLISHED","2012","AMR","URY","ENVCAUSE151","12","11.80085","","",""
"TOTENV_2","PUBLISHED","2012","AMR","ATG","ENVCAUSE060","66","66.12571","","",""
"TOTENV_2","PUBLISHED","2012","EUR","BGR","ENVCAUSE060","117","116.69079","","",""
"TOTENV_2","PUBLISHED","2012","AMR","BLZ","ENVCAUSE060","52","51.64156","","",""
"TOTENV_2","PUBLISHED","2012","AFR","CPV","ENVCAUSE060","108","107.52903","","",""
"TOTENV_2","PUBLISHED","2012","AMR","DMA","ENVCAUSE060","63","62.97018","","",""
"TOTENV_2","PUBLISHED","2012","WPR","FJI","ENVCAUSE060","101","100.99840","","",""
"TOTENV_2","PUBLISHED","2012","EUR","GEO","ENVCAUSE060","160","159.79624","","",""
"TOTENV_2","PUBLISHED","2012","EMR","IRQ","ENVCAUSE060","144","144.20396","","",""
"TOTENV_2","PUBLISHED","2012","AFR","LBR","ENVCAUSE060","157","157.29485","","",""
"TOTENV_2","PUBLISHED","2012","EUR","LVA","ENVCAUSE060","104","104.10114","","",""
"TOTENV_2","PUBLISHED","2012","AFR","MLI","ENVCAUSE060","202","201.83898","","",""
"TOTENV_2","PUBLISHED","2012","EUR","ROU","ENVCAUSE060","118","117.92265","","",""
"TOTENV_2","PUBLISHED","2012","EUR","RUS","ENVCAUSE060","143","143.24499","","",""
"TOTENV_2","PUBLISHED","2012","AFR","RWA","ENVCAUSE060","135","134.76182","","",""
"TOTENV_2","PUBLISHED","2012","AFR","BWA","ENVCAUSE001","85","84.57468","","",""
"TOTENV_2","PUBLISHED","2012","AFR","COG","ENVCAUSE001","136","135.86874","","",""
"TOTENV_2","PUBLISHED","2012","AMR","DMA","ENVCAUSE001","7","7.40057","","",""
"TOTENV_2","PUBLISHED","2012","EMR","EGY","ENVCAUSE001","9","8.97175","","",""
"TOTENV_2","PUBLISHED","2012","AFR","ERI","ENVCAUSE001","93","93.32012","","",""
"TOTENV_2","PUBLISHED","2012","EUR","EST","ENVCAUSE001","1","0.69981","","",""
"TOTENV_2","PUBLISHED","2012","EUR","GBR","ENVCAUSE001","1","0.69913","","",""
"TOTENV_2","PUBLISHED","2012","AMR","GUY","ENVCAUSE001","29","29.33658","","",""
"TOTENV_2","PUBLISHED","2012","SEAR","IND","ENVCAUSE001","62","61.77165","","",""
"TOTENV_2","PUBLISHED","2012","EMR","JOR","ENVCAUSE001","5","4.97552","","",""
"TOTENV_2","PUBLISHED","2012","WPR","KOR","ENVCAUSE001","2","1.69527","","",""
"TOTENV_2","PUBLISHED","2012","EMR","KWT","ENVCAUSE001","5","4.75738","","",""
"TOTENV_2","PUBLISHED","2012","WPR","LAO","ENVCAUSE001","101","101.36276","","",""
"TOTENV_2","PUBLISHED","2012","EUR","LTU","ENVCAUSE001","2","1.69232","","",""
