"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","ALCOHOLTYPE","Display Value","Numeric","Low","High","Comments"
"SA_0000001546_ARCHIVED","PUBLISHED","2012","EUR","AZE","SA_SPIRITS","8","","","",""
"SA_0000001546_ARCHIVED","PUBLISHED","2012","AFR","BWA","SA_BEER","40","","","",""
"SA_0000001546_ARCHIVED","PUBLISHED","2012","AFR","BWA","SA_SPIRITS","40","","","",""
"SA_0000001546_ARCHIVED","PUBLISHED","2012","AFR","CAF","SA_SPIRITS","25","","","",""
"SA_0000001546_ARCHIVED","PUBLISHED","2012","AFR","TCD","SA_WINE","","","","",""
"SA_0000001546_ARCHIVED","PUBLISHED","2012","AFR","COG","SA_WINE","1","","","",""
"SA_0000001546_ARCHIVED","PUBLISHED","2012","WPR","COK","SA_BEER","2","","","",""
"SA_0000001546_ARCHIVED","PUBLISHED","2012","AMR","DMA","SA_WINE","5","","","",""
"SA_0000001546_ARCHIVED","PUBLISHED","2012","AFR","GNQ","SA_WINE","40","","","",""
"SA_0000001546_ARCHIVED","PUBLISHED","2012","AFR","ERI","SA_BEER","100","","","",""
"SA_0000001546_ARCHIVED","PUBLISHED","2012","AMR","GUY","SA_WINE","4","","","",""
"SA_0000001546_ARCHIVED","PUBLISHED","2012","EMR","LBN","SA_WINE","15","","","",""
"SA_0000001546_ARCHIVED","PUBLISHED","2012","WPR","FSM","SA_SPIRITS","","","","",""
"SA_0000001546_ARCHIVED","PUBLISHED","2012","EUR","MCO","SA_WINE","","","","",""
"SA_0000001546_ARCHIVED","PUBLISHED","2012","SEAR","MMR","SA_WINE","4","","","",""
"SA_0000001546_ARCHIVED","PUBLISHED","2012","AMR","NIC","SA_BEER","22","","","",""
"SA_0000001546_ARCHIVED","PUBLISHED","2012","AMR","NIC","SA_SPIRITS","37","","","",""
"SA_0000001546_ARCHIVED","PUBLISHED","2012","AFR","RWA","SA_BEER","60","","","",""
"SA_0000001546_ARCHIVED","PUBLISHED","2012","AFR","RWA","SA_SPIRITS","70","","","",""
"SA_0000001546_ARCHIVED","PUBLISHED","2012","AFR","SLE","SA_WINE","30","","","",""
"SA_0000001546_ARCHIVED","PUBLISHED","2012","SEAR","THA","SA_WINE","50","","","",""
"SA_0000001546_ARCHIVED","PUBLISHED","2012","EUR","MKD","SA_BEER","18","","","",""
"SA_0000001546_ARCHIVED","PUBLISHED","2012","AFR","UGA","SA_BEER","60","","","",""
"SA_0000001546_ARCHIVED","PUBLISHED","2012","AFR","UGA","SA_SPIRITS","60","","","",""
"SA_0000001546_ARCHIVED","PUBLISHED","2012","AMR","ATG","SA_BEER","","","","","missing data"
"SA_0000001546_ARCHIVED","PUBLISHED","2012","AMR","ATG","SA_SPIRITS","","","","","missing data"
"SA_0000001546_ARCHIVED","PUBLISHED","2012","AMR","BRB","SA_WINE","","","","","missing data"
"SA_0000001546_ARCHIVED","PUBLISHED","2012","EUR","BLR","SA_BEER","","","","","missing data"
"SA_0000001546_ARCHIVED","PUBLISHED","2012","AMR","BOL","SA_WINE","","","","","missing data"
"SA_0000001546_ARCHIVED","PUBLISHED","2012","EUR","BIH","SA_BEER","","","","","missing data"
"SA_0000001546_ARCHIVED","PUBLISHED","2012","AMR","CAN","SA_BEER","","","","","missing data"
"SA_0000001546_ARCHIVED","PUBLISHED","2012","AMR","CAN","SA_SPIRITS","","","","","missing data"
"SA_0000001546_ARCHIVED","PUBLISHED","2012","EUR","CZE","SA_BEER","","","","","missing data"
"SA_0000001546_ARCHIVED","PUBLISHED","2012","EUR","CZE","SA_SPIRITS","","","","","missing data"
"SA_0000001546_ARCHIVED","PUBLISHED","2012","AMR","ECU","SA_SPIRITS","","","","","missing data"
"SA_0000001546_ARCHIVED","PUBLISHED","2012","EMR","EGY","SA_WINE","","","","","missing data"
"SA_0000001546_ARCHIVED","PUBLISHED","2012","EUR","FRA","SA_SPIRITS","","","","","missing data"
"SA_0000001546_ARCHIVED","PUBLISHED","2012","AFR","GAB","SA_WINE","","","","","missing data"
"SA_0000001546_ARCHIVED","PUBLISHED","2012","AFR","GMB","SA_WINE","","","","","missing data"
"SA_0000001546_ARCHIVED","PUBLISHED","2012","EUR","GRC","SA_SPIRITS","","","","","missing data"
"SA_0000001546_ARCHIVED","PUBLISHED","2012","AMR","GRD","SA_WINE","","","","","missing data"
"SA_0000001546_ARCHIVED","PUBLISHED","2012","EUR","ISL","SA_WINE","","","","","missing data"
"SA_0000001546_ARCHIVED","PUBLISHED","2012","SEAR","IND","SA_BEER","","","","","missing data"
"SA_0000001546_ARCHIVED","PUBLISHED","2012","EUR","ISR","SA_BEER","","","","","missing data"
"SA_0000001546_ARCHIVED","PUBLISHED","2012","EUR","ISR","SA_SPIRITS","","","","","missing data"
"SA_0000001546_ARCHIVED","PUBLISHED","2012","AFR","KEN","SA_SPIRITS","","","","","missing data"
"SA_0000001546_ARCHIVED","PUBLISHED","2012","WPR","KIR","SA_WINE","","","","","missing data"
"SA_0000001546_ARCHIVED","PUBLISHED","2012","EMR","LBY","SA_BEER","","","","","missing data"
"SA_0000001546_ARCHIVED","PUBLISHED","2012","EMR","LBY","SA_SPIRITS","","","","","missing data"
"SA_0000001546_ARCHIVED","PUBLISHED","2012","EUR","MLT","SA_SPIRITS","","","","","missing data"
"SA_0000001546_ARCHIVED","PUBLISHED","2012","WPR","MHL","SA_WINE","","","","","missing data"
"SA_0000001546_ARCHIVED","PUBLISHED","2012","EMR","MAR","SA_BEER","","","","","missing data"
"SA_0000001546_ARCHIVED","PUBLISHED","2012","EMR","MAR","SA_SPIRITS","","","","","missing data"
"SA_0000001546_ARCHIVED","PUBLISHED","2012","AFR","MOZ","SA_WINE","","","","","missing data"
"SA_0000001546_ARCHIVED","PUBLISHED","2012","WPR","NZL","SA_SPIRITS","","","","","missing data"
"SA_0000001546_ARCHIVED","PUBLISHED","2012","WPR","NIU","SA_WINE","","","","","missing data"
"SA_0000001546_ARCHIVED","PUBLISHED","2012","AMR","PAN","SA_WINE","","","","","missing data"
"SA_0000001546_ARCHIVED","PUBLISHED","2012","WPR","PNG","SA_BEER","","","","","missing data"
"SA_0000001546_ARCHIVED","PUBLISHED","2012","EUR","PRT","SA_BEER","","","","","missing data"
"SA_0000001546_ARCHIVED","PUBLISHED","2012","EUR","PRT","SA_SPIRITS","","","","","missing data"
"SA_0000001546_ARCHIVED","PUBLISHED","2012","AMR","VCT","SA_WINE","","","","","missing data"
"SA_0000001546_ARCHIVED","PUBLISHED","2012","WPR","WSM","SA_BEER","","","","","missing data"
"SA_0000001546_ARCHIVED","PUBLISHED","2012","EUR","SRB","SA_SPIRITS","","","","","missing data"
"SA_0000001546_ARCHIVED","PUBLISHED","2012","AFR","SYC","SA_WINE","","","","","missing data"
"SA_0000001546_ARCHIVED","PUBLISHED","2012","EMR","SOM","SA_WINE","","","","","missing data"
"SA_0000001546_ARCHIVED","PUBLISHED","2012","EUR","ESP","SA_BEER","","","","","missing data"
"SA_0000001546_ARCHIVED","PUBLISHED","2012","EUR","TJK","SA_BEER","","","","","missing data"
"SA_0000001546_ARCHIVED","PUBLISHED","2012","EUR","TJK","SA_SPIRITS","","","","","missing data"
"SA_0000001546_ARCHIVED","PUBLISHED","2012","SEAR","TLS","SA_WINE","","","","","missing data"
"SA_0000001546_ARCHIVED","PUBLISHED","2012","EMR","TUN","SA_SPIRITS","","","","","missing data"
"SA_0000001546_ARCHIVED","PUBLISHED","2012","EUR","TUR","SA_SPIRITS","","","","","missing data"
"SA_0000001546_ARCHIVED","PUBLISHED","2012","AMR","USA","SA_WINE","","","","","missing data"
"SA_0000001546_ARCHIVED","PUBLISHED","2012","AMR","URY","SA_WINE","","","","","missing data"
"SA_0000001546_ARCHIVED","PUBLISHED","2012","AFR","AGO","SA_SPIRITS","1","","","",""
"SA_0000001546_ARCHIVED","PUBLISHED","2012","AMR","ARG","SA_BEER","8","","","",""
"SA_0000001546_ARCHIVED","PUBLISHED","2012","EUR","AZE","SA_WINE","15","","","",""
"SA_0000001546_ARCHIVED","PUBLISHED","2012","AFR","BWA","SA_WINE","40","","","",""
"SA_0000001546_ARCHIVED","PUBLISHED","2012","AFR","TCD","SA_SPIRITS","","","","",""
"SA_0000001546_ARCHIVED","PUBLISHED","2012","AFR","COG","SA_SPIRITS","2.4","","","",""
"SA_0000001546_ARCHIVED","PUBLISHED","2012","WPR","COK","SA_WINE","2","","","",""
"SA_0000001546_ARCHIVED","PUBLISHED","2012","AMR","DMA","SA_BEER","5","","","",""
"SA_0000001546_ARCHIVED","PUBLISHED","2012","AFR","GNQ","SA_BEER","25","","","",""
"SA_0000001546_ARCHIVED","PUBLISHED","2012","AFR","GNQ","SA_SPIRITS","50","","","",""
"SA_0000001546_ARCHIVED","PUBLISHED","2012","AMR","GUY","SA_BEER","4","","","",""
"SA_0000001546_ARCHIVED","PUBLISHED","2012","AMR","GUY","SA_SPIRITS","4","","","",""
"SA_0000001546_ARCHIVED","PUBLISHED","2012","EMR","LBN","SA_BEER","15","","","",""
"SA_0000001546_ARCHIVED","PUBLISHED","2012","EMR","LBN","SA_SPIRITS","15","","","",""
"SA_0000001546_ARCHIVED","PUBLISHED","2012","EUR","MCO","SA_SPIRITS","","","","",""
"SA_0000001546_ARCHIVED","PUBLISHED","2012","SEAR","MMR","SA_SPIRITS","4","","","",""
"SA_0000001546_ARCHIVED","PUBLISHED","2012","AMR","NIC","SA_WINE","36","","","",""
"SA_0000001546_ARCHIVED","PUBLISHED","2012","AFR","RWA","SA_WINE","70","","","",""
"SA_0000001546_ARCHIVED","PUBLISHED","2012","AMR","KNA","SA_BEER","6","","","",""
"SA_0000001546_ARCHIVED","PUBLISHED","2012","AFR","SLE","SA_SPIRITS","35","","","",""
"SA_0000001546_ARCHIVED","PUBLISHED","2012","AFR","SWZ","SA_BEER","24","","","",""
"SA_0000001546_ARCHIVED","PUBLISHED","2012","SEAR","THA","SA_BEER","50","","","",""
"SA_0000001546_ARCHIVED","PUBLISHED","2012","SEAR","THA","SA_SPIRITS","50","","","",""
"SA_0000001546_ARCHIVED","PUBLISHED","2012","AMR","URY","SA_BEER","22","","","",""
"SA_0000001546_ARCHIVED","PUBLISHED","2012","AMR","URY","SA_SPIRITS","48","","","",""
"SA_0000001546_ARCHIVED","PUBLISHED","2012","AMR","ATG","SA_WINE","","","","","missing data"
"SA_0000001546_ARCHIVED","PUBLISHED","2012","AMR","ARG","SA_WINE","","","","","missing data"
"SA_0000001546_ARCHIVED","PUBLISHED","2012","AMR","BRB","SA_SPIRITS","","","","","missing data"
"SA_0000001546_ARCHIVED","PUBLISHED","2012","EUR","BLR","SA_WINE","","","","","missing data"
"SA_0000001546_ARCHIVED","PUBLISHED","2012","AMR","BOL","SA_SPIRITS","","","","","missing data"
"SA_0000001546_ARCHIVED","PUBLISHED","2012","EUR","BIH","SA_WINE","","","","","missing data"
"SA_0000001546_ARCHIVED","PUBLISHED","2012","WPR","KHM","SA_SPIRITS","","","","","missing data"
"SA_0000001546_ARCHIVED","PUBLISHED","2012","AMR","CAN","SA_WINE","","","","","missing data"
"SA_0000001546_ARCHIVED","PUBLISHED","2012","EUR","CYP","SA_SPIRITS","","","","","missing data"
"SA_0000001546_ARCHIVED","PUBLISHED","2012","EUR","CZE","SA_WINE","","","","","missing data"
"SA_0000001546_ARCHIVED","PUBLISHED","2012","AMR","ECU","SA_WINE","","","","","missing data"
"SA_0000001546_ARCHIVED","PUBLISHED","2012","EMR","EGY","SA_BEER","","","","","missing data"
"SA_0000001546_ARCHIVED","PUBLISHED","2012","AFR","GAB","SA_BEER","","","","","missing data"
"SA_0000001546_ARCHIVED","PUBLISHED","2012","AFR","GAB","SA_SPIRITS","","","","","missing data"
