"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","IHRSPARCAPACITYLEVEL","Display Value","Numeric","Low","High","Comments"
"IHRSPAR_CAPACITY04","PUBLISHED","2018","EMR","AFG","IHRSPARCAPLEVEL04_C_4_1","20","20.00000","","",""
"IHRSPAR_CAPACITY04","PUBLISHED","2018","AFR","AGO","IHRSPARCAPLEVEL04_C_4_1","20","20.00000","","",""
"IHRSPAR_CAPACITY04","PUBLISHED","2018","EUR","ALB","IHRSPARCAPLEVEL04_C_4_1","Other","","","",""
"IHRSPAR_CAPACITY04","PUBLISHED","2018","EUR","AND","IHRSPARCAPLEVEL04_C_4_1","80","80.00000","","",""
"IHRSPAR_CAPACITY04","PUBLISHED","2018","EMR","ARE","IHRSPARCAPLEVEL04_C_4_1","100","100.00000","","",""
"IHRSPAR_CAPACITY04","PUBLISHED","2018","AMR","ARG","IHRSPARCAPLEVEL04_C_4_1","80","80.00000","","",""
"IHRSPAR_CAPACITY04","PUBLISHED","2018","EUR","ARM","IHRSPARCAPLEVEL04_C_4_1","40","40.00000","","",""
"IHRSPAR_CAPACITY04","PUBLISHED","2018","AMR","ATG","IHRSPARCAPLEVEL04_C_4_1","80","80.00000","","",""
"IHRSPAR_CAPACITY04","PUBLISHED","2018","WPR","AUS","IHRSPARCAPLEVEL04_C_4_1","100","100.00000","","",""
"IHRSPAR_CAPACITY04","PUBLISHED","2018","EUR","AUT","IHRSPARCAPLEVEL04_C_4_1","80","80.00000","","",""
"IHRSPAR_CAPACITY04","PUBLISHED","2018","EUR","AZE","IHRSPARCAPLEVEL04_C_4_1","60","60.00000","","",""
"IHRSPAR_CAPACITY04","PUBLISHED","2018","AFR","BDI","IHRSPARCAPLEVEL04_C_4_1","40","40.00000","","",""
"IHRSPAR_CAPACITY04","PUBLISHED","2018","EUR","BEL","IHRSPARCAPLEVEL04_C_4_1","100","100.00000","","",""
"IHRSPAR_CAPACITY04","PUBLISHED","2018","AFR","BEN","IHRSPARCAPLEVEL04_C_4_1","40","40.00000","","",""
"IHRSPAR_CAPACITY04","PUBLISHED","2018","AFR","BFA","IHRSPARCAPLEVEL04_C_4_1","40","40.00000","","",""
"IHRSPAR_CAPACITY04","PUBLISHED","2018","SEAR","BGD","IHRSPARCAPLEVEL04_C_4_1","40","40.00000","","",""
"IHRSPAR_CAPACITY04","PUBLISHED","2018","EUR","BGR","IHRSPARCAPLEVEL04_C_4_1","80","80.00000","","",""
"IHRSPAR_CAPACITY04","PUBLISHED","2018","EMR","BHR","IHRSPARCAPLEVEL04_C_4_1","100","100.00000","","",""
"IHRSPAR_CAPACITY04","PUBLISHED","2018","AMR","BHS","IHRSPARCAPLEVEL04_C_4_1","80","80.00000","","",""
