"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","ALCOHOLTYPE","Display Value","Numeric","Low","High","Comments"
"SA_0000001540_ARCHIVED","PUBLISHED","2012","EMR","AFG","SA_SPIRITS","ban","","","",""
"SA_0000001540_ARCHIVED","PUBLISHED","2012","AMR","ATG","SA_WINE","no restriction","","","",""
"SA_0000001540_ARCHIVED","PUBLISHED","2012","AMR","ARG","SA_WINE","no restriction","","","",""
"SA_0000001540_ARCHIVED","PUBLISHED","2012","AMR","BHS","SA_WINE","no restriction","","","",""
"SA_0000001540_ARCHIVED","PUBLISHED","2012","AMR","BLZ","SA_BEER","no restriction","","","",""
"SA_0000001540_ARCHIVED","PUBLISHED","2012","AMR","BLZ","SA_WINE","no restriction","","","",""
"SA_0000001540_ARCHIVED","PUBLISHED","2012","AMR","BRA","SA_BEER","no restriction","","","",""
"SA_0000001540_ARCHIVED","PUBLISHED","2012","AFR","BDI","SA_SPIRITS","no restriction","","","",""
"SA_0000001540_ARCHIVED","PUBLISHED","2012","WPR","KHM","SA_BEER","no restriction","","","",""
"SA_0000001540_ARCHIVED","PUBLISHED","2012","AFR","TCD","SA_SPIRITS","voluntary/self-regulated","","","",""
"SA_0000001540_ARCHIVED","PUBLISHED","2012","AMR","CHL","SA_BEER","no restriction","","","",""
"SA_0000001540_ARCHIVED","PUBLISHED","2012","WPR","COK","SA_SPIRITS","partial restriction","","","",""
"SA_0000001540_ARCHIVED","PUBLISHED","2012","EUR","CYP","SA_WINE","no restriction","","","",""
"SA_0000001540_ARCHIVED","PUBLISHED","2012","EUR","CYP","SA_SPIRITS","no restriction","","","",""
"SA_0000001540_ARCHIVED","PUBLISHED","2012","AFR","ERI","SA_SPIRITS","no restriction","","","",""
"SA_0000001540_ARCHIVED","PUBLISHED","2012","SEAR","IND","SA_SPIRITS","voluntary/self-regulated","","","",""
"SA_0000001540_ARCHIVED","PUBLISHED","2012","SEAR","IDN","SA_BEER","ban","","","",""
"SA_0000001540_ARCHIVED","PUBLISHED","2012","AFR","MDG","SA_WINE","no restriction","","","",""
"SA_0000001540_ARCHIVED","PUBLISHED","2012","EUR","MCO","SA_BEER","no restriction","","","",""
"SA_0000001540_ARCHIVED","PUBLISHED","2012","AFR","NAM","SA_BEER","no restriction","","","",""
"SA_0000001540_ARCHIVED","PUBLISHED","2012","AFR","NAM","SA_WINE","no restriction","","","",""
"SA_0000001540_ARCHIVED","PUBLISHED","2012","AFR","NER","SA_WINE","ban","","","",""
"SA_0000001540_ARCHIVED","PUBLISHED","2012","EMR","OMN","SA_BEER","ban","","","",""
"SA_0000001540_ARCHIVED","PUBLISHED","2012","AMR","PRY","SA_SPIRITS","ban","","","",""
"SA_0000001540_ARCHIVED","PUBLISHED","2012","AMR","PER","SA_BEER","voluntary/self-regulated","","","",""
"SA_0000001540_ARCHIVED","PUBLISHED","2012","WPR","SGP","SA_WINE","no restriction","","","",""
"SA_0000001540_ARCHIVED","PUBLISHED","2012","WPR","SGP","SA_SPIRITS","no restriction","","","",""
"SA_0000001540_ARCHIVED","PUBLISHED","2012","AFR","ZAF","SA_WINE","no restriction","","","",""
"SA_0000001540_ARCHIVED","PUBLISHED","2012","AFR","SWZ","SA_BEER","no restriction","","","",""
"SA_0000001540_ARCHIVED","PUBLISHED","2012","AFR","SWZ","SA_WINE","no restriction","","","",""
"SA_0000001540_ARCHIVED","PUBLISHED","2012","EUR","MKD","SA_BEER","ban","","","",""
"SA_0000001540_ARCHIVED","PUBLISHED","2012","EUR","MKD","SA_WINE","ban","","","",""
"SA_0000001540_ARCHIVED","PUBLISHED","2012","AMR","TTO","SA_BEER","no restriction","","","",""
"SA_0000001540_ARCHIVED","PUBLISHED","2012","EUR","UKR","SA_BEER","no restriction","","","",""
"SA_0000001540_ARCHIVED","PUBLISHED","2012","AMR","URY","SA_SPIRITS","no restriction","","","",""
"SA_0000001540_ARCHIVED","PUBLISHED","2012","EUR","UZB","SA_BEER","ban","","","",""
"SA_0000001540_ARCHIVED","PUBLISHED","2012","EMR","YEM","SA_SPIRITS","ban","","","",""
"SA_0000001540_ARCHIVED","PUBLISHED","2012","AFR","ZMB","SA_SPIRITS","no restriction","","","",""
"SA_0000001540_ARCHIVED","PUBLISHED","2012","EMR","DJI","SA_BEER","","","","","missing data"
"SA_0000001540_ARCHIVED","PUBLISHED","2012","EMR","DJI","SA_WINE","","","","","missing data"
"SA_0000001540_ARCHIVED","PUBLISHED","2012","WPR","SLB","SA_SPIRITS","","","","","missing data"
"SA_0000001540_ARCHIVED","PUBLISHED","2012","AFR","AGO","SA_WINE","no restriction","","","",""
"SA_0000001540_ARCHIVED","PUBLISHED","2012","AMR","ATG","SA_BEER","no restriction","","","",""
"SA_0000001540_ARCHIVED","PUBLISHED","2012","EUR","ARM","SA_WINE","no restriction","","","",""
"SA_0000001540_ARCHIVED","PUBLISHED","2012","EUR","BLR","SA_BEER","no restriction","","","",""
"SA_0000001540_ARCHIVED","PUBLISHED","2012","EUR","BLR","SA_SPIRITS","no restriction","","","",""
"SA_0000001540_ARCHIVED","PUBLISHED","2012","AFR","BEN","SA_BEER","no restriction","","","",""
"SA_0000001540_ARCHIVED","PUBLISHED","2012","AFR","BEN","SA_SPIRITS","no restriction","","","",""
"SA_0000001540_ARCHIVED","PUBLISHED","2012","AFR","BFA","SA_WINE","no restriction","","","",""
"SA_0000001540_ARCHIVED","PUBLISHED","2012","AFR","BDI","SA_BEER","no restriction","","","",""
"SA_0000001540_ARCHIVED","PUBLISHED","2012","AFR","CMR","SA_WINE","no restriction","","","",""
"SA_0000001540_ARCHIVED","PUBLISHED","2012","AMR","CAN","SA_BEER","no restriction","","","",""
"SA_0000001540_ARCHIVED","PUBLISHED","2012","AFR","COM","SA_SPIRITS","no restriction","","","",""
"SA_0000001540_ARCHIVED","PUBLISHED","2012","AFR","COG","SA_WINE","no restriction","","","",""
"SA_0000001540_ARCHIVED","PUBLISHED","2012","AMR","CRI","SA_BEER","no restriction","","","",""
"SA_0000001540_ARCHIVED","PUBLISHED","2012","AMR","CRI","SA_SPIRITS","no restriction","","","",""
"SA_0000001540_ARCHIVED","PUBLISHED","2012","WPR","FJI","SA_SPIRITS","no restriction","","","",""
"SA_0000001540_ARCHIVED","PUBLISHED","2012","AMR","HND","SA_SPIRITS","no restriction","","","",""
"SA_0000001540_ARCHIVED","PUBLISHED","2012","AFR","LBR","SA_SPIRITS","no restriction","","","",""
"SA_0000001540_ARCHIVED","PUBLISHED","2012","AFR","MOZ","SA_SPIRITS","no restriction","","","",""
"SA_0000001540_ARCHIVED","PUBLISHED","2012","SEAR","MMR","SA_WINE","no restriction","","","",""
"SA_0000001540_ARCHIVED","PUBLISHED","2012","SEAR","NPL","SA_WINE","no restriction","","","",""
"SA_0000001540_ARCHIVED","PUBLISHED","2012","WPR","PLW","SA_BEER","no restriction","","","",""
"SA_0000001540_ARCHIVED","PUBLISHED","2012","EUR","SMR","SA_SPIRITS","no restriction","","","",""
"SA_0000001540_ARCHIVED","PUBLISHED","2012","AFR","SEN","SA_BEER","ban","","","",""
"SA_0000001540_ARCHIVED","PUBLISHED","2012","AFR","SEN","SA_SPIRITS","ban","","","",""
"SA_0000001540_ARCHIVED","PUBLISHED","2012","EUR","ESP","SA_WINE","no restriction","","","",""
"SA_0000001540_ARCHIVED","PUBLISHED","2012","EUR","TJK","SA_BEER","no restriction","","","",""
